Rank,playerId,abbrevName,playerFullName,player,playerFirstName,pos,newestTeamName,newestTeamAbbrevName,newestTeamId,newestTeamLocation,newestTeamLevel,batsHand,throwsHand,G,P,Vel,10thVel,90thVel,MxVel,VelRange,HorzBrk,VertBrk,IndVertBrk,Spin,MxSpin,RelX,RelZ,Extension,EffectVel,HorzRelAngle,VertRelAngle,PlateVel,HorzApprAngle,VertApprAngle,PVX,PVZ
636,1158279680,B. Frederick,Brady Frederick,Frederick,Brady,P,East Tennessee State University,ETSU,4844,East Tennessee State,BBC,R,R,24,1147,81.0,74.9,84.0,89.2,9.1,4.9,-42.2,2.0,2199.1,2549.7,-35.7,23.3,5.32,79.5,-3.59,4.36,73.7,-2.72,-3.34,5.0,-6.4
637,1383375719,B. Shea,Bryson Shea,Shea,Bryson,P,Texas A&M-Corpus Christi,AMCC,4764,Texas A&M-Corpus Christi,BBC,R,R,17,853,80.9,70.7,86.9,89.0,16.3,6.3,-29.4,13.4,1946.7,2336.2,-13.3,76.9,6.41,81.4,-1.49,-1.64,74.0,-0.35,-7.17,0.5,-13.3
638,1263423232,J. Lloyd,Jaxon Lloyd,Lloyd,Jaxon,P,Virginia Military Institute,VMI,730173440,VMI,BBC,L,L,16,1094,80.9,74.9,86.8,88.5,11.8,-10.3,-32.3,11.4,2140.8,2370.0,29.3,68.6,5.82,80.2,3.49,-0.80,73.7,1.64,-6.80,-2.9,-12.6
639,1950260205,M. Diforte,Michael Diforte,Diforte,Michael,P,Saint Peter's University,SPC,730149888,Saint Peter's,BBC,R,R,16,876,80.9,72.6,86.2,88.6,13.6,6.5,-40.0,4.7,2089.9,2370.6,-21.8,67.6,5.57,79.8,-2.35,-0.08,73.1,-1.19,-7.45,2.0,-13.8
640,1200193536,W. Walsh,Will Walsh,Walsh,Will,P,University of Nebraska,NEB,4865,Nebraska,BBC,R,L,17,1108,80.8,75.0,88.5,91.3,13.5,-2.6,-37.1,6.5,2014.3,2776.1,18.3,70.5,5.75,80.2,2.07,-0.65,74.2,1.59,-7.47,-2.9,-14.1
641,1802268698,E. Sanchez,Edwin Sanchez,Sanchez,Edwin,P,Bethune-Cookman University,COOK,730152960,Bethune-Cookman,BBC,L,L,17,1359,80.8,72.7,88.0,90.0,15.3,-14.2,-40.9,5.3,2038.2,2396.2,16.3,59.4,5.11,78.1,2.62,0.79,72.8,0.10,-6.66,-0.1,-12.3
642,1279246592,J. LaBoy,Jorhan LaBoy,LaBoy,Jorhan,P,Alabama State University,ALST,4765,Alabama State,BBC,L,L,17,1432,80.8,73.0,86.1,88.0,13.1,-6.0,-34.8,10.0,1861.3,2382.6,21.0,72.6,5.10,79.5,2.11,-0.62,73.7,1.03,-7.00,-1.7,-13.1
643,1306812928,B. Blevins,Bryce Blevins,Blevins,Bryce,P,Marshall University,MRSH,730333696,Marshall,BBC,R,L,16,1425,80.7,76.1,85.1,86.9,8.9,-4.9,-35.8,9.0,2200.8,2523.4,9.6,62.8,5.13,78.9,1.32,0.02,73.5,0.44,-6.53,-0.7,-12.2
644,1162504960,D. Case,David Case,Case,David,P,University of Memphis,MEM,730172160,Memphis,BBC,L,L,14,1135,80.7,73.3,88.7,91.3,15.4,-0.5,-37.1,7.5,1970.5,2441.2,13.7,72.3,5.61,79.7,1.19,-0.67,73.6,1.09,-7.50,-1.9,-13.9
645,1288367360,A. Elges,Alek Elges,Elges,Alek,P,Longwood University,LONG,730219264,Longwood,BBC,R,R,22,1048,80.7,74.6,86.8,89.4,12.2,2.7,-38.0,7.0,2226.7,2818.8,-26.9,62.0,5.28,79.2,-2.86,0.23,73.4,-2.36,-6.72,4.2,-12.5
646,1210149120,S. Pinson,Smith Pinson,Pinson,Smith,P,Kennesaw State University,KENN,730197504,Kennesaw State,BBC,R,R,22,1074,80.6,72.1,88.5,90.3,16.3,7.1,-39.5,4.2,1824.5,2316.7,-23.8,69.5,6.46,80.8,-2.97,-0.25,73.3,-1.67,-7.62,2.9,-14.0
647,1292501760,R. Grace,Ranard Grace,Grace,Ranard,P,Southern University,SOU,4767,Southern,BBC,L,L,12,1005,80.6,74.0,86.5,88.2,12.5,-6.0,-32.7,9.0,2046.5,2219.4,22.7,67.1,6.30,82.0,2.77,-0.89,74.8,1.67,-6.99,-3.0,-13.3
648,1326021632,Z. Garcia,Zach Garcia,Garcia,Zach,P,Texas A&M-Corpus Christi,AMCC,4764,Texas A&M-Corpus Christi,BBC,L,L,14,1365,80.6,73.7,86.0,90.0,12.3,-4.4,-32.2,11.1,2011.6,2432.8,27.2,73.5,5.87,80.4,2.77,-1.11,74.3,1.98,-7.08,-3.6,-13.3
649,1273112064,D. Beckner,Drew Beckner,Beckner,Drew,P,Eastern Michigan University,EMU,5385,Eastern Michigan,BBC,L,L,15,1471,80.5,72.4,86.8,89.1,14.5,-8.3,-35.1,10.7,2222.1,2532.5,12.0,69.9,5.17,78.8,1.73,-0.72,73.1,0.25,-7.14,-0.3,-13.1
650,1307056128,J. Wywoda,Jaden Wywoda,Wywoda,Jaden,P,College of the Holy Cross,HC,730310656,Holy Cross,BBC,R,R,16,1367,80.5,73.0,87.7,91.1,14.6,4.8,-37.4,7.5,2204.5,2556.5,-16.4,62.1,5.56,79.7,-2.06,0.13,73.2,-1.19,-6.78,1.9,-12.6
651,1619696044,D. DeProspero,Dutch DeProspero,DeProspero,Dutch,P,Towson University,TOWS,730318336,Towson,BBC,R,R,16,885,80.3,72.3,87.1,89.8,14.8,-3.3,-34.1,10.1,2199.1,2740.3,-16.1,65.1,5.98,79.8,-1.29,-0.19,73.0,-1.88,-6.54,3.5,-12.1
652,1713704850,T. Patterson,Tripp Patterson,Patterson,Tripp,P,University of North Alabama,UNA,730266624,North Alabama,BBC,L,L,15,1356,80.3,71.5,86.7,88.3,15.2,-10.0,-32.0,12.1,1915.9,3482.7,18.9,71.2,6.32,80.0,2.18,-0.86,73.2,0.37,-6.86,-0.6,-12.7
653,1003021622,H. Hayashi,Heitaro Hayashi,Hayashi,Heitaro,P,Wagner College,WAG,730192640,Wagner,BBC,L,L,16,736,80.3,72.6,84.9,86.3,12.3,-6.2,-41.5,5.9,1753.6,2177.7,29.5,65.9,5.04,77.1,3.50,0.49,72.1,2.41,-7.04,-4.3,-12.8
654,1005138026,K. Davis,Kanious Davis,Davis,Kanious,P,Alcorn State University,ALCN,5376,Alcorn State,BBC,R,R,15,815,80.2,72.6,87.4,91.0,14.8,1.8,-32.1,14.6,2175.0,2517.1,-16.7,70.6,4.97,77.8,-1.90,-0.86,72.3,-1.59,-6.76,2.8,-12.3
655,1115370173,H. Bell,Hunter Bell,Bell,Hunter,P,Stonehill College,SC,730238464,Stonehill,BBC,L,L,13,860,80.2,74.7,85.0,87.0,10.3,-12.0,-33.9,7.7,1955.3,2194.4,15.3,65.1,6.00,81.8,2.21,-0.06,75.1,0.06,-6.36,0.1,-12.2
656,1128523264,C. Wylde,Connor Wylde,Wylde,Connor,P,New Mexico State University,NMSU,730302720,New Mexico State,BBC,L,L,16,1050,80.1,74.7,86.1,92.1,11.4,-8.8,-36.0,8.0,1932.5,2546.8,21.2,71.5,5.95,79.6,2.39,-0.86,73.4,0.94,-7.40,-1.6,-13.8
657,1275226481,J. Bauer,Jackson Bauer,Bauer,Jackson,P,Hofstra University,HOF,730245120,Hofstra,BBC,L,L,17,1277,80.1,69.6,86.7,88.3,17.2,-4.9,-36.2,9.4,2029.2,2363.5,20.1,73.9,5.72,79.2,2.22,-0.65,72.6,1.34,-7.35,-2.3,-13.4
658,1093144320,S. Cash,Steven Cash,Cash,Steven,P,Jacksonville State University,JVST,730225408,Jacksonville State,BBC,R,L,16,1352,80.0,73.8,87.2,89.2,13.3,-10.7,-36.2,8.7,1948.4,2706.4,39.6,64.3,5.80,79.2,4.06,-0.26,73.0,2.14,-6.95,-3.8,-12.9
659,1281884928,B. Gaskey,Blake Gaskey,Gaskey,Blake,P,Ohio University,OHIO,730298368,Ohio,BBC,L,R,14,1195,80.0,72.3,85.7,88.9,13.3,5.2,-37.5,7.4,2172.2,2449.8,-22.2,56.1,6.05,79.5,-2.47,0.73,72.2,-1.53,-6.27,2.6,-11.5
660,1162566912,E. Gonzales,Erick Gonzales,Gonzales,Erick,P,Jackson State University,JKST,730378240,Jackson State,BBC,R,R,18,1317,80.0,73.0,88.0,91.0,15.0,-3.6,-39.9,6.1,2190.3,2482.8,-18.2,69.5,5.39,78.5,-1.16,0.31,72.5,-1.78,-7.00,3.1,-12.8
661,1152901632,C. Keel,Christian Keel,Keel,Christian,P,Brown University,BRWN,730236160,Brown,BBC,R,R,14,1005,79.9,72.6,87.4,91.0,14.8,8.1,-33.4,11.6,1894.1,2398.4,-11.6,74.9,5.77,79.3,-1.97,-1.28,72.8,-0.52,-7.47,0.8,-13.7
662,1164663040,F. Morin,Felix Morin,Morin,Felix,P,Canisius College,CAN,730218752,Canisius,BBC,L,L,13,897,79.9,75.0,86.3,89.3,11.3,-9.2,-38.6,6.5,1785.4,2150.4,17.5,67.3,5.76,79.0,2.34,-0.28,72.4,0.68,-7.43,-1.1,-13.7
663,1198527488,J. Hanson,Jared Hanson,Hanson,Jared,P,Central Michigan University,CMU,5342,Central Michigan,BBC,R,R,15,909,79.8,74.3,85.8,88.9,11.4,8.3,-31.2,12.5,1890.5,2251.6,-18.9,69.8,6.47,80.1,-2.83,-0.82,72.7,-1.32,-6.71,2.3,-12.4
664,1232886784,M. Parker,Max Parker,Parker,Max,P,Le Moyne College,LMC,730202880,Le Moyne,BBC,L,L,14,1240,79.6,72.6,84.1,86.5,11.5,-12.4,-42.6,5.0,1892.9,2284.3,18.3,71.9,5.72,77.5,2.77,0.32,70.6,0.55,-7.55,-0.7,-13.5
665,1310134016,N. Luckett,Nick Luckett,Luckett,Nick,P,Southern University,SOU,4767,Southern,BBC,R,R,15,1340,79.5,70.0,85.2,87.0,15.2,6.2,-35.0,10.4,2039.7,2359.1,-10.5,66.0,6.01,79.1,-1.39,-0.75,72.3,-0.26,-7.25,0.3,-13.2
666,1105311232,B. Bendik,Brady Bendik,Bendik,Brady,P,U.S. Naval Academy,NAVY,508,Navy,BBC,R,R,13,1169,79.5,70.6,85.1,87.7,14.5,-5.3,-41.1,5.0,2247.4,2564.6,-23.6,65.0,5.67,78.5,-1.86,0.44,72.4,-2.80,-7.11,5.1,-13.0
667,1342170423,N. Varnier,Nathaniel Varnier,Varnier,Nathaniel,P,Norfolk State University,NORF,3904,Norfolk State,BBC,L,L,13,878,79.4,68.1,86.2,87.5,18.1,-11.2,-36.5,10.0,1847.3,2043.1,17.3,78.2,5.66,78.4,2.75,-1.01,72.0,0.74,-7.76,-1.2,-14.1
668,1097715200,E. Gialloreto,Eric Gialloreto,Gialloreto,Eric,P,Iona College,IONA,730242048,Iona,BBC,R,R,14,1168,79.4,75.3,84.2,85.8,8.9,9.3,-40.3,5.7,2098.1,2344.0,-27.1,49.3,5.30,77.9,-3.36,1.35,72.2,-1.70,-6.05,3.0,-11.2
669,1299763712,B. Eftink,Brayden Eftink,Eftink,Brayden,P,Mississippi Valley State University,MVSU,730259200,Mississippi Valley State,BBC,L,R,12,533,79.3,71.0,86.0,87.0,15.0,-,-,-,-,-,0.0,0.0,-,-,-,-,-,-,-,-,-
670,1281129472,C. Martindale,Cam Martindale,Martindale,Cam,P,Saint Peter's University,SPC,730149888,Saint Peter's,BBC,R,R,15,761,79.2,74.4,82.2,84.5,7.8,13.4,-38.7,7.1,1963.2,2130.7,-19.1,68.4,5.74,78.4,-3.05,-0.23,71.6,-0.64,-7.40,1.0,-13.6
671,1182295552,J. Faulkner,Jacob Faulkner,Faulkner,Jacob,P,Princeton University,PRIN,730198784,Princeton,BBC,R,R,19,990,79.1,71.6,84.7,86.7,13.1,7.6,-46.6,0.3,2063.9,2441.1,-56.0,28.2,5.65,78.2,-5.62,4.26,71.3,-4.27,-4.30,7.5,-7.9
672,1064527734,B. Grasser,Brad Grasser,Grasser,Brad,P,Manhattan College,MAN,730363648,Manhattan,BBC,R,R,13,861,79.1,71.9,85.7,89.1,13.8,3.3,-41.5,5.9,2158.2,2857.7,-36.1,63.2,5.17,77.5,-3.76,0.17,71.6,-3.18,-7.41,5.6,-13.5
673,1279760896,O. Tappy,Owen Tappy,Tappy,Owen,P,Virginia Commonwealth University,VCU,730179328,VCU,BBC,R,R,14,1127,79.1,72.7,83.1,86.1,10.4,8.7,-41.9,3.5,1981.4,2293.9,-29.9,52.9,5.99,78.5,-3.50,1.99,72.0,-1.93,-5.78,3.4,-10.6
674,1227038720,E. Brown,Eli Brown,Brown,Eli,P,Lindenwood University,LU,730322176,Lindenwood,BBC,R,L,15,1189,79.0,75.0,85.4,87.0,10.5,-10.7,-36.0,9.8,2059.6,2420.9,26.9,71.0,5.63,78.5,3.29,-1.01,72.2,1.38,-7.65,-2.4,-14.0
675,1114614016,C. Moore,Chance Moore,Moore,Chance,P,St. Bonaventure University,SBON,730375424,St. Bonaventure,BBC,R,R,16,1158,78.9,72.8,84.8,87.7,12.0,7.1,-33.8,11.9,1786.5,2270.7,-16.1,73.3,6.24,78.8,-2.05,-1.06,71.6,-0.77,-7.38,1.2,-13.3
676,1294172672,B. Magovern,Ben Magovern,Magovern,Ben,P,Bucknell University,BUCK,730214144,Bucknell,BBC,L,L,12,884,78.9,73.8,83.8,86.7,10.0,-6.1,-37.1,8.3,1952.6,2382.5,28.7,71.1,6.02,78.6,2.86,-0.56,72.1,1.76,-7.44,-3.1,-13.7
677,1100142592,E. Blakeney,Ethan Blakeney,Blakeney,Ethan,P,Norfolk State University,NORF,3904,Norfolk State,BBC,R,R,13,677,78.9,71.7,84.9,85.8,13.1,4.0,-38.6,8.4,2142.2,2832.2,-21.1,64.6,5.35,77.5,-2.28,-0.17,71.6,-1.55,-7.26,2.7,-13.1
678,1217850368,W. Jones,Will Jones,Jones,Will,P,Northeastern University,NE,343,Northeastern,BBC,L,L,15,1142,78.8,71.7,86.9,89.6,15.1,5.1,-41.6,4.5,2431.9,2870.5,36.2,67.4,6.34,78.7,2.88,0.43,71.5,3.78,-7.31,-6.7,-13.2
679,1311153664,A. Herrmann,Andrew Herrmann,Herrmann,Andrew,P,University of Louisiana at Lafayette,ULL,5075,Louisiana,BBC,L,L,18,1185,78.6,73.3,84.1,90.3,10.7,-4.8,-33.2,13.4,1964.7,3061.2,12.3,75.3,5.56,77.6,1.51,-1.46,71.7,0.65,-7.60,-1.1,-13.8
680,1330578944,E. Del Valle,Eddie Del Valle,Del Valle,Eddie,P,Delaware State University,DSU,730217984,Delaware State,BBC,R,L,12,1014,78.6,71.7,84.6,85.0,12.9,-,-,-,-,-,0.0,0.0,-,-,-,-,-,-,-,-,-
681,1069409302,Z. Danielson,Zane Danielson,Danielson,Zane,P,Fort Wayne,PFW,730231552,Fort Wayne,BBC,L,L,11,985,78.3,72.5,84.0,85.6,11.5,-13.9,-35.3,10.7,1964.4,3208.7,36.3,74.2,6.11,78.3,4.14,-0.88,71.4,1.64,-7.47,-2.8,-13.6
682,1683462800,C. McClendon,Calvin McClendon,McClendon,Calvin,P,Texas Southern University,TXSO,4768,Texas Southern,BBC,L,L,16,985,78.2,71.5,81.7,83.5,10.2,-12.5,-38.8,9.6,1838.5,2175.4,16.6,69.7,4.83,76.1,2.28,-0.14,71.1,0.07,-7.19,0.1,-13.0
683,1288366848,K. Straily,Kaden Straily,Straily,Kaden,P,Coppin State University,COPP,730194176,Coppin State,BBC,R,R,13,1139,78.2,72.3,83.9,85.1,11.6,-2.2,-40.7,9.0,2022.9,2576.3,-10.4,78.2,5.17,75.2,-0.43,-0.55,70.0,-0.81,-7.97,1.4,-14.1
684,1263546112,K. Braziel,Kewan Braziel,Braziel,Kewan,P,Texas Southern University,TXSO,4768,Texas Southern,BBC,L,L,18,852,78.0,70.4,83.0,84.2,12.7,-6.8,-38.1,10.0,2210.0,3387.6,27.3,58.0,5.03,76.4,2.70,0.67,71.6,1.50,-6.27,-2.6,-11.3
685,1084516352,C. Kelly,Carson Kelly,Kelly,Carson,P,Florida A&M University,FAMU,5416,Florida A&M,BBC,L,L,26,802,77.6,69.6,84.8,98.0,15.2,-9.8,-50.2,-1.6,1944.6,2217.8,33.0,51.4,5.58,76.8,3.95,2.24,70.2,2.21,-6.97,-3.7,-12.6
686,1614212435,J. Wizceb,Joey Wizceb,Wizceb,Joey,P,Western Michigan University,WMU,730165248,Western Michigan,BBC,L,L,14,1072,76.2,72.6,80.0,81.6,7.5,-13.5,-37.9,10.9,1826.6,2214.1,30.1,63.4,6.14,75.9,3.61,0.09,68.8,1.18,-7.01,-1.9,-12.3
687,1827768225,L. Grant,Landyn Grant,Grant,Landyn,P,Prairie View A&M University,PV,4766,Prairie View A&M,BBC,R,L,13,938,75.8,70.8,79.2,81.5,8.4,-5.5,-36.3,10.2,1989.4,3576.7,13.0,72.9,7.01,77.5,1.52,-0.38,70.0,0.51,-7.24,-0.8,-12.8
688,1294886144,J. Ritz,Justin Ritz,Ritz,Justin,P,Coppin State University,COPP,730194176,Coppin State,BBC,R,R,27,836,75.1,71.0,80.0,82.8,9.0,1.1,-45.8,5.0,2147.5,2537.3,-27.8,43.4,5.89,74.3,-2.45,2.95,67.9,-2.24,-5.54,3.8,-9.7
689,1263954688,J. Ford,Jermel Ford,Ford,Jermel,TWP,Alcorn State University,ALCN,5376,Alcorn State,BBC,L,L,14,839,74.9,68.9,80.0,83.3,11.1,-11.8,-39.1,12.3,1939.8,2155.6,22.5,59.6,5.27,73.9,2.61,0.91,68.6,0.51,-6.27,-0.8,-10.9
690,1162029824,J. Snipes,James Snipes,Snipes,James,P,Mississippi Valley State University,MVSU,730259200,Mississippi Valley State,BBC,R,R,15,461,74.7,68.0,80.0,82.0,12.0,-,-,-,-,-,0.0,0.0,-,-,-,-,-,-,-,-,-
691,1052929589,G. Workman,Garrett Workman,Workman,Garrett,P,Florida A&M University,FAMU,5416,Florida A&M,BBC,L,L,15,924,74.5,66.2,79.8,81.6,13.6,-10.6,-40.5,10.8,1784.5,2010.0,25.7,65.2,6.07,74.5,3.02,0.49,67.8,1.11,-7.06,-1.7,-12.1
692,1319265024,E. Bates,Ethan Bates,Bates,Ethan,P,Grambling State University,GRAM,5378,Grambling State,BBC,R,L,20,588,73.7,68.3,79.0,81.0,10.7,-5.6,-49.1,3.8,1875.4,2151.6,37.5,41.9,6.15,73.1,3.99,3.13,66.5,2.97,-5.99,-4.8,-10.2
693,1815927257,L. Corcoran,Luke Corcoran,Corcoran,Luke,P,Coppin State University,COPP,730194176,Coppin State,BBC,L,L,15,853,73.4,65.5,77.9,79.1,12.4,-2.1,-46.2,7.3,1879.2,2319.6,22.4,68.8,5.56,72.4,2.11,0.33,67.1,1.73,-8.15,-2.9,-13.9
694,1094692864,A. Lyon,Alex Lyon,Lyon,Alex,P,College of Charleston,COFC,730177792,College of Charleston,BBC,R,R,31,855,71.0,63.2,76.1,80.8,12.9,3.6,-54.1,2.8,1782.8,2033.6,-47.4,37.9,6.39,71.2,-4.39,3.97,63.8,-3.74,-6.15,5.8,-10.1
,1128813223,L. Darnell,Logan Darnell,Darnell,Logan,P,Mississippi Valley State University,MVSU,730259200,Mississippi Valley State,BBC,R,R,17,601,-,-,-,-,-,-,-,-,-,-,0.0,0.0,-,-,-,-,-,-,-,-,-
