Rank,playerId,abbrevName,playerFullName,player,playerFirstName,pos,newestTeamName,newestTeamAbbrevName,newestTeamId,newestTeamLocation,newestTeamLevel,batsHand,throwsHand,G,BF,P,4Seam%,Sink2Seam%,Cutter%,Slider%,Curve%,Change%,Split%,Sweeper%,Unknown%,FastSink%,Soft%,Break%
636,1619696044,D. DeProspero,Dutch DeProspero,DeProspero,Dutch,P,Towson University,TOWS,730318336,Towson,BBC,R,R,16,262,885,27.4%,0.0%,13.9%,33.3%,10.4%,15.0%,0.0%,0.0%,23.7%,27.4%,58.7%,43.7%
637,1136002048,J. Soberon,Joe Soberon,Soberon,Joe,P,University of San Francisco,SF,730365696,San Francisco,BBC,R,R,14,290,1083,27.2%,34.7%,0.4%,5.8%,11.3%,20.7%,0.0%,0.0%,2.2%,61.9%,37.8%,17.1%
638,1290508544,J. Bennett,Jack Bennett,Bennett,Jack,P,Western Kentucky University,WKU,730212096,Western Kentucky,BBC,R,R,14,275,986,27.1%,20.8%,15.8%,13.8%,1.5%,21.0%,0.0%,0.0%,0.0%,47.9%,36.3%,15.3%
639,1162536960,A. DAlessio,Andrew DAlessio,DAlessio,Andrew,P,Princeton University,PRIN,730198784,Princeton,BBC,R,R,9,226,803,26.8%,36.5%,1.2%,17.8%,0.2%,17.4%,0.0%,0.0%,0.0%,63.3%,35.5%,18.1%
640,1064527734,B. Grasser,Brad Grasser,Grasser,Brad,P,Manhattan College,MAN,730363648,Manhattan,BBC,R,R,13,267,861,26.7%,7.8%,0.0%,34.9%,9.7%,20.9%,0.0%,0.0%,70.0%,34.5%,65.5%,44.6%
641,1162538496,C. Lockwood,Connor Lockwood,Lockwood,Connor,P,Valparaiso University,VALP,730369536,Valparaiso,BBC,R,R,14,431,1434,26.2%,10.6%,20.0%,11.5%,6.1%,25.6%,0.0%,0.0%,6.8%,36.8%,43.3%,17.7%
642,1196833025,R. O'Connor,Robbie O'Connor,O'Connor,Robbie,P,University of Massachusetts,MASS,5451,UMass,BBC,R,R,14,338,1204,26.1%,29.5%,2.2%,30.7%,0.2%,11.3%,0.0%,0.0%,47.8%,55.6%,42.2%,30.9%
643,1084516352,C. Kelly,Carson Kelly,Kelly,Carson,P,Florida A&M University,FAMU,5416,Florida A&M,BBC,L,L,26,310,802,26.0%,13.0%,0.0%,31.3%,21.0%,8.4%,0.4%,0.0%,67.3%,38.9%,61.1%,52.3%
644,1311169536,M. Patel,Mason Patel,Patel,Mason,P,Georgia Tech,GT,100,Georgia Tech,BBC,R,R,23,283,957,25.6%,17.1%,3.5%,17.7%,0.7%,34.4%,1.0%,0.0%,0.0%,42.7%,53.9%,18.4%
645,1216810752,J. Harris,Jaden Harris,Harris,Jaden,P,Brigham Young University,BYU,730257152,BYU,BBC,R,R,17,301,1128,25.2%,18.1%,19.8%,19.2%,1.2%,14.8%,1.6%,0.0%,0.3%,43.4%,36.8%,20.4%
646,1226691328,J. Halford,Jacob Halford,Halford,Jacob,P,North Carolina A&T State University,NCAT,730372352,North Carolina A&T,BBC,R,R,23,258,917,25.2%,31.7%,0.0%,14.4%,19.5%,3.8%,0.0%,5.4%,59.8%,56.9%,43.1%,39.3%
647,1279326464,B. Morningstar,Blake Morningstar,Morningstar,Blake,P,Wake Forest University,WAKE,730373376,Wake Forest,BBC,R,R,16,347,1352,25.1%,18.3%,20.5%,1.9%,19.5%,14.8%,0.0%,0.0%,0.4%,43.4%,36.2%,21.3%
648,1257441536,K. Montgomery,Kellan Montgomery,Montgomery,Kellan,P,Long Beach State University,LBSU,730224128,Long Beach State,BBC,R,R,14,353,1257,24.9%,25.6%,0.4%,29.7%,1.3%,18.1%,0.0%,0.0%,8.2%,50.4%,49.1%,31.0%
649,1203293440,B. Wilson,Bradley Wilson,Wilson,Bradley,P,Appalachian State University,APP,730240256,Appalachian State,BBC,R,R,24,297,1076,24.5%,9.3%,16.4%,14.7%,20.2%,14.9%,0.0%,0.0%,0.4%,33.8%,49.8%,34.8%
650,1238212096,J. Tollett,JR Tollett,Tollett,JR,P,University of Louisiana at Lafayette,ULL,5075,Louisiana,BBC,R,R,17,328,1103,24.4%,20.1%,13.1%,26.5%,5.8%,10.0%,0.0%,0.0%,0.5%,44.5%,42.4%,32.4%
651,1254309120,O. Geiss,Owen Geiss,Geiss,Owen,P,Long Beach State University,LBSU,730224128,Long Beach State,BBC,R,R,16,315,1125,24.1%,26.2%,0.0%,30.8%,4.7%,13.5%,0.0%,0.8%,10.2%,50.3%,49.7%,36.2%
652,1099691264,R. Quick,Riley Quick,Quick,Riley,P,University of Alabama,ALA,730206976,Alabama,BBC,R,R,14,270,1069,23.4%,24.4%,9.3%,27.2%,0.0%,15.7%,0.0%,0.0%,0.1%,47.8%,42.9%,27.2%
653,1481247285,R. Borberg,Ryan Borberg,Borberg,Ryan,P,Dallas Baptist University,DBU,730198016,Dallas Baptist,BBC,R,R,16,342,1234,23.2%,15.5%,5.2%,15.1%,3.7%,36.5%,0.8%,0.0%,0.0%,38.7%,56.2%,18.8%
654,1238172160,N. Rodriguez,Noah Rodriguez,Rodriguez,Noah,P,Siena College,SIE,730382592,Siena,BBC,L,R,16,381,1269,23.1%,16.9%,18.4%,24.7%,0.8%,16.1%,0.0%,0.0%,79.9%,40.0%,41.6%,25.5%
655,1162245632,J. Arnold,Jamie Arnold,Arnold,Jamie,P,Florida State University,FSU,101,Florida State,BBC,L,L,15,351,1370,22.6%,23.5%,2.9%,42.0%,0.1%,8.4%,0.6%,0.0%,0.0%,46.1%,51.0%,42.0%
656,1138165504,C. Aoki,Caden Aoki,Aoki,Caden,P,University of Southern California,USC,5047,USC,BBC,R,R,17,405,1472,22.3%,13.5%,0.0%,13.0%,19.5%,27.1%,4.4%,0.1%,0.0%,35.8%,64.2%,32.7%
657,1243621888,R. Maddox,Riley Maddox,Maddox,Riley,P,University of Mississippi,MISS,5322,Ole Miss,BBC,R,R,17,313,1229,21.6%,33.2%,14.0%,17.7%,6.4%,6.8%,0.0%,0.2%,0.0%,54.8%,31.2%,24.3%
658,1130326784,I. Silva,Isaac Silva,Silva,Isaac,P,Murray State University,MURR,730188032,Murray State,BBC,R,R,18,384,1413,21.6%,31.7%,7.0%,27.2%,0.5%,12.0%,0.0%,0.0%,31.1%,53.3%,39.7%,27.7%
659,1275958784,E. Hoffberg,Erik Hoffberg,Hoffberg,Erik,P,Gonzaga University,GONZ,730200832,Gonzaga,BBC,R,R,23,242,944,21.6%,0.1%,8.0%,66.7%,0.2%,3.3%,0.0%,0.0%,0.6%,21.7%,70.3%,67.0%
660,1093169920,H. Andrews,Heath Andrews,Andrews,Heath,P,North Carolina State University,NCST,730216448,North Carolina State,BBC,R,R,14,294,1075,21.5%,26.4%,0.0%,42.8%,0.2%,9.1%,0.0%,0.0%,0.1%,47.9%,52.1%,43.0%
661,1332929792,J. McCracken,J.D. McCracken,McCracken,J.D.,P,Rice University,RICE,2352,Rice,BBC,L,L,16,336,1158,21.3%,31.1%,7.1%,8.6%,0.0%,31.9%,0.0%,0.0%,0.1%,52.4%,40.5%,8.6%
662,1287368192,A. Savary,Aaron Savary,Savary,Aaron,P,University of Iowa,IOWA,1232,Iowa,BBC,R,R,15,342,1284,21.1%,21.3%,0.0%,33.8%,9.3%,11.2%,0.0%,3.4%,0.1%,42.4%,57.6%,46.4%
663,1297348096,K. McCoy,Kyle McCoy,McCoy,Kyle,P,University of Maryland-College Park,MD,730172928,Maryland,BBC,L,L,14,366,1316,21.0%,38.8%,0.0%,25.5%,0.0%,14.6%,0.0%,0.0%,2.1%,59.9%,40.1%,25.5%
664,1231134895,B. Roberson,Brooks Roberson,Roberson,Brooks,P,Louisiana Tech University,LT,3374,Louisiana Tech,BBC,R,R,16,317,1165,21.0%,15.7%,0.0%,22.5%,11.7%,29.1%,0.0%,0.0%,15.2%,36.6%,63.4%,34.2%
665,1100716032,C. Marshburn,Connor Marshburn,Marshburn,Connor,P,UNC Wilmington,UNCW,730229504,UNC Wilmington,BBC,R,R,15,322,1160,20.9%,43.4%,2.0%,10.0%,0.0%,4.8%,0.0%,18.9%,0.0%,64.3%,33.7%,28.9%
666,1537972184,E. Teel,Easton Teel,Teel,Easton,P,Oral Roberts University,ORU,730180096,Oral Roberts,BBC,R,R,17,341,1181,20.6%,38.5%,3.4%,19.2%,1.9%,16.4%,0.0%,0.0%,17.4%,59.1%,37.5%,21.1%
667,1208166656,L. Harrison,Luke Harrison,Harrison,Luke,P,University of Texas,TEX,245,Texas,BBC,L,L,15,315,1151,20.4%,8.6%,22.6%,21.9%,10.4%,16.1%,0.0%,0.0%,0.2%,29.0%,48.4%,32.3%
668,1162521088,L. Runde,Logan Runde,Runde,Logan,P,Florida International University,FIU,4468,Florida International,BBC,R,R,21,274,999,19.7%,26.4%,0.4%,34.4%,13.1%,6.1%,0.0%,0.0%,5.9%,46.1%,53.5%,47.4%
669,1184585728,L. Jurecka,Landry Jurecka,Jurecka,Landry,P,Queens University of Charlotte,QUC,754315264,Queens University of Charlotte,BBC,R,R,15,360,1281,19.7%,35.4%,6.5%,2.9%,10.0%,25.5%,0.0%,0.0%,27.7%,55.1%,38.4%,13.0%
670,1238157312,O. Kramkowski,Owen Kramkowski,Kramkowski,Owen,P,University of Arizona,ARIZ,232,Arizona,BBC,R,R,18,415,1451,19.4%,21.8%,26.3%,30.7%,1.5%,0.1%,0.0%,0.0%,0.0%,41.2%,32.5%,32.3%
671,1237012736,C. Cheatham,Cole Cheatham,Cheatham,Cole,P,UAB,UAB,730345984,UAB,BBC,L,L,16,306,1175,19.1%,36.1%,0.2%,30.9%,7.7%,4.8%,0.0%,1.3%,5.6%,55.2%,44.6%,39.9%
672,1334313472,R. Kraft,Ryan Kraft,Kraft,Ryan,P,"Indiana University, Bloomington",IND,4866,Indiana,BBC,L,L,20,271,1013,19.0%,25.7%,27.0%,0.9%,19.5%,8.0%,0.0%,0.0%,8.2%,44.7%,28.3%,20.3%
673,1006945294,A. Ciscar,AJ Ciscar,Ciscar,AJ,P,University of Miami,MIA,236,Miami,BBC,R,R,21,290,1009,18.6%,36.6%,0.0%,31.7%,0.0%,13.0%,0.0%,0.0%,0.4%,55.2%,44.8%,31.8%
674,1190568448,T. McKee,Tate McKee,McKee,Tate,P,Georgia Tech,GT,100,Georgia Tech,BBC,R,R,16,362,1418,17.4%,20.5%,15.0%,21.1%,15.9%,10.0%,0.0%,0.0%,0.0%,37.9%,47.0%,37.0%
675,1258111488,C. Daniel,Colin Daniel,Daniel,Colin,P,UAB,UAB,730345984,UAB,BBC,R,R,14,379,1332,17.0%,33.5%,0.0%,46.6%,0.0%,2.4%,0.0%,0.4%,6.2%,50.5%,49.5%,47.1%
676,1192573184,M. Barnett,Michael Barnett,Barnett,Michael,P,UCLA,UCLA,5048,UCLA,BBC,R,R,19,373,1391,16.5%,23.2%,3.6%,2.9%,0.4%,41.2%,0.0%,12.2%,0.0%,39.7%,56.7%,15.5%
677,1738764358,L. Mack,Landon Mack,Mack,Landon,P,Rutgers University,RUTG,730229248,Rutgers,BBC,S,R,15,340,1223,16.4%,39.7%,22.8%,2.8%,11.1%,7.0%,0.0%,0.2%,0.1%,56.1%,21.1%,14.1%
678,1190323968,B. Blair,Ben Blair,Blair,Ben,P,Liberty University,LIB,730156288,Liberty,BBC,R,R,15,364,1418,15.8%,49.1%,18.1%,13.1%,0.1%,3.9%,0.0%,0.0%,6.8%,64.9%,17.0%,13.2%
679,1713770973,B. Stone,Brandon Stone,Stone,Brandon,P,University of South Carolina,SCAR,730348544,South Carolina,BBC,R,R,15,285,941,15.8%,41.4%,4.1%,27.5%,5.4%,5.9%,0.0%,0.0%,0.3%,57.1%,38.8%,32.9%
680,1319265024,E. Bates,Ethan Bates,Bates,Ethan,P,Grambling State University,GRAM,5378,Grambling State,BBC,R,L,20,249,588,15.3%,13.1%,0.0%,26.2%,1.1%,44.3%,0.0%,0.0%,68.9%,28.4%,71.6%,27.3%
681,1580729364,T. Valincius,Tomas Valincius,Valincius,Tomas,P,University of Virginia,UVA,5415,Virginia,BBC,L,L,13,275,1020,14.9%,41.3%,0.2%,30.9%,0.0%,12.7%,0.0%,0.0%,0.3%,56.2%,43.6%,30.9%
682,1304691713,C. Moore,Cooper Moore,Moore,Cooper,P,University of Kansas,KU,730360064,Kansas,BBC,R,R,15,373,1305,13.6%,25.3%,6.2%,4.5%,11.1%,39.4%,0.0%,0.0%,0.3%,38.9%,54.9%,15.5%
683,1117508864,A. Ortiz,Angel Ortiz,Ortiz,Angel,P,North Carolina A&T State University,NCAT,730372352,North Carolina A&T,BBC,R,R,14,334,1128,13.3%,28.5%,0.0%,35.5%,0.0%,22.7%,0.0%,0.0%,63.3%,41.8%,58.2%,35.5%
684,1115419904,J. Bergman,Jackson Bergman,Bergman,Jackson,P,University of Toledo,TOL,5388,Toledo,BBC,L,R,16,292,978,13.2%,42.4%,0.0%,17.4%,8.4%,18.6%,0.0%,0.0%,8.6%,55.6%,44.4%,25.8%
685,1265428992,T. Chadwick,Tyrelle Chadwick,Chadwick,Tyrelle,P,Illinois State University,ILST,730258944,Illinois State,BBC,R,R,14,338,1207,12.7%,60.2%,0.0%,12.1%,0.0%,4.3%,10.6%,0.0%,6.3%,72.9%,27.1%,12.1%
686,1238278144,R. Bassinger,Reese Bassinger,Bassinger,Reese,P,West Virginia University,WVU,5327,West Virginia,BBC,R,R,30,269,985,12.6%,31.0%,0.3%,39.1%,1.4%,15.4%,0.0%,0.0%,0.6%,43.6%,56.1%,40.7%
687,1279760896,O. Tappy,Owen Tappy,Tappy,Owen,P,Virginia Commonwealth University,VCU,730179328,VCU,BBC,R,R,14,337,1127,12.5%,51.9%,0.0%,23.3%,0.2%,12.0%,0.0%,0.0%,11.4%,64.4%,35.6%,23.5%
688,1268530176,R. Easterly,Reid Easterly,Easterly,Reid,P,Duke University,DUKE,730336256,Duke,BBC,L,L,37,312,1110,11.3%,26.8%,32.4%,17.8%,1.8%,8.7%,1.3%,0.0%,3.1%,38.1%,29.5%,19.5%
689,1220061620,C. Hendry,Clay Hendry,Hendry,Clay,P,University of North Florida,UNF,730296832,North Florida,BBC,R,R,18,254,959,10.8%,28.1%,11.5%,27.8%,14.5%,7.4%,0.0%,0.0%,14.9%,38.8%,49.6%,42.3%
690,1097715200,E. Gialloreto,Eric Gialloreto,Gialloreto,Eric,P,Iona College,IONA,730242048,Iona,BBC,R,R,14,383,1168,10.7%,29.1%,0.0%,33.0%,15.5%,11.7%,0.0%,0.0%,91.2%,39.8%,60.2%,48.5%
691,1092652800,J. Johnson,Jeb Johnson,Johnson,Jeb,P,Mercer University,MER,730240512,Mercer,BBC,R,R,21,270,993,9.6%,28.5%,7.7%,30.7%,0.6%,23.0%,0.0%,0.0%,1.3%,38.1%,54.3%,31.3%
692,1110024960,C. Bowker,Cody Bowker,Bowker,Cody,P,Vanderbilt University,VAN,5046,Vanderbilt,BBC,R,R,16,313,1285,9.1%,45.0%,22.3%,13.9%,0.5%,9.1%,0.0%,0.0%,0.0%,54.1%,23.6%,14.5%
693,1310349568,H. Bodendorf,Harrison Bodendorf,Bodendorf,Harrison,P,Oklahoma State University,OKST,4245,Oklahoma State,BBC,R,L,17,377,1520,6.1%,36.3%,0.0%,23.4%,0.3%,33.9%,0.0%,0.0%,0.5%,42.4%,57.6%,23.7%
694,1162333952,M. Pesca,Mario Pesca,Pesca,Mario,P,Oklahoma State University,OKST,4245,Oklahoma State,BBC,R,R,22,291,1104,2.4%,53.8%,6.6%,29.6%,1.8%,4.7%,0.0%,1.1%,9.5%,56.2%,37.2%,32.5%
,1128813223,L. Darnell,Logan Darnell,Darnell,Logan,P,Mississippi Valley State University,MVSU,730259200,Mississippi Valley State,BBC,R,R,17,276,601,-,-,-,-,-,-,-,-,100.0%,-,-,-
