Rank,playerId,abbrevName,playerFullName,player,playerFirstName,pos,newestTeamName,newestTeamAbbrevName,newestTeamId,newestTeamLocation,newestTeamLevel,batsHand,throwsHand,G,BF,P,InZone#,Swing#,Miss#,Chase#,CallStrk#,StrkFrmd,BallFrmd
852,1043753289,B. Eager,Brennan Eager,Eager,Brennan,P,University of Louisiana at Monroe,ULM,730362880,UL Monroe,BBC,L,L,1,5,25,0,1,0,0,3,0,0
852,1599055261,J. Jones,Jace Jones,Jones,Jace,C,Mississippi Valley State University,MVSU,730259200,Mississippi Valley State,BBC,R,R,29,1228,2947,541,1074,81,61,341,0,0
852,1342168365,I. Cychosz,Isaac Cychosz,Cychosz,Isaac,P,University of Nebraska-Omaha,NEOM,730235648,Omaha,BBC,R,R,1,11,33,21,19,7,4,4,0,0
852,1455132479,B. Barczai,Brennen Barczai,Barczai,Brennen,C,Coppin State University,COPP,730194176,Coppin State,BBC,R,R,7,219,779,21,230,49,7,137,0,0
852,1923188823,N. Coupet,Nathanael Coupet,Coupet,Nathanael,RF,Georgia Tech,GT,100,Georgia Tech,BBC,R,R,1,5,21,7,4,1,3,5,0,1
852,1452653784,J. Edmunds,Jack Edmunds,Edmunds,Jack,P,Brown University,BRWN,730236160,Brown,BBC,R,R,1,48,177,76,68,17,17,22,0,0
852,1542669578,R. Schwartz,Ryan Schwartz,Schwartz,Ryan,LF,University of Kentucky,UK,5362,Kentucky,BBC,R,R,1,6,29,16,15,4,3,6,0,0
852,1060544855,J. Rodriguez,Johann Rodriguez,Rodriguez,Johann,P,Charleston Southern University,CHSO,730194432,Charleston Southern,BBC,R,R,2,11,43,17,13,4,3,10,0,0
852,1174681662,A. Hill,Andrew Hill,Hill,Andrew,3B,East Tennessee State University,ETSU,4844,East Tennessee State,BBC,R,R,1,3,8,6,5,1,0,0,0,0
852,1068447641,K. Stephens,Kyle Stephens,Stephens,Kyle,C,University at Albany,ALBY,730280448,Albany,BBC,R,R,5,144,548,275,213,33,50,93,0,0
852,1325555887,M. Pigeon,Mathew Pigeon,Pigeon,Mathew,P,Valparaiso University,VALP,730369536,Valparaiso,BBC,L,R,1,6,28,11,10,0,3,4,0,0
852,1342170185,J. Connolly,Joe Connolly,Connolly,Joe,CF,Saint Louis University,SLU,2291,St. Louis,BBC,S,R,1,3,5,2,3,0,1,2,0,0
852,1074368856,L. Landrus,Luke Landrus,Landrus,Luke,C,University of Illinois,ILL,730163456,Illinois,BBC,R,R,4,43,159,78,72,16,19,22,0,5
852,1589145330,J. Slater,Jay Slater,Slater,Jay,C,Duke University,DUKE,730336256,Duke,BBC,R,R,5,26,118,56,54,18,16,18,0,0
852,1756362332,D. Howell,Dylan Howell,Howell,Dylan,C,Winthrop University,WIN,730294784,Winthrop,BBC,R,R,1,3,20,3,10,4,2,3,0,0
852,1427139649,N. Barry,Nolan Barry,Barry,Nolan,1B,Illinois State University,ILST,730258944,Illinois State,BBC,R,R,2,41,145,74,66,10,19,26,0,3
852,1656263237,C. Stafford,Cannon Stafford,Stafford,Cannon,C,University of West Georgia,UOWG,730308864,West Georgia,BBC,R,R,3,57,198,106,92,21,12,32,0,0
852,1665004113,I. Huettl,Isaac Huettl,Huettl,Isaac,C,Murray State University,MURR,730188032,Murray State,BBC,L,R,1,14,63,0,23,11,0,14,0,0
852,1186232236,K. Schnupp,Kevin Schnupp,Schnupp,Kevin,C,University of Massachusetts,MASS,5451,UMass,BBC,R,R,1,11,34,0,15,2,0,7,0,0
852,1342166903,B. ONeill,Brandon ONeill,ONeill,Brandon,2B,Central Connecticut State University,CCSU,730306816,Central Connecticut State,BBC,R,R,1,8,10,0,6,0,0,1,0,0
852,1078297613,T. DiChiara,Tony DiChiara,DiChiara,Tony,C,Monmouth University,MONM,4164,Monmouth,BBC,R,R,4,36,120,56,49,15,12,17,0,0
852,1760602027,M. Mendoza,Matteo Mendoza,Mendoza,Matteo,C,San Jose State University,SJSU,730206720,San Jose State,BBC,R,R,2,43,172,78,79,24,28,29,0,1
852,1342167703,M. Tsiaras,Matt Tsiaras,Tsiaras,Matt,C,Lehigh University,LEH,730333184,Lehigh,BBC,R,R,3,48,186,104,75,17,5,27,0,0
852,1331523966,C. Winchester,Cooper Winchester,Winchester,Cooper,P,Air Force Academy,AFA,730205440,Air Force,BBC,S,R,1,6,12,0,3,0,0,0,0,0
852,1682531057,P. Heben,Preston Heben,Heben,Preston,C,Belmont University,BEL,730190336,Belmont,BBC,R,R,5,43,161,66,72,10,18,19,0,0
852,1287437539,M. Poppen,Mason Poppen,Poppen,Mason,C,Stephen F. Austin State University,SFA,730227200,Stephen F. Austin State,BBC,L,R,2,41,148,72,84,19,27,18,0,0
852,1342166538,C. Garcia,Cruz Garcia,Garcia,Cruz,C,Abilene Christian University,AC,730375936,Abilene Christian,BBC,R,R,2,11,41,19,16,6,5,8,0,0
852,1573556195,F. Diaz,Fredy Diaz,Diaz,Fredy,SS,Davidson College,DAV,730363136,Davidson,BBC,R,R,1,5,16,4,6,3,4,6,0,0
852,1703082679,N. Jackson Jr.,Nicholas Jackson Jr.,Jackson Jr.,Nicholas,C,Grambling State University,GRAM,5378,Grambling State,BBC,R,R,5,93,185,0,46,0,0,22,0,0
852,1342168870,J. Atwell,Jeremiah Atwell,Atwell,Jeremiah,C,St. Bonaventure University,SBON,730375424,St. Bonaventure,BBC,R,R,1,2,10,3,2,1,1,2,0,0
852,1506941593,D. Murphy,Dylan Murphy,Murphy,Dylan,C,Florida Atlantic University,FAU,339,Florida Atlantic,BBC,R,R,1,8,39,20,13,4,2,7,0,0
852,1255042691,C. Tarantino,Cooper Tarantino,Tarantino,Cooper,C,Northeastern University,NE,343,Northeastern,BBC,R,R,1,5,17,7,8,3,2,2,0,0
852,1720780044,B. Robinson,Brandon Robinson,Robinson,Brandon,C,Alcorn State University,ALCN,5376,Alcorn State,BBC,R,R,3,61,103,0,44,0,0,7,0,0
852,1177498145,D. Uribe,Dylan Uribe,Uribe,Dylan,C,Yale University,YALE,730334464,Yale,BBC,R,R,1,4,22,12,13,2,4,2,0,0
852,1815906503,C. Cancel,Chris Cancel,Cancel,Chris,C,Binghamton University,BING,730155776,Binghamton,BBC,R,R,1,40,138,63,54,13,15,23,0,0
852,1071153257,R. Natale,Robert Natale,Natale,Robert,C,Central Connecticut State University,CCSU,730306816,Central Connecticut State,BBC,R,R,4,91,338,157,130,28,33,68,0,0
852,1302422799,D. McGowan,Drew McGowan,McGowan,Drew,C,Marist College,MRST,730374656,Marist,BBC,L,R,13,299,1102,600,457,74,58,195,0,1
852,1342168579,M. Gialluisi,Mark Gialluisi,Gialluisi,Mark,P,Rutgers University,RUTG,730229248,Rutgers,BBC,R,R,1,12,52,20,17,7,7,11,0,0
852,1728264632,C. Radley,Charles Radley,Radley,Charles,C,Prairie View A&M University,PV,4766,Prairie View A&M,BBC,L,R,5,115,414,200,139,29,14,66,0,1
