Rank,playerId,abbrevName,playerFullName,player,playerFirstName,pos,newestTeamName,newestTeamAbbrevName,newestTeamId,newestTeamLocation,newestTeamLevel,batsHand,throwsHand,G,BF,AB,AVG,xAVG,xAVGDf,xOBP,SLG,xSLG,xSLGDf,ISO,xISO,xISODf,wOBA,xWOBA,xWOBADf
125,1302428416,J. McCoy,Jake McCoy,McCoy,Jake,P,University of South Carolina,SCAR,730348544,South Carolina,BBC,L,L,14,291,227,.273,.242,.032,.390,.502,.451,.052,.229,.209,.020,.400,.364,.036
126,1313502976,G. Edwards,Grant Edwards,Edwards,Grant,P,University of New Orleans,UNO,5380,New Orleans,BBC,R,R,15,339,299,.237,.242,-.004,.326,.341,.348,-.007,.104,.107,-.003,.299,.299,.001
127,1116316672,K. Lesler,Kyle Lesler,Lesler,Kyle,P,Fairfield University,FAIR,730380544,Fairfield,BBC,R,R,14,261,223,.251,.242,.010,.346,.368,.345,.022,.117,.104,.013,.326,.308,.019
128,1287363584,M. Phillips,Marcus Phillips,Phillips,Marcus,P,University of Tennessee,TENN,730153728,Tennessee,BBC,R,R,17,359,314,.236,.242,-.007,.330,.389,.362,.027,.153,.120,.033,.316,.305,.011
129,1143046400,E. Marks,Easton Marks,Marks,Easton,P,Florida International University,FIU,4468,Florida International,BBC,R,R,14,300,254,.232,.243,-.011,.349,.339,.371,-.032,.106,.128,-.022,.309,.316,-.007
130,1306777856,C. Shaw,Colton Shaw,Shaw,Colton,P,Yale University,YALE,730334464,Yale,BBC,R,R,12,329,289,.221,.243,-.022,.328,.336,.350,-.014,.114,.106,.008,.291,.300,-.009
131,1202694400,J. Martinez,Jack Martinez,Martinez,Jack,P,Arizona State University,ASU,5035,Arizona State,BBC,R,R,15,341,289,.228,.244,-.015,.334,.415,.418,-.003,.187,.175,.012,.321,.321,.000
132,1166285312,M. Coyne,Marty Coyne,Coyne,Marty,P,University of Pennsylvania,PENN,730292224,Pennsylvania,BBC,R,L,16,192,170,.265,.244,.020,.315,.400,.389,.011,.135,.145,-.010,.323,.302,.021
133,1244431523,T. Kapa,Tyler Kapa,Kapa,Tyler,P,Eastern Michigan University,EMU,5385,Eastern Michigan,BBC,R,R,17,323,278,.313,.244,.069,.341,.460,.390,.070,.147,.146,.002,.378,.318,.060
134,1201053184,G. Braunecker,Gavin Braunecker,Braunecker,Gavin,P,Austin Peay State University,PEAY,730219520,Austin Peay,BBC,L,L,15,305,281,.249,.245,.004,.298,.399,.387,.011,.149,.143,.007,.306,.291,.015
135,1195514368,J. Cline,Jack Cline,Cline,Jack,P,Little Rock,UALR,730217472,Little Rock,BBC,R,R,17,372,323,.257,.245,.012,.333,.418,.355,.063,.161,.110,.051,.336,.302,.034
136,1243275008,R. Kelly,Riley Kelly,Kelly,Riley,P,UC Irvine,UCI,3031,UC Irvine,BBC,R,R,17,294,250,.260,.245,.015,.338,.412,.415,-.003,.152,.170,-.018,.336,.322,.014
137,1163548928,R. Orloski,Robert Orloski,Orloski,Robert,P,UTSA,UTSA,730373120,UTSA,BBC,R,R,27,296,260,.212,.245,-.034,.322,.362,.420,-.059,.150,.175,-.025,.288,.316,-.028
138,1497321367,M. Sipila,Marko Sipila,Sipila,Marko,P,San Diego State University,SDSU,730218496,San Diego State,BBC,R,R,12,322,277,.256,.245,.011,.325,.368,.365,.003,.112,.120,-.008,.312,.299,.013
139,1227038720,E. Brown,Eli Brown,Brown,Eli,P,Lindenwood University,LU,730322176,Lindenwood,BBC,R,L,15,345,327,.254,.245,.008,.315,.465,.496,-.031,.211,.251,-.040,.339,.335,.004
140,1656400118,C. Crossland,Cade Crossland,Crossland,Cade,P,University of Oklahoma,OKLA,730294528,Oklahoma,BBC,R,L,16,316,268,.254,.245,.008,.351,.440,.391,.049,.187,.146,.041,.348,.322,.026
141,1179432448,D. Delvecchio,Dylan Delvecchio,Delvecchio,Dylan,P,Saint Mary's College (CA),SMC,730288896,Saint Mary's,BBC,L,L,18,311,272,.224,.246,-.021,.333,.393,.425,-.032,.169,.180,-.011,.312,.326,-.013
142,1003021622,H. Hayashi,Heitaro Hayashi,Hayashi,Heitaro,P,Wagner College,WAG,730192640,Wagner,BBC,L,L,16,242,211,.242,.246,-.004,.330,.403,.318,.084,.161,.073,.088,.321,.286,.034
143,1142660352,N. Straniero,Nolan Straniero,Straniero,Nolan,P,Elon University,ELON,730252544,Elon,BBC,R,R,16,334,288,.295,.246,.050,.328,.483,.390,.092,.188,.145,.043,.369,.310,.059
144,1937598904,D. Boruff,Dalton Boruff,Boruff,Dalton,P,Eastern Illinois University,EIU,730271744,Eastern Illinois,BBC,R,R,22,254,217,.290,.246,.045,.336,.479,.387,.092,.189,.142,.047,.370,.313,.057
145,1257443072,B. Renfrow,Brett Renfrow,Renfrow,Brett,P,Virginia Tech,VT,2293,Virginia Tech,BBC,R,R,15,332,290,.269,.246,.023,.330,.386,.397,-.011,.117,.151,-.034,.327,.312,.015
146,1446535769,E. Pena,Esaid Pena,Pena,Esaid,P,Alabama State University,ALST,4765,Alabama State,BBC,R,R,16,326,280,.264,.246,.018,.335,.382,.370,.012,.118,.124,-.006,.327,.307,.019
147,1311176448,J. Ruzicka,Joe Ruzicka,Ruzicka,Joe,P,Belmont University,BEL,730190336,Belmont,BBC,R,R,15,345,281,.203,.246,-.043,.370,.352,.405,-.052,.149,.158,-.009,.312,.337,-.025
148,1238171904,A. Cremarosa,Aidan Cremarosa,Cremarosa,Aidan,P,Fresno State,FRES,730384384,Fresno State,BBC,R,R,17,409,366,.243,.246,-.003,.313,.451,.438,.012,.208,.192,.016,.329,.319,.010
149,1310349568,H. Bodendorf,Harrison Bodendorf,Bodendorf,Harrison,P,Oklahoma State University,OKST,4245,Oklahoma State,BBC,R,L,17,377,338,.204,.246,-.042,.320,.340,.423,-.083,.136,.177,-.041,.278,.317,-.039
150,1199734331,J. Nedrow,Jack Nedrow,Nedrow,Jack,P,University of South Florida,USF,2292,South Florida,BBC,R,R,18,300,274,.248,.246,.002,.285,.431,.426,.005,.182,.179,.003,.309,.297,.011
151,1203293440,B. Wilson,Bradley Wilson,Wilson,Bradley,P,Appalachian State University,APP,730240256,Appalachian State,BBC,R,R,24,297,265,.260,.247,.014,.316,.347,.357,-.010,.087,.111,-.024,.300,.290,.011
152,1257440000,J. Reitz,Jason Reitz,Reitz,Jason,P,University of Oregon,ORE,4807,Oregon,BBC,R,R,16,272,230,.217,.247,-.029,.345,.300,.376,-.076,.083,.129,-.047,.285,.314,-.029
153,1262862080,C. Morgan,Chase Morgan,Morgan,Chase,P,University of Louisiana at Lafayette,ULL,5075,Louisiana,BBC,L,L,13,270,236,.254,.247,.008,.320,.356,.387,-.031,.102,.141,-.039,.305,.305,-.001
154,1142994176,L. Peterson,Liam Peterson,Peterson,Liam,P,University of Florida,FLA,730168320,Florida,BBC,R,R,16,305,268,.250,.247,.003,.333,.410,.402,.009,.160,.155,.005,.328,.316,.012
155,1287368192,A. Savary,Aaron Savary,Savary,Aaron,P,University of Iowa,IOWA,1232,Iowa,BBC,R,R,15,342,286,.234,.247,-.012,.351,.385,.405,-.020,.150,.158,-.008,.322,.326,-.005
156,1255708160,J. Morrison,Jacob Morrison,Morrison,Jacob,P,Coastal Carolina University,CCAR,4104,Coastal Carolina,BBC,R,R,19,425,392,.202,.247,-.045,.297,.296,.375,-.079,.094,.128,-.034,.246,.287,-.041
157,1191087360,M. Alduino,Matt Alduino,Alduino,Matt,P,Quinnipiac University,QUIN,730386688,Quinnipiac,BBC,L,L,20,284,225,.262,.247,.015,.388,.387,.398,-.012,.124,.151,-.027,.357,.350,.007
158,1184444416,D. Brooks,Daniel Brooks,Brooks,Daniel,P,College of Charleston,COFC,730177792,College of Charleston,BBC,R,R,17,322,283,.233,.247,-.014,.313,.375,.409,-.034,.141,.162,-.021,.297,.308,-.011
159,1288366848,K. Straily,Kaden Straily,Straily,Kaden,P,Coppin State University,COPP,730194176,Coppin State,BBC,R,R,13,344,276,.239,.248,-.008,.377,.399,.417,-.019,.159,.170,-.010,.343,.345,-.002
160,1227439427,J. Gottesman,Jordan Gottesman,Gottesman,Jordan,P,Northeastern University,NE,343,Northeastern,BBC,L,L,16,321,297,.185,.248,-.063,.300,.283,.420,-.138,.098,.173,-.075,.235,.309,-.073
161,1098310656,J. Bean,Jacob Bean,Bean,Jacob,P,Kent State University,KENT,730315008,Kent State,BBC,R,R,15,328,286,.252,.248,.004,.327,.399,.385,.014,.147,.137,.010,.321,.309,.012
162,1279326464,B. Morningstar,Blake Morningstar,Morningstar,Blake,P,Wake Forest University,WAKE,730373376,Wake Forest,BBC,R,R,16,347,303,.234,.248,-.014,.332,.376,.405,-.029,.142,.157,-.015,.308,.315,-.007
163,1392733460,J. Sperry,Joe Sperry,Sperry,Joe,P,University of Minnesota,MINN,4864,Minnesota,BBC,R,R,20,243,215,.256,.249,.007,.320,.456,.439,.016,.200,.190,.010,.340,.320,.019
164,1248478720,N. Parache,Nuno Parache,Parache,Nuno,P,Nicholls State University,NICH,730284032,Nicholls State,BBC,R,R,13,240,213,.254,.249,.004,.315,.329,.353,-.024,.075,.104,-.029,.289,.288,.001
165,1100455936,T. Charlton,Tyler Charlton,Charlton,Tyler,P,Missouri State University,MOSU,5382,Missouri State,BBC,L,L,16,260,227,.295,.249,.046,.324,.626,.535,.091,.330,.285,.045,.413,.353,.060
166,1334000896,C. Allen,Cam Allen,Allen,Cam,P,Wright State University,WRST,5390,Wright State,BBC,R,R,16,303,247,.239,.249,-.011,.377,.368,.417,-.048,.130,.167,-.038,.335,.346,-.011
167,1299957248,J. Ackerman,Jess Ackerman,Ackerman,Jess,P,Mercer University,MER,730240512,Mercer,BBC,L,L,18,315,257,.241,.249,-.008,.367,.401,.398,.003,.160,.148,.011,.339,.335,.004
168,1100466176,J. Mitrovich,Justin Mitrovich,Mitrovich,Justin,P,Elon University,ELON,730252544,Elon,BBC,R,R,15,376,327,.223,.250,-.026,.333,.339,.386,-.046,.116,.136,-.020,.291,.311,-.020
169,1162538496,C. Lockwood,Connor Lockwood,Lockwood,Connor,P,Valparaiso University,VALP,730369536,Valparaiso,BBC,R,R,14,431,398,.291,.250,.042,.291,.470,.390,.080,.178,.140,.038,.345,.289,.057
170,1123952128,G. Morris,Gavin Morris,Morris,Gavin,P,Indiana State University,INST,730350080,Indiana State,BBC,R,R,23,244,209,.234,.250,-.015,.320,.316,.339,-.023,.081,.089,-.008,.277,.286,-.008
171,1174671104,C. Doorn,Carter Doorn,Doorn,Carter,P,Purdue University,PUR,730353152,Purdue,BBC,R,R,14,290,250,.268,.250,.018,.340,.424,.412,.012,.156,.162,-.006,.339,.318,.021
172,1580046011,E. Lay,Ethan Lay,Lay,Ethan,P,Sacramento State University,SAC,730293760,Sacramento State,BBC,L,R,14,320,298,.262,.250,.012,.292,.372,.376,-.004,.111,.126,-.016,.297,.286,.011
173,1342166856,G. Eddy,Gavin Eddy,Eddy,Gavin,P,University of California,CAL,730152448,California,BBC,R,R,16,265,225,.231,.250,-.019,.358,.440,.432,.008,.209,.182,.027,.345,.343,.001
174,1172425216,O. Kelly,Owen Kelly,Kelly,Owen,P,Saint Louis University,SLU,2291,St. Louis,BBC,R,R,15,356,302,.262,.250,.012,.339,.351,.363,-.012,.089,.113,-.023,.316,.308,.008
175,1334328832,J. Hartlaub,Jacob Hartlaub,Hartlaub,Jacob,P,Ball State University,BALL,730195456,Ball State,BBC,R,R,15,358,320,.275,.250,.025,.317,.425,.383,.042,.150,.133,.017,.334,.301,.033
176,1334270720,N. Johnson,Nolan Johnson,Johnson,Nolan,P,North Dakota State University,NDSU,730343168,North Dakota State,BBC,L,L,16,373,339,.251,.250,.000,.303,.398,.440,-.042,.147,.190,-.043,.306,.312,-.006
177,1294976512,J. Thompson,JD Thompson,Thompson,JD,P,Vanderbilt University,VAN,5046,Vanderbilt,BBC,R,L,16,380,337,.234,.250,-.016,.324,.386,.427,-.041,.151,.176,-.025,.306,.319,-.013
178,1279246592,J. LaBoy,Jorhan LaBoy,LaBoy,Jorhan,P,Alabama State University,ALST,4765,Alabama State,BBC,L,L,17,404,369,.263,.251,.012,.306,.428,.377,.052,.165,.126,.039,.323,.287,.036
179,1296173568,J. Kelley,Jack Kelley,Kelley,Jack,P,University of Akron,AKR,540536064,Akron,BBC,R,R,12,248,207,.237,.251,-.014,.356,.454,.475,-.021,.217,.224,-.007,.348,.351,-.003
180,1155468544,R. Beuter,Reece Beuter,Beuter,Reece,P,University of Iowa,IOWA,1232,Iowa,BBC,R,R,13,259,230,.196,.251,-.055,.332,.361,.407,-.047,.165,.157,.008,.286,.320,-.034
181,1176403456,T. Santana,Thomas Santana,Santana,Thomas,P,Columbia University,CLMB,730319104,Columbia,BBC,R,R,14,285,240,.267,.251,.016,.354,.450,.424,.026,.183,.173,.011,.359,.336,.023
182,1214276096,T. Levesque,Trystan Levesque,Levesque,Trystan,P,University of Rhode Island,URI,730163712,Rhode Island,BBC,L,L,16,401,365,.252,.251,.001,.305,.373,.384,-.012,.121,.133,-.013,.299,.295,.003
183,1093040640,T. O'Neill,Tyler O'Neill,O'Neill,Tyler,P,Bucknell University,BUCK,730214144,Bucknell,BBC,R,R,12,333,300,.210,.251,-.041,.305,.323,.401,-.077,.113,.150,-.036,.262,.299,-.037
184,1080702208,H. Dow,Haden Dow,Dow,Haden,P,Southeast Missouri State University,SEMO,730168576,Southeast Missouri State,BBC,L,L,14,321,295,.210,.251,-.041,.305,.346,.403,-.057,.136,.152,-.017,.270,.302,-.032
185,1191447040,J. Shineflew,Jaxon Shineflew,Shineflew,Jaxon,P,University of South Alabama,USA,730298880,South Alabama,BBC,L,L,15,247,208,.212,.251,-.040,.351,.341,.432,-.091,.130,.181,-.051,.296,.335,-.039
186,1184713472,C. Fang,Callan Fang,Fang,Callan,P,Harvard University,HARV,5450,Harvard,BBC,L,R,11,280,250,.272,.251,.021,.321,.440,.407,.033,.168,.156,.012,.340,.311,.029
187,1324687616,J. Skapinetz,Joe Skapinetz,Skapinetz,Joe,P,Lafayette College,LAF,730217728,Lafayette,BBC,R,R,12,296,254,.283,.251,.032,.343,.472,.409,.064,.189,.157,.032,.368,.325,.043
188,1084443136,C. Katskee,Cooper Katskee,Katskee,Cooper,P,Miami University (Ohio),M-OH,730379264,Miami (OH),BBC,R,R,16,343,306,.196,.252,-.056,.323,.310,.389,-.078,.114,.137,-.023,.262,.306,-.044
189,1643596490,N. Mertens,Nathan Mertens,Mertens,Nathan,P,Southeast Missouri State University,SEMO,730168576,Southeast Missouri State,BBC,R,R,15,315,302,.235,.252,-.017,.275,.368,.393,-.026,.132,.142,-.009,.271,.281,-.010
190,1303167488,D. Whalen,Drew Whalen,Whalen,Drew,P,Western Kentucky University,WKU,730212096,Western Kentucky,BBC,R,R,16,350,302,.235,.252,-.017,.336,.341,.364,-.023,.106,.112,-.006,.298,.308,-.010
191,1656682756,N. Finarelli,Nick Finarelli,Finarelli,Nick,P,Long Island University-Brooklyn,LIU,730352896,LIU Brooklyn,BBC,R,R,16,397,348,.287,.252,.035,.339,.397,.356,.040,.109,.104,.005,.342,.305,.036
192,1318761728,G. Yawn,Garrett Yawn,Yawn,Garrett,P,Long Island University-Brooklyn,LIU,730352896,LIU Brooklyn,BBC,R,R,16,459,404,.250,.252,-.002,.325,.351,.333,.018,.101,.081,.020,.301,.283,.018
193,1197348608,R. Marohn,Ryan Marohn,Marohn,Ryan,P,North Carolina State University,NCST,730216448,North Carolina State,BBC,L,L,14,350,319,.248,.252,-.005,.297,.357,.353,.005,.110,.101,.009,.286,.280,.006
194,1286570752,J. Kartsonas,Jack Kartsonas,Kartsonas,Jack,P,West Virginia University,WVU,5327,West Virginia,BBC,R,R,20,285,257,.245,.252,-.007,.323,.346,.359,-.013,.101,.107,-.006,.298,.299,-.001
195,1201847438,K. Hawks,Kamden Hawks,Hawks,Kamden,P,Morehead State University,MORE,730158080,Morehead State,BBC,L,L,14,291,216,.245,.252,-.007,.428,.412,.384,.028,.167,.131,.035,.379,.369,.010
196,1330492928,R. Long,Richard Long,Long,Richard,P,Jacksonville University,JAC,730335488,Jacksonville,BBC,R,R,15,375,347,.207,.252,-.045,.297,.308,.379,-.071,.101,.127,-.026,.249,.289,-.040
197,1162031104,W. Mendes,Wes Mendes,Mendes,Wes,P,Florida State University,FSU,101,Florida State,BBC,L,L,16,342,292,.240,.253,-.013,.359,.414,.420,-.005,.175,.167,.008,.338,.338,-.000
198,1301147904,B. Owens,Braylon Owens,Owens,Braylon,P,UTSA,UTSA,730373120,UTSA,BBC,R,R,21,393,342,.219,.253,-.034,.335,.365,.413,-.047,.146,.160,-.014,.297,.320,-.022
199,1351173671,M. Belcher,Michael Belcher,Belcher,Michael,P,Bryant University,BRY,730266880,Bryant,BBC,R,R,14,282,253,.249,.253,-.004,.317,.411,.389,.022,.162,.136,.026,.316,.304,.012
200,1125104128,G. Garcia Jr.,Guillermo Garcia Jr.,Garcia Jr.,Guillermo,P,Longwood University,LONG,730219264,Longwood,BBC,R,R,13,333,284,.271,.253,.018,.351,.507,.462,.045,.236,.209,.027,.377,.346,.031
201,1434544801,V. Loa,Victor Loa,Loa,Victor,P,University of Texas Rio Grande Valley,UTRGV,730192128,UT Rio Grande Valley,BBC,L,L,14,248,201,.194,.253,-.059,.392,.313,.499,-.185,.119,.245,-.126,.307,.382,-.075
202,1258111488,C. Daniel,Colin Daniel,Daniel,Colin,P,UAB,UAB,730345984,UAB,BBC,R,R,14,379,345,.235,.254,-.019,.310,.333,.343,-.010,.099,.089,.009,.280,.286,-.006
203,1568921580,B. Cassedy,Brandon Cassedy,Cassedy,Brandon,P,George Mason University,GMU,730265088,George Mason,BBC,R,R,16,359,317,.240,.254,-.014,.336,.379,.413,-.034,.139,.159,-.020,.313,.322,-.009
204,1136957440,W. Perkins,Wilson Perkins,Perkins,Wilson,P,Davidson College,DAV,730363136,Davidson,BBC,R,R,15,385,337,.300,.254,.046,.334,.433,.371,.062,.134,.117,.016,.355,.307,.048
205,1320920832,J. Volini,Joey Volini,Volini,Joey,P,Florida State University,FSU,101,Florida State,BBC,L,L,16,357,319,.238,.254,-.016,.323,.376,.384,-.008,.138,.130,.008,.303,.307,-.003
206,1692575936,L. Glidewell,Lyndon Glidewell,Glidewell,Lyndon,P,Austin Peay State University,PEAY,730219520,Austin Peay,BBC,R,R,14,338,283,.216,.255,-.039,.358,.300,.370,-.070,.085,.116,-.031,.289,.323,-.033
207,1334326016,W. Retz,Walker Retz,Retz,Walker,P,University of St. Thomas (Minn.),UOST,730200320,University of St. Thomas (Minn.),BBC,R,R,12,307,270,.259,.255,.005,.326,.356,.320,.036,.096,.065,.031,.307,.285,.021
208,1038792681,M. Brassfield,Mason Brassfield,Brassfield,Mason,P,Texas Christian University,TCU,5045,TCU,BBC,L,L,18,266,231,.255,.255,.001,.338,.433,.422,.011,.177,.167,.010,.337,.326,.011
209,1481247285,R. Borberg,Ryan Borberg,Borberg,Ryan,P,Dallas Baptist University,DBU,730198016,Dallas Baptist,BBC,R,R,16,342,308,.244,.255,-.012,.317,.331,.396,-.065,.088,.141,-.054,.286,.305,-.019
210,1993201465,M. Banks,Max Banks,Banks,Max,P,University of Washington,WASH,3110,Washington,BBC,R,R,13,311,270,.222,.255,-.033,.339,.370,.425,-.055,.148,.170,-.022,.302,.329,-.026
211,1611658868,M. Rabayda,Mike Rabayda,Rabayda,Mike,P,Fordham University,FOR,730324992,Fordham,BBC,R,R,15,382,332,.259,.255,.004,.335,.422,.406,.016,.163,.150,.012,.333,.318,.015
212,1237012736,C. Cheatham,Cole Cheatham,Cheatham,Cole,P,UAB,UAB,730345984,UAB,BBC,L,L,16,306,250,.276,.255,.021,.373,.448,.417,.031,.172,.162,.010,.371,.344,.027
213,1087364096,B. Lanman,Brett Lanman,Lanman,Brett,P,Abilene Christian University,AC,730375936,Abilene Christian,BBC,L,L,15,336,291,.271,.255,.016,.349,.464,.406,.057,.192,.151,.041,.361,.327,.033
214,1307648256,J. Cebert,Jack Cebert,Cebert,Jack,P,Texas Tech University,TTU,2350,Texas Tech,BBC,R,R,19,268,239,.255,.256,-.000,.325,.347,.394,-.047,.092,.138,-.046,.297,.308,-.011
215,1269627392,B. Hamilton,Brady Hamilton,Hamilton,Brady,P,Wichita State University,WICH,730203904,Wichita State,BBC,R,R,16,352,284,.250,.256,-.006,.379,.342,.395,-.053,.092,.139,-.048,.329,.341,-.012
216,1211049217,K. Pallares,Kenji Pallares,Pallares,Kenji,P,Loyola Marymount University,LMU,730149120,Loyola Marymount,BBC,R,R,15,309,259,.270,.256,.015,.354,.448,.407,.041,.178,.152,.026,.356,.330,.027
217,1184585216,C. Rothermel,Collin Rothermel,Rothermel,Collin,P,Jacksonville University,JAC,730335488,Jacksonville,BBC,R,R,15,303,254,.209,.256,-.048,.364,.307,.364,-.057,.098,.108,-.009,.290,.320,-.030
218,1296196608,M. Harpster,Michael Harpster,Harpster,Michael,P,East Tennessee State University,ETSU,4844,East Tennessee State,BBC,R,R,16,320,280,.246,.256,-.010,.333,.418,.421,-.003,.171,.165,.007,.326,.321,.004
219,1313846272,D. Lavelle,Declan Lavelle,Lavelle,Declan,P,Elon University,ELON,730252544,Elon,BBC,R,R,15,367,332,.268,.256,.012,.316,.416,.388,.027,.148,.132,.016,.325,.302,.023
220,1341316352,R. Kittredge,Ryan Kittredge,Kittredge,Ryan,P,California Baptist University,CBU,5091,California Baptist,BBC,R,R,19,325,273,.216,.257,-.041,.361,.319,.386,-.067,.103,.129,-.026,.296,.327,-.031
221,1281908992,A. Nigut,Alec Nigut,Nigut,Alec,P,Southern Illinois University,SIU,730349824,Southern Illinois,BBC,L,L,14,269,241,.274,.257,.017,.319,.452,.509,-.056,.178,.252,-.073,.342,.343,-.001
222,1236290816,A. Haugh,Aidan Haugh,Haugh,Aidan,P,University of North Carolina,UNC,730181888,North Carolina,BBC,R,R,17,333,292,.240,.257,-.017,.340,.390,.435,-.045,.151,.178,-.027,.317,.331,-.014
223,1094321664,J. Edwards,Jagger Edwards,Edwards,Jagger,P,Columbia University,CLMB,730319104,Columbia,BBC,L,L,14,271,236,.288,.257,.031,.328,.441,.386,.054,.153,.129,.023,.347,.308,.039
224,1065548722,A. Laine,Avery Laine,Laine,Avery,P,Loyola Marymount University,LMU,730149120,Loyola Marymount,BBC,L,R,17,304,263,.297,.257,.039,.343,.449,.393,.056,.152,.135,.017,.362,.319,.043
225,1635844120,T. Schmitt,Tyler Schmitt,Schmitt,Tyler,P,University of Illinois,ILL,730163456,Illinois,BBC,R,R,15,364,309,.265,.258,.008,.358,.385,.392,-.007,.120,.135,-.015,.335,.327,.009
226,1261138697,G. Sentell,Gavin Sentell,Sentell,Gavin,P,North Carolina A&T State University,NCAT,730372352,North Carolina A&T,BBC,L,R,14,246,216,.301,.258,.043,.336,.458,.395,.063,.157,.138,.020,.364,.316,.049
227,1238201856,M. Witherspoon,Malachi Witherspoon,Witherspoon,Malachi,P,University of Oklahoma,OKLA,730294528,Oklahoma,BBC,R,R,15,353,300,.260,.258,.002,.360,.443,.429,.014,.183,.171,.012,.354,.343,.012
228,1307056128,J. Wywoda,Jaden Wywoda,Wywoda,Jaden,P,College of the Holy Cross,HC,730310656,Holy Cross,BBC,R,R,16,372,318,.239,.258,-.019,.339,.355,.395,-.040,.116,.137,-.021,.303,.316,-.012
229,1297349632,M. Scott,Matt Scott,Scott,Matt,P,Stanford University,STAN,730251264,Stanford,BBC,R,R,11,244,218,.307,.258,.049,.325,.427,.400,.027,.119,.142,-.023,.349,.310,.039
230,1278775808,C. Montgomery,Cade Montgomery,Montgomery,Cade,P,Utah Tech University,UTU,730318592,Utah Tech,BBC,R,R,10,238,207,.217,.258,-.041,.349,.280,.332,-.052,.063,.074,-.012,.276,.307,-.030
231,1132708864,N. Edders,Noah Edders,Edders,Noah,P,Troy University,TROY,730378496,Troy,BBC,R,R,14,283,245,.241,.258,-.017,.347,.433,.404,.029,.192,.146,.046,.335,.327,.008
232,1663471732,A. Valentin,Alex Valentin,Valentin,Alex,P,Texas State University,TXST,5420,Texas State,BBC,L,L,16,318,252,.230,.258,-.028,.393,.409,.436,-.027,.179,.177,.001,.349,.360,-.011
233,1176554496,B. Morgan,Blake Morgan,Morgan,Blake,P,Old Dominion University,ODU,3090,Old Dominion,BBC,L,L,15,386,345,.281,.259,.023,.318,.432,.434,-.002,.151,.175,-.024,.336,.318,.018
234,1062087691,W. Walton,Wade Walton,Walton,Wade,P,High Point University,HP,730321152,High Point,BBC,R,R,15,365,318,.252,.259,-.007,.338,.421,.380,.042,.170,.121,.049,.330,.311,.019
235,1184281600,R. Brooks,Ryder Brooks,Brooks,Ryder,P,UC Irvine,UCI,3031,UC Irvine,BBC,L,L,20,307,251,.235,.259,-.024,.375,.331,.332,-.001,.096,.073,.023,.316,.323,-.006
236,1195501312,C. Diaz,Chris Diaz,Diaz,Chris,P,Florida Gulf Coast University,FGCU,4964,Florida Gulf Coast,BBC,R,R,13,319,288,.253,.259,-.005,.311,.385,.467,-.082,.132,.208,-.076,.303,.323,-.021
237,1296205056,M. Kruzan,Marcus Kruzan,Kruzan,Marcus,P,University of St. Thomas (Minn.),UOST,730200320,University of St. Thomas (Minn.),BBC,R,R,13,334,283,.265,.259,.006,.353,.438,.439,-.000,.173,.179,-.006,.348,.337,.011
238,1371725069,M. Tripure,Max Tripure,Tripure,Max,P,Western Illinois University,WIU,730370560,Western Illinois,BBC,R,R,14,332,274,.274,.259,.015,.354,.438,.400,.038,.164,.140,.024,.351,.325,.026
239,1328495337,L. Trout,Luke Trout,Trout,Luke,P,Brown University,BRWN,730236160,Brown,BBC,R,R,11,221,178,.270,.259,.010,.380,.410,.391,.019,.140,.132,.008,.355,.338,.017
240,1243621888,R. Maddox,Riley Maddox,Maddox,Riley,P,University of Mississippi,MISS,5322,Ole Miss,BBC,R,R,17,313,272,.261,.259,.002,.345,.445,.448,-.003,.184,.189,-.005,.345,.337,.008
241,1330730752,D. Vigue,Dylan Vigue,Vigue,Dylan,P,University of Michigan,MICH,2290,Michigan,BBC,R,R,16,269,213,.221,.259,-.039,.404,.286,.352,-.066,.066,.092,-.027,.314,.344,-.030
242,1276142592,B. Alekson,Ben Alekson,Alekson,Ben,P,Fairfield University,FAIR,730380544,Fairfield,BBC,R,R,16,393,349,.232,.260,-.028,.325,.321,.373,-.052,.089,.113,-.025,.279,.301,-.022
243,1097108340,C. Bagwell,Cam Bagwell,Bagwell,Cam,P,UNC Wilmington,UNCW,730229504,UNC Wilmington,BBC,R,R,15,348,328,.220,.260,-.041,.298,.311,.390,-.079,.091,.130,-.038,.252,.293,-.040
244,1211070976,B. Grable,Ben Grable,Grable,Ben,P,"Indiana University, Bloomington",IND,4866,Indiana,BBC,R,R,17,244,221,.244,.260,-.016,.323,.416,.438,-.021,.172,.178,-.006,.316,.323,-.007
245,1185610753,D. Fritton,Dom Fritton,Fritton,Dom,P,North Carolina State University,NCST,730216448,North Carolina State,BBC,L,L,17,389,337,.273,.260,.013,.345,.415,.419,-.003,.142,.159,-.016,.341,.329,.012
246,1298785536,M. Kuhle,Max Kuhle,Kuhle,Max,P,James Madison University,JMU,730340096,James Madison,BBC,L,L,19,240,209,.244,.260,-.016,.343,.421,.422,-.001,.177,.161,.016,.328,.329,-.001
247,1232208640,L. McCollough,Luke McCollough,McCollough,Luke,P,Villanova University,VILL,730278400,Villanova,BBC,R,R,13,335,302,.265,.261,.004,.312,.434,.444,-.010,.169,.183,-.014,.324,.315,.009
248,1310787840,O. Proksch,Owen Proksch,Proksch,Owen,P,Duke University,DUKE,730336256,Duke,BBC,S,L,19,290,241,.224,.261,-.037,.378,.365,.410,-.044,.141,.149,-.008,.324,.347,-.023
