Rank,playerId,abbrevName,playerFullName,player,playerFirstName,pos,newestTeamName,newestTeamAbbrevName,newestTeamId,newestTeamLocation,newestTeamLevel,batsHand,throwsHand,G,BF,P,Swing#,Miss#,Strike#,InPlay#,Foul#,InZone#,Chase#,CallStrk#
2215,1325548800,A. Gelbsman,Aidan Gelbsman,Gelbsman,Aidan,P,University at Albany,ALBY,730280448,Albany,BBC,L,L,10,122,478,156,38,243,66,52,200,30,87
2215,1140608256,M. Sullivan,Mike Sullivan,Sullivan,Mike,P,University of Wisconsin-Milwaukee,MILW,5036,Milwaukee,BBC,R,R,15,126,506,172,42,250,67,63,200,46,78
2215,1042794956,I. Hutzezon,Ingmar Hutzezon,Hutzezon,Ingmar,P,Washington State University,WSU,4505,Washington State,BBC,R,R,16,113,465,167,46,240,63,58,200,45,73
2215,1949712699,S. Haggard,Sebastian Haggard,Haggard,Sebastian,P,University of Pennsylvania,PENN,730292224,Pennsylvania,BBC,R,R,6,106,415,196,63,272,65,68,200,64,76
2215,1729825297,T. Sejnoha,Trey Sejnoha,Sejnoha,Trey,P,Dartmouth College,DART,730216192,Dartmouth,BBC,R,R,13,113,469,180,40,268,64,76,200,43,88
2222,1233483776,J. Ermigiotti,Julio Ermigiotti,Ermigiotti,Julio,P,Lehigh University,LEH,730333184,Lehigh,BBC,R,R,10,133,494,201,48,295,87,66,199,73,94
2222,1284477697,J. Dorety,Jake Dorety,Dorety,Jake,P,Rider University,RID,730174976,Rider,BBC,R,R,15,166,557,243,35,323,119,89,199,25,80
2222,1667130553,L. Dellentash,Luke Dellentash,Dellentash,Luke,P,Stonehill College,SC,730238464,Stonehill,BBC,R,R,17,130,449,175,35,257,84,56,199,35,82
2222,1566818527,C. Kenyon,Cole Kenyon,Kenyon,Cole,P,University of Arkansas-Pine Bluff,ARPB,5377,Arkansas-Pine Bluff,BBC,R,R,20,145,473,191,22,266,105,64,199,33,75
2222,1463048353,T. Cooper,Troy Cooper,Cooper,Troy,P,Cal Poly,CP,5487,Cal Poly,BBC,R,R,16,123,471,212,26,297,90,96,199,65,85
2222,1342167476,R. McHugh,Ryan McHugh,McHugh,Ryan,P,Harvard University,HARV,5450,Harvard,BBC,R,R,17,118,444,203,33,284,89,81,199,51,81
2222,1370596122,A. Doganiero,Antonio Doganiero,Doganiero,Antonio,P,University of Pittsburgh,PITT,5424,Pittsburgh,BBC,L,L,14,119,477,195,38,272,72,85,199,54,77
2222,1962304392,A. Klug,Austin Klug,Klug,Austin,P,Purdue University,PUR,730353152,Purdue,BBC,R,R,15,105,421,177,24,254,77,76,199,49,77
2222,1196697892,T. Greenwood,Tyson Greenwood,Greenwood,Tyson,P,Fort Wayne,PFW,730231552,Fort Wayne,BBC,L,L,16,191,616,270,35,379,159,76,199,29,109
2231,1179070464,A. Perez,Andres Perez,Perez,Andres,P,University of Houston,HOU,3030,Houston,BBC,R,R,20,121,467,204,59,298,76,69,198,77,94
2231,1123945728,S. Curtin,Shane Curtin,Curtin,Shane,P,Creighton University,CREI,730243840,Creighton,BBC,L,L,21,136,527,232,53,319,98,81,198,94,87
2231,1184500736,Z. Johnston,Zach Johnston,Johnston,Zach,P,Wake Forest University,WAKE,730373376,Wake Forest,BBC,L,L,21,120,453,173,42,262,75,56,198,53,89
2231,1306912512,M. McDaniel,Mason McDaniel,McDaniel,Mason,P,Presbyterian College,PRE,730184192,Presbyterian,BBC,L,L,18,124,448,191,37,262,88,66,198,49,71
2231,1239161600,L. Jackson,Luke Jackson,Jackson,Luke,P,Texas A&M University,TXAM,3032,Texas A&M,BBC,R,R,18,96,385,165,40,241,54,71,198,34,76
2231,1288366848,K. Straily,Kaden Straily,Straily,Kaden,P,Coppin State University,COPP,730194176,Coppin State,BBC,R,R,13,344,1139,442,61,636,234,147,198,27,194
2231,1168391168,M. Parenteau,Matt Parenteau,Parenteau,Matt,P,Murray State University,MURR,730188032,Murray State,BBC,R,R,10,99,411,171,31,246,62,78,198,21,75
2231,1342167751,C. Grizzard,Caleb Grizzard,Grizzard,Caleb,P,Longwood University,LONG,730219264,Longwood,BBC,L,L,22,129,480,181,38,264,77,66,198,50,83
2231,1289312054,H. McKinney,Holden McKinney,McKinney,Holden,P,James Madison University,JMU,730340096,James Madison,BBC,R,R,23,115,424,177,43,266,80,54,198,51,89
2231,1046557013,I. Hallam,Isaac Hallam,Hallam,Isaac,P,Seattle University,SEA,4504,Seattle,BBC,R,R,14,190,626,264,65,361,115,84,198,71,97
2231,1415697497,Z. Dohrmann,Zach Dohrmann,Dohrmann,Zach,P,University of Wisconsin-Milwaukee,MILW,5036,Milwaukee,BBC,R,R,19,114,444,179,46,250,75,58,198,43,71
2231,1241946368,D. Asencio,Dorsy Asencio,Asencio,Dorsy,P,University of Rhode Island,URI,730163712,Rhode Island,BBC,R,R,15,121,473,207,31,278,76,100,198,66,71
2231,1443022517,C. Littledike,Cooper Littledike,Littledike,Cooper,P,Utah Valley University,UVU,730263552,Utah Valley,BBC,R,R,19,138,500,214,56,299,92,66,198,60,85
2231,1473862808,B. Hudson,Brady Hudson,Hudson,Brady,P,University of Northern Colorado,UNCO,730286592,Northern Colorado,BBC,R,R,17,112,423,179,61,256,65,53,198,43,77
2245,1180788480,H. Coon,Hayden Coon,Coon,Hayden,P,Brigham Young University,BYU,730257152,BYU,BBC,R,R,12,119,445,198,49,267,72,77,197,60,69
2245,1333126144,E. ONeal,Ethan ONeal,ONeal,Ethan,P,University of Nevada,NEV,4784,Nevada,BBC,R,R,22,138,559,217,69,324,73,75,197,72,107
2245,1092677633,J. Chambers,Joseph Chambers,Chambers,Joseph,P,Dartmouth College,DART,730216192,Dartmouth,BBC,R,R,16,133,570,205,48,320,82,75,197,54,115
2245,1162511872,A. Byrd,Adam Byrd,Byrd,Adam,P,University of the Incarnate Word,IW,730225152,Incarnate Word,BBC,R,L,14,94,409,135,45,205,42,48,197,18,70
2245,1162312961,G. Polley,Griffin Polley,Polley,Griffin,P,James Madison University,JMU,730340096,James Madison,BBC,R,R,19,131,474,229,55,296,95,79,197,68,67
2245,1101042688,A. Jones,AJ Jones,Jones,AJ,P,University of Rhode Island,URI,730163712,Rhode Island,BBC,R,R,17,108,441,184,36,255,65,83,197,53,71
2245,1242820352,M. Garrett,Miles Garrett,Garrett,Miles,P,Virginia Commonwealth University,VCU,730179328,VCU,BBC,R,R,11,137,554,199,50,298,82,67,197,72,99
2245,1927374089,R. Olson,Ryan Olson,Olson,Ryan,P,UAB,UAB,730345984,UAB,BBC,R,R,15,104,418,183,51,266,68,64,197,66,83
2245,1307927808,R. Egan,Ryan Egan,Egan,Ryan,P,Fordham University,FOR,730324992,Fordham,BBC,R,R,20,105,427,175,39,247,69,67,197,38,72
2245,1561233845,C. Bott,CJ Bott,Bott,CJ,P,UCLA,UCLA,5048,UCLA,BBC,R,R,21,119,420,165,30,243,88,47,197,39,78
2245,1342166684,K. Applebey,Kaleb Applebey,Applebey,Kaleb,P,Austin Peay State University,PEAY,730219520,Austin Peay,BBC,R,R,18,144,543,217,69,337,76,72,197,66,120
2245,1675868562,T. Bell,Talan Bell,Bell,Talan,P,Clemson University,CLEM,730358784,Clemson,BBC,L,L,9,108,442,196,48,257,68,80,197,48,61
2257,1202414336,C. Costello,Corey Costello,Costello,Corey,P,James Madison University,JMU,730340096,James Madison,BBC,L,L,16,113,462,185,46,257,58,81,196,62,72
2257,1322655744,D. Zamudio,Dante Zamudio,Zamudio,Dante,P,Cal State-Northridge,CSN,730380032,CSU Northridge,BBC,R,R,13,116,405,185,34,250,84,67,196,45,65
2257,1309413120,L. Dotson,Luke Dotson,Dotson,Luke,P,Mississippi State University,MSST,5080,Mississippi State,BBC,L,L,18,98,415,181,60,260,51,70,196,51,79
2257,1227069440,I. Warrick,Isaac Warrick,Warrick,Isaac,P,UAB,UAB,730345984,UAB,BBC,L,L,18,145,564,216,45,324,101,70,196,75,108
2257,1425803246,C. Kimball,Carson Kimball,Kimball,Carson,P,University of New Orleans,UNO,5380,New Orleans,BBC,R,R,21,134,513,197,65,276,72,60,196,72,79
2257,1867276773,J. Bush,Jordan Bush,Bush,Jordan,P,University of the Incarnate Word,IW,730225152,Incarnate Word,BBC,R,R,15,131,489,204,34,282,87,83,196,24,78
2257,1365038619,J. Lyman,John Lyman,Lyman,John,P,Northern Illinois University,NIU,730386176,Northern Illinois,BBC,L,L,19,104,461,173,44,257,52,77,196,56,84
2257,1573050119,M. Spence,Major Spence,Spence,Major,P,University of Arkansas-Pine Bluff,ARPB,5377,Arkansas-Pine Bluff,BBC,L,L,14,154,451,177,17,245,116,44,196,13,68
2265,1261686528,S. Staerker,Sam Staerker,Staerker,Sam,P,Canisius College,CAN,730218752,Canisius,BBC,R,R,15,133,468,189,37,266,81,71,195,20,77
2265,1123959040,D. Blake,Drew Blake,Blake,Drew,P,Oklahoma State University,OKST,4245,Oklahoma State,BBC,L,L,24,118,448,225,74,291,70,81,195,92,66
2265,1239118080,J. Moss,Jake Moss,Moss,Jake,P,University of Pennsylvania,PENN,730292224,Pennsylvania,BBC,S,R,9,105,426,192,52,261,60,80,195,64,69
2265,1197249280,K. Calia,Kolby Calia,Calia,Kolby,P,University of San Francisco,SF,730365696,San Francisco,BBC,R,R,15,129,542,220,39,312,81,100,195,51,92
2265,1350133171,E. Hubbell,Ethan Hubbell,Hubbell,Ethan,P,Old Dominion University,ODU,3090,Old Dominion,BBC,R,R,18,139,527,239,83,332,77,79,195,100,93
2265,1872629990,J. Hubbard,Jamed Hubbard,Hubbard,Jamed,P,UTSA,UTSA,730373120,UTSA,BBC,R,R,10,110,428,199,40,272,78,81,195,72,73
2265,1048745459,A. Canney,Alex Canney,Canney,Alex,P,University of Mississippi,MISS,5322,Ole Miss,BBC,R,R,15,96,390,181,36,244,57,88,195,41,63
2265,1705092969,A. Hwang,Alex Hwang,Hwang,Alex,P,Yale University,YALE,730334464,Yale,BBC,R,R,14,106,396,174,34,250,77,63,195,39,76
2265,1342169851,J. Arnold,Jake Arnold,Arnold,Jake,P,Mount St. Mary's University,MSM,730291712,Mount St. Mary's,BBC,R,R,11,125,461,195,47,275,82,66,195,41,80
2274,1126280448,T. Greenleaf,Tyler Greenleaf,Greenleaf,Tyler,P,Canisius College,CAN,730218752,Canisius,BBC,R,R,15,122,440,156,31,235,74,51,194,21,79
2274,1182049536,J. Ban,Jason Ban,Ban,Jason,P,Davidson College,DAV,730363136,Davidson,BBC,L,L,19,128,513,215,45,284,84,86,194,61,69
2274,1211549696,D. Pianto,Dominic Pianto,Pianto,Dominic,P,Michigan State University,MSU,1551,Michigan State,BBC,R,R,20,133,486,204,48,308,92,64,194,85,104
2274,1162586112,L. Ellis,Luke Ellis,Ellis,Luke,P,University of Memphis,MEM,730172160,Memphis,BBC,L,L,12,108,450,194,35,274,79,80,194,59,80
2274,1336619008,Z. Starling,Zane Starling,Starling,Zane,P,University of North Florida,UNF,730296832,North Florida,BBC,R,R,18,98,409,165,32,234,65,68,194,38,69
2274,1093143296,C. Ambrose,Chase Ambrose,Ambrose,Chase,P,Southeastern Louisiana University,SELA,730209280,Southeastern Louisiana,BBC,R,R,14,134,463,192,26,263,102,64,194,59,71
2274,1967286180,C. Clark,Cole Clark,Clark,Cole,P,University of California,CAL,730152448,California,BBC,R,R,11,119,438,201,61,265,77,63,194,67,64
2274,1702000917,C. Clark,Calvert Clark,Clark,Calvert,P,Appalachian State University,APP,730240256,Appalachian State,BBC,R,R,14,119,436,173,24,248,87,62,194,55,75
2274,1184250705,G. OConnor,Griffin OConnor,OConnor,Griffin,P,Georgetown University,GTWN,2330,Georgetown,BBC,R,R,17,206,628,295,46,393,160,89,194,38,98
2274,1841077101,Z. Leduc,Zach Leduc,Leduc,Zach,P,Ball State University,BALL,730195456,Ball State,BBC,R,R,19,116,428,186,46,252,81,59,194,42,66
2274,1532801150,P. Morgan,Parker Morgan,Morgan,Parker,P,McNeese State University,MCNS,730285056,McNeese State,BBC,L,L,23,135,490,226,50,293,98,78,194,81,67
2274,1666309490,C. Marthilijohni,Cole Marthilijohni,Marthilijohni,Cole,P,Sam Houston State University,SHSU,5363,Sam Houston State,BBC,R,R,21,186,733,301,47,431,136,118,194,42,130
2274,1056447778,L. Eisenreich,Logan Eisenreich,Eisenreich,Logan,P,Virginia Tech,VT,2293,Virginia Tech,BBC,R,R,11,118,490,176,64,266,57,55,194,52,90
2274,1743407683,J. Lopez,Jordy Lopez,Lopez,Jordy,P,University of California,CAL,730152448,California,BBC,L,L,14,110,405,177,37,253,86,54,194,51,76
2288,1271031296,B. Schares,Bryce Schares,Schares,Bryce,P,Campbell University,CAMP,730187776,Campbell,BBC,R,R,19,121,449,184,50,261,71,63,193,55,77
2288,1267252224,J. Kasper,Joey Kasper,Kasper,Joey,P,Iona College,IONA,730242048,Iona,BBC,R,R,21,158,585,250,49,355,105,96,193,19,105
2288,1324968192,L. Palmer,Laif Palmer,Palmer,Laif,P,Oregon State University,ORST,3111,Oregon State,BBC,R,R,18,117,432,180,35,263,83,62,193,42,83
2288,1342170992,R. VanDeWater,Ryan VanDeWater,VanDeWater,Ryan,P,Marist College,MRST,730374656,Marist,BBC,R,R,16,117,440,167,37,231,68,62,193,32,64
2288,1342167845,A. Brown,Andrew Brown,Brown,Andrew,P,Manhattan College,MAN,730363648,Manhattan,BBC,R,R,13,160,505,203,28,282,109,66,193,35,79
2288,1769668118,S. Franco,Samuel Franco,Franco,Samuel,P,Merrimack College,MRMK,730295552,Merrimack,BBC,L,L,14,112,413,156,23,231,78,55,193,28,75
2288,1411599837,C. Cunnings,Cam Cunnings,Cunnings,Cam,P,Grand Canyon University,GC,5310,Grand Canyon,BBC,R,R,18,109,389,181,37,244,74,70,193,42,63
2288,1678817418,B. Coon,Brady Coon,Coon,Brady,P,Southern Illinois Univ.-Edwardsville,SIUE,730298112,SIU Edwardsville,BBC,R,R,12,140,538,195,26,272,88,81,193,50,77
2288,1839026800,L. Connors,Lucas Connors,Connors,Lucas,P,Le Moyne College,LMC,730202880,Le Moyne,BBC,R,R,13,138,503,195,30,279,88,77,193,26,84
2288,1672354759,T. Weimer,Tyler Weimer,Weimer,Tyler,P,Arkansas State University,ARST,730290176,Arkansas State,BBC,R,R,13,124,445,196,38,285,89,69,193,75,89
2298,1207885824,B. Hansen,Brett Hansen,Hansen,Brett,P,Brigham Young University,BYU,730257152,BYU,BBC,L,L,17,121,473,188,40,267,74,74,192,66,79
2298,1326744576,H. Sylte,Hayden Sylte,Sylte,Hayden,P,North Dakota State University,NDSU,730343168,North Dakota State,BBC,R,R,11,89,366,150,24,226,63,63,192,25,76
2298,1127173120,B. Roebuck,Benny Roebuck,Roebuck,Benny,P,Kent State University,KENT,730315008,Kent State,BBC,R,R,20,146,549,255,64,354,98,93,192,48,99
2298,1441853961,C. Wanless,Caden Wanless,Wanless,Caden,P,University of Texas Rio Grande Valley,UTRGV,730192128,UT Rio Grande Valley,BBC,R,R,21,93,380,168,40,231,60,68,192,33,63
2298,1929209290,C. Albright,Cody Albright,Albright,Cody,P,UNLV,UNLV,730161664,UNLV,BBC,R,R,14,131,491,205,39,297,93,73,192,65,92
2298,1098905692,M. Fitzgibbon,Matt Fitzgibbon,Fitzgibbon,Matt,P,Saint Joseph's University,JOES,730332416,Saint Joseph's,BBC,L,L,19,161,658,246,67,358,84,95,192,47,112
2298,1457397863,C. Chicoli,Connor Chicoli,Chicoli,Connor,P,Georgia Tech,GT,100,Georgia Tech,BBC,R,R,14,118,417,207,42,275,93,72,192,68,68
2298,1600135710,N. Murphy,Nick Murphy,Murphy,Nick,P,Central Connecticut State University,CCSU,730306816,Central Connecticut State,BBC,R,R,15,128,393,197,22,260,101,74,192,30,63
2306,1286103552,C. Williams,Cody Williams,Williams,Cody,P,Florida A&M University,FAMU,5416,Florida A&M,BBC,R,R,30,284,740,292,34,412,184,74,191,43,120
2306,1223225088,M. Morash,Matt Morash,Morash,Matt,P,Penn State University,PSU,5326,Penn State,BBC,L,L,10,105,413,179,32,248,73,74,191,52,69
2306,1172966144,P. Hampton,Parker Hampton,Hampton,Parker,P,Norfolk State University,NORF,3904,Norfolk State,BBC,R,R,13,283,700,300,35,397,201,64,191,27,97
2306,1201252096,C. Ronan,Cory Ronan,Ronan,Cory,P,"University of Hawaii, Manoa",HAW,730158848,Hawaii,BBC,L,L,16,147,607,239,75,350,79,85,191,40,111
2306,1132730368,L. Price,Landon Price,Price,Landon,P,Ohio University,OHIO,730298368,Ohio,BBC,L,L,14,104,376,155,25,209,72,58,191,22,54
2306,1004326948,E. Langston,Evan Langston,Langston,Evan,P,Western Carolina University,WCU,730278144,Western Carolina,BBC,R,R,17,119,436,192,34,272,85,73,191,46,80
2312,1227044608,R. Osinski,Ryan Osinski,Osinski,Ryan,P,University of Virginia,UVA,5415,Virginia,BBC,R,R,15,100,387,163,45,236,64,54,190,34,73
2312,1099982080,L. Slemp,Landon Slemp,Slemp,Landon,P,Austin Peay State University,PEAY,730219520,Austin Peay,BBC,R,R,17,137,506,217,50,302,98,69,190,59,85
2312,1249414702,A. Smith,Angelo Smith,Smith,Angelo,P,University of Central Florida,UCF,730256640,Central Florida,BBC,R,R,13,115,428,200,52,266,82,66,190,60,66
2312,1787535288,J. Bellhorn,Jackson Bellhorn,Bellhorn,Jackson,P,University of North Florida,UNF,730296832,North Florida,BBC,R,R,19,110,402,186,38,237,84,64,190,45,51
2312,1927131771,C. Seagraves,Camron Seagraves,Seagraves,Camron,P,University of North Carolina,UNC,730181888,North Carolina,BBC,R,R,18,116,484,181,66,258,56,59,190,65,77
2312,1813229534,D. Weekly,Dylan Weekly,Weekly,Dylan,P,New Mexico State University,NMSU,730302720,New Mexico State,BBC,R,R,18,117,459,210,56,274,71,83,190,67,64
2312,1588988660,C. Dieruf,Charlie Dieruf,Dieruf,Charlie,P,Miami University (Ohio),M-OH,730379264,Miami (OH),BBC,R,R,15,101,377,165,22,231,75,68,190,36,66
2319,1075199232,P. Carlson,Parker Carlson,Carlson,Parker,P,Auburn University,AUB,5466,Auburn,BBC,R,R,17,110,389,195,46,269,73,76,189,74,74
2319,1196792576,P. Walega,Pat Walega,Walega,Pat,P,Lafayette College,LAF,730217728,Lafayette,BBC,R,R,10,119,472,193,32,270,82,79,189,71,77
2319,1207838720,G. Grundman,Gannon Grundman,Grundman,Gannon,P,Michigan State University,MSU,1551,Michigan State,BBC,R,L,12,119,412,183,28,251,79,76,189,50,68
2319,1133005824,L. Moser,Logan Moser,Moser,Logan,P,University of Northern Colorado,UNCO,730286592,Northern Colorado,BBC,R,R,13,111,445,174,28,243,74,72,189,37,69
2319,1263746304,B. Seils,Brett Seils,Seils,Brett,P,Towson University,TOWS,730318336,Towson,BBC,R,R,18,147,525,231,60,315,97,74,189,83,84
2319,1880781361,B. Norton,Ben Norton,Norton,Ben,P,Houston Christian University,HCU,730157824,Houston Christian,BBC,R,R,26,157,521,179,38,263,103,38,189,30,84
2319,1051907297,B. Coe,Brady Coe,Coe,Brady,P,Abilene Christian University,AC,730375936,Abilene Christian,BBC,R,R,17,130,484,212,54,300,86,72,189,56,88
2319,1756665469,N. Helman,Nathan Helman,Helman,Nathan,P,Kennesaw State University,KENN,730197504,Kennesaw State,BBC,R,R,21,97,396,164,39,237,56,69,189,31,73
2319,1281077435,N. Noble,Nick Noble,Noble,Nick,P,Fairleigh Dickinson University,FDU,730355200,Fairleigh Dickinson,BBC,R,R,18,133,462,177,30,262,93,54,189,32,85
2319,1128108809,C. Mick,Carter Mick,Mick,Carter,P,University of Nebraska-Omaha,NEOM,730235648,Omaha,BBC,L,L,16,99,415,149,27,244,63,59,189,38,95
2319,1338526962,W. Marien,Wesley Marien,Marien,Wesley,P,Northwestern State University,NWST,730255872,Northwestern State,BBC,R,R,15,98,398,168,27,247,65,76,189,32,79
2319,1835740932,A. Horvath,Adam Horvath,Horvath,Adam,P,James Madison University,JMU,730340096,James Madison,BBC,R,R,17,125,441,204,36,268,98,70,189,63,64
2331,1142704384,T. Shurtleff,Thomas Shurtleff,Shurtleff,Thomas,P,University of Pennsylvania,PENN,730292224,Pennsylvania,BBC,R,R,17,122,459,210,62,285,65,83,188,63,75
2331,1240385792,V. Baker,Von Baker,Baker,Von,P,Rice University,RICE,2352,Rice,BBC,R,R,17,130,490,190,50,276,69,71,188,69,86
2331,1086413825,D. King,Devon King,King,Devon,P,UC San Diego,UCSD,730348032,UC San Diego,BBC,R,R,20,96,389,164,53,241,53,58,188,48,77
2331,1310725120,J. DiLorenzo,Jackson DiLorenzo,DiLorenzo,Jackson,P,East Carolina University,ECU,730270720,East Carolina,BBC,R,R,22,111,471,197,47,273,62,88,188,56,76
2331,1102694656,D. Buhr,Drew Buhr,Buhr,Drew,P,"Indiana University, Bloomington",IND,4866,Indiana,BBC,L,R,9,89,373,188,36,247,62,90,188,44,59
2331,1239337216,B. Reimers,Ben Reimers,Reimers,Ben,P,Stanford University,STAN,730251264,Stanford,BBC,R,R,19,109,427,198,48,258,75,75,188,64,60
2331,1318831616,G. Johnston,Gavin Johnston,Johnston,Gavin,P,Southeast Missouri State University,SEMO,730168576,Southeast Missouri State,BBC,R,R,23,126,477,203,64,294,71,68,188,77,91
2331,1150998016,Z. Buschschulte,Zach Buschschulte,Buschschulte,Zach,P,Lindenwood University,LU,730322176,Lindenwood,BBC,R,R,16,169,576,249,38,332,126,85,188,37,83
2331,1213265409,C. Yennaco,Cole Yennaco,Yennaco,Cole,P,Merrimack College,MRMK,730295552,Merrimack,BBC,R,R,17,131,430,173,20,253,87,66,188,24,80
2331,1204557568,N. Tamburro,Nick Tamburro,Tamburro,Nick,P,Monmouth University,MONM,4164,Monmouth,BBC,R,R,13,116,417,172,30,242,81,61,188,32,70
2331,1886210934,J. Crews,Jake Crews,Crews,Jake,P,Georgia State University,GAST,730239744,Georgia State,BBC,R,R,20,118,477,190,60,287,67,63,188,66,97
2331,1321144576,S. Brady,Sam Brady,Brady,Sam,P,Loyola Marymount University,LMU,730149120,Loyola Marymount,BBC,L,L,19,99,421,134,32,228,48,54,188,40,94
2331,1904968279,R. Oakes,Ryan Oakes,Oakes,Ryan,P,University of Nevada,NEV,4784,Nevada,BBC,R,R,12,108,399,176,38,253,81,57,188,43,77
2331,1865139306,J. Chavez,Jack Chavez,Chavez,Jack,P,Villanova University,VILL,730278400,Villanova,BBC,R,R,15,116,451,183,35,258,78,70,188,58,75
2331,1224153514,J. Ross,Jaxson Ross,Ross,Jaxson,P,St. Bonaventure University,SBON,730375424,St. Bonaventure,BBC,L,L,8,115,447,162,29,221,74,59,188,28,59
2331,1035995807,C. Bryant,Carson Bryant,Bryant,Carson,P,Georgia Southern University,GASO,730331648,Georgia Southern,BBC,R,R,11,120,450,174,41,259,77,56,188,45,85
2331,1414658450,B. Lesiak,Brady Lesiak,Lesiak,Brady,P,Binghamton University,BING,730155776,Binghamton,BBC,R,R,15,117,403,168,24,237,88,56,188,41,69
2348,1168885760,S. Hentges,Sam Hentges,Hentges,Sam,P,Air Force Academy,AFA,730205440,Air Force,BBC,L,L,19,122,466,182,55,266,71,56,187,56,84
2348,1266858496,C. Ellison,Chris Ellison,Ellison,Chris,P,Cornell University,COR,730298624,Cornell,BBC,R,R,12,123,476,169,26,242,79,64,187,50,73
2348,1108464128,P. Mastrian IV,Patrick Mastrian IV,Mastrian IV,Patrick,P,Miami University (Ohio),M-OH,730379264,Miami (OH),BBC,R,R,12,129,475,214,50,286,92,72,187,51,72
2348,1078032128,J. Falco,Jordan Falco,Falco,Jordan,P,Rutgers University,RUTG,730229248,Rutgers,BBC,R,R,13,110,445,181,34,258,77,70,187,48,77
2348,1262528256,R. Hughes,Ryan Hughes,Hughes,Ryan,P,University of Toledo,TOL,5388,Toledo,BBC,R,R,14,97,406,168,31,248,64,73,187,31,80
2348,1211075328,R. Kysar,Ryan Kysar,Kysar,Ryan,P,UC Irvine,UCI,3031,UC Irvine,BBC,R,R,10,97,371,150,33,227,71,46,187,25,77
2348,1310372608,N. Benhardt,Nic Benhardt,Benhardt,Nic,P,Long Island University-Brooklyn,LIU,730352896,LIU Brooklyn,BBC,R,R,11,128,445,188,38,261,91,59,187,45,73
2348,1317479936,R. Peterson,Riley Peterson,Peterson,Riley,P,University of Wisconsin-Milwaukee,MILW,5036,Milwaukee,BBC,L,L,23,129,494,204,43,295,83,78,187,39,91
2348,1108467200,A. Hinds,Aiden Hinds,Hinds,Aiden,P,Western Michigan University,WMU,730165248,Western Michigan,BBC,R,R,15,104,445,151,29,221,61,61,187,25,70
2348,1334300672,T. Neubeck,Tony Neubeck,Neubeck,Tony,P,University of Missouri,MIZZ,4806,Missouri,BBC,L,L,10,106,427,186,42,252,71,73,187,57,66
2348,1609655469,H. Stallings,Hayden Stallings,Stallings,Hayden,P,Lamar University,LAM,730162432,Lamar,BBC,L,L,15,108,410,177,40,263,75,62,187,63,86
