Rank,playerId,abbrevName,playerFullName,player,playerFirstName,pos,newestTeamName,newestTeamAbbrevName,newestTeamId,newestTeamLocation,newestTeamLevel,batsHand,throwsHand,G,IP,BF,P,SLAA,SL+,FrmRAA,FrmCntRAA,StrkFrmd,BallFrmd
429,1211049217,K. Pallares,Kenji Pallares,Pallares,Kenji,P,Loyola Marymount University,LMU,730149120,Loyola Marymount,BBC,R,R,15,65.1,309,1216,-0.87,99.5%,-0.12,0.33,8,7
430,1090284544,P. Edwards,Parker Edwards,Edwards,Parker,P,Houston Christian University,HCU,730157824,Houston Christian,BBC,R,R,17,89.1,389,1347,-0.92,98.9%,-0.09,0.37,9,7
431,1929502555,A. King,Aidan King,King,Aidan,P,University of Florida,FLA,730168320,Florida,BBC,L,R,17,73.1,304,1188,-0.93,99.6%,-0.11,0.60,7,11
432,1251441152,W. Rogers,Will Rogers,Rogers,Will,P,University of Michigan,MICH,2290,Michigan,BBC,R,R,23,58.1,260,945,-0.93,99.5%,-0.15,0.20,4,14
433,1342168337,D. Dean,David Dean,Dean,David,P,Texas A&M-Corpus Christi,AMCC,4764,Texas A&M-Corpus Christi,BBC,L,L,17,52.2,240,806,-1.02,94.6%,-0.13,-0.06,1,0
434,1243071232,B. Haston,Brandon Haston,Haston,Brandon,P,Jackson State University,JKST,730378240,Jackson State,BBC,L,L,16,78.1,369,1161,-1.06,96.8%,-0.13,0.05,2,3
435,1446535769,E. Pena,Esaid Pena,Pena,Esaid,P,Alabama State University,ALST,4765,Alabama State,BBC,R,R,16,71.1,326,1176,-1.07,99.1%,-0.13,0.12,16,13
436,1183062528,A. Heffernan,Andrew Heffernan,Heffernan,Andrew,P,Merrimack College,MRMK,730295552,Merrimack,BBC,R,R,12,76.1,328,864,-1.09,93.3%,-0.13,-0.14,1,2
437,1237056000,T. Boccabello,Tanner Boccabello,Boccabello,Tanner,P,Bethune-Cookman University,COOK,730152960,Bethune-Cookman,BBC,R,R,11,67.2,296,1053,-1.10,86.4%,-0.14,-0.16,0,2
438,1287363584,M. Phillips,Marcus Phillips,Phillips,Marcus,P,University of Tennessee,TENN,730153728,Tennessee,BBC,R,R,17,83.0,359,1412,-1.11,99.5%,-0.10,-0.96,16,11
439,1421915542,C. Torres,Chris Torres,Torres,Chris,P,University of South Carolina Upstate,SCUS,730317312,South Carolina Upstate,BBC,L,L,17,81.1,369,1320,-1.13,99.4%,-0.14,-1.02,8,12
440,1075848055,L. Sheffield,Lincoln Sheffield,Sheffield,Lincoln,P,Kansas State University,KSU,730270464,Kansas State,BBC,L,L,16,74.1,333,1161,-1.13,99.5%,-0.15,-0.02,8,9
441,1069409302,Z. Danielson,Zane Danielson,Danielson,Zane,P,Fort Wayne,PFW,730231552,Fort Wayne,BBC,L,L,11,55.2,253,985,-1.15,98.0%,-0.15,-0.48,6,4
442,1155642112,N. Deschryver,Nate Deschryver,Deschryver,Nathan,P,New Jersey Institute of Technology,NJIT,730313216,NJIT,BBC,R,R,16,59.2,282,1155,-1.17,98.3%,-0.14,-0.56,3,7
443,1018912519,K. Ishikawa,Kenny Ishikawa,Ishikawa,Kenny,TWP,Seattle University,SEA,4504,Seattle,BBC,L,L,19,66.1,303,1104,-1.18,99.1%,-0.14,0.34,13,12
444,1468279426,B. Smith,Ben Smith,Smith,Ben,P,Houston Christian University,HCU,730157824,Houston Christian,BBC,R,R,18,60.1,287,1025,-1.21,98.2%,-0.12,-0.34,2,3
445,1152945664,A. Eyanson,Anthony Eyanson,Eyanson,Anthony,P,Louisiana State University,LSU,5323,Louisiana State,BBC,R,R,20,108.0,448,1756,-1.24,99.6%,-0.17,0.60,18,13
446,1257441536,K. Montgomery,Kellan Montgomery,Montgomery,Kellan,P,Long Beach State University,LBSU,730224128,Long Beach State,BBC,R,R,14,76.0,353,1257,-1.26,99.1%,-0.08,-0.43,11,8
447,1184713472,C. Fang,Callan Fang,Fang,Callan,P,Harvard University,HARV,5450,Harvard,BBC,L,R,11,64.0,280,1045,-1.27,99.2%,-0.15,0.36,6,11
448,1623538787,C. Burke,Clayton Burke,Burke,Clayton,P,Miami University (Ohio),M-OH,730379264,Miami (OH),BBC,R,R,17,67.0,311,1213,-1.28,99.2%,-0.09,-0.70,7,10
449,1279233792,T. Florio,Trace Florio,Florio,Trace,P,Lafayette College,LAF,730217728,Lafayette,BBC,L,L,13,60.1,295,1039,-1.29,99.3%,-0.17,-1.06,14,20
450,1264174592,E. Elliott,Eric Elliott,Elliott,Eric,P,Jackson State University,JKST,730378240,Jackson State,BBC,L,L,18,74.0,322,1263,-1.32,94.1%,-0.17,-0.40,1,4
451,1093169920,H. Andrews,Heath Andrews,Andrews,Heath,P,North Carolina State University,NCST,730216448,North Carolina State,BBC,R,R,14,64.1,294,1075,-1.42,99.3%,-0.17,-0.13,12,6
452,1195467264,M. Martinez,Mason Martinez,Martinez,Mason,P,Grambling State University,GRAM,5378,Grambling State,BBC,R,R,16,75.1,374,1000,-1.42,90.8%,-0.16,-0.10,1,3
453,1663471732,A. Valentin,Alex Valentin,Valentin,Alex,P,Texas State University,TXST,5420,Texas State,BBC,L,L,16,67.2,318,1178,-1.42,99.4%,-0.18,-0.86,16,17
454,1238212096,J. Tollett,JR Tollett,Tollett,JR,P,University of Louisiana at Lafayette,ULL,5075,Louisiana,BBC,R,R,17,77.0,328,1103,-1.43,99.1%,-0.20,-0.24,11,10
455,1217549824,R. Reyes,Randy Reyes,Reyes,Randy,P,Grambling State University,GRAM,5378,Grambling State,BBC,L,L,14,57.1,289,872,-1.43,91.3%,-0.18,-0.24,1,1
456,1052931303,C. Trizuto,Colin Trizuto,Trizuto,Colin,P,Wagner College,WAG,730192640,Wagner,BBC,R,R,15,61.2,284,805,-1.44,86.2%,-0.18,-0.29,0,0
457,1099159040,N. Lawson,Nathan Lawson,Lawson,Nathan,P,Eastern Kentucky University,EKY,5417,Eastern Kentucky,BBC,R,R,22,58.1,267,1011,-1.45,98.7%,-0.18,-0.46,12,12
458,1292501760,R. Grace,Ranard Grace,Grace,Ranard,P,Southern University,SOU,4767,Southern,BBC,L,L,12,64.0,301,1005,-1.49,91.0%,-0.19,-0.30,0,1
459,1330730752,D. Vigue,Dylan Vigue,Vigue,Dylan,P,University of Michigan,MICH,2290,Michigan,BBC,R,R,16,59.1,269,1028,-1.51,99.1%,-0.19,-1.16,19,11
460,1301684992,C. Fitzgerald,Colin Fitzgerald,Fitzgerald,Colin,P,University of Maine,ME,730275840,Maine,BBC,R,R,14,88.2,396,1377,-1.53,98.8%,-0.19,0.44,14,14
461,1131526490,F. Romano,Frederick Romano,Romano,Frederick,P,Western Illinois University,WIU,730370560,Western Illinois,BBC,R,R,12,59.1,286,969,-1.54,97.0%,-0.18,-0.01,1,4
462,1909941695,O. Pudvar,Oliver Pudvar,Pudvar,Oliver,P,University of Connecticut,CONN,5486,Connecticut,BBC,L,L,14,70.0,302,1221,-1.59,99.2%,-0.20,-1.76,16,17
463,1885727262,M. Vallone,Michael Vallone,Vallone,Michael,P,Purdue University,PUR,730353152,Purdue,BBC,L,L,21,58.1,254,927,-1.63,99.1%,-0.22,0.09,8,8
464,1162566912,E. Gonzales,Erick Gonzales,Gonzales,Erick,P,Jackson State University,JKST,730378240,Jackson State,BBC,R,R,18,84.1,387,1317,-1.70,93.9%,-0.22,-0.15,4,6
465,1227047936,T. Kent,Tommy Kent,Kent,Tommy,P,Monmouth University,MONM,4164,Monmouth,BBC,L,L,14,59.2,294,1044,-1.76,98.8%,-0.25,0.29,3,4
466,1619696044,D. DeProspero,Dutch DeProspero,DeProspero,Dutch,P,Towson University,TOWS,730318336,Towson,BBC,R,R,16,57.2,262,885,-1.81,98.4%,-0.20,-0.72,3,4
467,1568921580,B. Cassedy,Brandon Cassedy,Cassedy,Brandon,P,George Mason University,GMU,730265088,George Mason,BBC,R,R,16,84.0,359,1318,-1.83,99.0%,-0.20,-0.91,12,10
468,1216329728,N. Robb,Nicholas Robb,Robb,Nicholas,P,University of Texas-Arlington,UTA,5324,UT Arlington,BBC,R,R,15,79.2,367,1226,-1.84,98.9%,-0.13,-0.56,18,17
469,1102217472,H. Phelps,Holden Phelps,Phelps,Holden,P,Siena College,SIE,730382592,Siena,BBC,R,R,16,65.1,313,1100,-1.89,95.0%,-0.22,-0.09,0,2
470,1288366848,K. Straily,Kaden Straily,Straily,Kaden,P,Coppin State University,COPP,730194176,Coppin State,BBC,R,R,13,69.1,344,1139,-1.90,90.4%,-0.24,-0.42,0,2
471,1090704384,J. Turner,Jacob Turner,Turner,Jacob,P,Bowling Green State University,BGSU,730189056,Bowling Green,BBC,R,R,16,58.2,292,1038,-1.91,96.1%,-0.22,-0.86,5,8
472,1207806720,L. Fladda,Luc Fladda,Fladda,Luc,P,Tulane University,TULN,730354176,Tulane,BBC,L,L,15,76.2,346,1214,-1.95,98.9%,-0.25,-0.12,9,8
473,1238871552,J. Newell,Josh Newell,Newell,Josh,P,Lindenwood University,LU,730322176,Lindenwood,BBC,R,R,15,97.0,406,1229,-1.96,95.2%,-0.23,-1.06,5,1
474,1404806932,E. Young,Ethan Young,Young,Ethan,P,East Carolina University,ECU,730270720,East Carolina,BBC,R,R,23,70.1,303,1206,-1.97,98.9%,-0.28,-0.54,6,2
475,1227038720,E. Brown,Eli Brown,Brown,Eli,P,Lindenwood University,LU,730322176,Lindenwood,BBC,R,L,15,86.1,345,1189,-2.03,94.8%,-0.26,-0.37,3,7
476,1243499776,N. Isler,Nate Isler,Isler,Nate,P,Dartmouth College,DART,730216192,Dartmouth,BBC,R,R,10,55.1,258,929,-2.04,97.9%,-0.25,-0.78,6,6
477,1188014592,T. Pauley,Truman Pauley,Pauley,Truman,P,Harvard University,HARV,5450,Harvard,BBC,R,R,14,70.1,315,1307,-2.05,99.0%,-0.21,-1.11,8,13
478,1090996736,J. Guardado,Jakob Guardado,Guardado,Jakob,TWP,University of the Pacific,PAC,730386944,Pacific,BBC,L,R,17,58.2,266,984,-2.05,98.4%,-0.23,-0.77,7,9
479,1311551232,C. OHara,Connor OHara,OHara,Connor,P,George Mason University,GMU,730265088,George Mason,BBC,R,R,17,89.2,374,1377,-2.05,98.8%,-0.20,-0.11,14,14
480,1132708864,N. Edders,Noah Edders,Edders,Noah,P,Troy University,TROY,730378496,Troy,BBC,R,R,14,65.0,283,1019,-2.05,98.6%,-0.27,-0.87,4,9
481,1243621888,R. Maddox,Riley Maddox,Maddox,Riley,P,University of Mississippi,MISS,5322,Ole Miss,BBC,R,R,17,69.2,313,1229,-2.08,99.1%,-0.22,-1.41,8,7
482,1294172672,B. Magovern,Ben Magovern,Magovern,Ben,P,Bucknell University,BUCK,730214144,Bucknell,BBC,L,L,12,54.0,253,884,-2.14,98.4%,-0.27,-0.30,10,8
483,1279513344,A. Rubayo,Andrew Rubayo,Rubayo,Andrew,P,Quinnipiac University,QUIN,730386688,Quinnipiac,BBC,R,R,23,57.0,276,891,-2.21,93.1%,-0.26,-0.19,2,1
484,1196196955,D. Morrill,Dylan Morrill,Morrill,Dylan,P,University of North Alabama,UNA,730266624,North Alabama,BBC,R,R,17,55.1,250,942,-2.29,96.3%,-0.28,-0.45,1,1
485,1316364032,S. Stearns,Spencer Stearns,Stearns,Spencer,P,Southern Illinois Univ.-Edwardsville,SIUE,730298112,SIU Edwardsville,BBC,R,R,13,60.2,290,1093,-2.29,98.1%,-0.31,0.98,8,11
486,1196329728,A. Perez,Adan Perez,Perez,Adan,P,University of the Pacific,PAC,730386944,Pacific,BBC,R,R,14,68.1,332,1251,-2.30,97.9%,-0.27,-0.39,4,5
487,1310787840,O. Proksch,Owen Proksch,Proksch,Owen,P,Duke University,DUKE,730336256,Duke,BBC,S,L,19,65.1,290,1167,-2.32,99.0%,-0.30,-1.40,9,9
488,1200305920,R. Peterson,Ryan Peterson,Peterson,Ryan,P,Sam Houston State University,SHSU,5363,Sam Houston State,BBC,R,R,14,73.0,351,1298,-2.37,97.6%,-0.29,-0.69,5,4
489,1238172160,N. Rodriguez,Noah Rodriguez,Rodriguez,Noah,P,Siena College,SIE,730382592,Siena,BBC,L,R,16,81.1,381,1269,-2.42,93.4%,-0.30,-0.34,1,1
490,1306683393,C. Alderman,Chandler Alderman,Alderman,Chandler,P,Middle Tennessee State University,MTU,730158336,Middle Tennessee State,BBC,R,L,14,68.2,329,1265,-2.45,98.8%,-0.30,-1.16,12,13
491,1255285248,J. Phillips,Jacob Phillips,Phillips,Jacob,P,Georgia Southern University,GASO,730331648,Georgia Southern,BBC,L,L,18,61.0,268,984,-2.46,98.4%,-0.32,-0.30,13,10
492,1016358398,B. Bouchard,Brady Bouchard,Bouchard,Brady,P,Binghamton University,BING,730155776,Binghamton,BBC,R,R,18,56.2,288,1024,-2.50,98.1%,-0.26,-0.61,10,6
493,1207755520,J. Gehring,Jacob Gehring,Gehring,Jacob,P,Youngstown State University,YSU,730284544,Youngstown State,BBC,R,R,12,61.1,291,1089,-2.51,97.4%,-0.35,-0.22,4,9
494,1139725824,J. Raab,JT Raab,Raab,JT,P,Georgetown University,GTWN,2330,Georgetown,BBC,R,R,14,74.1,330,1112,-2.60,97.1%,-0.28,-0.48,7,6
495,1085390592,D. Brown,Dylan Brown,Brown,Dylan,P,Old Dominion University,ODU,3090,Old Dominion,BBC,R,L,15,82.0,358,1373,-2.63,98.7%,-0.35,0.44,13,16
496,1310369536,B. Peterson,Brandon Peterson,Peterson,Brandon,P,New Jersey Institute of Technology,NJIT,730313216,NJIT,BBC,L,R,15,60.2,286,1078,-2.64,96.0%,-0.31,-0.56,5,4
497,1207790848,A. Williams,Andrew Williams,Williams,Andrew,P,Georgetown University,GTWN,2330,Georgetown,BBC,L,L,14,73.2,340,1022,-2.72,96.0%,-0.34,-0.57,2,3
498,1080345600,N. Valdez,Noel Valdez,Valdez,Noel,P,UC Davis,UCD,730153984,UC Davis,BBC,R,R,21,82.1,344,1293,-2.73,98.5%,-0.35,-0.10,12,15
499,1100466176,J. Mitrovich,Justin Mitrovich,Mitrovich,Justin,P,Elon University,ELON,730252544,Elon,BBC,R,R,15,89.1,376,1386,-2.90,98.4%,-0.30,-0.56,11,12
500,1174671104,C. Doorn,Carter Doorn,Doorn,Carter,P,Purdue University,PUR,730353152,Purdue,BBC,R,R,14,64.0,290,1092,-2.98,98.2%,-0.35,-0.42,9,11
501,1142482688,K. Grundy,Kade Grundy,Grundy,Kade,P,Georgia Southern University,GASO,730331648,Georgia Southern,BBC,R,R,15,71.1,326,1182,-3.06,98.4%,-0.41,0.11,16,18
502,1713704850,T. Patterson,Tripp Patterson,Patterson,Tripp,P,University of North Alabama,UNA,730266624,North Alabama,BBC,L,L,15,85.0,373,1356,-3.14,96.6%,-0.41,-1.45,6,8
503,1198512384,J. Wells,Jackson Wells,Wells,Jackson,P,Little Rock,UALR,730217472,Little Rock,BBC,R,R,17,87.1,390,1546,-3.15,96.5%,-0.37,-0.19,2,5
504,1157400064,D. Mathiesen,Dylan Mathiesen,Mathiesen,Dylan,P,Liberty University,LIB,730156288,Liberty,BBC,R,R,17,65.2,295,1157,-3.22,98.4%,-0.45,-0.71,9,9
505,1515769016,E. Smith,Ethan Smith,Smith,Ethan,P,Lindenwood University,LU,730322176,Lindenwood,BBC,L,L,14,73.0,301,1046,-3.24,92.5%,-0.41,-0.36,2,4
506,1004454230,M. Delvecchio,Matthew Delvecchio,Delvecchio,Matthew,P,Niagara University,NIAG,730156544,Niagara,BBC,R,R,17,82.0,380,1168,-3.26,90.2%,-0.39,-0.73,3,1
507,1778873426,C. Duerr,Caleb Duerr,Duerr,Caleb,P,South Dakota State University,SDST,730323200,South Dakota State,BBC,R,R,13,58.0,277,1011,-3.30,89.1%,-0.39,-0.48,1,3
508,1859897718,A. Walsh,Alex Walsh,Walsh,Alex,P,Jacksonville University,JAC,730335488,Jacksonville,BBC,L,L,16,67.2,290,1083,-3.40,91.2%,-0.43,-0.47,0,3
509,1493066280,A. Quezada,Adrian Quezada,Quezada,Adrian,P,Queens University of Charlotte,QUC,754315264,Queens University of Charlotte,BBC,R,R,11,56.2,257,862,-3.54,92.4%,-0.46,-0.46,2,4
510,1396741102,L. Grigg,Landon Grigg,Grigg,Landon,P,University of Louisiana at Monroe,ULM,730362880,UL Monroe,BBC,R,R,17,57.1,274,983,-3.56,97.8%,-0.43,-0.22,6,9
511,1225968640,B. Moore,Ben Moore,Moore,Ben,P,Old Dominion University,ODU,3090,Old Dominion,BBC,L,L,16,63.2,309,1188,-3.56,98.1%,-0.45,-1.12,13,12
512,1292523520,W. Tobin,Will Tobin,Tobin,Will,P,University of Pennsylvania,PENN,730292224,Pennsylvania,BBC,L,L,12,44.0,213,864,-3.59,97.5%,-0.45,-2.04,8,10
513,1238291968,T. Murphy,Tyler Murphy,Murphy,Tyler,P,Florida Atlantic University,FAU,339,Florida Atlantic,BBC,R,R,13,63.0,285,1023,-3.60,94.6%,-0.43,-0.64,4,2
514,1267252480,G. Theis,Gavin Theis,Theis,Gavin,P,University of Wisconsin-Milwaukee,MILW,5036,Milwaukee,BBC,R,R,16,88.1,392,1447,-3.62,96.1%,-0.47,-0.54,6,8
515,1084482817,K. Deverman,Kenton Deverman,Deverman,Kenton,P,University of Evansville,EVAN,730327808,Evansville,BBC,L,L,12,67.1,300,1018,-3.64,97.0%,-0.47,-1.05,8,10
516,1082443399,C. Moak,Clint Moak,Moak,Clint,P,Marshall University,MRSH,730333696,Marshall,BBC,R,R,19,61.0,282,989,-3.64,97.8%,-0.42,-1.11,10,14
517,1146468608,M. Foltz,Michael Foltz,Foltz,Michael,P,George Washington University,GW,730249216,George Washington,BBC,L,L,14,76.0,355,1325,-3.65,98.2%,-0.48,-0.08,17,17
518,1298785536,M. Kuhle,Max Kuhle,Kuhle,Max,P,James Madison University,JMU,730340096,James Madison,BBC,L,L,19,56.0,240,914,-3.66,97.2%,-0.46,-0.14,13,10
519,1166183424,M. Morrissey,M.T. Morrissey,Morrissey,M.T.,P,New Jersey Institute of Technology,NJIT,730313216,NJIT,BBC,R,R,15,82.1,370,1347,-3.74,94.9%,-0.45,-0.37,3,2
520,1176352256,J. Lehman,Justin Lehman,Lehman,Justin,TWP,Army West Point,ARMY,4744,Army,BBC,L,R,13,78.1,369,1257,-3.77,97.7%,-0.43,-0.82,10,11
521,1199765504,C. Christenson,Charlie Christenson,Christenson,Charlie,P,University of Central Arkansas,CARK,730175232,Central Arkansas,BBC,R,R,16,80.0,371,1373,-3.80,94.5%,-0.44,-0.85,2,3
522,1386471821,T. McKinstry,Tyler McKinstry,McKinstry,Tyler,P,Western Michigan University,WMU,730165248,Western Michigan,BBC,R,R,14,71.2,326,1157,-3.88,94.9%,-0.45,-0.49,6,6
523,1483854437,B. Hamlin,Brendan Hamlin,Hamlin,Brendan,P,University of Arkansas-Pine Bluff,ARPB,5377,Arkansas-Pine Bluff,BBC,R,R,18,55.2,281,866,-3.97,92.6%,-0.47,-0.32,1,3
524,1296198400,J. Hyde,Jace Hyde,Hyde,Jace,P,East Tennessee State University,ETSU,4844,East Tennessee State,BBC,R,R,14,67.2,287,1009,-4.00,97.3%,-0.49,-1.84,6,8
525,1116316672,K. Lesler,Kyle Lesler,Lesler,Kyle,P,Fairfield University,FAIR,730380544,Fairfield,BBC,R,R,14,58.1,261,961,-4.16,87.4%,-0.52,-0.55,0,1
526,1235307520,E. Foster,Elijah Foster,Foster,Elijah,P,Sacred Heart University,SHU,730194944,Sacred Heart,BBC,R,R,15,72.1,340,1292,-4.19,91.5%,-0.49,-0.42,2,3
527,1038792681,M. Brassfield,Mason Brassfield,Brassfield,Mason,P,Texas Christian University,TCU,5045,TCU,BBC,L,L,18,61.1,266,1001,-4.21,97.6%,-0.53,-1.68,7,9
528,1184281600,R. Brooks,Ryder Brooks,Brooks,Ryder,P,UC Irvine,UCI,3031,UC Irvine,BBC,L,L,20,69.0,307,1144,-4.23,96.5%,-0.53,-1.27,7,8
529,1099147776,R. Riojas,Ruger Riojas,Riojas,Ruger,P,University of Texas,TEX,245,Texas,BBC,R,R,18,69.0,300,1082,-4.25,97.4%,-0.52,0.05,7,12
530,1164663040,F. Morin,Felix Morin,Morin,Felix,P,Canisius College,CAN,730218752,Canisius,BBC,L,L,13,57.0,273,897,-4.29,90.7%,-0.54,-1.21,4,7
531,1204043008,P. Kohn,Pico Kohn,Kohn,Pico,P,Mississippi State University,MSST,5080,Mississippi State,BBC,L,L,15,80.0,350,1364,-4.29,97.9%,-0.54,-0.56,6,12
532,1152936192,I. Lyon,Isaac Lyon,Lyon,Isaac,P,Grand Canyon University,GC,5310,Grand Canyon,BBC,R,R,15,86.0,392,1425,-4.32,96.7%,-0.53,-1.29,9,11
533,1238136064,K. Barr,Kurt Barr,Barr,Kurt,P,University of Michigan,MICH,2290,Michigan,BBC,R,R,16,69.2,323,1181,-4.37,97.9%,-0.52,-0.93,16,14
534,1310893568,C. Plummer,Caden Plummer,Plummer,Caden,P,Virginia Military Institute,VMI,730173440,VMI,BBC,R,R,14,60.0,277,1007,-4.44,96.6%,-0.55,-0.79,13,7
535,1334270720,N. Johnson,Nolan Johnson,Johnson,Nolan,P,North Dakota State University,NDSU,730343168,North Dakota State,BBC,L,L,16,87.2,373,1456,-4.44,95.4%,-0.56,-0.28,5,6
536,1084209920,R. Reed,Ryan Reed,Reed,Ryan,P,University of Pittsburgh,PITT,5424,Pittsburgh,BBC,L,L,14,73.2,327,1255,-4.46,98.0%,-0.57,-2.24,9,9
537,1311168256,F. Ciccone,Frank Ciccone,Ciccone,Frank,P,Saint Joseph's University,JOES,730332416,Saint Joseph's,BBC,R,R,14,74.2,331,1193,-4.49,95.8%,-0.51,-1.11,15,20
538,1099879680,D. Banner,Dylan Banner,Banner,Dylan,P,University at Albany,ALBY,730280448,Albany,BBC,R,R,14,94.1,388,1309,-4.50,95.7%,-0.49,-0.88,9,6
539,1287083776,B. Young,Brian Young,Young,Brian,P,Rider University,RID,730174976,Rider,BBC,L,L,14,89.0,382,1283,-4.51,89.9%,-0.57,-0.63,2,4
540,1404703032,G. Sumner,Garrison Sumner,Sumner,Garrison,P,Brigham Young University,BYU,730257152,BYU,BBC,R,R,14,61.2,295,1118,-4.56,97.3%,-0.57,-0.51,6,12
541,1263117312,C. Kirk,Corbin Kirk,Kirk,Corbin,P,Utah Valley University,UVU,730263552,Utah Valley,BBC,L,L,16,78.1,376,1421,-4.65,97.4%,-0.59,-0.30,11,14
542,1143046400,E. Marks,Easton Marks,Marks,Easton,P,Florida International University,FIU,4468,Florida International,BBC,R,R,14,67.0,300,1174,-4.71,97.8%,-0.57,-0.74,9,12
543,1210662144,M. Mariano,Matthew Mariano,Mariano,Matthew,P,University at Albany,ALBY,730280448,Albany,BBC,R,R,20,63.2,293,1063,-4.74,93.7%,-0.62,-0.27,5,6
544,1263546624,D. Thomas,David Thomas,Thomas,David,P,San Jose State University,SJSU,730206720,San Jose State,BBC,R,R,14,74.2,343,1158,-4.85,94.7%,-0.63,-0.98,4,6
545,1243275008,R. Kelly,Riley Kelly,Kelly,Riley,P,UC Irvine,UCI,3031,UC Irvine,BBC,R,R,17,66.2,294,1215,-4.86,96.2%,-0.55,-0.14,6,11
546,1309474816,C. Leys,Caleb Leys,Leys,Caleb,P,University of Maine,ME,730275840,Maine,BBC,R,L,14,67.0,279,1115,-4.93,94.3%,-0.62,-1.05,4,5
547,1296205056,M. Kruzan,Marcus Kruzan,Kruzan,Marcus,P,University of St. Thomas (Minn.),UOST,730200320,University of St. Thomas (Minn.),BBC,R,R,13,73.2,334,1256,-4.98,91.6%,-0.60,-1.10,1,5
548,1837146158,J. Litman,James Litman,Litman,James,P,Florida Atlantic University,FAU,339,Florida Atlantic,BBC,R,R,15,60.2,258,980,-5.02,91.5%,-0.60,-0.83,1,4
549,1105517312,D. Munn,Drew Munn,Munn,Drew,P,Central Connecticut State University,CCSU,730306816,Central Connecticut State,BBC,R,R,14,80.2,369,1174,-5.08,77.0%,-0.63,-1.01,0,2
550,1260755712,B. Weber,Ben Weber,Weber,Ben,P,Xavier University,XAV,5464,Xavier,BBC,R,R,18,84.2,366,1331,-5.11,97.2%,-0.62,-1.69,23,15
551,1092684544,M. Heer,Mitchell Heer,Heer,Mitchell,P,University of South Alabama,USA,730298880,South Alabama,BBC,R,R,12,66.1,274,959,-5.13,96.8%,-0.64,-1.45,9,10
552,1574122232,A. Ehmke,Aric Ehmke,Ehmke,Aric,P,University of Wisconsin-Milwaukee,MILW,5036,Milwaukee,BBC,R,R,15,60.0,285,1036,-5.43,86.9%,-0.66,-0.79,2,3
553,1349689556,R. Mealy,Ryan Mealy,Mealy,Ryan,P,Monmouth University,MONM,4164,Monmouth,BBC,R,R,15,68.1,292,985,-5.46,95.1%,-0.64,-0.31,2,8
554,1302032384,J. Weaver,Jacob Weaver,Weaver,Jacob,P,Austin Peay State University,PEAY,730219520,Austin Peay,BBC,R,R,15,70.1,312,1123,-5.48,96.4%,-0.65,-0.54,4,10
555,1184585216,C. Rothermel,Collin Rothermel,Rothermel,Collin,P,Jacksonville University,JAC,730335488,Jacksonville,BBC,R,R,15,71.2,303,1185,-5.55,90.7%,-0.67,-0.94,3,4
556,1342169499,N. Lewis,Nick Lewis,Lewis,Nick,P,Washington State University,WSU,4505,Washington State,BBC,L,L,16,74.0,344,1231,-5.56,93.9%,-0.70,-0.44,5,11
557,1323373824,J. Story,Jake Storey,Story,Jake,P,University of Northern Colorado,UNCO,730286592,Northern Colorado,BBC,R,R,14,62.2,320,1125,-5.61,90.1%,-0.67,-0.36,2,5
558,1132735744,C. Ingram,Chase Ingram,Ingram,Chase,P,UAB,UAB,730345984,UAB,BBC,R,R,15,57.0,266,911,-5.65,96.1%,-0.74,-1.21,11,16
559,1257440000,J. Reitz,Jason Reitz,Reitz,Jason,P,University of Oregon,ORE,4807,Oregon,BBC,R,R,16,64.1,272,1081,-5.66,96.8%,-0.67,-1.79,5,9
560,1854940930,H. Deliyannis,Harry Deliyannis,Deliyannis,Harry,P,Valparaiso University,VALP,730369536,Valparaiso,BBC,R,R,14,59.1,290,957,-5.74,96.1%,-0.73,-1.00,3,9
561,1237026048,N. Millikan,Noah Millikan,Millikan,Noah,P,University of Pennsylvania,PENN,730292224,Pennsylvania,BBC,R,R,12,61.0,276,978,-5.76,96.5%,-0.68,-0.31,6,12
562,1097588224,J. Dzierwa,Joseph Dzierwa,Dzierwa,Joseph,P,Michigan State University,MSU,1551,Michigan State,BBC,L,L,15,91.2,372,1407,-5.77,97.5%,-0.72,-1.97,12,16
563,1086409984,T. Bryan,Tyler Bryan,Bryan,Tyler,P,Northwestern State University,NWST,730255872,Northwestern State,BBC,R,R,14,73.2,347,1262,-5.78,89.3%,-0.71,-0.91,1,5
564,1301147904,B. Owens,Braylon Owens,Owens,Braylon,P,UTSA,UTSA,730373120,UTSA,BBC,R,R,21,90.2,393,1535,-5.79,97.8%,-0.70,-1.43,14,13
565,1275226481,J. Bauer,Jackson Bauer,Bauer,Jackson,P,Hofstra University,HOF,730245120,Hofstra,BBC,L,L,17,70.2,339,1277,-5.79,96.7%,-0.73,-1.21,8,14
566,1571813435,C. Templeton,Cody Templeton,Templeton,Cody,P,Stephen F. Austin State University,SFA,730227200,Stephen F. Austin State,BBC,R,L,13,87.2,385,1184,-5.85,87.8%,-0.74,-0.60,2,4
567,1200236800,H. Boncal,Hudson Boncal,Boncal,Hudson,P,Ohio University,OHIO,730298368,Ohio,BBC,R,R,14,79.0,368,1363,-5.89,93.5%,-0.73,-0.71,4,5
568,1231225856,J. Salinas,Josh Salinas,Salinas,Josh,P,University of the Incarnate Word,IW,730225152,Incarnate Word,BBC,L,L,13,68.0,311,1108,-5.90,80.9%,-0.75,-1.00,0,1
