Rank,playerId,abbrevName,playerFullName,player,playerFirstName,pos,newestTeamName,newestTeamAbbrevName,newestTeamId,newestTeamLocation,newestTeamLevel,batsHand,throwsHand,P,G,GS,W,L,QS,SV,IP,H,ER,R,ER/G,R/G,BB,K,HR,ERA,FIP,WHIP,K/9,BB/9,K/BB,HR/9,IP/G
2862,1403715821,D. Thrush,Dawson Thrush,Thrush,Dawson,3B,Air Force Academy,AFA,730205440,Air Force,BBC,R,R,0,0,0,0,0,0,0,0.0,0,0,0,0.00,0.00,0,0,0,-,3.18,-,-,-,-,-,0.0
2862,1595121895,A. Adams,Alex Adams,Adams,Alex,3B,Air Force Academy,AFA,730205440,Air Force,BBC,R,R,0,0,0,0,0,0,0,0.0,0,0,0,0.00,0.00,0,0,0,-,3.18,-,-,-,-,-,0.0
2862,1709043144,B. Ward,Brooks Ward,Ward,Brooks,RF,Air Force Academy,AFA,730205440,Air Force,BBC,R,L,0,0,0,0,0,0,0,0.0,0,0,0,0.00,0.00,0,0,0,-,3.18,-,-,-,-,-,0.0
2862,1188676864,J. Martinez,John Martinez,Martinez,John,2B,Florida Atlantic University,FAU,339,Florida Atlantic,BBC,R,R,0,0,0,0,0,0,0,0.0,0,0,0,0.00,0.00,0,0,0,-,3.18,-,-,-,-,-,0.0
2862,1342167075,D. Bryan,Dylan Bryan,Bryan,Dylan,P,University of Delaware,DEL,730203136,Delaware,BBC,R,L,355,16,0,3,1,0,0,20.1,20,11,14,0.69,0.88,10,27,6,4.87,6.28,1.48,11.95,4.43,2.70,2.66,1.1
2862,1354195973,M. Lipsey,Marshall Lipsey,Lipsey,Marshall,CF,Florida Atlantic University,FAU,339,Florida Atlantic,BBC,L,R,0,0,0,0,0,0,0,0.0,0,0,0,0.00,0.00,0,0,0,-,3.18,-,-,-,-,-,0.0
2862,1661455674,V. Davis,Vincent Davis,Davis,Vincent,1B,University of Delaware,DEL,730203136,Delaware,BBC,R,R,0,0,0,0,0,0,0,0.0,0,0,0,0.00,0.00,0,0,0,-,3.18,-,-,-,-,-,0.0
2862,1698306746,A. Garcia,Ayden Garcia,Garcia,Ayden,C,Florida Atlantic University,FAU,339,Florida Atlantic,BBC,L,R,0,0,0,0,0,0,0,0.0,0,0,0,0.00,0.00,0,0,0,-,3.18,-,-,-,-,-,0.0
2862,1770613727,M. Bollinger,MJ Bollinger,Bollinger,MJ,P,Florida Atlantic University,FAU,339,Florida Atlantic,BBC,R,R,703,28,0,3,3,0,11,44.2,37,10,10,0.36,0.36,13,39,2,2.01,2.95,1.12,7.86,2.62,3.00,0.40,1.2
2862,1850271363,L. Cockrill,LT Cockrill,Cockrill,LT,C,University of Delaware,DEL,730203136,Delaware,BBC,R,R,0,0,0,0,0,0,0,0.0,0,0,0,0.00,0.00,0,0,0,-,3.18,-,-,-,-,-,0.0
2862,1973066250,R. Finn,Rory Finn,Finn,Rory,1B,University of Delaware,DEL,730203136,Delaware,BBC,R,R,0,0,0,0,0,0,0,0.0,0,0,0,0.00,0.00,0,0,0,-,3.18,-,-,-,-,-,0.0
2862,1040626511,A. Martin,Adam Martin,Martin,Adam,P,Stonehill College,SC,730238464,Stonehill,BBC,R,R,602,21,0,2,0,0,6,34.2,34,20,23,0.95,1.10,17,21,6,5.19,6.12,1.47,5.45,4.41,1.24,1.56,1.2
2862,1094309840,M. Rickert,Michael Rickert,Rickert,Michael,2B,Stonehill College,SC,730238464,Stonehill,BBC,L,R,0,0,0,0,0,0,0,0.0,0,0,0,0.00,0.00,0,0,0,-,3.18,-,-,-,-,-,0.0
2862,1342168904,G. Sparr,Grayson Sparr,Sparr,Grayson,LF,Stonehill College,SC,730238464,Stonehill,BBC,R,R,0,0,0,0,0,0,0,0.0,0,0,0,0.00,0.00,0,0,0,-,3.18,-,-,-,-,-,0.0
2862,1342168905,N. Kearney,Nathan Kearney,Kearney,Nate,P,Stonehill College,SC,730238464,Stonehill,BBC,L,L,0,0,0,0,0,0,0,0.0,0,0,0,0.00,0.00,0,0,0,-,3.18,-,-,-,-,-,0.0
2862,1342168906,G. Arzuaga,Gio Arzuaga,Arzuaga,Gio,P,Stonehill College,SC,730238464,Stonehill,BBC,R,R,295,11,0,0,2,0,0,15.0,13,17,19,1.55,1.73,21,21,0,10.20,6.18,2.27,12.60,12.60,1.00,0.00,1.1
2862,1576486290,S. Berrios,Sebastian Berrios,Berrios,Sebastian,RF,Florida International University,FIU,4468,Florida International,BBC,L,L,0,0,0,0,0,0,0,0.0,0,0,0,0.00,0.00,0,0,0,-,3.18,-,-,-,-,-,0.0
2862,1828659698,K. Valentin,Kareh Valentin,Valentin,Kareh,2B,Florida International University,FIU,4468,Florida International,BBC,R,R,0,0,0,0,0,0,0,0.0,0,0,0,0.00,0.00,0,0,0,-,3.18,-,-,-,-,-,0.0
2862,1081427528,B. Susce,Brode Susce,Susce,Brode,P,James Madison University,JMU,730340096,James Madison,BBC,R,R,262,13,0,0,1,0,1,15.1,10,9,11,0.69,0.85,12,18,2,5.28,5.46,1.43,10.57,7.04,1.50,1.17,1.1
2862,1342167294,B. DeLamielleure,Brody DeLamielleure,DeLamielleure,Brody,LF,Florida State University,FSU,101,Florida State,BBC,R,R,0,0,0,0,0,0,0,0.0,0,0,0,0.00,0.00,0,0,0,-,3.18,-,-,-,-,-,0.0
2862,1368575942,R. Moody,Reese Moody,Moody,Reese,2B,James Madison University,JMU,730340096,James Madison,BBC,R,R,0,0,0,0,0,0,0,0.0,0,0,0,0.00,0.00,0,0,0,-,3.18,-,-,-,-,-,0.0
2862,1746936435,M. Bailey,Myles Bailey,Bailey,Myles,1B,Florida State University,FSU,101,Florida State,BBC,L,R,0,0,0,0,0,0,0,0.0,0,0,0,0.00,0.00,0,0,0,-,3.18,-,-,-,-,-,0.0
2862,1079491185,A. Corn,Aidan Corn,Corn,Aidan,LF,Florida Gulf Coast University,FGCU,4964,Florida Gulf Coast,BBC,R,R,0,0,0,0,0,0,0,0.0,0,0,0,0.00,0.00,0,0,0,-,3.18,-,-,-,-,-,0.0
2862,1486962578,S. Meth,Sean Meth,Meth,Sean,1B,Fairfield University,FAIR,730380544,Fairfield,BBC,R,R,0,0,0,0,0,0,0,0.0,0,0,0,0.00,0.00,0,0,0,-,3.18,-,-,-,-,-,0.0
2862,1516078572,W. Fox,Will Fox,Fox,Will,P,Fairfield University,FAIR,730380544,Fairfield,BBC,R,R,285,14,0,1,2,0,1,14.2,20,12,13,0.86,0.93,10,12,2,7.36,5.77,2.05,7.36,6.14,1.20,1.23,1.0
2862,1575672632,D. Cheeley,Dylan Cheeley,Cheeley,Dylan,P,Florida Gulf Coast University,FGCU,4964,Florida Gulf Coast,BBC,R,R,420,13,0,2,2,0,0,24.2,26,20,20,1.54,1.54,9,22,7,7.30,6.54,1.42,8.03,3.28,2.44,2.55,2.0
2862,1861836809,T. Herb,Tyler Herb,Herb,Tyler,2B,Florida Gulf Coast University,FGCU,4964,Florida Gulf Coast,BBC,L,R,0,0,0,0,0,0,0,0.0,0,0,0,0.00,0.00,0,0,0,-,3.18,-,-,-,-,-,0.0
2862,1886338267,C. Scanlan,Connor Scanlan,Scanlan,Connor,3B,Fairfield University,FAIR,730380544,Fairfield,BBC,R,R,0,0,0,0,0,0,0,0.0,0,0,0,0.00,0.00,0,0,0,-,3.18,-,-,-,-,-,0.0
2862,1887725148,N. Colby,Nolan Colby,Colby,Nolan,2B,Fairfield University,FAIR,730380544,Fairfield,BBC,L,R,0,0,0,0,0,0,0,0.0,0,0,0,0.00,0.00,0,0,0,-,3.18,-,-,-,-,-,0.0
2862,1888758995,V. Samuel,Vincent Samuel,Samuel,Vincent,3B,Florida Gulf Coast University,FGCU,4964,Florida Gulf Coast,BBC,R,R,0,0,0,0,0,0,0,0.0,0,0,0,0.00,0.00,0,0,0,-,3.18,-,-,-,-,-,0.0
2862,1929966737,J. Embury,Jon Embury,Embury,Jon,3B,Florida Gulf Coast University,FGCU,4964,Florida Gulf Coast,BBC,R,R,0,0,0,0,0,0,0,0.0,0,0,0,0.00,0.00,0,0,0,-,3.18,-,-,-,-,-,0.0
2862,1129234958,E. McNaughton,Ezra McNaughton,McNaughton,Ezra,P,Brigham Young University,BYU,730257152,BYU,BBC,L,R,0,0,0,0,0,0,0,0.0,0,0,0,0.00,0.00,0,0,0,-,3.18,-,-,-,-,-,0.0
2862,1159443274,B. Rodriguez,BJ Rodriguez,Rodriguez,BJ,TWP,Fresno State,FRES,730384384,Fresno State,BBC,L,L,316,13,0,1,1,0,0,18.1,16,8,11,0.62,0.85,12,21,3,3.93,5.14,1.53,10.31,5.89,1.75,1.47,1.1
2862,1161778407,M. Hansen,Matt Hansen,Hansen,Matt,1B,Brigham Young University,BYU,730257152,BYU,BBC,L,R,0,0,0,0,0,0,0,0.0,0,0,0,0.00,0.00,0,0,0,-,3.18,-,-,-,-,-,0.0
2862,1342167303,C. Munster,Cayden Munster,Munster,Cayden,1B,Fresno State,FRES,730384384,Fresno State,BBC,L,R,0,0,0,0,0,0,0,0.0,0,0,0,0.00,0.00,0,0,0,-,3.18,-,-,-,-,-,0.0
2862,1436550297,E. Bryant,Easton Bryant,Bryant,Easton,P,Brigham Young University,BYU,730257152,BYU,BBC,L,R,0,0,0,0,0,0,0,0.0,0,0,0,0.00,0.00,0,0,0,-,3.18,-,-,-,-,-,0.0
2862,1330362005,G. Macias,Garrett Macias,Macias,Garrett,C,Gardner Webb University,WEBB,730222592,Gardner Webb,BBC,R,R,0,0,0,0,0,0,0,0.0,0,0,0,0.00,0.00,0,0,0,-,3.18,-,-,-,-,-,0.0
2862,1698611396,A. Hebenstreit,Alex Hebenstreit,Hebenstreit,Alex,RF,St. Bonaventure University,SBON,730375424,St. Bonaventure,BBC,R,R,0,0,0,0,0,0,0,0.0,0,0,0,0.00,0.00,0,0,0,-,3.18,-,-,-,-,-,0.0
2862,1307076624,J. Knox,Johnny Knox,Knox,Johnny,TWP,Quinnipiac University,QUIN,730386688,Quinnipiac,BBC,R,R,70,6,0,0,0,0,1,5.1,0,0,0,0.00,0.00,4,3,0,0.00,4.30,0.75,5.06,6.75,0.75,0.00,1.0
2862,1342167384,P. Farley,Paul Farley,Farley,Paul,P,University of Georgia,UGA,226,Georgia,BBC,R,R,278,12,0,1,0,0,0,14.2,16,7,10,0.58,0.83,12,9,1,4.30,6.31,1.91,5.52,7.36,0.75,0.61,1.1
2862,1342170307,C. Constable,Cole Constable,Constable,Cole,C,Quinnipiac University,QUIN,730386688,Quinnipiac,BBC,R,R,0,0,0,0,0,0,0,0.0,0,0,0,0.00,0.00,0,0,0,-,3.18,-,-,-,-,-,0.0
2862,1695405670,C. Willis,CJ Willis,Willis,CJ,RF,Quinnipiac University,QUIN,730386688,Quinnipiac,BBC,R,R,0,0,0,0,0,0,0,0.0,0,0,0,0.00,0.00,0,0,0,-,3.18,-,-,-,-,-,0.0
2862,1244314523,T. Spees,Trey Spees,Spees,Trey,2B,Western Carolina University,WCU,730278144,Western Carolina,BBC,L,R,0,0,0,0,0,0,0,0.0,0,0,0,0.00,0.00,0,0,0,-,3.18,-,-,-,-,-,0.0
2862,1342169509,W. Stanley,Wyatt Stanley,Stanley,Wyatt,1B,Western Carolina University,WCU,730278144,Western Carolina,BBC,L,L,0,0,0,0,0,0,0,0.0,0,0,0,0.00,0.00,0,0,0,-,3.18,-,-,-,-,-,0.0
2862,1342169510,Y. Sikes,Yates Sikes,Sikes,Yates,LF,Western Carolina University,WCU,730278144,Western Carolina,BBC,L,L,0,0,0,0,0,0,0,0.0,0,0,0,0.00,0.00,0,0,0,-,3.18,-,-,-,-,-,0.0
2862,1544322135,B. Corn,Brayden Corn,Corn,Brayden,CF,Western Carolina University,WCU,730278144,Western Carolina,BBC,R,R,0,0,0,0,0,0,0,0.0,0,0,0,0.00,0.00,0,0,0,-,3.18,-,-,-,-,-,0.0
2862,1179504085,T. Schaedel,Tanner Schaedel,Schaedel,Tanner,1B,Old Dominion University,ODU,3090,Old Dominion,BBC,R,R,0,0,0,0,0,0,0,0.0,0,0,0,0.00,0.00,0,0,0,-,3.18,-,-,-,-,-,0.0
2862,1449143146,W. Baker,Will Baker,Baker,Will,2B,Georgia Tech,GT,100,Georgia Tech,BBC,L,R,0,0,0,0,0,0,0,0.0,0,0,0,0.00,0.00,0,0,0,-,3.18,-,-,-,-,-,0.0
2862,1579529771,E. Morales,Efrain Morales,Morales,Efrain,C,Old Dominion University,ODU,3090,Old Dominion,BBC,R,R,0,0,0,0,0,0,0,0.0,0,0,0,0.00,0.00,0,0,0,-,3.18,-,-,-,-,-,0.0
2862,1867932206,K. Jorge,Kainen Jorge,Jorge,Kainen,RF,Old Dominion University,ODU,3090,Old Dominion,BBC,R,R,0,0,0,0,0,0,0,0.0,0,0,0,0.00,0.00,0,0,0,-,3.18,-,-,-,-,-,0.0
2862,1888313665,K. Lodise,Kyle Lodise,Lodise,Kyle,SS,Georgia Tech,GT,100,Georgia Tech,BBC,R,R,0,0,0,0,0,0,0,0.0,0,0,0,0.00,0.00,0,0,0,-,3.18,-,-,-,-,-,0.0
2862,1033278870,C. Davis,Charlie Davis,Davis,Charlie,2B,Belmont University,BEL,730190336,Belmont,BBC,L,R,0,0,0,0,0,0,0,0.0,0,0,0,0.00,0.00,0,0,0,-,3.18,-,-,-,-,-,0.0
2862,1039484856,A. Lewis,Andon Lewis,Lewis,Andon,P,Georgia State University,GAST,730239744,Georgia State,BBC,R,R,0,0,0,0,0,0,0,0.0,0,0,0,0.00,0.00,0,0,0,-,3.18,-,-,-,-,-,0.0
2862,1177006363,J. Beverley,John Beverley,Beverley,John,RF,Georgia State University,GAST,730239744,Georgia State,BBC,R,R,0,0,0,0,0,0,0,0.0,0,0,0,0.00,0.00,0,0,0,-,3.18,-,-,-,-,-,0.0
2862,1342167386,C. Milford,Cooper Milford,Milford,Cooper,CF,Georgia State University,GAST,730239744,Georgia State,BBC,R,R,14,1,0,0,0,0,0,1.0,2,1,1,1.00,1.00,0,0,0,9.00,3.18,2.00,0.00,0.00,-,0.00,1.0
2862,1342167387,C. Bailey,Carter Bailey,Bailey,Carter,SS,Georgia State University,GAST,730239744,Georgia State,BBC,R,R,0,0,0,0,0,0,0,0.0,0,0,0,0.00,0.00,0,0,0,-,3.18,-,-,-,-,-,0.0
2862,1576437199,W. Maginnis,William Maginnis,Maginnis,William,1B,Georgia State University,GAST,730239744,Georgia State,BBC,R,R,0,0,0,0,0,0,0,0.0,0,0,0,0.00,0.00,0,0,0,-,3.18,-,-,-,-,-,0.0
2862,1256135445,R. Nelson,Riley Nelson,Nelson,Riley,1B,Vanderbilt University,VAN,5046,Vanderbilt,BBC,L,R,0,0,0,0,0,0,0,0.0,0,0,0,0.00,0.00,0,0,0,-,3.18,-,-,-,-,-,0.0
2862,1771372567,R. Rigdon,Rustan Rigdon,Rigdon,Rustan,LF,Vanderbilt University,VAN,5046,Vanderbilt,BBC,S,R,0,0,0,0,0,0,0,0.0,0,0,0,0.00,0.00,0,0,0,-,3.18,-,-,-,-,-,0.0
2862,1893833085,M. Shorey,Matthew Shorey,Shorey,Matthew,P,Vanderbilt University,VAN,5046,Vanderbilt,BBC,L,L,222,14,0,2,0,0,0,13.2,10,8,8,0.57,0.57,4,12,2,5.27,5.08,1.02,7.90,2.63,3.00,1.32,1.0
2862,1163086130,J. Salmon,Jack Salmon,Salmon,Jack,LF,"University of Hawaii, Manoa",HAW,730158848,Hawaii,BBC,L,R,0,0,0,0,0,0,0,0.0,0,0,0,0.00,0.00,0,0,0,-,3.18,-,-,-,-,-,0.0
2862,1192075994,T. Kamerer,Tyler Kamerer,Kamerer,Tyler,2B,Marshall University,MRSH,730333696,Marshall,BBC,R,R,0,0,0,0,0,0,0,0.0,0,0,0,0.00,0.00,0,0,0,-,3.18,-,-,-,-,-,0.0
2862,1567090189,A. Kuni,Aidan Kuni,Kuni,Aidan,1B,"University of Hawaii, Manoa",HAW,730158848,Hawaii,BBC,L,R,0,0,0,0,0,0,0,0.0,0,0,0,0.00,0.00,0,0,0,-,3.18,-,-,-,-,-,0.0
2862,1626754400,J. Murphy,James Murphy,Murphy,James,SS,High Point University,HP,730321152,High Point,BBC,R,R,0,0,0,0,0,0,0,0.0,0,0,0,0.00,0.00,0,0,0,-,3.18,-,-,-,-,-,0.0
2862,1730104270,J. Caballero,Jaden Caballero,Caballero,Jaden,LF,New Jersey Institute of Technology,NJIT,730313216,NJIT,BBC,R,R,0,0,0,0,0,0,0,0.0,0,0,0,0.00,0.00,0,0,0,-,3.18,-,-,-,-,-,0.0
2862,1806058569,N. Pins,Noah Pins,Pins,Noah,P,New Jersey Institute of Technology,NJIT,730313216,NJIT,BBC,R,R,189,7,0,0,0,0,1,10.1,12,10,10,1.43,1.43,13,2,2,8.71,10.24,2.42,1.74,11.32,0.15,1.74,1.1
2862,1881301362,J. McCarter,Jake McCarter,McCarter,Jake,LF,High Point University,HP,730321152,High Point,BBC,R,R,0,0,0,0,0,0,0,0.0,0,0,0,0.00,0.00,0,0,0,-,3.18,-,-,-,-,-,0.0
2862,1948744121,L. Johnson,Landen Johnson,Johnson,Landen,1B,High Point University,HP,730321152,High Point,BBC,L,L,0,0,0,0,0,0,0,0.0,0,0,0,0.00,0.00,0,0,0,-,3.18,-,-,-,-,-,0.0
2862,1409077260,B. Falco,Brandon Falco,Falco,Brandon,P,New Jersey Institute of Technology,NJIT,730313216,NJIT,BBC,R,R,246,8,0,0,0,0,0,12.0,24,13,16,1.63,2.00,10,5,1,9.75,6.68,2.83,3.75,7.50,0.50,0.75,1.2
2862,1613518354,A. Hart,Andrew Hart,Hart,Andrew,RF,New Jersey Institute of Technology,NJIT,730313216,NJIT,BBC,R,L,0,0,0,0,0,0,0,0.0,0,0,0,0.00,0.00,0,0,0,-,3.18,-,-,-,-,-,0.0
2862,1008223168,P. Smalley,Pip Smalley,Smalley,Pip,LF,University of Houston,HOU,3030,Houston,BBC,R,R,0,0,0,0,0,0,0,0.0,0,0,0,0.00,0.00,0,0,0,-,3.18,-,-,-,-,-,0.0
2862,1158436510,P. Knoll,Parker Knoll,Knoll,Parker,CF,University of Minnesota,MINN,4864,Minnesota,BBC,R,R,0,0,0,0,0,0,0,0.0,0,0,0,0.00,0.00,0,0,0,-,3.18,-,-,-,-,-,0.0
2862,1212538799,C. McGinnis,Connor McGinnis,McGinnis,Connor,2B,University of Houston,HOU,3030,Houston,BBC,L,R,0,0,0,0,0,0,0,0.0,0,0,0,0.00,0.00,0,0,0,-,3.18,-,-,-,-,-,0.0
2862,1317470155,H. Boushele,Harrison Boushele,Boushele,Harrison,P,University of Houston,HOU,3030,Houston,BBC,R,R,180,8,0,0,0,0,0,8.0,8,6,8,0.75,1.00,10,6,2,6.75,9.05,2.25,6.75,11.25,0.60,2.25,1.0
2862,1342167515,E. Haeger,Evan Haeger,Haeger,Evan,LF,University of Houston,HOU,3030,Houston,BBC,L,L,0,0,0,0,0,0,0,0.0,0,0,0,0.00,0.00,0,0,0,-,3.18,-,-,-,-,-,0.0
2862,1364277410,J. Martin,Jameson Martin,Martin,Jameson,3B,University of Minnesota,MINN,4864,Minnesota,BBC,R,R,0,0,0,0,0,0,0,0.0,0,0,0,0.00,0.00,0,0,0,-,3.18,-,-,-,-,-,0.0
2862,1417395068,C. Climie,Cade Climie,Climie,Cade,1B,University of Houston,HOU,3030,Houston,BBC,R,R,0,0,0,0,0,0,0,0.0,0,0,0,0.00,0.00,0,0,0,-,3.18,-,-,-,-,-,0.0
2862,1582802158,T. Broussard,Tre Broussard,Broussard,Tre,CF,University of Houston,HOU,3030,Houston,BBC,L,L,0,0,0,0,0,0,0,0.0,0,0,0,0.00,0.00,0,0,0,-,3.18,-,-,-,-,-,0.0
2862,1713280773,X. Perez,Xavier Perez,Perez,Xavier,RF,University of Houston,HOU,3030,Houston,BBC,R,R,0,0,0,0,0,0,0,0.0,0,0,0,0.00,0.00,0,0,0,-,3.18,-,-,-,-,-,0.0
2862,1769144866,J. LaLima,Jackson LaLima,LaLima,Jackson,SS,University of Houston,HOU,3030,Houston,BBC,R,R,0,0,0,0,0,0,0,0.0,0,0,0,0.00,0.00,0,0,0,-,3.18,-,-,-,-,-,0.0
2862,1005370888,M. Leiterman,Matt Leiterman,Leiterman,Matt,3B,Houston Christian University,HCU,730157824,Houston Christian,BBC,R,R,0,0,0,0,0,0,0,0.0,0,0,0,0.00,0.00,0,0,0,-,3.18,-,-,-,-,-,0.0
2862,1265649074,Z. Knowlton,Zach Knowlton,Knowlton,Zach,CF,Central Michigan University,CMU,5342,Central Michigan,BBC,R,R,0,0,0,0,0,0,0,0.0,0,0,0,0.00,0.00,0,0,0,-,3.18,-,-,-,-,-,0.0
2862,1333972284,R. Oropeza,Robert Oropeza,Oropeza,Robert,2B,Houston Christian University,HCU,730157824,Houston Christian,BBC,R,R,0,0,0,0,0,0,0,0.0,0,0,0,0.00,0.00,0,0,0,-,3.18,-,-,-,-,-,0.0
2862,1590030091,C. Kwiatkowski,Cole Kwiatkowski,Kwiatkowski,Cole,SS,Central Michigan University,CMU,5342,Central Michigan,BBC,R,R,0,0,0,0,0,0,0,0.0,0,0,0,0.00,0.00,0,0,0,-,3.18,-,-,-,-,-,0.0
2862,1750930555,A. Piasecki,Aaron Piasecki,Piasecki,Aaron,2B,Central Michigan University,CMU,5342,Central Michigan,BBC,L,R,0,0,0,0,0,0,0,0.0,0,0,0,0.00,0.00,0,0,0,-,3.18,-,-,-,-,-,0.0
2862,1900787526,J. Walker,Jackson Walker,Walker,Jackson,LF,Houston Christian University,HCU,730157824,Houston Christian,BBC,L,L,0,0,0,0,0,0,0,0.0,0,0,0,0.00,0.00,0,0,0,-,3.18,-,-,-,-,-,0.0
2862,1962494256,J. Kutella,Jake Kutella,Kutella,Jake,3B,Central Michigan University,CMU,5342,Central Michigan,BBC,R,R,0,0,0,0,0,0,0,0.0,0,0,0,0.00,0.00,0,0,0,-,3.18,-,-,-,-,-,0.0
2862,1018032643,A. Wright,Aydin Wright,Wright,Aydin,C,Central Michigan University,CMU,5342,Central Michigan,BBC,R,R,0,0,0,0,0,0,0,0.0,0,0,0,0.00,0.00,0,0,0,-,3.18,-,-,-,-,-,0.0
2862,1138026900,R. Campanale,Rees Campanale,Campanale,Rees,LF,Central Michigan University,CMU,5342,Central Michigan,BBC,R,R,0,0,0,0,0,0,0,0.0,0,0,0,0.00,0.00,0,0,0,-,3.18,-,-,-,-,-,0.0
2862,1464428850,W. Bazile,Walker Bazile,Bazile,Walker,RF,Houston Christian University,HCU,730157824,Houston Christian,BBC,L,L,0,0,0,0,0,0,0,0.0,0,0,0,0.00,0.00,0,0,0,-,3.18,-,-,-,-,-,0.0
2862,1498084241,T. Payne II,Tevis Payne II,Payne II,Tevis,C,Houston Christian University,HCU,730157824,Houston Christian,BBC,R,R,0,0,0,0,0,0,0,0.0,0,0,0,0.00,0.00,0,0,0,-,3.18,-,-,-,-,-,0.0
2862,1880781361,B. Norton,Ben Norton,Norton,Ben,P,Houston Christian University,HCU,730157824,Houston Christian,BBC,R,R,521,26,0,1,2,0,10,34.0,27,10,15,0.38,0.58,15,27,1,2.65,4.35,1.24,7.15,3.97,1.80,0.26,1.1
2862,1377615650,J. Zebig,Jack Zebig,Zebig,Jack,SS,University of Illinois,ILL,730163456,Illinois,BBC,L,R,0,0,0,0,0,0,0,0.0,0,0,0,0.00,0.00,0,0,0,-,3.18,-,-,-,-,-,0.0
2862,1392196981,B. Gray,Brady Gray,Gray,Brady,C,Abilene Christian University,AC,730375936,Abilene Christian,BBC,S,R,0,0,0,0,0,0,0,0.0,0,0,0,0.00,0.00,0,0,0,-,3.18,-,-,-,-,-,0.0
2862,1417547191,G. Watkins,Grant Watkins,Watkins,Grant,1B,Abilene Christian University,AC,730375936,Abilene Christian,BBC,L,R,0,0,0,0,0,0,0,0.0,0,0,0,0.00,0.00,0,0,0,-,3.18,-,-,-,-,-,0.0
2862,1445759608,G. LaChance,Greg LaChance,LaChance,Greg,2B,University of Illinois,ILL,730163456,Illinois,BBC,R,R,0,0,0,0,0,0,0,0.0,0,0,0,0.00,0.00,0,0,0,-,3.18,-,-,-,-,-,0.0
2862,1530765688,M. Dye,Mitch Dye,Dye,Mitch,P,University of Illinois,ILL,730163456,Illinois,BBC,L,R,444,21,0,0,2,0,1,23.0,28,19,22,0.90,1.05,14,29,2,7.43,4.40,1.83,11.35,5.48,2.07,0.78,1.0
2862,1627915882,B. Regala,Braden Regala,Regala,Braden,CF,Abilene Christian University,AC,730375936,Abilene Christian,BBC,S,L,0,0,0,0,0,0,0,0.0,0,0,0,0.00,0.00,0,0,0,-,3.18,-,-,-,-,-,0.0
2862,1829147418,D. Cardenas,Diego Cardenas,Cardenas,Diego,P,Abilene Christian University,AC,730375936,Abilene Christian,BBC,L,R,0,0,0,0,0,0,0,0.0,0,0,0,0.00,0.00,0,0,0,-,3.18,-,-,-,-,-,0.0
2862,1099448815,Z. Henderson,Zach Henderson,Henderson,Zach,RF,Indiana State University,INST,730350080,Indiana State,BBC,L,R,0,0,0,0,0,0,0,0.0,0,0,0,0.00,0.00,0,0,0,-,3.18,-,-,-,-,-,0.0
2862,1130733453,J. Griess,Jake Griess,Griess,Jake,2B,Wagner College,WAG,730192640,Wagner,BBC,R,R,0,0,0,0,0,0,0,0.0,0,0,0,0.00,0.00,0,0,0,-,3.18,-,-,-,-,-,0.0
2862,1195851817,M. Cantu,Miguel Cantu,Cantu,Miguel,LF,Indiana State University,INST,730350080,Indiana State,BBC,R,R,0,0,0,0,0,0,0,0.0,0,0,0,0.00,0.00,0,0,0,-,3.18,-,-,-,-,-,0.0
2862,1205047296,N. Mazzotta,Nicholas Mazzotta,Mazzotta,Nicholas,TWP,Wagner College,WAG,730192640,Wagner,BBC,R,R,159,10,0,0,2,0,3,9.0,9,7,9,0.70,0.90,9,13,1,7.00,5.73,2.00,13.00,9.00,1.44,1.00,1.0
2862,1279479019,W. Fulk,Weston Fulk,Fulk,Weston,P,Indiana State University,INST,730350080,Indiana State,BBC,R,L,0,0,0,0,0,0,0,0.0,0,0,0,0.00,0.00,0,0,0,-,3.18,-,-,-,-,-,0.0
2862,1297860084,A. Ortiz,Andrew Ortiz,Ortiz,Andrew,RF,Indiana State University,INST,730350080,Indiana State,BBC,R,L,0,0,0,0,0,0,0,0.0,0,0,0,0.00,0.00,0,0,0,-,3.18,-,-,-,-,-,0.0
2862,1342167572,J. Curl,John Curl,Curl,John,P,Indiana State University,INST,730350080,Indiana State,BBC,L,R,0,0,0,0,0,0,0,0.0,0,0,0,0.00,0.00,0,0,0,-,3.18,-,-,-,-,-,0.0
2862,1370565674,C. Beck,Carter Beck,Beck,Carter,CF,Indiana State University,INST,730350080,Indiana State,BBC,L,R,0,0,0,0,0,0,0,0.0,0,0,0,0.00,0.00,0,0,0,-,3.18,-,-,-,-,-,0.0
2862,1465566123,E. Gipson,Eli Gipson,Gipson,Eli,SS,Indiana State University,INST,730350080,Indiana State,BBC,R,R,0,0,0,0,0,0,0,0.0,0,0,0,0.00,0.00,0,0,0,-,3.18,-,-,-,-,-,0.0
2862,1471061998,J. Alvarez,Jayden Alvarez,Alvarez,Jayden,3B,Wagner College,WAG,730192640,Wagner,BBC,R,R,0,0,0,0,0,0,0,0.0,0,0,0,0.00,0.00,0,0,0,-,3.18,-,-,-,-,-,0.0
2862,1521260608,J. Cartegena,Jorge Cartegena,Cartegena,Jorge,RF,Indiana State University,INST,730350080,Indiana State,BBC,R,R,0,0,0,0,0,0,0,0.0,0,0,0,0.00,0.00,0,0,0,-,3.18,-,-,-,-,-,0.0
