Rank,playerId,abbrevName,playerFullName,player,playerFirstName,pos,newestTeamName,newestTeamAbbrevName,newestTeamId,newestTeamLocation,newestTeamLevel,batsHand,throwsHand,SB2,CS2,CSBA2Throws,CSBA2ThrowsOnTrgt,CSBA2ThrowsOffTrgt,CSBA2ThrowSpd,PopTimeSBA2,CSBA2ExchTime,CSBA2TimeToBase,CSBA2ThrowHeight,CSBA2ThrowDownLineDist
316,1142992896,C. Spelman,Conner Spelman,Spelman,Conner,C,Jacksonville University,JAC,730335488,Jacksonville,BBC,R,R,19,3,4,1,0,79.6,2.10,0.87,1.28,3.54,-1.9
316,1324040960,C. ONeal,Connor ONeal,ONeal,Connor,C,Southeastern Louisiana University,SELA,730209280,Southeastern Louisiana,BBC,L,R,19,6,15,8,2,79.0,1.92,0.68,1.27,1.81,3.5
316,1334322432,M. Schwalbach,Mason Schwalbach,Schwalbach,Mason,C,Southern Illinois University,SIU,730349824,Southern Illinois,BBC,L,R,19,9,3,2,1,74.6,2.17,0.79,1.39,5.26,2.4
316,1310862080,G. Adams,Gage Adams,Adams,Gage,C,San Diego State University,SDSU,730218496,San Diego State,BBC,R,R,19,2,11,6,1,77.0,2.15,0.82,1.30,0.48,3.3
316,1087427840,H. Faildo,Hunter Faildo,Faildo,Hunter,C,"University of Hawaii, Manoa",HAW,730158848,Hawaii,BBC,R,R,19,8,1,1,0,77.8,2.00,0.71,1.29,2.16,3.6
316,1592256711,A. Pyle,Andrew Pyle,Pyle,Andrew,C,Utah Tech University,UTU,730318592,Utah Tech,BBC,R,R,19,7,12,4,3,76.2,2.10,0.78,1.32,1.75,-2.9
316,1563218164,W. Brooks,Will Brooks,Brooks,Will,C,Davidson College,DAV,730363136,Davidson,BBC,R,R,19,12,11,5,1,73.6,2.25,0.86,1.35,1.17,-0.2
316,1002128144,T. Kummer,Theo Kummer,Kummer,Theo,C,Texas State University,TXST,5420,Texas State,BBC,R,R,19,6,14,11,0,74.2,2.04,0.74,1.32,2.06,1.8
316,1674371535,N. Barenz,Nick Barenz,Barenz,Nick,C,George Mason University,GMU,730265088,George Mason,BBC,R,R,19,4,10,5,1,78.4,2.11,0.85,1.27,1.95,4.3
326,1245095168,M. Millan,Mauricio Millan,Millan,Mauricio,C,Wichita State University,WICH,730203904,Wichita State,BBC,R,R,20,9,15,7,1,76.4,2.06,0.74,1.29,1.27,0.2
326,1305030656,J. Sutton,Jonah Sutton,Sutton,Jonah,C,University of Memphis,MEM,730172160,Memphis,BBC,R,R,20,13,21,13,5,81.6,1.94,0.72,1.23,2.75,1.6
326,1080800768,Z. Rogacki,Zach Rogacki,Rogacki,Zach,C,Binghamton University,BING,730155776,Binghamton,BBC,L,R,20,9,17,10,4,75.1,1.96,0.66,1.31,1.86,4.2
326,1341312001,J. Cortez,Jacob Cortez,Cortez,Jacob,C,Sacramento State University,SAC,730293760,Sacramento State,BBC,R,R,20,0,11,6,1,77.6,1.98,0.70,1.28,3.05,0.3
326,1205939968,M. Kurata,Matthew Kurata,Kurata,Matthew,C,Cal State-Northridge,CSN,730380032,CSU Northridge,BBC,R,R,20,6,17,8,2,77.1,2.10,0.80,1.30,2.91,2.1
326,1162524416,A. Schuldt,Andrew Schuldt,Schuldt,Andrew,C,Campbell University,CAMP,730187776,Campbell,BBC,R,R,20,8,18,8,4,74.1,2.11,0.73,1.38,1.62,4.2
326,1196835072,L. Manning,Lucas Manning,Manning,Lucas,C,Wofford College,WOF,730176512,Wofford,BBC,R,R,20,9,18,9,6,74.3,2.24,0.90,1.38,3.10,0.7
326,1197062912,J. Fitzgibbons,Jake Fitzgibbons,Fitzgibbons,Jake,C,UMass Lowell,MASSL,730371584,UMass Lowell,BBC,L,R,20,4,8,5,1,74.6,2.18,0.81,1.34,1.53,1.1
326,1085382144,J. Current,Joey Current,Current,Joey,C,Towson University,TOWS,730318336,Towson,BBC,R,R,20,1,11,8,1,74.6,2.10,0.84,1.31,1.04,2.6
326,1152818944,H. Pinkney,Hugh Pinkney,Pinkney,Hugh,C,Tulane University,TULN,730354176,Tulane,BBC,L,R,20,9,18,11,1,77.4,2.21,0.87,1.30,0.36,2.8
326,1310792960,S. Guerra,Sergio Guerra,Guerra,Sergio,C,Tarleton State University,TAR,730236416,Tarleton State,BBC,R,R,20,7,8,4,0,83.7,2.03,0.84,1.19,1.97,0.2
326,1162314240,C. Dick,Cardel Dick,Dick,Cardel,C,University of Nebraska-Omaha,NEOM,730235648,Omaha,BBC,R,R,20,6,12,7,3,74.7,2.05,0.70,1.36,2.01,-0.1
326,1257458688,C. Tinney,Carson Tinney,Tinney,Carson,C,University of Notre Dame,ND,225,Notre Dame,BBC,R,R,20,15,22,17,2,80.9,2.07,0.80,1.25,1.62,3.4
326,1235364864,S. Britt,Sean Britt,Britt,Sean,C,St. John's University (NY),SJU,4285,St. John's,BBC,L,R,20,10,20,12,3,77.5,1.95,0.72,1.24,1.78,1.7
326,1334289408,C. Akers,Chris Akers,Akers,Chris,C,Western Michigan University,WMU,730165248,Western Michigan,BBC,R,R,20,11,7,4,1,75.3,2.17,0.80,1.36,0.75,3.0
326,1310484992,C. McKenzie,Cooper McKenzie,McKenzie,Cooper,C,Bowling Green State University,BGSU,730189056,Bowling Green,BBC,R,R,20,0,6,3,2,73.4,2.15,0.77,1.41,2.29,0.7
326,1098478592,J. Williams,J.P. Williams,Williams,J.P.,C,James Madison University,JMU,730340096,James Madison,BBC,R,R,20,3,9,6,2,79.1,2.09,0.88,1.20,2.64,0.6
326,1162501632,L. Vaughan,Logan Vaughan,Vaughan,Logan,C,Texas A&M-Corpus Christi,AMCC,4764,Texas A&M-Corpus Christi,BBC,S,R,20,5,7,5,0,75.9,1.95,0.70,1.25,1.26,4.8
326,1336247040,N. Toro,Nicholas Toro,Toro,Nicholas,C,University of Rhode Island,URI,730163712,Rhode Island,BBC,R,R,20,7,18,8,5,76.3,2.14,0.85,1.28,3.65,2.7
326,1448402806,C. Sheridan,Caden Sheridan,Sheridan,Caden,C,Morehead State University,MORE,730158080,Morehead State,BBC,R,R,20,11,14,11,1,79.6,2.03,0.80,1.25,1.83,3.6
326,1245095267,S. Bond,Sam Bond,Bond,Sam,C,Northern Kentucky University,NKU,730230272,Northern Kentucky,BBC,R,R,20,1,5,1,1,72.8,2.21,0.83,1.38,0.35,-2.1
326,1648263484,E. Adkisson,Ethan Adkisson,Adkisson,Ethan,C,Stephen F. Austin State University,SFA,730227200,Stephen F. Austin State,BBC,R,R,20,5,7,4,1,75.3,1.98,0.72,1.26,0.12,2.4
326,1342168338,H. Russell,Houston Russell,Russell,Houston,C,Purdue University,PUR,730353152,Purdue,BBC,R,R,20,7,19,8,4,73.1,2.21,0.80,1.40,4.02,2.1
326,1792689868,X. Farnum,Xavier Farnum,Farnum,Xavier,C,San Diego State University,SDSU,730218496,San Diego State,BBC,R,R,20,5,14,7,3,72.2,2.26,0.84,1.38,1.20,-0.4
350,1205026048,B. Bryan,Brooks Bryan,Bryan,Brooks,C,Troy University,TROY,730378496,Troy,BBC,L,R,21,10,17,11,5,81.5,2.02,0.84,1.17,2.62,0.2
350,1211099136,C. Saum,Charlie Saum,Saum,Charlie,C,Stanford University,STAN,730251264,Stanford,BBC,R,R,21,8,22,18,3,82.8,1.98,0.78,1.21,2.27,4.2
350,1310332928,R. Helfrick,Ryder Helfrick,Helfrick,Ryder,C,University of Arkansas,ARK,3375,Arkansas,BBC,R,R,21,9,19,10,1,79.4,2.11,0.84,1.22,0.78,4.4
350,1162009088,B. Neal,Brady Neal,Neal,Brady,C,University of Alabama,ALA,730206976,Alabama,BBC,L,R,21,11,26,16,2,77.9,2.10,0.79,1.29,1.77,1.8
350,1162307584,C. Romich,Cooper Romich,Romich,Cooper,C,Le Moyne College,LMC,730202880,Le Moyne,BBC,R,R,21,4,2,1,1,80.9,1.98,0.75,1.20,0.10,4.3
350,1311002880,T. Nicholson,Tim Nicholson,Nicholson,Tim,C,George Washington University,GW,730249216,George Washington,BBC,R,R,21,2,13,7,4,76.6,2.05,0.73,1.32,3.47,1.3
350,1142436096,D. Burkes,Devin Burkes,Burkes,Devin,C,University of Kentucky,UK,5362,Kentucky,BBC,R,R,21,7,13,6,2,73.3,2.11,0.72,1.38,3.37,1.2
350,1091989248,J. Yakubinis,J.D. Yakubinis,Yakubinis,J.D.,C,East Tennessee State University,ETSU,4844,East Tennessee State,BBC,R,R,21,9,24,14,5,79.6,2.09,0.81,1.24,2.61,0.5
350,1306795264,N. Bright,Noah Bright,Bright,Noah,C,Michigan State University,MSU,1551,Michigan State,BBC,R,R,21,9,23,15,6,79.1,2.10,0.83,1.25,3.41,0.1
350,1310584064,M. Serna,Mateo Serna,Serna,Mateo,C,University of Missouri,MIZZ,4806,Missouri,BBC,S,R,21,8,18,11,3,76.4,2.11,0.81,1.32,0.97,3.6
350,1100812800,P. Daniels,Phillips Daniels,Daniels,Phillips,C,The Citadel,CIT,730366720,The Citadel,BBC,R,R,21,12,23,13,2,77.8,2.07,0.77,1.29,1.41,4.2
350,1188215296,K. Palmeira,Konnor Palmeira,Palmeira,Konnor,C,"University of Hawaii, Manoa",HAW,730158848,Hawaii,BBC,R,R,21,5,7,2,3,71.2,2.38,0.92,1.32,5.11,-14.8
350,1281877760,K. Willis,Kaleb Willis,Willis,Kaleb,C,Lafayette College,LAF,730217728,Lafayette,BBC,R,R,21,4,9,2,2,72.4,2.20,0.77,1.38,4.93,6.0
350,1810334512,B. Mitchell,Braize Mitchell,Mitchell,Braize,C,Iona College,IONA,730242048,Iona,BBC,R,R,21,6,7,4,1,79.0,2.10,0.82,1.29,1.49,2.9
350,1561269511,W. Fosberg,Will Fosberg,Fosberg,Will,C,Northeastern University,NE,343,Northeastern,BBC,L,R,21,7,10,7,1,75.1,2.11,0.73,1.37,1.29,3.1
350,1332163632,H. Carns,Hunter Carns,Carns,Hunter,C,Florida State University,FSU,101,Florida State,BBC,R,R,21,10,22,11,3,77.5,2.23,0.86,1.30,2.89,2.8
350,1534945533,J. Cote,Josh Cote,Cote,Josh,C,University of Toledo,TOL,5388,Toledo,BBC,R,R,21,6,9,4,2,72.7,2.17,0.86,1.34,4.54,5.5
350,1118488999,J. Parsons,JJ Parsons,Parsons,JJ,C,UNC Greensboro,UNCG,730238720,UNC Greensboro,BBC,R,R,21,6,19,9,3,77.9,2.08,0.84,1.25,2.56,0.7
350,1432642301,E. Gentil,Evan Gentil,Gentil,Evan,C,UC Davis,UCD,730153984,UC Davis,BBC,R,R,21,5,11,9,0,77.1,2.12,0.80,1.33,0.74,4.4
350,1770714050,L. Wilson,Liam Wilson,Wilson,Liam,C,Harvard University,HARV,5450,Harvard,BBC,R,R,21,1,15,6,5,79.4,2.03,0.82,1.18,4.54,4.7
350,1437754977,G. Duncan,Gunnar Duncan,Duncan,Gunnar,C,Butler University,BUT,730283520,Butler,BBC,R,R,21,5,9,6,0,80.8,2.00,0.77,1.23,0.28,3.7
371,1150232064,R. Ayers,Robbie Ayers,Ayers,Robbie,C,Loyola Marymount University,LMU,730149120,Loyola Marymount,BBC,R,R,22,9,19,13,2,82.1,2.03,0.85,1.14,1.86,-0.2
371,1284013056,H. Helligso,Hogan Helligso,Helligso,Hogan,C,University of Nebraska,NEB,4865,Nebraska,BBC,R,R,22,6,21,12,6,81.5,2.00,0.80,1.22,3.96,1.1
371,1224669696,N. Brooks,Noah Brooks,Brooks,Noah,1B,Siena College,SIE,730382592,Siena,BBC,R,R,22,3,4,0,0,72.5,-,0.76,-,-,-
371,1100577280,L. Stevenson,Luke Stevenson,Stevenson,Luke,C,University of North Carolina,UNC,730181888,North Carolina,BBC,L,R,22,8,16,10,3,83.4,2.12,0.90,1.21,2.46,1.5
371,1145241856,C. Reisdorph,Chance Reisdorph,Reisdorph,Chance,C,Texas A&M-Corpus Christi,AMCC,4764,Texas A&M-Corpus Christi,BBC,R,R,22,2,3,3,0,79.3,1.85,0.76,1.09,2.45,2.7
371,1136410368,R. McCarthy,Riley McCarthy,McCarthy,Riley,C,University of Portland,PORT,730360320,Portland,BBC,R,R,22,4,11,6,1,74.4,2.24,0.92,1.29,1.99,1.1
371,1195475456,T. Howard,Tyler Howard,Howard,Tyler,C,University of Portland,PORT,730360320,Portland,BBC,R,R,22,10,8,5,2,78.1,2.12,0.82,1.29,2.72,1.5
371,1085399552,K. Pollack,Kyle Pollack,Pollack,Kyle,C,Marist College,MRST,730374656,Marist,BBC,R,R,22,1,7,4,3,81.7,2.02,0.79,1.23,2.99,2.1
371,1310898688,T. Leroy,Tyler LeRoy,Leroy,Tyler,C,CSU Bakersfield,CSB,730283008,CSU Bakersfield,BBC,R,R,22,8,16,7,4,78.2,2.12,0.89,1.30,4.49,-0.5
371,1213082624,C. Bower,Colton Bower,Bower,Colton,C,University of Washington,WASH,3110,Washington,BBC,R,R,22,10,14,10,1,79.9,1.98,0.78,1.20,2.74,2.3
371,1083913216,C. Stevens,Carson Stevens,Stevens,Carson,C,Jacksonville University,JAC,730335488,Jacksonville,BBC,R,R,22,6,11,6,1,73.9,2.20,0.81,1.38,1.32,2.2
371,1690630537,L. Forsyth,Liam Forsyth,Forsyth,Liam,C,Southeast Missouri State University,SEMO,730168576,Southeast Missouri State,BBC,R,R,22,1,15,6,4,75.6,2.24,0.82,1.36,3.62,0.8
371,1029366313,O. Hooper,Owen Hooper,Hooper,Owen,C,Stephen F. Austin State University,SFA,730227200,Stephen F. Austin State,BBC,R,R,22,6,1,0,0,85.1,-,0.76,-,-,-
371,1675650877,I. Armstrong,Ian Armstrong,Armstrong,Ian,C,Saint Mary's College (CA),SMC,730288896,Saint Mary's,BBC,R,R,22,10,16,12,1,78.5,2.13,0.91,1.23,2.65,3.4
371,1339514255,K. Hvidsten,Kyle Hvidsten,Hvidsten,Kyle,C,Western Kentucky University,WKU,730212096,Western Kentucky,BBC,R,R,22,6,19,5,4,78.6,2.14,0.91,1.30,0.79,1.2
371,1342170421,D. Perez,Daniel Perez,Perez,Daniel,C,Stetson University,STET,730261504,Stetson,BBC,R,R,22,4,12,6,1,82.2,2.02,0.86,1.15,3.77,1.4
371,1432397917,E. Echevarria,Ernie Echevarria,Echevarria,Ernie,C,University of Pennsylvania,PENN,730292224,Pennsylvania,BBC,R,R,22,6,24,11,4,79.3,1.96,0.70,1.25,0.93,2.9
388,1192517376,M. Miesse,Maddox Miesse,Miesse,Maddox,C,Abilene Christian University,AC,730375936,Abilene Christian,BBC,R,R,23,8,20,10,5,80.9,2.04,0.81,1.21,2.98,2.2
388,1196824064,C. Gallegos,Chase Gallegos,Gallegos,Chase,C,UNLV,UNLV,730161664,UNLV,BBC,R,R,23,15,22,17,0,77.7,2.02,0.74,1.28,1.05,3.2
388,1143009280,M. Winslow,Macon Winslow,Winslow,Macon,C,Duke University,DUKE,730336256,Duke,BBC,R,R,23,6,18,10,3,76.5,1.98,0.68,1.30,2.91,3.2
388,1167698432,R. Kozar,Rees Kozar,Kozar,Rees,C,Niagara University,NIAG,730156544,Niagara,BBC,R,R,23,7,13,7,0,79.9,2.03,0.79,1.22,1.54,3.0
388,1239285504,G. Fulmer,Garrett Fulmer,Fulmer,Garrett,C,The Citadel,CIT,730366720,The Citadel,BBC,R,R,23,8,20,8,6,74.8,2.09,0.73,1.36,4.64,1.6
388,1274288640,V. Lackey,Vahn Lackey,Lackey,Vahn,C,Georgia Tech,GT,100,Georgia Tech,BBC,R,R,23,11,26,15,3,81.8,1.90,0.72,1.21,2.09,1.7
388,1287362304,K. Amundson,Kaden Amundson,Amundson,Kaden,C,Arkansas State University,ARST,730290176,Arkansas State,BBC,R,R,23,16,28,18,3,78.4,2.04,0.80,1.24,1.82,5.0
388,1191771904,K. Kosobucki,Kaden Kosobucki,Kosobucki,Kaden,C,Northern Illinois University,NIU,730386176,Northern Illinois,BBC,R,R,23,3,12,9,1,76.9,2.14,0.81,1.26,0.96,1.6
388,1262678016,T. Conley,Trevor Conley,Conley,Trevor,C,Austin Peay State University,PEAY,730219520,Austin Peay,BBC,L,R,23,2,14,7,5,72.9,2.20,0.80,1.36,3.78,1.9
388,1872942440,L. Gregorio,Logan Gregorio,Gregorio,Logan,LF,Northern Illinois University,NIU,730386176,Northern Illinois,BBC,L,R,23,5,12,7,4,75.7,2.15,0.92,1.24,2.41,4.3
388,1267661765,B. Carrothers,Brian Carrothers,Carrothers,Brian,C,St. Bonaventure University,SBON,730375424,St. Bonaventure,BBC,R,R,23,2,8,3,2,74.2,2.15,0.96,1.23,2.03,1.4
388,1760769161,E. Flaugher,Ethan Flaugher,Flaugher,Ethan,C,Mount St. Mary's University,MSM,730291712,Mount St. Mary's,BBC,S,R,23,4,12,9,1,74.7,2.03,0.74,1.30,0.60,0.9
400,1192951040,R. Acosta,Riley Acosta,Acosta,Riley,C,UC Davis,UCD,730153984,UC Davis,BBC,R,R,24,10,15,8,5,76.9,2.07,0.79,1.28,3.79,2.2
400,1310653952,J. Wagoner,Jake Wagoner,Wagoner,Jake,C,Seattle University,SEA,4504,Seattle,BBC,R,R,24,6,22,11,5,77.0,2.08,0.81,1.26,1.77,2.1
400,1260855296,G. Bozzo,Gregory Bozzo,Bozzo,Gregory,C,Northeastern University,NE,343,Northeastern,BBC,R,R,24,8,9,6,1,79.0,2.09,0.82,1.28,2.29,2.7
400,1310684928,C. Bodine,Caden Bodine,Bodine,Caden,C,Coastal Carolina University,CCAR,4104,Coastal Carolina,BBC,S,R,24,15,27,17,2,78.8,1.98,0.72,1.27,1.10,4.4
400,1083615488,I. Daugherty,Ian Daugherty,Daugherty,Ian,C,Oklahoma State University,OKST,4245,Oklahoma State,BBC,R,R,24,11,20,11,3,77.1,2.02,0.77,1.25,1.61,0.3
400,1152810752,D. Camera,Dom Camera,Camera,Dom,C,Hofstra University,HOF,730245120,Hofstra,BBC,R,R,24,7,11,6,1,76.4,1.93,0.73,1.21,0.27,4.1
400,1123968768,J. Lobliner,Jayden Lobliner,Lobliner,Jayden,C,University of San Diego,USD,5320,San Diego,BBC,R,R,24,12,22,16,4,78.8,2.01,0.72,1.28,2.49,1.4
400,1182582784,T. Hillier,Three Hillier,Hillier,Three,C,High Point University,HP,730321152,High Point,BBC,L,R,24,10,10,6,2,77.1,2.03,0.83,1.18,1.87,0.2
400,1297349376,L. Sauve,Logan Sauve,Sauve,Logan,C,West Virginia University,WVU,5327,West Virginia,BBC,R,R,24,6,22,11,6,75.9,2.14,0.84,1.31,3.17,2.4
400,1092813824,I. Francis,Ian Francis,Francis,Ian,C,University of Kansas,KU,730360064,Kansas,BBC,R,R,24,6,19,10,4,76.4,2.16,0.86,1.28,3.27,3.4
400,1296545280,Z. Ramppen,Zack Ramppen,Ramppen,Zack,C,University of San Francisco,SF,730365696,San Francisco,BBC,R,R,24,12,18,6,2,79.8,1.96,0.67,1.22,1.16,7.1
400,1094691072,J. Spyke,Jack Spyke,Spyke,Jack,C,Western Carolina University,WCU,730278144,Western Carolina,BBC,R,R,24,5,15,8,1,78.7,1.96,0.74,1.24,2.79,2.7
400,1086062848,J. Collura,Jaden Collura,Collura,Jaden,C,Nicholls State University,NICH,730284032,Nicholls State,BBC,L,R,24,7,16,9,4,70.4,2.26,0.78,1.47,1.74,2.4
400,1218555648,R. Grace,Rashard Grace,Grace,Rashard,C,Southern University,SOU,4767,Southern,BBC,R,R,24,7,3,1,0,80.0,2.15,0.96,1.21,3.19,5.4
400,1992334055,T. Castonguay,Tony Castonguay,Castonguay,Tony,C,University of Northern Colorado,UNCO,730286592,Northern Colorado,BBC,R,R,24,4,3,3,0,76.0,2.15,0.83,1.32,-0.64,1.8
400,1369787182,G. Arnold,Garrett Arnold,Arnold,Garrett,C,Ball State University,BALL,730195456,Ball State,BBC,R,R,24,9,9,4,2,73.8,2.35,0.92,1.40,2.76,3.0
400,1223725653,C. Berry,Caleb Berry,Berry,Caleb,C,Michigan State University,MSU,1551,Michigan State,BBC,R,R,24,7,19,6,9,78.9,2.00,0.72,1.28,3.48,-0.8
400,1801471405,H. Sute,Hunter Sute,Sute,Hunter,C,Manhattan College,MAN,730363648,Manhattan,BBC,L,R,24,3,13,6,2,74.1,2.14,0.81,1.30,3.58,5.0
400,1476164141,T. Smith,Tyler Smith,Smith,Tyler,C,North Carolina A&T State University,NCAT,730372352,North Carolina A&T,BBC,S,R,24,5,6,3,1,76.3,2.08,0.72,1.33,1.35,3.3
400,1713050493,L. Gomez,Luis Gomez,Gomez,Luis,C,North Carolina A&T State University,NCAT,730372352,North Carolina A&T,BBC,R,R,24,6,8,4,1,79.1,2.20,1.11,1.26,2.21,4.8
400,1342166625,B. Briggs,Brody Briggs,Briggs,Brody,C,Arizona State University,ASU,5035,Arizona State,BBC,L,R,24,11,16,11,5,80.9,2.05,0.80,1.24,4.18,3.5
400,1342168153,D. Woodcook,Dane Woodcook,Woodcook,Dane,C,New Mexico State University,NMSU,730302720,New Mexico State,BBC,R,R,24,8,13,11,1,76.2,2.18,0.86,1.30,1.63,-0.1
422,1153058560,A. Sloan,Andrew Sloan,Sloan,Andrew,C,University of the Pacific,PAC,730386944,Pacific,BBC,R,R,25,8,16,7,5,76.7,2.12,0.84,1.26,3.62,-0.0
422,1176005632,O. Estabrook,Owen Estabrook,Estabrook,Owen,C,Columbia University,CLMB,730319104,Columbia,BBC,R,R,25,5,19,7,6,77.7,1.95,0.72,1.26,4.26,-1.4
422,1239308800,J. Clough,Jude Clough,Clough,Jude,C,George Washington University,GW,730249216,George Washington,BBC,R,R,25,3,17,7,3,73.3,2.07,0.72,1.34,3.90,3.9
422,1092663040,C. Bergman,Carter Bergman,Bergman,Carter,C,Missouri State University,MOSU,5382,Missouri State,BBC,R,R,25,2,16,10,2,76.9,2.09,0.76,1.32,1.77,1.6
422,1180853248,J. Powell,Joe Powell,Powell,Joe,C,Mississippi State University,MSST,5080,Mississippi State,BBC,R,R,25,6,24,15,1,79.9,2.11,0.84,1.24,0.91,1.6
422,1306866432,C. Duggar,Cashel Duggar,Duggar,Cashel,C,UCLA,UCLA,5048,UCLA,BBC,L,R,25,9,25,15,1,78.3,1.94,0.74,1.22,1.05,1.8
422,1210120448,L. Szepek,Luke Szepek,Szepek,Luke,C,Stony Brook University,STON,730249984,Stony Brook,BBC,R,R,25,11,13,4,2,80.0,1.94,0.87,1.18,1.70,-2.0
422,1268059418,N. Goodwin,Nic Goodwin,Goodwin,Nic,C,Youngstown State University,YSU,730284544,Youngstown State,BBC,R,R,25,1,6,2,2,76.1,2.12,0.78,1.35,2.88,-1.1
422,1758840332,J. Natili,Jack Natili,Natili,Jack,C,University of Cincinnati,CIN,5465,Cincinnati,BBC,R,R,25,7,19,10,5,81.5,2.12,0.88,1.17,4.07,1.4
422,1392196981,B. Gray,Brady Gray,Gray,Brady,C,Abilene Christian University,AC,730375936,Abilene Christian,BBC,S,R,25,2,11,4,1,75.7,2.00,0.79,1.22,2.41,2.1
422,1083731007,J. Lemm,Johnny Lemm,Lemm,Johnny,C,Southern Illinois University,SIU,730349824,Southern Illinois,BBC,L,R,25,5,4,2,1,82.5,2.02,0.81,1.20,3.18,1.3
422,1223706782,E. Bergan,Ethan Bergan,Bergan,Ethan,C,UC Riverside,UCRV,730281728,UC Riverside,BBC,R,R,25,6,9,5,1,74.2,2.18,0.89,1.37,2.39,3.4
434,1294963456,L. Heyman,Luke Heyman,Heyman,Luke,C,University of Florida,FLA,730168320,Florida,BBC,R,R,26,6,27,19,4,82.0,2.03,0.82,1.22,2.75,3.8
434,1207887104,G. Wright,Garrett Wright,Wright,Garrett,C,Bowling Green State University,BGSU,730189056,Bowling Green,BBC,R,R,26,10,11,5,0,82.0,1.92,0.86,1.22,0.80,-1.9
434,1334075392,D. Bicknell,Drake Bicknell,Bicknell,Drake,C,University of the Pacific,PAC,730386944,Pacific,BBC,R,R,26,6,18,13,0,77.9,2.10,0.82,1.27,0.99,2.0
434,1330702592,C. Capece,Connor Capece,Capece,Connor,C,Creighton University,CREI,730243840,Creighton,BBC,R,R,26,15,33,21,6,84.8,1.97,0.81,1.16,3.60,3.4
434,1141496832,A. Stucky,Andrew Stucky,Stucky,Andrew,C,UTSA,UTSA,730373120,UTSA,BBC,R,R,26,5,18,12,5,77.8,2.11,0.82,1.29,3.15,1.5
434,1213485312,F. Ferrentino,Frankie Ferrentino,Ferrentino,Frankie,C,Merrimack College,MRMK,730295552,Merrimack,BBC,R,R,26,9,0,0,0,-,-,-,-,-,-
434,1318575104,S. Pisacreta,Sebastian Pisacreta,Pisacreta,Sebastian,C,University of Pittsburgh,PITT,5424,Pittsburgh,BBC,R,R,26,7,19,12,2,76.3,2.13,0.80,1.31,3.43,4.0
434,1167173120,M. Whitcomb,Mack Whitcomb,Whitcomb,Mack,C,Tennessee Technological University,TNTC,730166272,Tennessee Tech,BBC,R,R,26,11,3,0,1,76.9,1.99,0.70,1.32,7.19,-4.7
434,1184447745,H. Hunter,Henry Hunter,Hunter,Henry,C,University of Georgia,UGA,226,Georgia,BBC,L,R,26,11,21,10,6,81.3,2.02,0.81,1.24,3.29,2.9
434,1289668671,L. Hernandez,Luis Hernandez,Hernandez,Luis,C,Louisiana State University,LSU,5323,Louisiana State,BBC,R,R,26,7,23,16,3,81.3,2.26,1.05,1.23,3.12,2.7
434,1004169216,N. Vargas,Nate Vargas,Vargas,Nate,C,UC Santa Barbara,UCSB,730364160,UC Santa Barbara,BBC,L,R,26,5,12,8,3,79.0,2.18,0.94,1.23,1.95,3.7
434,1343189705,E. Miller,Ethan Miller,Miller,Ethan,C,Florida A&M University,FAMU,5416,Florida A&M,BBC,R,R,26,7,4,3,0,77.0,2.11,0.78,1.29,4.08,3.3
446,1207773440,G. Jay,Grant Jay,Jay,Grant,C,Dallas Baptist University,DBU,730198016,Dallas Baptist,BBC,R,R,27,6,22,12,5,79.5,2.15,0.88,1.25,2.97,4.3
446,1264275200,L. Pringle,Lucas Pringle,Pringle,Lucas,C,Charleston Southern University,CHSO,730194432,Charleston Southern,BBC,L,R,27,13,22,12,3,77.2,2.11,0.82,1.28,1.58,0.3
446,1171615232,J. Berg,Jake Berg,Berg,Jake,C,Lipscomb University,LIP,730307072,Lipscomb,BBC,L,R,27,17,24,16,3,76.7,2.08,0.77,1.29,1.15,-0.7
446,1315911936,T. Otto,Thomas Otto,Otto,Thomas,C,University of Wisconsin-Milwaukee,MILW,5036,Milwaukee,BBC,R,R,27,9,8,5,3,76.1,2.04,0.71,1.34,3.41,7.8
446,1273289728,D. King,Dylan King,King,Dylan,C,University of Central Florida,UCF,730256640,Central Florida,BBC,L,R,27,7,17,16,0,80.4,2.11,0.90,1.22,1.74,1.5
446,1126573056,B. Voth,Brant Voth,Voth,Brant,P,University of Arkansas-Pine Bluff,ARPB,5377,Arkansas-Pine Bluff,BBC,L,R,27,4,4,3,0,75.0,2.17,0.85,1.35,3.18,0.4
446,1976934066,K. Glover,Kenny Glover,Glover,Kenny,C,Alabama A&M University,AAMU,730365440,Alabama A&M,BBC,R,R,27,2,1,1,0,71.2,1.81,0.91,0.90,-0.21,1.8
446,1349652591,T. Johnsen,Ty Johnsen,Johnsen,Ty,C,Utah Tech University,UTU,730318592,Utah Tech,BBC,R,R,27,6,18,6,7,77.6,2.06,0.80,1.27,3.21,6.4
446,1635128394,D. Rogers,Daniel Rogers,Rogers,Daniel,C,University of Iowa,IOWA,1232,Iowa,BBC,L,R,27,10,24,15,1,79.0,2.05,0.89,1.18,1.30,3.0
446,1455132479,B. Barczai,Brennen Barczai,Barczai,Brennen,C,Coppin State University,COPP,730194176,Coppin State,BBC,R,R,27,1,0,0,0,-,-,-,-,-,-
456,1207846144,N. Hollifield,Nick Hollifield,Hollifield,Nick,C,UAB,UAB,730345984,UAB,BBC,R,R,28,9,26,17,5,78.6,2.09,0.84,1.22,2.16,4.7
