Rank,playerId,abbrevName,playerFullName,player,playerFirstName,pos,newestTeamName,newestTeamAbbrevName,newestTeamId,newestTeamLocation,newestTeamLevel,batsHand,throwsHand,G,AB,HLeft%,HCtr%,HRight%,HPull%,HOppFld%,HFarLft%,HLftCtr%,HDeadCtr%,HRtCtr%,HFarRt%
513,1084056064,D. Ornelas,Devan Ornelas,Ornelas,Devan,CF,Loyola Marymount University,LMU,730149120,Loyola Marymount,BBC,L,R,57,215,21.0%,36.9%,42.0%,42.0%,21.0%,15.9%,12.7%,21.0%,28.0%,22.3%
514,1342169603,C. Gilkerson,Cam Gilkerson,Gilkerson,Cam,RF,Wright State University,WRST,5390,Wright State,BBC,L,L,58,212,22.0%,36.0%,42.0%,42.0%,22.0%,11.3%,17.3%,22.7%,24.7%,24.0%
515,1982748681,H. Travis,Harrison Travis,Travis,Harrison,C,Eastern Michigan University,EMU,5385,Eastern Michigan,BBC,R,R,44,165,42.0%,39.5%,18.5%,42.0%,18.5%,24.7%,25.9%,21.0%,19.8%,8.6%
516,1153058304,H. Sobecki,Hayden Sobecki,Sobecki,Hayden,1B,Yale University,YALE,730334464,Yale,BBC,R,R,39,127,41.9%,36.2%,21.9%,41.9%,21.9%,23.8%,29.5%,19.0%,11.4%,16.2%
517,1143114496,C. Stanfield,Chris Stanfield,Stanfield,Chris,CF,Louisiana State University,LSU,5323,Louisiana State,BBC,R,R,67,208,41.9%,43.8%,14.4%,41.9%,14.4%,23.1%,30.6%,23.8%,15.0%,7.5%
518,1089026304,N. Jordan,Nicho Jordan,Jordan,Nicho,CF,Tennessee Technological University,TNTC,730166272,Tennessee Tech,BBC,L,L,53,191,19.8%,38.4%,41.9%,41.9%,19.8%,12.8%,12.8%,26.7%,19.8%,27.9%
518,1192564992,B. VanMaanen,Ben VanMaanen,VanMaanen,Ben,1B,University of Arkansas-Pine Bluff,ARPB,5377,Arkansas-Pine Bluff,BBC,R,R,50,161,41.9%,39.5%,18.6%,41.9%,18.6%,18.6%,30.2%,18.6%,20.9%,11.6%
518,1377615650,J. Zebig,Jack Zebig,Zebig,Jack,SS,University of Illinois,ILL,730163456,Illinois,BBC,L,R,54,211,21.5%,36.6%,41.9%,41.9%,21.5%,12.2%,18.0%,22.1%,25.0%,22.7%
521,1302032129,T. Rogers,TJ Rogers,Rogers,TJ,SS,University of San Francisco,SF,730365696,San Francisco,BBC,R,R,52,185,41.8%,34.0%,24.1%,41.8%,24.1%,29.8%,19.1%,22.7%,14.9%,13.5%
522,1125632993,A. Groeneveld,AJ Groeneveld,Groeneveld,AJ,RF,Eastern Kentucky University,EKY,5417,Eastern Kentucky,BBC,L,R,50,160,23.5%,34.7%,41.8%,41.8%,23.5%,9.2%,18.4%,20.4%,24.5%,27.6%
523,1174787328,T. Splaine,Tommy Splaine,Splaine,Tommy,1B,University of Arizona,ARIZ,232,Arizona,BBC,R,R,62,215,41.8%,35.8%,22.4%,41.8%,22.4%,24.2%,25.5%,18.8%,20.6%,10.9%
524,1182010880,R. Gerety,Ryan Gerety,Gerety,Ryan,RF,Northeastern University,NE,343,Northeastern,BBC,L,L,59,211,23.0%,35.2%,41.8%,41.8%,23.0%,10.7%,22.1%,22.1%,20.5%,24.6%
525,1093947904,B. Schaaf,Blake Schaaf,Schaaf,Blake,SS,Georgetown University,GTWN,2330,Georgetown,BBC,L,R,55,189,25.4%,32.8%,41.8%,41.8%,25.4%,9.0%,25.4%,14.9%,29.9%,20.9%
526,1255842304,J. Rogers,Jordan Rogers,Rogers,Jordan,RF,Wichita State University,WICH,730203904,Wichita State,BBC,R,R,55,197,41.8%,32.2%,26.0%,41.8%,26.0%,22.6%,25.3%,20.5%,16.4%,15.1%
526,1143040000,C. Bayne,Carson Bayne,Bayne,Carson,CF,UNC Charlotte,CHAR,730214400,Charlotte,BBC,R,R,54,196,41.8%,30.8%,27.4%,41.8%,27.4%,23.3%,25.3%,17.1%,16.4%,17.8%
526,1201654784,H. Padden,Harry Padden,Padden,Harry,CF,Monmouth University,MONM,4164,Monmouth,BBC,R,R,51,205,41.8%,37.0%,21.2%,41.8%,21.2%,19.2%,31.5%,23.3%,15.8%,10.3%
529,1204946944,W. Vierling,Will Vierling,Vierling,Will,C,Murray State University,MURR,730188032,Murray State,BBC,L,R,60,234,19.6%,38.6%,41.8%,41.8%,19.6%,7.6%,18.4%,25.9%,25.3%,22.8%
530,1297498880,J. Orr,Jacob Orr,Orr,Jacob,LF,University of Maryland-College Park,MD,730172928,Maryland,BBC,R,R,52,203,41.8%,38.8%,19.4%,41.8%,19.4%,23.5%,27.6%,22.9%,17.1%,8.8%
531,1184445440,C. Troyer,Camden Troyer,Troyer,Camden,TWP,Liberty University,LIB,730156288,Liberty,BBC,L,L,56,210,16.5%,41.8%,41.8%,41.8%,16.5%,12.1%,14.3%,24.2%,29.1%,20.3%
531,1191396864,T. Googins,Tommy Googins,Googins,Tommy,SS,Princeton University,PRIN,730198784,Princeton,BBC,R,R,40,143,41.8%,40.7%,17.6%,41.8%,17.6%,20.9%,34.1%,22.0%,16.5%,6.6%
531,1182843904,D. Johnson,Davis Johnson,Johnson,Davis,C,University of Notre Dame,ND,225,Notre Dame,BBC,L,R,40,129,17.6%,40.7%,41.8%,41.8%,17.6%,12.1%,15.4%,18.7%,28.6%,25.3%
534,1184455168,M. Knight,Malakhi Knight,Knight,Malakhi,CF,University of Washington,WASH,3110,Washington,BBC,R,R,50,171,41.7%,41.0%,17.3%,41.7%,17.3%,20.1%,31.7%,27.3%,11.5%,9.4%
535,1273293056,C. Moore,Connor Moore,Moore,Connor,LF,University of North Florida,UNF,730296832,North Florida,BBC,R,R,55,220,41.7%,34.9%,23.4%,41.7%,23.4%,29.1%,20.0%,23.4%,14.9%,12.6%
536,1264006656,B. Counsell,Brady Counsell,Counsell,Brady,LF,University of Kansas,KU,730360064,Kansas,BBC,R,R,60,220,41.7%,40.1%,18.2%,41.7%,18.2%,25.1%,26.7%,23.5%,14.4%,10.2%
537,1263420928,L. Brewster,Lane Brewster,Brewster,Lane,CF,Tarleton State University,TAR,730236416,Tarleton State,BBC,L,L,53,169,21.7%,36.7%,41.7%,41.7%,21.7%,10.8%,20.8%,19.2%,25.0%,24.2%
537,1099145984,R. Galvan,Rylan Galvan,Galvan,Rylan,C,University of Texas,TEX,245,Texas,BBC,R,R,56,186,41.7%,41.7%,16.7%,41.7%,16.7%,21.7%,31.7%,23.3%,14.2%,9.2%
537,1210577664,T. Cowan,Tyler Cowan,Cowan,Ty,2B,University of the Incarnate Word,IW,730225152,Incarnate Word,BBC,L,R,44,157,23.5%,34.8%,41.7%,41.7%,23.5%,12.1%,20.5%,17.4%,34.1%,15.9%
537,1167202048,D. Ayers,David Ayers,Ayers,David,CF,Butler University,BUT,730283520,Butler,BBC,L,R,49,153,18.3%,40.0%,41.7%,41.7%,18.3%,5.0%,20.0%,26.7%,25.0%,23.3%
537,1196830209,J. Winnay,Jack Winnay,Winnay,Jack,1B,Wake Forest University,WAKE,730373376,Wake Forest,BBC,R,R,60,226,41.7%,41.1%,17.2%,41.7%,17.2%,25.0%,29.4%,23.9%,12.2%,9.4%
537,1239374080,Z. Kent,Zack Kent,Kent,Zack,2B,Binghamton University,BING,730155776,Binghamton,BBC,R,R,50,171,41.7%,37.5%,20.8%,41.7%,20.8%,15.3%,34.0%,15.3%,25.7%,9.7%
537,1161345536,R. Davis,Ryan Davis,Davis,Ryan,3B,University of Maryland Eastern Shore,UMES,730289152,Maryland Eastern Shore,BBC,R,R,45,145,41.7%,38.9%,19.4%,41.7%,19.4%,25.0%,19.4%,22.2%,16.7%,16.7%
537,1100871936,R. MacDougall,Ryan MacDougall,MacDougall,Ryan,C,University of Dayton,DAY,730194688,Dayton,BBC,L,R,51,183,22.5%,35.8%,41.7%,41.7%,22.5%,10.0%,20.8%,20.8%,29.2%,19.2%
537,1081058304,J. Frias,JC Frias,Frias,Jc,2B,Iona College,IONA,730242048,Iona,BBC,R,R,47,167,41.7%,25.0%,33.3%,41.7%,33.3%,25.0%,22.2%,13.9%,11.1%,27.8%
537,1348018397,J. Hauge,Jackson Hauge,Hauge,Jackson,RF,University of Kansas,KU,730360064,Kansas,BBC,R,R,59,238,41.7%,41.1%,17.2%,41.7%,17.2%,24.4%,28.9%,23.9%,17.2%,5.6%
537,1430338383,J. Martinez,Jake Martinez,Martinez,Jake,CF,University of Texas-Arlington,UTA,5324,UT Arlington,BBC,R,R,44,182,41.7%,30.6%,27.8%,41.7%,27.8%,22.2%,25.0%,18.1%,21.5%,13.2%
537,1097548032,A. Townsend,Arderrius Townsend,Townsend,Arderrius,RF,University of Tennessee at Martin,UTM,730238976,UT Martin,BBC,R,R,46,166,41.7%,36.7%,21.7%,41.7%,21.7%,25.0%,21.7%,20.0%,16.7%,16.7%
549,1870143898,J. Sanchez,Jacob Sanchez,Sanchez,Jacob,1B,University of Texas Rio Grande Valley,UTRGV,730192128,UT Rio Grande Valley,BBC,R,R,52,196,41.6%,36.0%,22.4%,41.6%,22.4%,21.1%,29.8%,19.9%,16.8%,12.4%
550,1205026048,B. Bryan,Brooks Bryan,Bryan,Brooks,C,Troy University,TROY,730378496,Troy,BBC,L,R,60,229,20.1%,38.3%,41.6%,41.6%,20.1%,12.1%,12.1%,22.8%,29.5%,23.5%
550,1334298880,N. Furcht,Noah Furcht,Furcht,Noah,RF,UNC Charlotte,CHAR,730214400,Charlotte,BBC,R,R,58,219,41.6%,38.9%,19.5%,41.6%,19.5%,25.5%,26.2%,22.8%,14.1%,11.4%
552,1125364736,N. Dolan,Nick Dolan,Dolan,Nick,3B,Ohio University,OHIO,730298368,Ohio,BBC,R,R,44,165,41.6%,39.8%,18.6%,41.6%,18.6%,26.5%,25.7%,21.2%,15.0%,11.5%
553,1092700416,L. Godsey,Landon Godsey,Godsey,Landon,1B,Belmont University,BEL,730190336,Belmont,BBC,R,R,60,225,41.6%,34.8%,23.6%,41.6%,23.6%,25.8%,20.8%,25.8%,14.6%,12.9%
554,1310789888,H. Autrey,Hunter Autrey,Autrey,Hunter,LF,Sam Houston State University,SHSU,5363,Sam Houston State,BBC,L,R,55,206,18.2%,40.3%,41.6%,41.6%,18.2%,9.1%,15.6%,26.0%,28.6%,20.8%
554,1334301184,B. Vujovich,Ben Vujovich,Vujovich,Ben,RF,University of St. Thomas (Minn.),UOST,730200320,University of St. Thomas (Minn.),BBC,L,R,50,195,31.8%,26.6%,41.6%,41.6%,31.8%,16.9%,21.4%,16.2%,21.4%,24.0%
554,1239285248,T. Aiken,TJ Aiken,Aiken,TJ,LF,Old Dominion University,ODU,3090,Old Dominion,BBC,L,L,43,140,23.4%,35.1%,41.6%,41.6%,23.4%,14.3%,13.0%,19.5%,32.5%,20.8%
554,1299762688,M. Schark,Matt Schark,Schark,Matt,3B,Southern Illinois University,SIU,730349824,Southern Illinois,BBC,R,R,57,235,41.6%,35.1%,23.4%,41.6%,23.4%,24.7%,20.8%,24.7%,18.2%,11.7%
554,1662602223,J. Ince,Jeffrey Ince,Ince,Jeffrey,2B,Samford University,SAM,730386432,Samford,BBC,S,R,56,221,35.7%,37.7%,26.6%,41.6%,20.8%,21.4%,20.1%,20.8%,28.6%,9.1%
559,1260432896,B. Duroff,Brian Duroff,Duroff,Brian,LF,Saint Mary's College (CA),SMC,730288896,Saint Mary's,BBC,R,R,51,186,41.5%,38.7%,19.7%,41.5%,19.7%,21.1%,32.4%,21.8%,14.8%,9.9%
559,1244314523,T. Spees,Trey Spees,Spees,Trey,2B,Western Carolina University,WCU,730278144,Western Carolina,BBC,L,R,56,178,28.2%,30.3%,41.5%,41.5%,28.2%,14.1%,22.5%,15.5%,25.4%,22.5%
561,1129685760,T. Figueroa,Tyler Figueroa,Figueroa,Tyler,3B,Appalachian State University,APP,730240256,Appalachian State,BBC,R,R,54,199,41.5%,34.6%,23.9%,41.5%,23.9%,23.3%,27.0%,16.4%,19.5%,13.8%
561,1310689792,C. McHugh,Chris McHugh,McHugh,Chris,1B,North Carolina State University,NCST,730216448,North Carolina State,BBC,R,R,53,197,41.5%,38.4%,20.1%,41.5%,20.1%,19.5%,29.6%,18.9%,19.5%,12.6%
563,1079662848,C. Scholvin,Charlie Scholvin,Scholvin,Charlie,SS,University of Toledo,TOL,5388,Toledo,BBC,R,R,51,164,41.5%,36.7%,21.8%,41.5%,21.8%,25.2%,29.9%,19.7%,11.6%,13.6%
564,1132712448,C. Sorg,Casey Sorg,Sorg,Casey,CF,Bellarmine University,BU,730167552,Bellarmine,BBC,S,R,55,210,28.7%,34.0%,37.2%,41.5%,24.5%,13.8%,25.5%,17.0%,25.5%,18.1%
565,1204037632,C. Pena,Carlos Pena,Pena,Carlos,1B,Indiana State University,INST,730350080,Indiana State,BBC,L,R,55,205,22.2%,36.3%,41.5%,41.5%,22.2%,11.9%,13.3%,28.1%,25.2%,21.5%
566,1210662400,D. Bade,Devan Bade,Bade,Devan,3B,Binghamton University,BING,730155776,Binghamton,BBC,R,R,55,219,41.5%,35.2%,23.3%,41.5%,23.3%,17.6%,33.5%,20.5%,13.1%,15.3%
567,1718723646,D. Orr,Danny Orr,Orr,Danny,1B,UMBC,UMBC,730210304,UMBC,BBC,R,R,40,150,41.5%,34.1%,24.4%,41.5%,24.4%,25.6%,22.0%,22.0%,18.3%,12.2%
568,1850271363,L. Cockrill,LT Cockrill,Cockrill,LT,C,University of Delaware,DEL,730203136,Delaware,BBC,R,R,42,156,41.4%,32.4%,26.1%,41.4%,26.1%,19.8%,25.2%,19.8%,18.9%,16.2%
569,1136254858,D. Lee,Darryl Lee,Lee,Darryl,CF,Bethune-Cookman University,COOK,730152960,Bethune-Cookman,BBC,L,L,57,204,14.3%,44.3%,41.4%,41.4%,14.3%,12.9%,7.1%,24.3%,37.1%,18.6%
570,1218467328,A. Biediger,Aaron Biediger,Biediger,Aaron,1B,Nicholls State University,NICH,730284032,Nicholls State,BBC,R,R,44,151,41.4%,36.4%,22.2%,41.4%,22.2%,17.2%,31.3%,22.2%,19.2%,10.1%
571,1700235790,O. Obenour,Ollie Obenour,Obenour,Ollie,2B,Washington State University,WSU,4505,Washington State,BBC,R,R,47,177,41.4%,35.9%,22.7%,41.4%,22.7%,23.4%,24.2%,23.4%,18.0%,10.9%
572,1264275456,A. Urlaub,Alex Urlaub,Urlaub,Alex,1B,North Dakota State University,NDSU,730343168,North Dakota State,BBC,R,R,51,172,41.4%,35.3%,23.3%,41.4%,23.3%,24.1%,24.1%,19.0%,19.0%,13.8%
572,1297584896,J. Mayo,Jackson Mayo,Mayo,Jackson,LF,University of South Florida,USF,2292,South Florida,BBC,L,L,55,193,24.1%,34.5%,41.4%,41.4%,24.1%,13.8%,15.9%,19.3%,23.4%,27.6%
572,1133589199,E. Hammill,Elijha Hammill,Hammill,Elijha,CF,Niagara University,NIAG,730156544,Niagara,BBC,S,R,39,141,20.7%,36.2%,43.1%,41.4%,22.4%,15.5%,12.1%,15.5%,27.6%,29.3%
572,1123968000,K. Schupmann,Kyle Schupmann,Schupmann,Kyle,3B,University of Illinois,ILL,730163456,Illinois,BBC,R,R,52,198,41.4%,33.8%,24.8%,41.4%,24.8%,19.3%,29.7%,18.6%,23.4%,9.0%
572,1700198774,K. Perez,Kenneth Perez,Perez,Kenneth,2B,Western Illinois University,WIU,730370560,Western Illinois,BBC,R,R,48,179,41.4%,33.3%,25.3%,41.4%,25.3%,21.8%,29.9%,14.9%,23.0%,10.3%
577,1085388800,A. Havrilla,AJ Havrilla,Havrilla,AJ,1B,Marshall University,MRSH,730333696,Marshall,BBC,R,R,58,195,41.4%,35.8%,22.8%,41.4%,22.8%,24.1%,22.8%,23.5%,17.9%,11.7%
578,1310643968,J. Brown,Jake Brown,Brown,Jake,RF,Louisiana State University,LSU,5323,Louisiana State,BBC,L,L,64,178,20.0%,38.7%,41.3%,41.3%,20.0%,10.0%,14.0%,24.7%,28.7%,22.7%
579,1192564993,C. Hynek,Colin Hynek,Hynek,Colin,C,Georgia State University,GAST,730239744,Georgia State,BBC,R,R,52,174,41.3%,34.7%,24.0%,41.3%,24.0%,26.4%,23.1%,18.2%,19.8%,12.4%
580,1336579072,A. Gracia,AJ Gracia,Gracia,AJ,CF,Duke University,DUKE,730336256,Duke,BBC,L,L,60,215,17.9%,40.8%,41.3%,41.3%,17.9%,9.2%,14.7%,27.2%,28.3%,20.7%
580,1220401408,W. MacLean,Will MacLean,MacLean,Will,1B,Creighton University,CREI,730243840,Creighton,BBC,L,L,56,198,24.6%,34.1%,41.3%,41.3%,24.6%,11.6%,18.1%,18.8%,22.5%,29.0%
580,1143035136,J. Butler,Jake Butler,Butler,Jake,3B,George Mason University,GMU,730265088,George Mason,BBC,R,R,61,229,41.3%,37.0%,21.7%,41.3%,21.7%,19.6%,31.5%,19.6%,18.5%,10.9%
580,1309506304,A. Williamson,Andrew Williamson,Williamson,Andrew,RF,University of Central Florida,UCF,730256640,Central Florida,BBC,L,L,55,214,21.2%,37.5%,41.3%,41.3%,21.2%,10.9%,14.1%,27.7%,23.9%,23.4%
584,1075959040,A. Smith,Austin Smith,Smith,Austin,TWP,University of San Diego,USD,5320,San Diego,BBC,L,L,54,218,23.4%,35.3%,41.3%,41.3%,23.4%,11.9%,17.9%,20.4%,26.9%,22.9%
585,1198577152,K. Kropf,Koby Kropf,Kropf,Koby,RF,Winthrop University,WIN,730294784,Winthrop,BBC,R,R,49,206,41.3%,34.8%,23.9%,41.3%,23.9%,25.8%,26.5%,16.8%,19.4%,11.6%
586,1086141696,M. Doyle,Michael Doyle,Doyle,Michael,3B,New Jersey Institute of Technology,NJIT,730313216,NJIT,BBC,R,R,43,139,41.3%,46.0%,12.7%,41.3%,12.7%,20.6%,34.9%,27.0%,12.7%,4.8%
587,1286782976,W. Hodo,Will Hodo,Hodo,Will,1B,University of Alabama,ALA,730206976,Alabama,BBC,L,R,59,205,23.1%,35.7%,41.3%,41.3%,23.1%,12.6%,18.9%,21.7%,25.9%,21.0%
587,1256946688,D. Coppedge,David Coppedge,Coppedge,David,3B,Lipscomb University,LIP,730307072,Lipscomb,BBC,R,R,55,213,41.3%,38.5%,20.3%,41.3%,20.3%,23.1%,29.4%,20.3%,17.5%,9.8%
589,1416760699,W. Alig,Wesley Alig,Alig,Wesley,2B,Kennesaw State University,KENN,730197504,Kennesaw State,BBC,R,R,56,199,41.2%,43.2%,15.5%,41.2%,15.5%,22.3%,29.7%,23.0%,16.9%,8.1%
590,1310534656,J. Koonin,Jake Koonin,Koonin,Jake,2B,Princeton University,PRIN,730198784,Princeton,BBC,R,R,43,161,41.2%,34.5%,24.4%,41.2%,24.4%,19.3%,29.4%,19.3%,19.3%,12.6%
590,1237355776,J. Hogue,Josh Hogue,Hogue,Josh,LF,North Carolina State University,NCST,730216448,North Carolina State,BBC,L,R,55,217,21.4%,37.4%,41.2%,41.2%,21.4%,11.8%,17.6%,21.4%,27.8%,21.4%
590,1279355904,K. Proctor,Kyler Proctor,Proctor,Kyler,2B,Austin Peay State University,PEAY,730219520,Austin Peay,BBC,R,R,59,252,41.2%,34.1%,24.7%,41.2%,24.7%,27.6%,21.2%,18.8%,19.4%,12.9%
590,1474632051,L. Rice,Lew Rice,Rice,Lew,CF,Charleston Southern University,CHSO,730194432,Charleston Southern,BBC,L,R,46,141,22.5%,36.3%,41.2%,41.2%,22.5%,11.8%,17.6%,23.5%,25.5%,21.6%
594,1100630272,J. Walk,Jason Walk,Walk,Jason,CF,University of Oklahoma,OKLA,730294528,Oklahoma,BBC,S,R,59,221,22.9%,38.9%,38.3%,41.1%,20.0%,9.1%,22.9%,22.3%,30.3%,15.4%
595,1322709329,J. Taylor,Jackson Taylor,Taylor,Jackson,2B,Indiana State University,INST,730350080,Indiana State,BBC,L,R,52,148,26.6%,32.3%,41.1%,41.1%,26.6%,15.3%,16.1%,17.7%,25.8%,25.0%
595,1829147418,D. Cardenas,Diego Cardenas,Cardenas,Diego,P,Abilene Christian University,AC,730375936,Abilene Christian,BBC,L,R,54,198,21.0%,37.9%,41.1%,41.1%,21.0%,13.7%,10.5%,18.5%,38.7%,18.5%
595,1346659671,E. Hudgins,Eli Hudgins,Hudgins,Eli,CF,Radford University,RAD,730267392,Radford,BBC,S,R,48,176,27.4%,37.9%,34.7%,41.1%,21.0%,15.3%,18.5%,23.4%,24.2%,18.5%
598,1578374661,M. Brousseau,Mack Brousseau,Brousseau,Mack,C,McNeese State University,MCNS,730285056,McNeese State,BBC,R,R,46,177,41.1%,36.4%,22.4%,41.1%,22.4%,25.2%,22.4%,24.3%,15.9%,12.1%
599,1163782059,B. Fowler,Bryce Fowler,Fowler,Bryce,RF,University of Alabama,ALA,730206976,Alabama,BBC,L,L,59,236,14.7%,44.2%,41.1%,41.1%,14.7%,9.6%,13.7%,26.4%,27.4%,22.8%
600,1225719552,K. Nahaku,Kamana Nahaku,Nahaku,Kamana,LF,"University of Hawaii, Manoa",HAW,730158848,Hawaii,BBC,R,R,55,169,41.1%,37.0%,21.9%,41.1%,21.9%,20.5%,24.7%,28.8%,12.3%,13.7%
601,1810144984,D. Barrett,Drey Barrett,Barrett,Drey,3B,The University of Southern Mississippi,USM,730246656,Southern Miss,BBC,R,R,56,177,41.1%,38.0%,20.9%,41.1%,20.9%,23.3%,28.7%,20.2%,15.5%,12.4%
602,1310395648,M. Niu,Maika Niu,Niu,Maika,SS,Marshall University,MRSH,730333696,Marshall,BBC,R,R,58,243,41.1%,36.2%,22.7%,41.1%,22.7%,23.8%,26.5%,20.5%,16.2%,13.0%
603,1310853632,S. Rivera,Sergio Rivera,Rivera,Sergio,RF,Bethune-Cookman University,COOK,730152960,Bethune-Cookman,BBC,R,R,51,139,41.1%,41.1%,17.9%,41.1%,17.9%,16.1%,32.1%,28.6%,16.1%,7.1%
603,1867846711,C. Robertson,Creek Robertson,Robertson,Creek,SS,University of Memphis,MEM,730172160,Memphis,BBC,R,R,54,175,41.1%,37.5%,21.4%,41.1%,21.4%,25.0%,26.8%,20.5%,12.5%,15.2%
605,1250090752,H. Katschke,Hunter Katschke,Katschke,Hunter,RF,Utah Tech University,UTU,730318592,Utah Tech,BBC,R,R,50,184,41.1%,38.4%,20.5%,41.1%,20.5%,25.2%,26.5%,21.9%,13.9%,12.6%
606,1093954048,R. Facinelli,Ryan Facinelli,Facinelli,Ryan,1B,Bucknell University,BUCK,730214144,Bucknell,BBC,R,R,45,154,41.1%,38.9%,20.0%,41.1%,20.0%,28.4%,17.9%,27.4%,17.9%,8.4%
607,1342169592,J. Skowronski,Josh Skowronski,Skowronski,Josh,LF,Winthrop University,WIN,730294784,Winthrop,BBC,L,R,56,177,17.2%,41.8%,41.0%,41.0%,17.2%,4.5%,18.7%,21.6%,30.6%,24.6%
608,1083259648,B. Ankeney,Beau Ankeney,Ankeney,Beau,1B,Loyola Marymount University,LMU,730149120,Loyola Marymount,BBC,R,R,57,229,41.0%,41.6%,17.3%,41.0%,17.3%,22.5%,27.7%,23.7%,16.2%,9.8%
608,1134055424,W. Mitchell,Walker Mitchell,Mitchell,Walker,3B,Coastal Carolina University,CCAR,4104,Coastal Carolina,BBC,R,R,65,204,41.0%,37.0%,22.0%,41.0%,22.0%,20.2%,26.6%,26.0%,14.5%,12.7%
608,1298969344,J. Berger,Jake Berger,Berger,Jake,2B,Duke University,DUKE,730336256,Duke,BBC,L,R,62,206,17.9%,41.0%,41.0%,41.0%,17.9%,9.2%,18.5%,21.4%,26.6%,24.3%
608,1132720384,D. Hamilton,Davis Hamilton,Hamilton,Davis,3B,North Dakota State University,NDSU,730343168,North Dakota State,BBC,L,R,54,207,27.2%,31.8%,41.0%,41.0%,27.2%,12.1%,19.7%,19.1%,26.0%,23.1%
608,1494680835,B. Smith,Brayden Smith,Smith,Brayden,CF,Oklahoma State University,OKST,4245,Oklahoma State,BBC,L,R,54,217,24.3%,34.7%,41.0%,41.0%,24.3%,13.9%,17.9%,19.7%,25.4%,23.1%
613,1559287645,P. McLellan,Patrick McLellan,McLellan,Patrick,3B,University of Southern Indiana,SIND,730288640,Southern Indiana,BBC,R,R,43,178,41.0%,41.0%,17.9%,41.0%,17.9%,23.1%,27.4%,25.6%,12.8%,11.1%
613,1030419949,T. DePerno,Ty DePerno,DePerno,Ty,C,U.S. Naval Academy,NAVY,508,Navy,BBC,R,R,50,153,41.0%,39.3%,19.7%,41.0%,19.7%,26.5%,23.9%,23.9%,14.5%,11.1%
615,1297576704,C. Canon,Cider Canon,Canon,Cider,RF,Davidson College,DAV,730363136,Davidson,BBC,R,R,48,202,41.0%,38.1%,20.9%,41.0%,20.9%,22.3%,25.2%,22.3%,22.3%,7.9%
616,1100228608,M. Ball,Michael Ball,Ball,Michael,SS,University of Nevada,NEV,4784,Nevada,BBC,R,R,55,234,41.0%,37.6%,21.5%,41.0%,21.5%,21.0%,27.3%,21.0%,16.1%,14.6%
617,1207476224,J. Sweeney,Johnny Sweeney,Sweeney,Johnny,1B,University of South Carolina Upstate,SCUS,730317312,South Carolina Upstate,BBC,L,R,57,194,25.0%,34.0%,41.0%,41.0%,25.0%,12.5%,17.4%,21.5%,25.0%,23.6%
618,1141430784,M. Brooks,Michael Brooks,Brooks,Michael,3B,University of Kansas,KU,730360064,Kansas,BBC,R,R,60,209,41.0%,34.9%,24.1%,41.0%,24.1%,23.5%,24.7%,21.7%,16.3%,13.9%
619,1196785152,J. Torres,Jason Torres,Torres,Jason,3B,University of Alabama,ALA,730206976,Alabama,BBC,R,R,59,212,40.9%,37.8%,21.3%,40.9%,21.3%,20.5%,29.9%,22.8%,18.1%,8.7%
619,1939568033,C. Lorch,Carson Lorch,Lorch,Carson,3B,Tarleton State University,TAR,730236416,Tarleton State,BBC,R,R,42,151,40.9%,38.6%,20.5%,40.9%,20.5%,20.5%,27.6%,26.0%,18.1%,7.9%
619,1544331058,M. Carter,Merik Carter,Carter,Merik,2B,Gardner Webb University,WEBB,730222592,Gardner Webb,BBC,L,R,48,165,20.5%,38.6%,40.9%,40.9%,20.5%,10.2%,15.0%,21.3%,33.1%,20.5%
622,1304398080,C. Tuupo,Chandler Tuupo,Tuupo,Chandler,1B,Charleston Southern University,CHSO,730194432,Charleston Southern,BBC,L,L,51,205,20.8%,38.3%,40.9%,40.9%,20.8%,12.8%,15.4%,22.8%,27.5%,21.5%
622,1086619809,D. Wentz,Dalton Wentz,Wentz,Dalton,3B,Wake Forest University,WAKE,730373376,Wake Forest,BBC,S,R,57,212,22.8%,39.6%,37.6%,40.9%,19.5%,10.7%,18.8%,26.2%,22.8%,21.5%
624,1237035776,B. Blandford,Bobby Blandford,Blandford,Bobby,RF,Fresno State,FRES,730384384,Fresno State,BBC,L,L,60,238,20.5%,38.6%,40.9%,40.9%,20.5%,8.5%,18.8%,25.6%,23.9%,23.3%
624,1263652608,N. Hosie,Nick Hosie,Hosie,Nick,C,Bradley University,BRAD,730253312,Bradley,BBC,L,R,46,155,29.1%,30.0%,40.9%,40.9%,29.1%,17.3%,20.9%,15.5%,22.7%,23.6%
626,1774937559,T. Head,Ty Head,Head,Ty,CF,North Carolina State University,NCST,730216448,North Carolina State,BBC,L,L,56,179,22.6%,36.5%,40.9%,40.9%,22.6%,14.5%,13.2%,19.5%,34.0%,18.9%
626,1361665055,E. Espinal,Edian Espinal,Espinal,Edian,2B,University of Central Florida,UCF,730256640,Central Florida,BBC,S,R,51,185,25.8%,36.5%,37.7%,40.9%,22.6%,13.2%,19.5%,23.9%,24.5%,18.9%
628,1248850176,B. DeLamielleure,Blake DeLamielleure,DeLamielleure,Blake,RF,Jacksonville University,JAC,730335488,Jacksonville,BBC,R,R,56,216,40.9%,38.0%,21.2%,40.9%,21.2%,23.4%,24.1%,25.5%,17.5%,9.5%
