Rank,playerId,abbrevName,playerFullName,player,playerFirstName,pos,newestTeamName,newestTeamAbbrevName,newestTeamId,newestTeamLocation,newestTeamLevel,batsHand,throwsHand,G,PA,P,InZone%,High%,VMid%,Low%,UpHalf%,LowHalf%,Inside%,HMid%,Outside%,InHalf%,OutHalf%
350,1237055488,C. Larson,Connor Larson,Larson,Connor,SS,University of Richmond,RICH,730171904,Richmond,BBC,R,R,50,187,664,43.4%,34.1%,26.6%,39.4%,46.7%,53.3%,27.2%,21.8%,51.0%,34.7%,65.3%
351,1310892544,K. Jones,Kennedy Jones,Jones,Kennedy,LF,University of South Carolina,SCAR,730348544,South Carolina,BBC,R,R,43,150,577,43.4%,28.7%,28.8%,42.5%,42.1%,57.9%,29.4%,23.8%,46.9%,39.7%,60.3%
352,1205026048,B. Bryan,Brooks Bryan,Bryan,Brooks,C,Troy University,TROY,730378496,Troy,BBC,L,R,60,276,1078,43.4%,27.3%,28.6%,44.1%,40.7%,59.3%,28.8%,23.7%,47.5%,39.9%,60.1%
353,1880556273,B. Edgmon,Blake Edgmon,Edgmon,Blake,3B,Charleston Southern University,CHSO,730194432,Charleston Southern,BBC,R,R,52,216,840,43.4%,33.1%,31.0%,35.9%,47.8%,52.2%,26.3%,24.2%,49.6%,37.9%,62.1%
354,1341740032,R. Dooley,Ryan Dooley,Dooley,Ryan,RF,James Madison University,JMU,730340096,James Madison,BBC,L,R,54,230,842,43.4%,25.1%,27.3%,47.6%,36.6%,63.4%,22.5%,26.0%,51.4%,34.2%,65.8%
354,1293885714,M. Tanaka,Makani Tanaka,Tanaka,Makani,CF,Oral Roberts University,ORU,730180096,Oral Roberts,BBC,L,R,59,267,1008,43.4%,29.3%,26.8%,43.9%,42.4%,57.6%,27.1%,22.6%,50.3%,38.4%,61.6%
356,1143107328,P. Lester,Parker Lester,Lester,Parker,1B,Mercer University,MER,730240512,Mercer,BBC,L,R,59,263,1019,43.4%,32.7%,27.4%,39.9%,44.7%,55.3%,24.4%,24.0%,51.7%,37.6%,62.4%
357,1075201536,C. Smith,Christian Smith,Smith,Christian,LF,High Point University,HP,730321152,High Point,BBC,L,L,58,252,1069,43.4%,30.2%,27.9%,41.9%,42.4%,57.6%,25.7%,26.1%,48.2%,38.7%,61.3%
358,1184445440,C. Troyer,Camden Troyer,Troyer,Camden,TWP,Liberty University,LIB,730156288,Liberty,BBC,L,L,56,251,1006,43.4%,26.2%,26.0%,47.8%,37.2%,62.8%,23.8%,24.6%,51.6%,34.7%,65.3%
359,1289245184,M. Voit,Mitch Voit,Voit,Mitch,2B,University of Michigan,MICH,2290,Michigan,BBC,R,R,56,261,922,43.4%,27.6%,28.0%,44.4%,40.8%,59.2%,28.4%,23.6%,47.9%,40.2%,59.8%
360,1082402560,R. Austin,RJ Austin,Austin,RJ,CF,Vanderbilt University,VAN,5046,Vanderbilt,BBC,R,R,59,267,1041,43.4%,25.8%,28.3%,45.9%,39.0%,61.0%,27.2%,24.3%,48.5%,38.6%,61.4%
361,1248450048,A. Stewart,Aiden Stewart,Stewart,Aiden,2B,University of Delaware,DEL,730203136,Delaware,BBC,L,R,53,243,1016,43.4%,29.9%,28.7%,41.4%,43.4%,56.6%,25.3%,22.6%,52.2%,35.1%,64.9%
362,1297493248,D. Thompson,Dalen Thompson,Thompson,Dalen,CF,Campbell University,CAMP,730187776,Campbell,BBC,R,R,51,231,839,43.4%,26.8%,28.3%,44.9%,39.3%,60.7%,23.7%,21.6%,54.8%,33.5%,66.5%
363,1202675968,P. Keighran,Patrick Keighran,Keighran,Patrick,3B,University of San Francisco,SF,730365696,San Francisco,BBC,R,R,45,193,824,43.4%,25.8%,27.3%,46.8%,40.5%,59.5%,21.9%,21.6%,56.5%,31.0%,69.0%
364,1182004481,B. Nace,Breckin Nace,Nace,Breckin,TWP,Radford University,RAD,730267392,Radford,BBC,L,L,51,232,902,43.4%,35.8%,30.1%,34.1%,50.6%,49.4%,25.4%,22.1%,52.5%,36.4%,63.6%
365,1332976128,J. Hopko,Jack Hopko,Hopko,Jack,LF,University of Rhode Island,URI,730163712,Rhode Island,BBC,L,L,59,278,1059,43.4%,29.1%,28.2%,42.6%,41.6%,58.4%,22.6%,22.5%,54.8%,34.2%,65.8%
366,1504306724,C. Maryniak,Connor Maryniak,Maryniak,Connor,SS,UNC Charlotte,CHAR,730214400,Charlotte,BBC,R,R,58,255,1001,43.4%,29.0%,26.8%,44.2%,41.4%,58.6%,27.9%,23.7%,48.4%,39.1%,60.9%
367,1099379456,B. Kettering,Brooks Kettering,Kettering,Brooks,2B,Southeast Missouri State University,SEMO,730168576,Southeast Missouri State,BBC,L,R,54,267,1077,43.4%,27.9%,25.0%,47.1%,38.7%,61.3%,25.1%,23.3%,51.6%,36.0%,64.0%
368,1251438592,R. Moerman,Ryan Moerman,Moerman,Ryan,LF,University of Mississippi,MISS,5322,Ole Miss,BBC,R,R,59,260,940,43.4%,31.9%,25.3%,42.8%,43.9%,56.1%,28.0%,22.2%,49.8%,38.7%,61.3%
369,1237035776,B. Blandford,Bobby Blandford,Blandford,Bobby,RF,Fresno State,FRES,730384384,Fresno State,BBC,L,L,60,272,1044,43.4%,31.4%,27.2%,41.4%,44.1%,55.9%,27.2%,20.8%,52.0%,36.3%,63.7%
370,1287367168,R. Weingartner,Ryan Weingartner,Weingartner,Ryan,SS,Penn State University,PSU,5326,Penn State,BBC,R,R,56,276,1053,43.4%,32.9%,27.1%,40.1%,46.3%,53.7%,25.4%,21.3%,53.3%,35.5%,64.5%
371,1198036992,Z. Daudet,Zach Daudet,Daudet,Zach,1B,Cal Poly,CP,5487,Cal Poly,BBC,R,R,53,236,875,43.5%,34.5%,24.4%,41.0%,46.5%,53.5%,29.1%,22.5%,48.4%,39.5%,60.5%
372,1257459968,J. Freeman,Jackson Freeman,Freeman,Jackson,RF,Northwestern University,NW,730247680,Northwestern,BBC,L,R,52,231,830,43.5%,28.9%,29.6%,41.5%,44.4%,55.6%,25.2%,22.7%,52.1%,36.9%,63.1%
373,1245115904,J. Crespo,Javier Crespo,Crespo,Javier,3B,Florida International University,FIU,4468,Florida International,BBC,R,R,48,186,718,43.5%,32.6%,28.0%,39.4%,47.0%,53.0%,25.2%,21.3%,53.4%,33.2%,66.8%
374,1279295744,G. Greger,Gavin Greger,Greger,Gavin,CF,Bryant University,BRY,730266880,Bryant,BBC,L,L,52,232,766,43.5%,27.5%,29.1%,43.5%,39.5%,60.5%,22.7%,23.1%,54.2%,34.1%,65.9%
375,1297511424,N. Brasher,Nathan Brasher,Brasher,Nathan,RF,Brown University,BRWN,730236160,Brown,BBC,R,R,39,179,662,43.5%,28.0%,28.1%,43.9%,41.9%,58.1%,28.4%,23.4%,48.1%,39.6%,60.4%
375,1210991872,M. Bardowell,Matthew Bardowell,Bardowell,Matthew,LF,Cal State Fullerton,CSF,5414,CSU Fullerton,BBC,R,R,52,241,895,43.5%,32.1%,25.4%,42.5%,43.9%,56.1%,26.9%,23.0%,50.1%,38.2%,61.8%
375,1290256128,C. Hage,Cole Hage,Hage,Cole,LF,University of Kentucky,UK,5362,Kentucky,BBC,R,R,56,252,951,43.5%,29.5%,30.3%,40.2%,42.4%,57.6%,30.3%,23.8%,45.9%,42.1%,57.9%
378,1187057152,C. Kashimoto,Cody Kashimoto,Kashimoto,Cody,2B,Saint Mary's College (CA),SMC,730288896,Saint Mary's,BBC,S,R,62,276,1097,43.5%,29.1%,27.7%,43.2%,43.1%,56.9%,25.7%,23.7%,50.6%,36.8%,63.2%
379,1237919488,S. Larranaga,Simon Larranaga,Larranaga,Simon,RF,McNeese State University,MCNS,730285056,McNeese State,BBC,R,R,40,153,607,43.5%,33.0%,25.7%,41.4%,45.3%,54.7%,28.3%,23.9%,47.8%,38.5%,61.5%
380,1078425600,M. Flaharty,Matt Flaharty,Flaharty,Matt,2B,University of Utah,UTAH,730328320,Utah,BBC,L,R,47,219,791,43.5%,35.0%,27.0%,38.0%,48.8%,51.2%,26.2%,22.7%,51.2%,36.6%,63.4%
381,1184451840,D. Wiley,David Wiley,Wiley,David,RF,Wofford College,WOF,730176512,Wofford,BBC,R,R,57,253,1029,43.5%,31.6%,28.7%,39.7%,45.6%,54.4%,24.6%,22.0%,53.4%,34.4%,65.6%
382,1150232064,R. Ayers,Robbie Ayers,Ayers,Robbie,C,Loyola Marymount University,LMU,730149120,Loyola Marymount,BBC,R,R,48,198,780,43.5%,30.6%,26.0%,43.4%,45.0%,55.0%,21.5%,21.1%,57.4%,30.8%,69.2%
383,1310333184,J. Krieg,Jacob Krieg,Krieg,Jacob,1B,Oregon State University,ORST,3111,Oregon State,BBC,R,R,59,242,991,43.5%,29.0%,26.9%,44.1%,41.5%,58.5%,23.3%,24.2%,52.5%,35.9%,64.1%
384,1251442944,G. Baldwin,Gavin Baldwin,Baldwin,Gavin,1B,Northern Illinois University,NIU,730386176,Northern Illinois,BBC,R,R,52,241,948,43.5%,28.0%,28.4%,43.6%,41.2%,58.8%,17.8%,22.4%,59.8%,28.4%,71.6%
385,1123965440,J. Lovich,Jackson Lovich,Lovich,Jackson,SS,University of Missouri,MIZZ,4806,Missouri,BBC,R,R,51,216,785,43.5%,30.1%,26.9%,43.0%,43.6%,56.4%,29.1%,20.9%,50.0%,38.8%,61.2%
386,1212036192,D. Johnson,Drew Johnson,Johnson,Drew,LF,Mercer University,MER,730240512,Mercer,BBC,L,R,59,237,914,43.5%,33.4%,24.5%,42.1%,44.9%,55.1%,23.3%,25.1%,51.6%,35.2%,64.8%
387,1099860992,C. Taggart,Casen Taggart,Taggart,Casen,1B,University of Washington,WASH,3110,Washington,BBC,L,R,50,226,1015,43.5%,29.8%,29.0%,41.2%,45.5%,54.5%,40.2%,24.4%,35.4%,53.1%,46.9%
388,1207820544,L. Hill,Luke Hill,Hill,Luke,3B,University of Mississippi,MISS,5322,Ole Miss,BBC,R,R,63,307,1138,43.5%,30.4%,24.6%,45.0%,41.9%,58.1%,29.3%,22.3%,48.5%,40.7%,59.3%
389,1342167992,B. Rogers,Brett Rogers,Rogers,Brett,RF,Middle Tennessee State University,MTU,730158336,Middle Tennessee State,BBC,L,R,48,188,665,43.5%,28.2%,28.2%,43.5%,42.4%,57.6%,25.3%,23.1%,51.6%,35.7%,64.3%
390,1130289408,R. Fenn,Ryan Fenn,Fenn,Ryan,2B,Cal Poly,CP,5487,Cal Poly,BBC,R,R,58,273,776,43.5%,31.8%,28.1%,40.1%,46.5%,53.5%,26.9%,22.6%,50.5%,37.4%,62.6%
391,1196809217,R. Reese,Ripken Reese,Reese,Ripken,2B,Kent State University,KENT,730315008,Kent State,BBC,S,R,45,147,561,43.5%,28.9%,30.3%,40.8%,44.3%,55.7%,25.4%,21.9%,52.7%,36.3%,63.7%
392,1099893760,I. Lane,Isaiah Lane,Lane,Isaiah,SS,University of San Diego,USD,5320,San Diego,BBC,R,R,52,245,1015,43.5%,32.0%,26.7%,41.3%,45.2%,54.8%,23.1%,20.0%,56.9%,33.5%,66.5%
393,1161276160,J. Halter,Jackson Halter,Halter,Jackson,RF,Marshall University,MRSH,730333696,Marshall,BBC,L,R,58,260,978,43.5%,29.1%,26.0%,45.0%,42.8%,57.2%,30.2%,23.2%,46.6%,42.2%,57.8%
394,1189127680,S. Meier,Steven Meier,Meier,Steven,CF,Troy University,TROY,730378496,Troy,BBC,L,L,57,275,1013,43.5%,29.8%,26.0%,44.3%,40.6%,59.4%,31.2%,22.0%,46.7%,41.9%,58.1%
395,1310320640,B. Blaser,Bryce Blaser,Blaser,Bryce,LF,University of Louisiana at Monroe,ULM,730362880,UL Monroe,BBC,L,R,53,228,820,43.5%,22.2%,27.9%,49.9%,34.9%,65.1%,27.0%,24.6%,48.4%,38.9%,61.1%
396,1200816384,E. Pelayo,Elijah Pelayo,Pelayo,Elijah,SS,CSU Bakersfield,CSB,730283008,CSU Bakersfield,BBC,R,R,56,232,885,43.5%,27.4%,29.4%,43.2%,42.9%,57.1%,23.5%,24.4%,52.1%,36.3%,63.7%
397,1237406976,J. Pearson,Josh Pearson,Pearson,Josh,RF,Louisiana State University,LSU,5323,Louisiana State,BBC,L,R,55,178,695,43.5%,30.2%,30.6%,39.1%,46.0%,54.0%,26.4%,23.3%,50.3%,35.6%,64.4%
398,1140688384,J. Stadler,Jake Stadler,Stadler,Jake,C,"Indiana University, Bloomington",IND,4866,Indiana,BBC,L,R,44,140,482,43.6%,32.3%,26.8%,40.8%,45.9%,54.1%,28.3%,22.6%,49.0%,39.7%,60.3%
399,1101468928,J. Smith,JP Smith,Smith,JP,1B,Sacramento State University,SAC,730293760,Sacramento State,BBC,R,R,58,271,1001,43.6%,27.6%,26.5%,45.9%,42.1%,57.9%,24.6%,20.8%,54.6%,34.7%,65.3%
400,1342170433,C. Burdette,Clay Burdette,Burdette,Clay,RF,Xavier University,XAV,5464,Xavier,BBC,R,R,56,243,864,43.6%,26.3%,28.1%,45.6%,40.4%,59.6%,24.6%,24.7%,50.7%,34.3%,65.7%
401,1342167966,M. Galvin,Max Galvin,Galvin,Max,LF,University of Miami,MIA,236,Miami,BBC,L,L,60,255,914,43.6%,31.4%,30.2%,38.4%,46.6%,53.4%,23.5%,23.4%,53.1%,33.0%,67.0%
402,1263483648,B. Ahalt,Brett Ahalt,Ahalt,Brett,CF,Towson University,TOWS,730318336,Towson,BBC,L,R,53,213,792,43.6%,27.8%,28.1%,44.0%,42.4%,57.6%,25.6%,25.0%,49.4%,37.0%,63.0%
403,1264004096,T. OConnor,Tommy OConnor,OConnor,Tommy,1B,University of Cincinnati,CIN,5465,Cincinnati,BBC,L,L,50,212,896,43.6%,27.9%,26.6%,45.5%,39.1%,60.9%,26.7%,24.1%,49.2%,37.8%,62.2%
404,1028221213,R. Harmon,Reese Harmon,Harmon,Reese,3B,Seattle University,SEA,4504,Seattle,BBC,L,R,52,228,817,43.6%,26.9%,28.4%,44.7%,41.4%,58.6%,21.1%,25.0%,53.9%,32.0%,68.0%
405,1990938318,R. Sasaki,Rintaro Sasaki,Sasaki,Rintaro,1B,Stanford University,STAN,730251264,Stanford,BBC,L,R,52,236,869,43.6%,33.7%,27.5%,38.8%,47.3%,52.7%,27.5%,24.6%,48.0%,37.9%,62.1%
406,1948744121,L. Johnson,Landen Johnson,Johnson,Landen,1B,High Point University,HP,730321152,High Point,BBC,L,L,57,272,1039,43.6%,28.3%,30.7%,41.0%,43.7%,56.3%,24.1%,27.2%,48.7%,36.0%,64.0%
407,1230703360,B. Dowd,Brayden Dowd,Dowd,Brayden,CF,University of Southern California,USC,5047,USC,BBC,L,L,58,279,1083,43.6%,29.2%,28.0%,42.7%,42.3%,57.7%,26.3%,23.1%,50.7%,37.4%,62.6%
408,1281635328,W. Asby,Will Asby,Asby,Will,RF,University of New Mexico,UNM,730153472,New Mexico,BBC,L,R,51,255,901,43.6%,28.6%,28.0%,43.5%,42.4%,57.6%,22.5%,25.0%,52.5%,34.1%,65.9%
409,1085543680,B. Niednagel,Ben Niednagel,Niednagel,Ben,SS,Air Force Academy,AFA,730205440,Air Force,BBC,L,R,51,198,753,43.6%,29.6%,29.4%,41.0%,42.5%,57.5%,21.6%,24.0%,54.4%,33.9%,66.1%
410,1297003776,J. Woodall,JD Woodall,Woodall,JD,LF,Davidson College,DAV,730363136,Davidson,BBC,R,R,44,146,664,43.6%,29.4%,29.6%,41.0%,44.1%,55.9%,23.0%,24.3%,52.7%,34.3%,65.7%
411,1577654543,A. Walters,Andrew Walters,Walters,Andrew,3B,California Baptist University,CBU,5091,California Baptist,BBC,R,R,52,216,806,43.6%,30.4%,28.8%,40.8%,45.2%,54.8%,25.9%,20.8%,53.2%,36.7%,63.3%
412,1204942080,J. Poist,Jack Poist,Poist,Jack,LF,University of Akron,AKR,540536064,Akron,BBC,L,R,50,235,887,43.6%,32.7%,26.9%,40.3%,45.2%,54.8%,21.2%,23.4%,55.5%,32.0%,68.0%
413,1299974400,H. Klotz,Hunter Klotz,Klotz,Hunter,1B,Kent State University,KENT,730315008,Kent State,BBC,L,R,49,201,835,43.6%,28.6%,27.2%,44.2%,41.9%,58.1%,20.2%,22.3%,57.5%,30.6%,69.4%
414,1463705968,A. Becker,Andrew Becker,Becker,Andrew,LF,Cal State-Northridge,CSN,730380032,CSU Northridge,BBC,L,L,46,204,739,43.6%,26.7%,27.7%,45.5%,39.1%,60.9%,19.6%,22.7%,57.7%,30.8%,69.2%
415,1091989248,J. Yakubinis,J.D. Yakubinis,Yakubinis,J.D.,C,East Tennessee State University,ETSU,4844,East Tennessee State,BBC,R,R,56,229,841,43.6%,28.5%,29.3%,42.1%,41.7%,58.3%,28.7%,21.9%,49.4%,38.5%,61.5%
416,1289775616,J. Tobias,Jacob Tobias,Tobias,Jacob,RF,Lipscomb University,LIP,730307072,Lipscomb,BBC,L,R,46,157,644,43.6%,29.5%,25.4%,45.0%,40.5%,59.5%,25.6%,26.5%,47.9%,37.8%,62.2%
417,1241783808,M. Sanford,Mitchell Sanford,Sanford,Mitchell,RF,University of Mississippi,MISS,5322,Ole Miss,BBC,L,R,64,298,1133,43.6%,29.4%,29.0%,41.6%,44.0%,56.0%,27.9%,23.3%,48.8%,37.5%,62.5%
418,1154033664,J. Jackson,Jake Jackson,Jackson,Jake,CF,San Diego State University,SDSU,730218496,San Diego State,BBC,R,R,58,238,866,43.6%,34.8%,27.5%,37.8%,45.9%,54.1%,25.3%,21.9%,52.8%,35.0%,65.0%
419,1260774912,P. Picot,Parker Picot,Picot,Parker,RF,Michigan State University,MSU,1551,Michigan State,BBC,R,R,52,209,764,43.6%,31.9%,25.3%,42.8%,45.5%,54.5%,27.1%,24.9%,48.0%,39.5%,60.5%
420,1214275584,J. Nelson,James Nelson,Nelson,James,RF,Longwood University,LONG,730219264,Longwood,BBC,L,L,50,226,802,43.6%,30.3%,27.7%,41.9%,45.0%,55.0%,24.4%,24.4%,51.2%,36.3%,63.7%
421,1077535470,T. Lucas,Trevor Lucas,Lucas,Trevor,3B,UNC Wilmington,UNCW,730229504,UNC Wilmington,BBC,R,R,58,272,1090,43.6%,26.7%,28.1%,45.2%,40.2%,59.8%,22.2%,21.5%,56.3%,32.6%,67.4%
422,1279343616,T. Albright,Tyler Albright,Albright,Tyler,LF,Duke University,DUKE,730336256,Duke,BBC,R,L,62,286,1119,43.6%,25.4%,26.8%,47.8%,37.3%,62.7%,28.7%,22.6%,48.7%,39.3%,60.7%
423,1162512640,T. Armstrong,Tyce Armstrong,Armstrong,Tyce,RF,University of Texas-Arlington,UTA,5324,UT Arlington,BBC,R,R,54,246,957,43.6%,26.7%,24.8%,48.5%,38.6%,61.4%,23.0%,24.1%,52.9%,34.2%,65.8%
424,1298084864,N. Hall,Nathan Hall,Hall,Nathan,CF,University of South Carolina,SCAR,730348544,South Carolina,BBC,R,R,54,239,826,43.6%,31.0%,27.2%,41.8%,44.0%,56.0%,28.4%,22.8%,48.7%,39.5%,60.5%
425,1310689792,C. McHugh,Chris McHugh,McHugh,Chris,1B,North Carolina State University,NCST,730216448,North Carolina State,BBC,R,R,53,236,851,43.6%,24.8%,27.2%,48.0%,38.1%,61.9%,24.2%,23.9%,51.9%,36.6%,63.4%
426,1265468416,J. Bach,Jordan Bach,Bach,Jordan,CF,Southern Illinois University,SIU,730349824,Southern Illinois,BBC,L,R,56,279,1013,43.6%,30.0%,28.2%,41.8%,43.8%,56.2%,22.7%,23.1%,54.2%,33.6%,66.4%
427,1152866048,T. Garrish,Tripp Garrish,Garrish,Tripp,RF,Air Force Academy,AFA,730205440,Air Force,BBC,L,L,54,235,976,43.6%,29.5%,29.9%,40.6%,44.6%,55.4%,26.7%,22.1%,51.2%,36.3%,63.7%
428,1692368056,V. Feliciano,Vicente Feliciano,Feliciano,Vicente,2B,Seattle University,SEA,4504,Seattle,BBC,L,R,49,197,697,43.6%,27.6%,26.3%,46.2%,40.3%,59.7%,21.9%,24.1%,54.0%,34.6%,65.4%
429,1310833152,A. McAskie,Aidan McAskie,McAskie,Aidan,RF,Charleston Southern University,CHSO,730194432,Charleston Southern,BBC,L,R,53,237,884,43.6%,30.7%,30.1%,39.2%,44.0%,56.0%,20.9%,23.2%,55.9%,33.4%,66.6%
430,1159606016,J. Neff,Jason Neff,Neff,Jason,C,Villanova University,VILL,730278400,Villanova,BBC,R,R,49,217,824,43.6%,33.2%,27.6%,39.2%,46.4%,53.6%,24.3%,24.9%,50.8%,36.7%,63.3%
431,1310896128,S. Tackett,Sam Tackett,Tackett,Sam,RF,Virginia Tech,VT,2293,Virginia Tech,BBC,R,R,56,236,969,43.7%,28.0%,25.8%,46.2%,40.0%,60.0%,31.7%,21.9%,46.4%,42.6%,57.4%
432,1210145536,T. Rank,Treyton Rank,Rank,Treyton,1B,Rice University,RICE,2352,Rice,BBC,R,R,53,198,793,43.7%,28.4%,27.0%,44.5%,39.7%,60.3%,27.4%,26.1%,46.4%,41.1%,58.9%
433,1239086592,T. Fenderson,Trey Fenderson,Fenderson,Trey,2B,Presbyterian College,PRE,730184192,Presbyterian,BBC,R,R,51,202,741,43.7%,32.2%,27.6%,40.2%,45.3%,54.7%,28.0%,22.4%,49.7%,40.1%,59.9%
434,1616148122,C. Rembert,Chris Rembert,Rembert,Chris,2B,Auburn University,AUB,5466,Auburn,BBC,R,R,56,260,979,43.7%,30.7%,27.0%,42.3%,44.0%,56.0%,25.4%,24.4%,50.2%,36.0%,64.0%
435,1061039381,J. Souders,Jake Souders,Souders,Jake,RF,Samford University,SAM,730386432,Samford,BBC,R,R,57,253,935,43.7%,27.5%,26.0%,46.5%,38.3%,61.7%,28.6%,22.6%,48.8%,38.6%,61.4%
436,1084056064,D. Ornelas,Devan Ornelas,Ornelas,Devan,CF,Loyola Marymount University,LMU,730149120,Loyola Marymount,BBC,L,R,57,254,896,43.7%,30.0%,24.2%,45.8%,41.3%,58.7%,24.6%,23.0%,52.3%,33.9%,66.1%
437,1307650560,J. Sheffield,Jaden Sheffield,Sheffield,Jaden,LF,Georgetown University,GTWN,2330,Georgetown,BBC,R,R,44,155,475,43.7%,26.9%,27.3%,45.7%,37.6%,62.4%,24.1%,25.7%,50.2%,36.3%,63.7%
438,1101605632,A. Matias,Andres Matias,Matias,Andres,SS,Austin Peay State University,PEAY,730219520,Austin Peay,BBC,R,R,55,227,820,43.7%,33.4%,25.6%,41.0%,46.1%,53.9%,27.8%,22.1%,50.1%,36.8%,63.2%
439,1153713408,A. Walton,Aaron Walton,Walton,Aaron,CF,University of Arizona,ARIZ,232,Arizona,BBC,R,R,65,311,1143,43.7%,29.4%,22.8%,47.8%,39.5%,60.5%,25.1%,23.7%,51.2%,37.1%,62.9%
440,1795910842,N. Castellon,Nate Castellon,Castellon,Nate,SS,Cal Poly,CP,5487,Cal Poly,BBC,R,R,61,265,886,43.7%,34.1%,28.2%,37.7%,47.8%,52.2%,22.2%,22.9%,54.9%,32.7%,67.3%
441,1310055424,B. Benton,Braden Benton,Benton,Braden,1B,Northwestern State University,NWST,730255872,Northwestern State,BBC,R,R,51,201,786,43.7%,27.0%,27.9%,45.1%,41.5%,58.5%,23.9%,23.5%,52.5%,35.1%,64.9%
442,1794591419,G. Gallagher,Grant Gallagher,Gallagher,Grant,3B,East Tennessee State University,ETSU,4844,East Tennessee State,BBC,R,R,58,256,1154,43.7%,28.2%,25.4%,46.4%,41.2%,58.8%,26.3%,23.7%,50.0%,38.0%,62.0%
443,1278204928,D. Pacella,Daniel Pacella,Pacella,Daniel,LF,Illinois State University,ILST,730258944,Illinois State,BBC,L,L,56,268,919,43.7%,26.1%,30.1%,43.8%,40.3%,59.7%,23.3%,22.7%,53.9%,32.5%,67.5%
444,1268336640,B. Cannon,Bryce Cannon,Cannon,Bryce,1B,Southeast Missouri State University,SEMO,730168576,Southeast Missouri State,BBC,L,L,55,259,961,43.7%,24.7%,24.1%,51.2%,35.9%,64.1%,26.2%,25.1%,48.7%,37.8%,62.2%
445,1318652416,T. Cohen,Trevor Cohen,Cohen,Trevor,RF,Rutgers University,RUTG,730229248,Rutgers,BBC,L,L,57,273,962,43.7%,27.0%,28.7%,44.2%,39.8%,60.2%,27.9%,23.3%,48.8%,38.8%,61.2%
446,1142791936,I. Humphrey,Isaac Humphrey,Humphrey,Isaac,CF,University of Mississippi,MISS,5322,Ole Miss,BBC,L,L,63,284,1137,43.7%,27.8%,28.7%,43.5%,41.2%,58.8%,26.5%,25.0%,48.5%,37.3%,62.7%
447,1335543552,J. Correa,Juan Correa,Correa,Juan,1B,Appalachian State University,APP,730240256,Appalachian State,BBC,R,R,48,218,778,43.7%,24.1%,26.4%,49.5%,38.0%,62.0%,27.6%,21.6%,50.8%,39.5%,60.5%
448,1301047808,E. Ott,Ethan Ott,Ott,Ethan,1B,University of New Mexico,UNM,730153472,New Mexico,BBC,R,R,48,228,794,43.7%,28.5%,27.9%,43.6%,40.5%,59.5%,25.6%,21.1%,53.3%,35.7%,64.3%
449,1342167303,C. Munster,Cayden Munster,Munster,Cayden,1B,Fresno State,FRES,730384384,Fresno State,BBC,L,R,52,205,809,43.7%,28.1%,27.2%,44.6%,39.8%,60.2%,29.9%,24.5%,45.6%,42.7%,57.3%
450,1162078209,C. Williams,Cooper Williams,Williams,Cooper,2B,Kennesaw State University,KENN,730197504,Kennesaw State,BBC,L,R,46,197,714,43.7%,31.7%,22.2%,46.2%,41.9%,58.1%,28.2%,22.7%,49.1%,37.7%,62.3%
451,1193792412,D. Vachini,Dante Vachini,Vachini,Dante,LF,Cal Poly,CP,5487,Cal Poly,BBC,L,R,61,258,973,43.7%,30.2%,25.9%,44.0%,44.2%,55.8%,29.6%,23.7%,46.7%,40.7%,59.3%
452,1279343872,J. Kail,Jack Kail,Kail,Jack,2B,Columbia University,CLMB,730319104,Columbia,BBC,L,R,49,228,790,43.8%,29.2%,30.5%,40.4%,46.0%,54.0%,27.0%,22.7%,50.4%,37.8%,62.2%
452,1018912519,K. Ishikawa,Kenny Ishikawa,Ishikawa,Kenny,TWP,Seattle University,SEA,4504,Seattle,BBC,L,L,52,238,853,43.8%,26.2%,29.3%,44.4%,40.6%,59.4%,23.0%,21.7%,55.3%,33.8%,66.2%
454,1263449344,B. Lesher,Brett Lesher,Lesher,Brett,SS,University of Delaware,DEL,730203136,Delaware,BBC,R,R,53,232,906,43.8%,34.3%,26.9%,38.8%,47.3%,52.7%,27.0%,23.0%,49.9%,37.3%,62.7%
455,1207845632,G. Collins,Gavin Collins,Collins,Gavin,LF,University of Pennsylvania,PENN,730292224,Pennsylvania,BBC,R,L,41,189,781,43.8%,31.8%,23.0%,45.2%,43.4%,56.6%,31.3%,23.6%,45.1%,42.6%,57.4%
456,1342170651,B. Rudisill,Bryce Rudisill,Rudisill,Bryce,1B,Mount St. Mary's University,MSM,730291712,Mount St. Mary's,BBC,L,R,49,225,776,43.8%,27.6%,31.6%,40.8%,41.4%,58.6%,19.9%,21.0%,59.1%,29.2%,70.8%
457,1263372032,G. Noriega,Gavin Noriega,Noriega,Gavin,LF,Bryant University,BRY,730266880,Bryant,BBC,L,L,53,246,820,43.8%,25.9%,30.2%,43.9%,38.9%,61.1%,22.3%,22.6%,55.1%,32.8%,67.2%
458,1670795408,B. Thomas,Brady Thomas,Thomas,Brady,1B,Jacksonville State University,JVST,730225408,Jacksonville State,BBC,L,R,47,175,746,43.8%,26.7%,28.3%,45.0%,40.9%,59.1%,25.3%,21.5%,53.1%,36.6%,63.4%
459,1332973312,A. Agresti,Adam Agresti,Agresti,Adam,C,St. John's University (NY),SJU,4285,St. John's,BBC,R,R,40,178,747,43.8%,37.7%,24.6%,37.7%,49.0%,51.0%,26.4%,20.9%,52.8%,37.1%,62.9%
