Rank,playerId,abbrevName,playerFullName,player,playerFirstName,pos,newestTeamName,newestTeamAbbrevName,newestTeamId,newestTeamLocation,newestTeamLevel,batsHand,throwsHand,G,PA,P,Swing#,Miss#,Strike#,InPlay#,Foul#,InZone#,Chase#,CallStrk#
1315,1262020096,M. Namie,Mitch Namie,Namie,Mitch,LF,New Mexico State University,NMSU,730302720,New Mexico State,BBC,L,R,55,258,979,461,107,580,181,173,390,131,119
1315,1162239232,A. Jimenez,Antonio Jimenez,Jimenez,Antonio,SS,University of Central Florida,UCF,730256640,Central Florida,BBC,R,R,55,242,869,379,77,542,166,136,390,123,163
1315,1141432832,M. Brown,Michael Brown,Brown,Michael,SS,Hofstra University,HOF,730245120,Hofstra,BBC,S,R,53,220,842,330,55,500,159,116,390,68,170
1315,1268368896,R. Pierce,Ryan Pierce,Pierce,Ryan,3B,Saint Mary's College (CA),SMC,730288896,Saint Mary's,BBC,R,R,61,275,1005,553,134,666,201,218,390,243,113
1315,1195553024,A. Benhardt,Alan Benhardt,Benhardt,Alan,1B,Winthrop University,WIN,730294784,Winthrop,BBC,L,L,57,259,888,399,53,549,189,157,390,129,150
1315,1247518976,T. Tracy,Tab Tracy,Tracy,Tab,CF,Lamar University,LAM,730162432,Lamar,BBC,L,L,53,233,871,367,47,510,163,157,390,104,143
1315,1004169216,N. Vargas,Nate Vargas,Vargas,Nate,C,UC Santa Barbara,UCSB,730364160,UC Santa Barbara,BBC,L,R,54,244,909,383,82,550,171,130,390,99,167
1325,1152866048,T. Garrish,Tripp Garrish,Garrish,Tripp,RF,Air Force Academy,AFA,730205440,Air Force,BBC,L,L,54,235,976,377,130,563,120,127,391,102,186
1325,1201261824,T. Cerny,Tyler Cerny,Cerny,Tyler,SS,"Indiana University, Bloomington",IND,4866,Indiana,BBC,R,R,55,244,869,451,107,559,171,173,391,143,108
1325,1233812992,D. Kordic,Dylan Kordic,Kordic,Dylan,RF,Cal Poly,CP,5487,Cal Poly,BBC,L,R,58,239,905,407,103,566,159,145,391,133,159
1325,1162347776,A. Sosa,Alex Sosa,Sosa,Alex,C,North Carolina State University,NCST,730216448,North Carolina State,BBC,L,R,52,228,942,371,94,539,142,135,391,134,168
1325,1289245184,M. Voit,Mitch Voit,Voit,Mitch,2B,University of Michigan,MICH,2290,Michigan,BBC,R,R,56,261,922,409,84,536,176,149,391,123,127
1325,1258114566,J. Thomas,Justin Thomas,Thomas,Justin,CF,University of Arkansas,ARK,3375,Arkansas,BBC,R,R,62,214,832,338,91,493,123,124,391,78,155
1325,1032174369,B. Johnston,Brodie Johnston,Johnston,Brodie,3B,Vanderbilt University,VAN,5046,Vanderbilt,BBC,R,R,56,240,934,505,169,623,159,177,391,210,118
1332,1156909312,N. Cadena,Nathan Cadena,Cadena,Nathan,1B,Long Beach State University,LBSU,730224128,Long Beach State,BBC,R,R,53,235,892,398,105,564,137,156,392,104,166
1332,1263352576,K. Jones,Kevin Jones,Jones,Kevin,SS,UNC Wilmington,UNCW,730229504,UNC Wilmington,BBC,R,R,58,257,911,383,87,569,178,118,392,125,186
1332,1152952832,D. Zirwas,Devan Zirwas,Zirwas,Devan,1B,Eastern Michigan University,EMU,5385,Eastern Michigan,BBC,L,L,51,243,970,355,65,582,170,120,392,76,227
1332,1234004480,T. Bishop,Tyler Bishop,Bishop,Tyler,1B,University of Nebraska-Omaha,NEOM,730235648,Omaha,BBC,R,R,50,229,849,382,83,540,157,142,392,101,158
1332,1099661312,J. DeCriscio,Justin DeCriscio,DeCriscio,Justin,SS,North Carolina State University,NCST,730216448,North Carolina State,BBC,R,R,52,231,863,310,43,502,176,91,392,89,192
1332,1273292800,J. Vastine,Jonathan Vastine,Vastine,Jonathan,SS,Vanderbilt University,VAN,5046,Vanderbilt,BBC,L,R,60,232,900,402,148,546,134,120,392,144,144
1332,1661336148,D. Toigo,Dean Toigo,Toigo,Dean,RF,UNLV,UNLV,730161664,UNLV,BBC,L,R,54,255,931,444,97,582,185,162,392,160,138
1339,1259961344,C. Meglio,Charlie Meglio,Meglio,Charlie,3B,Campbell University,CAMP,730187776,Campbell,BBC,R,R,56,238,905,382,90,543,169,123,393,120,161
1339,1262664192,K. Milewski,Kevin Milewsky,Milewski,Kevin,C,Seton Hall University,HALL,730272512,Seton Hall,BBC,R,R,52,233,923,427,115,550,146,166,393,120,123
1339,1341347072,P. Knott,Preston Knott,Knott,Preston,LF,Northwestern University,NW,730247680,Northwestern,BBC,L,R,52,233,878,379,65,513,167,147,393,101,134
1339,1310670336,L. Trippel,Lance Trippel,Trippel,Lance,C,University of South Florida,USF,2292,South Florida,BBC,R,R,51,219,848,319,75,502,145,99,393,80,183
1339,1197623808,C. Smith,Christian Smith,Smith,Christian,C,Quinnipiac University,QUIN,730386688,Quinnipiac,BBC,R,R,56,262,913,385,85,535,179,121,393,70,150
1339,1093162496,C. Borba,Casey Borba,Borba,Casey,3B,University of Texas,TEX,245,Texas,BBC,R,R,51,200,854,260,55,490,116,89,393,74,230
1339,1178073344,A. Taurek,Aiden Taurek,Taurek,Aiden,LF,Saint Mary's College (CA),SMC,730288896,Saint Mary's,BBC,R,R,61,273,944,444,67,583,211,166,393,125,139
1339,1342168678,A. Howard,Aden Howard,Howard,Aden,CF,University of San Diego,USD,5320,San Diego,BBC,S,R,56,234,854,416,118,583,148,150,393,148,167
1339,1028338326,J. Davis,Jared Davis,Davis,Jared,2B,Virginia Tech,VT,2293,Virginia Tech,BBC,R,R,54,239,844,376,98,535,173,105,393,135,159
1348,1153296384,T. Thach,Tanner Thach,Thach,Tanner,1B,UNC Wilmington,UNCW,730229504,UNC Wilmington,BBC,L,L,58,277,1021,504,98,643,201,205,394,201,139
1348,1161276160,J. Halter,Jackson Halter,Halter,Jackson,RF,Marshall University,MRSH,730333696,Marshall,BBC,L,R,58,260,978,413,73,562,187,153,394,108,149
1348,1273111808,K. West,Kyle West,West,Kyle,LF,West Virginia University,WVU,5327,West Virginia,BBC,L,R,59,236,974,403,104,548,142,157,394,138,145
1348,1583561964,J. Poturnak,Jakob Poturnak,Poturnak,Jakob,3B,Sacramento State University,SAC,730293760,Sacramento State,BBC,R,R,58,255,882,457,138,586,174,145,394,159,129
1348,1344799621,S. Christiansen,Sam Christiansen,Christiansen,Sam,RF,University of Oklahoma,OKLA,730294528,Oklahoma,BBC,L,L,55,231,979,368,111,521,111,146,394,83,153
1348,1391146306,N. Franco,Noah Franco,Franco,Noah,TWP,Texas Christian University,TCU,5045,TCU,BBC,L,L,56,250,962,463,145,609,156,162,394,185,146
1354,1162433792,O. McElfatrick,Owen McElfatrick,McElfatrick,Owen,3B,Northwestern University,NW,730247680,Northwestern,BBC,R,R,51,229,894,377,86,540,151,140,395,130,163
1354,1310590976,W. Barron,Walker Barron,Barron,Walker,C,East Carolina University,ECU,730270720,East Carolina,BBC,R,R,62,242,882,386,81,571,176,129,395,124,185
1354,1257493248,J. Castagnola,James Castagnola,Castagnola,James,1B,UC Irvine,UCI,3031,UC Irvine,BBC,R,R,49,199,782,299,65,460,124,110,395,53,161
1354,1167266816,S. Penney,Scott Penney,Penney,Scott,2B,University of Rhode Island,URI,730163712,Rhode Island,BBC,L,R,56,238,954,374,71,570,165,138,395,111,196
1354,1288363008,J. Taylor,JT Taylor,Taylor,JT,SS,North Carolina A&T State University,NCAT,730372352,North Carolina A&T,BBC,R,R,51,223,791,426,138,527,146,142,395,102,101
1354,1576437199,W. Maginnis,William Maginnis,Maginnis,William,1B,Georgia State University,GAST,730239744,Georgia State,BBC,R,R,56,257,935,334,56,561,171,107,395,88,227
1354,1530212273,J. Allen,J.C. Allen,Allen,J.C.,3B,UC San Diego,UCSD,730348032,UC San Diego,BBC,R,R,48,218,848,377,114,528,136,127,395,109,151
1354,1427294375,J. Smith,Jonathan Smith,Smith,Jonathan,LF,San Diego State University,SDSU,730218496,San Diego State,BBC,S,R,54,225,853,364,95,516,154,115,395,85,152
1354,1203917596,J. Wakefield,Josh Wakefield,Wakefield,Josh,RF,Grand Canyon University,GC,5310,Grand Canyon,BBC,L,L,50,228,884,399,70,533,163,166,395,109,134
1363,1315667712,J. Hefft,JP Hefft,Hefft,JP,2B,UNLV,UNLV,730161664,UNLV,BBC,R,R,52,245,885,324,39,531,185,100,396,76,207
1363,1327586560,D. Holmes,Derek Holmes,Holmes,Derek,2B,College of William & Mary,WM,730232064,William & Mary,BBC,R,R,54,235,830,364,54,523,192,118,396,89,159
1363,1236944640,A. Lodise,Alex Lodise,Lodise,Alex,SS,Florida State University,FSU,101,Florida State,BBC,R,R,58,275,1002,525,141,608,188,196,396,190,83
1363,1081123840,Z. Kovalchik,Zack Kovalchik,Kovalchik,Zack,CF,Sacred Heart University,SHU,730194944,Sacred Heart,BBC,R,R,51,220,781,303,47,453,148,108,396,45,150
1363,1324040960,C. ONeal,Connor ONeal,ONeal,Connor,C,Southeastern Louisiana University,SELA,730209280,Southeastern Louisiana,BBC,L,R,52,231,966,344,91,523,124,129,396,81,179
1363,1334298880,N. Furcht,Noah Furcht,Furcht,Noah,RF,UNC Charlotte,CHAR,730214400,Charlotte,BBC,R,R,58,257,961,445,154,587,150,141,396,163,142
1363,1202718208,E. Dempsey,Evan Dempsey,Dempsey,Evan,TWP,Florida Gulf Coast University,FGCU,4964,Florida Gulf Coast,BBC,L,R,60,267,940,442,60,590,210,172,396,148,148
1363,1142128384,C. Tufano,Cristino Tufano,Tufano,Cristino,SS,George Washington University,GW,730249216,George Washington,BBC,R,R,53,230,892,342,33,508,173,136,396,72,166
1363,1207821568,C. Stelly,Caleb Stelly,Stelly,Caleb,CF,University of Louisiana at Lafayette,ULL,5075,Louisiana,BBC,R,R,57,246,973,417,107,573,161,149,396,134,156
1363,1251438849,M. Lytle,Mason Lytle,Lytle,Mason,CF,UTSA,UTSA,730373120,UTSA,BBC,R,R,62,309,973,487,58,622,253,176,396,177,135
1363,1301146368,M. King,Matt King,King,Matt,SS,Arizona State University,ASU,5035,Arizona State,BBC,R,R,56,250,870,428,86,532,201,141,396,125,104
1363,1334301184,B. Vujovich,Ben Vujovich,Vujovich,Ben,RF,University of St. Thomas (Minn.),UOST,730200320,University of St. Thomas (Minn.),BBC,L,R,50,219,803,376,72,517,162,142,396,96,141
1363,1207471872,B. Kresser,Brodie Kresser,Kresser,Brodie,SS,West Virginia University,WVU,5327,West Virginia,BBC,R,R,59,257,910,403,68,570,184,151,396,132,167
1363,1310330880,E. Snow,Eric Snow,Snow,Eric,3B,Auburn University,AUB,5466,Auburn,BBC,R,R,57,253,866,378,54,527,191,133,396,102,149
1363,1285784320,L. Frei,Landon Frei,Frei,Landon,2B,Utah Valley University,UVU,730263552,Utah Valley,BBC,R,R,61,294,1024,378,70,551,202,106,396,78,173
1363,1162558208,N. Chronis,Nate Chronis,Chronis,Nate,C,Winthrop University,WIN,730294784,Winthrop,BBC,R,R,57,234,902,367,64,530,163,140,396,101,163
1363,1990583503,N. Savoie,Nate Savoie,Savoie,Nate,LF,Loyola Marymount University,LMU,730149120,Loyola Marymount,BBC,R,R,53,232,870,412,100,560,158,154,396,133,148
1363,1656989942,R. Lujo,Rylan Lujo,Lujo,Rylan,3B,University of Dayton,DAY,730194688,Dayton,BBC,R,R,58,277,910,426,51,552,224,151,396,111,126
1381,1100228608,M. Ball,Michael Ball,Ball,Michael,SS,University of Nevada,NEV,4784,Nevada,BBC,R,R,55,260,878,429,85,551,205,139,397,127,122
1381,1162560000,G. Lewis Jr.,Gavin Lewis Jr.,Lewis Jr.,Gavin,SS,UAB,UAB,730345984,UAB,BBC,R,R,52,223,833,349,65,502,171,113,397,81,153
1381,1291203328,C. McChesney,Crew McChesney,McChesney,Crew,CF,Brigham Young University,BYU,730257152,BYU,BBC,L,R,52,242,927,403,117,543,153,133,397,105,140
1381,1260855040,L. Masiuk,Luke Masiuk,Masiuk,Luke,RF,Hofstra University,HOF,730245120,Hofstra,BBC,R,R,53,230,871,415,121,549,143,151,397,109,134
1381,1132706560,V. Valincius,Vytas Valincius,Valincius,Vytas,LF,University of Illinois,ILL,730163456,Illinois,BBC,R,R,53,242,901,375,76,531,180,119,397,90,156
1381,1279221760,C. Thibodeaux,Cardell Thibodeaux,Thibodeaux,Cardell,LF,Southern University,SOU,4767,Southern,BBC,L,L,49,238,868,343,64,477,166,113,397,56,134
1381,1096810240,Z. Zyons,Zac Zyons,Zyons,Zac,SS,Bryant University,BRY,730266880,Bryant,BBC,L,R,52,245,885,418,101,528,158,159,397,117,110
1381,1222899968,M. Ali,Marco Ali,Ali,Marco,2B,Seton Hall University,HALL,730272512,Seton Hall,BBC,R,R,53,233,868,380,60,534,175,145,397,82,154
1381,1576528848,C. Hegwood,Colton Hegwood,Hegwood,Colton,RF,Jacksonville State University,JVST,730225408,Jacksonville State,BBC,L,R,59,235,901,422,96,572,155,171,397,136,150
1381,1302717816,L. Hairston,Landon Hairston,Hairston,Landon,RF,Arizona State University,ASU,5035,Arizona State,BBC,L,L,53,238,890,373,59,520,175,139,397,115,147
1391,1211102208,E. Paton,Eli Paton,Paton,Eli,3B,Grand Canyon University,GC,5310,Grand Canyon,BBC,L,R,57,254,847,440,97,555,183,160,398,141,115
1391,1101481984,T. Kemp,Tyriq Kemp,Kemp,Tyriq,SS,Baylor University,BAY,3033,Baylor,BBC,L,R,55,242,894,348,51,504,180,117,398,89,156
1391,1092700416,L. Godsey,Landon Godsey,Godsey,Landon,1B,Belmont University,BEL,730190336,Belmont,BBC,R,R,60,263,924,445,103,552,188,154,398,111,107
1391,1318666496,E. Becker,Eric Becker,Becker,Eric,SS,University of Virginia,UVA,5415,Virginia,BBC,L,R,50,236,884,387,86,534,162,139,398,109,147
1391,1126276608,D. Cuvet,Daniel Cuvet,Cuvet,Daniel,3B,University of Miami,MIA,236,Miami,BBC,R,R,61,269,1012,547,145,628,181,221,398,199,81
1391,1179407616,E. Snider,Eston Snider,Snider,Eston,CF,Middle Tennessee State University,MTU,730158336,Middle Tennessee State,BBC,R,R,55,257,879,368,68,567,182,118,398,128,199
1391,1196066304,S. McCloud,Slade McCloud,McCloud,Slade,2B,Tarleton State University,TAR,730236416,Tarleton State,BBC,L,R,56,250,891,446,106,544,189,151,398,116,98
1391,1297563392,A. Fawley,Austin Fawley,Fawley,Austin,C,University of Mississippi,MISS,5322,Ole Miss,BBC,R,R,51,215,926,388,162,541,100,126,398,129,153
1391,1139923456,A. Francis,Austin Francis,Francis,Austin,2B,New Jersey Institute of Technology,NJIT,730313216,NJIT,BBC,R,R,52,229,840,391,51,522,180,160,398,75,131
1391,1304736512,T. Cassidy,Trae Cassidy,Cassidy,Trae,1B,Ohio University,OHIO,730298368,Ohio,BBC,L,R,48,220,801,323,41,473,163,119,398,60,150
1391,1427963561,B. Castelli,Ben Castelli,Castelli,Ben,2B,California Baptist University,CBU,5091,California Baptist,BBC,L,R,56,242,922,403,113,552,148,142,398,124,149
1391,1836125891,J. Lee,Jacob Lee,Lee,Jacob,C,Virginia Commonwealth University,VCU,730179328,VCU,BBC,R,R,53,246,968,435,153,586,140,142,398,146,151
1391,1486962578,S. Meth,Sean Meth,Meth,Sean,1B,Fairfield University,FAIR,730380544,Fairfield,BBC,R,R,49,221,848,344,73,513,148,123,398,64,169
1391,1030273503,G. MacArthur,Grant MacArthur,MacArthur,Grant,1B,University of Connecticut,CONN,5486,Connecticut,BBC,R,R,54,235,936,340,57,510,142,141,398,80,170
1405,1105510913,D. Smaldino,Dominic Smaldino,Smaldino,Dominic,1B,University of California,CAL,730152448,California,BBC,R,R,55,235,957,417,115,570,161,141,399,140,153
1405,1123647744,A. Ciufo,Andrew Ciufo,Ciufo,Andrew,SS,Clemson University,CLEM,730358784,Clemson,BBC,R,R,60,244,897,401,114,551,146,141,399,135,150
1405,1279326208,T. Doucette,Ty Doucette,Doucette,Ty,1B,Rutgers University,RUTG,730229248,Rutgers,BBC,L,R,57,276,959,481,102,570,203,176,399,167,89
1405,1287363072,R. Moore,Reese Moore,Moore,Reese,C,University of Iowa,IOWA,1232,Iowa,BBC,L,R,56,241,935,422,128,533,142,152,399,130,111
1405,1279355904,K. Proctor,Kyler Proctor,Proctor,Kyler,2B,Austin Peay State University,PEAY,730219520,Austin Peay,BBC,R,R,59,290,1039,505,147,654,192,166,399,162,149
1405,1195475968,M. Malony,Maddox Malony,Malony,Maddox,SS,University of Oregon,ORE,4807,Oregon,BBC,R,R,56,246,894,426,81,541,178,167,399,122,115
1405,1342167752,J. Carter,Jaedan Carter,Carter,Jaedan,C,Longwood University,LONG,730219264,Longwood,BBC,R,R,46,199,876,242,42,477,102,98,399,50,235
1412,1162512640,T. Armstrong,Tyce Armstrong,Armstrong,Tyce,RF,University of Texas-Arlington,UTA,5324,UT Arlington,BBC,R,R,54,246,957,399,77,581,172,150,400,129,182
1412,1207486976,L. Odden,Luke Odden,Odden,Luke,2B,Georgia Southern University,GASO,730331648,Georgia Southern,BBC,S,R,58,225,856,298,43,516,156,99,400,78,218
1412,1235324160,L. Rodriguez,Lewis Rodriguez,Rodriguez,Lewis,CF,Marist College,MRST,730374656,Marist,BBC,R,R,49,229,790,307,37,461,172,98,400,43,154
1412,1289243136,G. Kilen,Gavin Kilen,Kilen,Gavin,2B,University of Tennessee,TENN,730153728,Tennessee,BBC,L,R,53,245,915,413,67,542,185,161,400,124,129
1412,1205036800,T. Eisenstat,Tommy Eisenstat,Eisenstat,Tommy,1B,Gonzaga University,GONZ,730200832,Gonzaga,BBC,L,R,53,238,897,399,71,548,172,156,400,109,149
1412,1131573504,T. Rollauer,Thomas Rollauer,Rollauer,Thomas,RF,The Citadel,CIT,730366720,The Citadel,BBC,R,R,56,231,837,339,52,507,153,134,400,85,168
1412,1191743488,L. Hughes,Logan Hughes,Hughes,Logan,LF,Texas Tech University,TTU,2350,Texas Tech,BBC,L,L,52,246,866,383,58,528,190,135,400,109,145
1412,1162535680,J. Tucker,Jackson Tucker,Tucker,Jackson,CF,St. John's University (NY),SJU,4285,St. John's,BBC,R,R,53,271,978,393,39,563,211,143,400,86,170
1412,1268197376,T. Farmer IV,Tommy Farmer,Farmer IV,Tommy,LF,University of Texas,TEX,245,Texas,BBC,R,R,58,213,871,351,114,524,113,124,400,100,173
1412,1134514432,N. McCarthy,Nolan McCarthy,McCarthy,Nolan,CF,University of Georgia,UGA,226,Georgia,BBC,R,R,59,261,922,475,120,602,182,173,400,158,127
1412,1241625088,M. Davis,Martell Davis,Davis,Martell,SS,Oral Roberts University,ORU,730180096,Oral Roberts,BBC,R,R,59,240,850,412,98,539,175,139,400,116,127
1412,1758840332,J. Natili,Jack Natili,Natili,Jack,C,University of Cincinnati,CIN,5465,Cincinnati,BBC,R,R,54,244,946,427,113,561,148,166,400,122,134
1412,1216708689,K. Campbell,Keaton Campbell,Campbell,Keaton,3B,Oral Roberts University,ORU,730180096,Oral Roberts,BBC,R,R,58,245,864,413,70,552,182,161,400,119,139
1412,1064606452,T. Anderson,TJ Anderson,Anderson,TJ,LF,The Citadel,CIT,730366720,The Citadel,BBC,L,R,56,230,838,323,40,512,166,117,400,73,189
1426,1294966272,A. Silva,Anthony Silva,Silva,Anthony,SS,Texas Christian University,TCU,5045,TCU,BBC,R,R,58,243,885,384,77,539,175,132,401,105,155
1426,1324040192,B. Chance,Bryce Chance,Chance,Bryce,CF,Mississippi State University,MSST,5080,Mississippi State,BBC,R,R,58,242,885,379,73,560,177,129,401,119,181
1426,1162533632,C. Nickens,Cameron Nickens,Nickens,Cameron,LF,Austin Peay State University,PEAY,730219520,Austin Peay,BBC,R,R,59,293,1055,420,71,597,212,137,401,94,177
1426,1330527744,B. Watson,Ben Watson,Watson,Ben,LF,Virginia Tech,VT,2293,Virginia Tech,BBC,L,L,54,241,870,380,52,522,189,139,401,115,142
1426,1227066624,G. Mee,Grady Mee,Mee,Grady,2B,Western Michigan University,WMU,730165248,Western Michigan,BBC,S,R,51,224,781,343,69,454,144,130,401,61,111
1426,1263704320,B. Harrity,Brendan Harrity,Harrity,Brendan,3B,Western Michigan University,WMU,730165248,Western Michigan,BBC,S,R,50,209,772,392,128,494,138,126,401,90,102
1426,1139998464,P. Call,Phoenix Call,Call,Phoenix,2B,UCLA,UCLA,5048,UCLA,BBC,R,R,60,241,850,385,69,544,173,143,401,125,159
1426,1136410112,Z. Toglia,Zach Toglia,Toglia,Zach,3B,University of Portland,PORT,730360320,Portland,BBC,R,R,51,228,880,380,108,517,145,127,401,74,137
1426,1094691072,J. Spyke,Jack Spyke,Spyke,Jack,C,Western Carolina University,WCU,730278144,Western Carolina,BBC,R,R,53,226,949,360,54,561,165,141,401,83,201
1426,1162011904,C. Ostrander,Connor Ostrander,Ostrander,Connor,RF,Western Michigan University,WMU,730165248,Western Michigan,BBC,L,R,50,198,824,340,85,492,125,130,401,77,152
1426,1248850176,B. DeLamielleure,Blake DeLamielleure,DeLamielleure,Blake,RF,Jacksonville University,JAC,730335488,Jacksonville,BBC,R,R,56,247,914,405,106,539,169,130,401,94,134
1426,1867932206,K. Jorge,Kainen Jorge,Jorge,Kainen,RF,Old Dominion University,ODU,3090,Old Dominion,BBC,R,R,53,240,972,402,149,570,121,132,401,133,168
1426,1912854991,D. Longo,Dom Longo,Longo,Dom,3B,Utah Valley University,UVU,730263552,Utah Valley,BBC,R,R,61,282,1002,385,59,591,200,126,401,120,206
1439,1085407744,J. Goodman,Jack Goodman,Goodman,Jack,SS,Northeastern University,NE,343,Northeastern,BBC,R,R,53,234,874,369,92,532,158,119,402,90,163
1439,1255817728,A. Lazits,Anton Lazits,Lazits,Anton,RF,Columbia University,CLMB,730319104,Columbia,BBC,R,R,48,230,958,415,87,579,146,182,402,159,164
1439,1309473536,A. Luccini,Alex Luccini,Luccini,Alex,CF,UMass Lowell,MASSL,730371584,UMass Lowell,BBC,L,R,53,238,873,412,104,534,142,166,402,99,122
1439,1282331648,E. Putnam,Eli Putnam,Putnam,Eli,1B,Davidson College,DAV,730363136,Davidson,BBC,R,R,56,272,934,444,131,595,186,127,402,110,151
1439,1306877184,K. Miller,Kameron Miller,Miller,Kameron,1B,Appalachian State University,APP,730240256,Appalachian State,BBC,R,R,47,217,926,331,89,511,115,127,402,83,180
1439,1192263870,C. Chaplain,Cooper Chaplain,Chaplain,Cooper,2B,Little Rock,UALR,730217472,Little Rock,BBC,L,R,61,272,944,444,110,562,184,150,402,119,118
1439,1563728805,A. Kelsey,Alex Kelsey,Kelsey,Alex,CF,Saint Joseph's University,JOES,730332416,Saint Joseph's,BBC,L,L,51,253,1001,373,76,575,161,136,402,90,202
1439,1359638792,H. Porter,Hollis Porter,Porter,Hollis,1B,University of Maryland-College Park,MD,730172928,Maryland,BBC,L,R,55,255,991,503,187,626,153,163,402,183,123
1447,1181521152,T. Holder,Taylor Holder,Holder,Taylor,LF,University of Nevada,NEV,4784,Nevada,BBC,R,R,53,234,829,379,128,512,136,115,403,94,133
1447,1233390336,A. Lane,Alex Lane,Lane,Alex,1B,Northeastern University,NE,343,Northeastern,BBC,R,R,56,232,849,407,134,528,142,131,403,87,121
1447,1158010112,S. Biller,Sam Biller,Biller,Sam,LF,University of Connecticut,CONN,5486,Connecticut,BBC,L,L,58,249,921,384,75,524,167,142,403,115,140
1447,1143035136,J. Butler,Jake Butler,Butler,Jake,3B,George Mason University,GMU,730265088,George Mason,BBC,R,R,61,290,976,440,72,581,214,154,403,127,141
1447,1264003584,D. Novak,David Novak,Novak,David,C,Miami University (Ohio),M-OH,730379264,Miami (OH),BBC,R,R,57,266,987,476,100,606,191,185,403,141,130
1447,1257331968,L. Leto,Luke Leto,Leto,Luke,CF,University of Toledo,TOL,5388,Toledo,BBC,L,R,60,245,932,395,111,558,149,135,403,118,163
