Rank,playerId,abbrevName,playerFullName,player,playerFirstName,pos,newestTeamName,newestTeamAbbrevName,newestTeamId,newestTeamLocation,newestTeamLevel,batsHand,throwsHand,XBH,K,BB,AVG,AB,InZoneSwing%,Chase%,Contact%,wOBA LHP,wOBA RHP,1PSwing% vs Hard Empty,1PSwing% vs CH Empty,2K Whiff vs LHP Hard,2K Whiff vs LHP OS,2K Whiff vs RHP Hard,2K Whiff vs RHP OS
100,1101468928,J. Smith,JP Smith,Smith,JP,1B,Sacramento State University,SAC,730293760,Sacramento State,BBC,R,R,30,51,23,.291,237,79.3%,33.0%,72.6%,.351,.382,50%,41%,37.5%,9.5%,28.6%,23.8%
100,1279326208,T. Doucette,Ty Doucette,Doucette,Ty,1B,Rutgers University,RUTG,730229248,Rutgers,BBC,L,R,23,37,33,.350,237,78.7%,30.1%,78.8%,.415,.428,53%,22%,9.1%,31.8%,20.0%,23.1%
100,1196790784,G. Gallaher,Gavin Gallaher,Gallaher,Gavin,3B,University of North Carolina,UNC,730181888,North Carolina,BBC,R,R,31,45,33,.325,237,72.6%,21.9%,78.1%,.432,.423,25%,25%,14.0%,46.2%,16.1%,31.9%
100,1189127936,J. Stransky,Justin Stransky,Stransky,Justin,C,Fresno State,FRES,730384384,Fresno State,BBC,R,R,23,20,26,.316,237,66.5%,22.6%,87.3%,.322,.426,39%,33%,0.0%,12.5%,12.5%,13.5%
100,1238039808,J. Cook,Jake Cook,Cook,Jake,CF,The University of Southern Mississippi,USM,730246656,Southern Miss,BBC,L,L,19,19,31,.350,237,63.7%,21.3%,90.3%,.379,.407,23%,32%,11.8%,23.8%,2.5%,6.3%
100,1162551808,R. Martin,Roman Martin,Martin,Roman,3B,UCLA,UCLA,5048,UCLA,BBC,R,R,25,53,39,.316,237,51.6%,17.1%,79.6%,.445,.404,20%,25%,9.4%,20.0%,18.2%,29.6%
100,1182038272,O. Hull,Owen Hull,Hull,Owen,RF,George Mason University,GMU,730265088,George Mason,BBC,L,R,26,46,41,.367,237,70.3%,22.3%,80.7%,.381,.474,32%,11%,30.8%,35.0%,7.3%,35.5%
100,1017316318,S. Newman,Scott Newman,Newman,Scott,CF,University of South Carolina Upstate,SCUS,730317312,South Carolina Upstate,BBC,R,L,29,79,33,.300,237,66.5%,19.3%,68.2%,.472,.408,25%,26%,58.3%,27.3%,31.4%,31.2%
111,1162533632,C. Nickens,Cameron Nickens,Nickens,Cameron,LF,Austin Peay State University,PEAY,730219520,Austin Peay,BBC,R,R,44,28,47,.419,236,68.3%,17.7%,83.1%,.651,.502,27%,44%,0.0%,15.4%,14.3%,21.8%
111,1336584960,T. White,Tyler White,White,Tyler,CF,Sacramento State University,SAC,730293760,Sacramento State,BBC,R,R,22,48,35,.318,236,68.8%,18.1%,80.4%,.352,.400,26%,21%,0.0%,26.7%,20.8%,28.3%
111,1092686080,H. Keen,Hunter Keen,Keen,Hunter,SS,Radford University,RAD,730267392,Radford,BBC,R,R,18,27,19,.314,236,62.6%,24.6%,85.3%,.345,.340,14%,22%,4.8%,9.1%,8.2%,19.3%
111,1314888960,G. Harrelson,Gage Harrelson,Harrelson,Gage,RF,Florida State University,FSU,101,Florida State,BBC,L,L,17,61,35,.339,236,74.1%,24.7%,73.4%,.414,.396,33%,23%,27.6%,27.8%,19.6%,26.4%
111,1338133248,C. Miller,Cody Miller,Miller,Cody,SS,East Tennessee State University,ETSU,4844,East Tennessee State,BBC,R,R,33,35,28,.331,236,66.7%,28.0%,83.6%,.557,.400,24%,22%,14.3%,13.0%,18.5%,17.6%
111,1163782059,B. Fowler,Bryce Fowler,Fowler,Bryce,RF,University of Alabama,ALA,730206976,Alabama,BBC,L,L,16,39,35,.267,236,68.6%,24.4%,83.7%,.367,.342,37%,53%,23.3%,17.6%,17.6%,22.5%
117,1155638016,E. Saldivar,Eddie Saldivar,Saldivar,Eddie,2B,Fresno State,FRES,730384384,Fresno State,BBC,L,R,27,24,21,.311,235,70.5%,29.6%,89.4%,.293,.417,35%,25%,15.0%,9.1%,10.5%,11.1%
117,1251692544,B. Evans,Brayden Evans,Evans,Brayden,LF,Lamar University,LAM,730162432,Lamar,BBC,L,L,23,57,34,.302,235,74.4%,25.8%,75.7%,.315,.412,48%,45%,13.0%,40.0%,23.2%,23.6%
117,1303793152,A. Ulloa,Alex Ulloa,Ulloa,Alex,SS,Florida International University,FIU,4468,Florida International,BBC,R,R,21,55,18,.277,235,77.8%,32.1%,71.3%,.368,.332,46%,38%,12.5%,34.8%,30.4%,34.0%
117,1318652416,T. Cohen,Trevor Cohen,Cohen,Trevor,RF,Rutgers University,RUTG,730229248,Rutgers,BBC,L,L,27,15,30,.387,235,73.4%,21.2%,88.8%,.448,.415,41%,33%,5.3%,13.6%,10.2%,5.3%
117,1183062016,D. Bryce,Bryce Dawson,Bryce,Dawson,3B,UNC Charlotte,CHAR,730214400,Charlotte,BBC,R,R,32,59,11,.340,235,76.0%,39.0%,71.7%,.492,.394,46%,60%,19.4%,16.7%,26.3%,27.1%
117,1099971072,P. Fultz,Patrick Fultz,Fultz,Patrick,3B,Wright State University,WRST,5390,Wright State,BBC,L,R,18,65,49,.332,235,79.1%,23.5%,68.9%,.347,.434,53%,38%,20.0%,40.9%,30.4%,25.7%
117,1178073344,A. Taurek,Aiden Taurek,Taurek,Aiden,LF,Saint Mary's College (CA),SMC,730288896,Saint Mary's,BBC,R,R,33,26,26,.328,235,79.6%,23.4%,84.9%,.521,.390,51%,67%,7.1%,16.7%,16.9%,7.1%
117,1162540800,T. Turner,Trent Turner,Turner,Trent,SS,Western Carolina University,WCU,730278144,Western Carolina,BBC,R,R,30,28,21,.323,235,74.0%,24.5%,83.1%,.420,.413,29%,25%,5.3%,22.2%,6.4%,23.9%
117,1299762688,M. Schark,Matt Schark,Schark,Matt,3B,Southern Illinois University,SIU,730349824,Southern Illinois,BBC,R,R,43,49,23,.340,235,73.5%,28.1%,78.0%,.406,.487,40%,0%,12.5%,37.5%,23.5%,31.0%
117,1229486592,C. Vasquez,Carlos Vasquez,Vasquez,Carlos,3B,Western Kentucky University,WKU,730212096,Western Kentucky,BBC,R,R,28,27,24,.366,235,74.1%,30.3%,84.7%,.408,.421,33%,25%,5.0%,14.3%,8.0%,20.4%
127,1100228608,M. Ball,Michael Ball,Ball,Michael,SS,University of Nevada,NEV,4784,Nevada,BBC,R,R,25,33,16,.308,234,74.8%,26.8%,80.2%,.514,.353,36%,40%,0.0%,0.0%,23.1%,22.0%
127,1235305472,M. Williams,Max Williams,Williams,Max,CF,Florida State University,FSU,101,Florida State,BBC,L,L,28,42,19,.316,234,84.7%,32.5%,73.7%,.443,.406,55%,55%,36.4%,12.5%,23.4%,23.9%
127,1142791936,I. Humphrey,Isaac Humphrey,Humphrey,Isaac,CF,University of Mississippi,MISS,5322,Ole Miss,BBC,L,L,34,71,34,.286,234,66.0%,24.4%,74.1%,.311,.440,39%,24%,33.3%,37.5%,26.2%,25.6%
127,1310533888,K. Kepley,Kane Kepley,Kepley,Kane,CF,University of North Carolina,UNC,730181888,North Carolina,BBC,L,L,23,22,44,.291,234,63.0%,15.9%,89.7%,.364,.421,30%,22%,2.6%,9.1%,9.5%,9.8%
127,1297546752,D. Ross,DeAmez Ross,Ross,Deamez,CF,University of Central Florida,UCF,730256640,Central Florida,BBC,L,L,19,22,21,.359,234,69.4%,25.7%,87.6%,.442,.377,24%,31%,9.1%,6.7%,15.6%,8.1%
127,1153726208,B. Simpson,Brayden Simpson,Simpson,Brayden,3B,High Point University,HP,730321152,High Point,BBC,R,R,46,46,24,.389,234,67.9%,22.1%,79.7%,.640,.488,37%,44%,27.6%,0.0%,16.1%,20.0%
127,1303740160,J. Flores,Jalin Flores,Flores,Jalin,SS,University of Texas,TEX,245,Texas,BBC,R,R,32,59,23,.239,234,62.4%,32.4%,77.5%,.344,.342,23%,29%,28.2%,26.7%,19.2%,31.6%
127,1204946944,W. Vierling,Will Vierling,Vierling,Will,C,Murray State University,MURR,730188032,Murray State,BBC,L,R,29,25,33,.312,234,68.7%,21.9%,85.7%,.384,.418,39%,75%,11.5%,0.0%,6.4%,12.1%
127,1276857856,A. Salgado,AJ Salgado,Salgado,AJ,RF,UCLA,UCLA,5048,UCLA,BBC,L,R,35,55,36,.312,234,68.3%,23.8%,75.1%,.375,.449,24%,33%,20.9%,28.1%,28.3%,25.0%
127,1096460032,J. Peltier,JP Peltier,Peltier,JP,LF,Wright State University,WRST,5390,Wright State,BBC,R,R,35,66,30,.303,234,68.0%,23.6%,73.0%,.463,.410,32%,33%,30.0%,38.1%,25.0%,36.4%
127,1218024704,J. Collins,Jack Collins,Collins,Jack,C,Cal Poly,CP,5487,Cal Poly,BBC,R,R,30,69,35,.278,234,67.8%,23.0%,74.9%,.353,.394,37%,15%,0.0%,46.2%,25.4%,32.5%
127,1679882311,L. Alberti,Lucas Alberti,Alberti,Lucas,LF,George Mason University,GMU,730265088,George Mason,BBC,R,R,20,48,41,.333,234,59.6%,17.9%,77.3%,.391,.415,18%,0%,9.1%,23.5%,14.7%,40.0%
127,1280636850,A. Singer,AJ Singer,Singer,AJ,2B,Oregon State University,ORST,3111,Oregon State,BBC,R,R,13,36,34,.312,234,58.7%,20.5%,87.2%,.349,.364,15%,20%,4.5%,14.3%,14.1%,8.2%
140,1283569920,C. McMurray,Cooper McMurray,McMurray,Cooper,1B,Auburn University,AUB,5466,Auburn,BBC,L,L,33,66,39,.326,233,63.4%,27.4%,73.4%,.342,.491,28%,33%,21.9%,44.4%,14.0%,25.8%
140,1093167104,K. Douglas,Kameron Douglas,Douglas,Kameron,TWP,Alabama State University,ALST,4765,Alabama State,BBC,R,R,35,59,33,.335,233,61.4%,21.9%,70.4%,.488,.427,20%,0%,23.5%,14.3%,32.0%,41.2%
140,1334287616,G. Roessler,Gabe Roessler,Roessler,Gabe,SS,University of Wisconsin-Milwaukee,MILW,5036,Milwaukee,BBC,R,R,25,26,36,.288,233,58.2%,15.3%,89.0%,.364,.404,20%,22%,18.8%,25.0%,9.1%,22.7%
140,1583561964,J. Poturnak,Jakob Poturnak,Poturnak,Jakob,3B,Sacramento State University,SAC,730293760,Sacramento State,BBC,R,R,27,62,18,.309,233,75.6%,33.3%,69.8%,.369,.383,41%,52%,42.9%,43.8%,21.1%,39.7%
140,1516396414,T. Bass,Tyson Bass,Bass,Tyson,RF,University of North Carolina,UNC,730181888,North Carolina,BBC,R,R,22,72,34,.292,233,67.8%,25.6%,70.0%,.358,.399,46%,27%,42.0%,29.2%,27.3%,19.4%
140,1293885714,M. Tanaka,Makani Tanaka,Tanaka,Makani,CF,Oral Roberts University,ORU,730180096,Oral Roberts,BBC,L,R,19,55,24,.288,233,70.4%,31.7%,75.6%,.336,.358,46%,19%,0.0%,38.9%,25.4%,17.3%
140,1648612133,N. Noonan,Nevan Noonan,Noonan,Nevan,1B,San Diego State University,SDSU,730218496,San Diego State,BBC,R,R,28,36,19,.356,233,63.0%,23.2%,85.1%,.380,.430,23%,13%,5.3%,22.2%,10.8%,26.8%
140,1739966108,J. Alford,Jackson Alford,Alford,Jackson,LF,Elon University,ELON,730252544,Elon,BBC,R,R,23,59,31,.283,233,65.4%,19.3%,77.3%,.422,.349,30%,15%,26.3%,21.4%,16.9%,26.0%
148,1100524800,C. Johnson,Camden Johnson,Johnson,Camden,3B,Wichita State University,WICH,730203904,Wichita State,BBC,L,R,20,41,24,.323,232,64.4%,26.8%,82.3%,.447,.332,24%,31%,22.2%,29.4%,19.7%,22.7%
148,1297347328,A. Guzman,Adonys Guzman,Guzman,Adonys,C,University of Arizona,ARIZ,232,Arizona,BBC,R,R,21,32,27,.328,232,73.9%,22.0%,77.8%,.440,.380,42%,0%,23.5%,26.7%,15.2%,9.6%
148,1204964096,T. Drake,Tyson Drake,Drake,Tyson,LF,Tarleton State University,TAR,730236416,Tarleton State,BBC,L,L,27,77,21,.259,232,83.8%,29.0%,67.2%,.320,.375,52%,56%,45.0%,40.0%,21.4%,41.4%
148,1100775680,C. Cannarella,Cam Cannarella,Cannarella,Cam,CF,Clemson University,CLEM,730358784,Clemson,BBC,L,R,29,42,52,.353,232,64.5%,17.3%,79.4%,.444,.436,36%,20%,13.5%,11.1%,22.0%,28.2%
148,1204948480,J. Van De Brake,Jackson Van De Brake,Van De Brake,Jackson,2B,University of North Carolina,UNC,730181888,North Carolina,BBC,R,R,27,49,41,.310,232,61.6%,19.7%,78.9%,.386,.404,34%,31%,4.7%,21.4%,13.1%,23.4%
148,1238969088,C. Bloomer,Chase Bloomer,Bloomer,Chase,SS,Southern Illinois Univ.-Edwardsville,SIUE,730298112,SIU Edwardsville,BBC,R,R,28,53,14,.306,232,72.6%,29.2%,73.0%,.333,.394,37%,64%,44.4%,26.3%,17.1%,35.1%
148,1187499008,D. Collins,Drew Collins,Collins,Drew,LF,Jacksonville State University,JVST,730225408,Jacksonville State,BBC,L,R,25,63,34,.310,232,70.7%,21.4%,73.4%,.477,.371,31%,43%,21.1%,26.1%,20.9%,30.4%
148,1142738944,J. Walsh,Jacob Walsh,Walsh,Jacob,1B,University of Oregon,ORE,4807,Oregon,BBC,L,L,37,50,36,.332,232,70.4%,28.9%,75.6%,.332,.526,33%,38%,25.0%,25.0%,14.0%,26.3%
148,1275128576,T. Allen,Ty Allen,Allen,Ty,RF,Belmont University,BEL,730190336,Belmont,BBC,R,R,25,63,28,.323,232,67.0%,26.4%,70.8%,.487,.385,27%,29%,21.4%,20.0%,29.2%,23.0%
148,1342167966,M. Galvin,Max Galvin,Galvin,Max,LF,University of Miami,MIA,236,Miami,BBC,L,L,26,27,19,.310,232,65.6%,26.2%,84.3%,.404,.354,21%,44%,4.0%,20.0%,12.8%,26.2%
158,1176216576,J. Lebron,Justin Lebron,Lebron,Justin,SS,University of Alabama,ALA,730206976,Alabama,BBC,R,R,37,68,35,.316,231,72.0%,26.5%,70.4%,.501,.421,35%,42%,16.7%,20.7%,13.3%,42.0%
158,1103158528,D. Tauken,Dan Tauken,Tauken,Dan,LF,Murray State University,MURR,730188032,Murray State,BBC,L,L,22,46,33,.255,231,67.3%,21.3%,76.1%,.328,.355,34%,40%,28.0%,25.0%,16.7%,27.7%
158,1278204928,D. Pacella,Daniel Pacella,Pacella,Daniel,LF,Illinois State University,ILST,730258944,Illinois State,BBC,L,L,41,50,30,.355,231,74.0%,28.8%,72.0%,.468,.476,44%,72%,18.2%,23.8%,13.8%,35.1%
158,1263556864,N. Husovsky,Nick Husovsky,Husovsky,Nick,2B,Ball State University,BALL,730195456,Ball State,BBC,R,R,29,42,23,.338,231,78.2%,22.1%,80.6%,.471,.391,52%,29%,0.0%,26.7%,12.3%,34.0%
158,1152912384,E. Hedges,Ethan Hedges,Hedges,Ethan,TWP,University of Southern California,USC,5047,USC,BBC,R,R,30,50,44,.346,231,65.7%,24.5%,76.5%,.444,.458,23%,29%,11.5%,20.0%,25.4%,26.0%
158,1329021184,T. Marsh,Tanner Marsh,Marsh,Tanner,SS,Liberty University,LIB,730156288,Liberty,BBC,R,R,14,41,32,.294,231,69.7%,24.7%,77.5%,.310,.348,40%,27%,14.3%,13.6%,16.4%,19.3%
158,1225722624,B. Parker,Ben Parker,Parker,Ben,CF,College of William & Mary,WM,730232064,William & Mary,BBC,R,R,38,33,30,.407,231,71.5%,22.4%,82.1%,.382,.536,44%,44%,11.8%,25.0%,12.8%,20.9%
158,1251435008,M. Ballard,Michael Ballard,Ballard,Michael,2B,Louisiana Tech University,LT,3374,Louisiana Tech,BBC,R,R,23,34,32,.281,231,58.6%,19.9%,88.8%,.334,.362,19%,13%,6.3%,5.9%,8.2%,22.2%
158,1268046592,K. Schuessler,Kimble Schuessler,Schuessler,Kimble,1B,University of Texas,TEX,245,Texas,BBC,R,R,24,43,22,.312,231,58.0%,26.9%,80.9%,.405,.365,20%,38%,11.1%,9.1%,18.9%,25.9%
158,1264001536,J. Hausser,Justin Hausser,Hausser,Justin,1B,University of Wisconsin-Milwaukee,MILW,5036,Milwaukee,BBC,L,L,28,40,22,.299,231,62.4%,27.0%,84.9%,.342,.379,33%,0%,11.1%,26.7%,19.4%,26.3%
158,1925267789,C. Kozeal,Cam Kozeal,Kozeal,Cam,1B,University of Arkansas,ARK,3375,Arkansas,BBC,L,R,33,53,19,.333,231,79.8%,29.7%,74.8%,.445,.410,33%,41%,36.0%,20.0%,22.7%,28.8%
158,1359638792,H. Porter,Hollis Porter,Porter,Hollis,1B,University of Maryland-College Park,MD,730172928,Maryland,BBC,L,R,34,79,22,.303,231,76.1%,32.9%,62.8%,.342,.458,29%,41%,43.5%,46.4%,30.6%,33.9%
158,1872942440,L. Gregorio,Logan Gregorio,Gregorio,Logan,LF,Northern Illinois University,NIU,730386176,Northern Illinois,BBC,L,R,38,34,24,.329,231,67.5%,24.9%,81.3%,.402,.455,27%,24%,10.0%,10.0%,11.8%,30.8%
171,1092689920,D. Cash,Donovan Cash,Cash,Donovan,3B,Kennesaw State University,KENN,730197504,Kennesaw State,BBC,R,R,41,46,37,.326,230,69.9%,23.1%,75.8%,.476,.436,38%,22%,8.0%,29.4%,26.8%,35.5%
171,1084019968,D. Gonzalez Jr.,Dorian Gonzalez Jr.,Gonzalez Jr.,Dorian,2B,University of Miami,MIA,236,Miami,BBC,L,R,24,40,26,.257,230,69.3%,29.1%,85.2%,.340,.346,27%,15%,16.7%,52.4%,12.3%,14.7%
171,1297676033,C. Hain,Carter Hain,Hain,Carter,1B,Oakland University,OAK,5386,Oakland,BBC,R,R,23,69,27,.239,230,64.3%,26.4%,71.5%,.306,.331,40%,17%,17.4%,33.3%,26.6%,37.8%
171,1202718208,E. Dempsey,Evan Dempsey,Dempsey,Evan,TWP,Florida Gulf Coast University,FGCU,4964,Florida Gulf Coast,BBC,L,R,22,23,16,.309,230,67.9%,30.3%,86.4%,.343,.370,21%,19%,17.6%,28.6%,10.3%,11.1%
171,1155635456,W. Weber,Wilson Weber,Weber,Wilson,C,Oregon State University,ORST,3111,Oregon State,BBC,R,R,29,59,27,.326,230,63.6%,25.7%,71.7%,.391,.427,23%,46%,8.7%,26.7%,15.2%,30.8%
171,1134044672,J. McCombs,Jacob McCombs,McCombs,Jacob,CF,UC Irvine,UCI,3031,UC Irvine,BBC,L,R,34,31,11,.352,230,74.8%,32.8%,85.2%,.373,.495,48%,20%,4.8%,15.0%,7.8%,30.8%
171,1082402560,R. Austin,RJ Austin,Austin,RJ,CF,Vanderbilt University,VAN,5046,Vanderbilt,BBC,R,R,21,47,21,.257,230,62.1%,27.4%,81.0%,.219,.380,42%,27%,10.0%,41.2%,17.6%,22.6%
171,1556185939,A. Hernandez,Alex Hernandez,Hernandez,Alex,TWP,Georgia Tech,GT,100,Georgia Tech,BBC,R,R,29,49,32,.335,230,65.2%,22.3%,78.1%,.402,.447,40%,40%,19.4%,25.0%,17.3%,29.2%
179,1205026048,B. Bryan,Brooks Bryan,Bryan,Brooks,C,Troy University,TROY,730378496,Troy,BBC,L,R,32,72,37,.279,229,68.5%,30.0%,71.3%,.350,.424,44%,25%,33.3%,48.4%,25.5%,22.7%
179,1083259648,B. Ankeney,Beau Ankeney,Ankeney,Beau,1B,Loyola Marymount University,LMU,730149120,Loyola Marymount,BBC,R,R,36,53,30,.358,229,68.7%,26.2%,73.9%,.546,.464,23%,45%,6.3%,12.5%,20.3%,38.6%
179,1114211072,C. Konczak,Caden Konczak,Konczak,Caden,RF,University of Toledo,TOL,5388,Toledo,BBC,L,R,28,33,35,.306,229,70.8%,22.6%,84.2%,.283,.472,38%,37%,31.6%,28.6%,16.7%,21.9%
179,1273211648,E. Lizama,Ethan Lizama,Lizama,Ethan,RF,Western Kentucky University,WKU,730212096,Western Kentucky,BBC,L,L,37,46,18,.336,229,77.9%,36.0%,79.4%,.343,.474,31%,18%,14.3%,25.0%,19.6%,22.4%
179,1099180800,J. Palmese,Jamie Palmese,Palmese,Jamie,CF,East Tennessee State University,ETSU,4844,East Tennessee State,BBC,R,R,32,53,30,.297,229,67.5%,24.2%,76.5%,.531,.376,39%,38%,17.4%,47.1%,21.9%,22.0%
179,1100719360,M. Bucciero,Matt Bucciero,Bucciero,Matt,RF,Fairfield University,FAIR,730380544,Fairfield,BBC,R,R,32,55,50,.345,229,66.0%,19.1%,79.5%,.496,.449,50%,29%,9.1%,23.5%,22.9%,14.3%
179,1143035136,J. Butler,Jake Butler,Butler,Jake,3B,George Mason University,GMU,730265088,George Mason,BBC,R,R,12,30,34,.306,229,68.7%,25.2%,83.6%,.398,.354,23%,63%,9.5%,25.0%,21.7%,18.8%
179,1306696448,J. Schaffner,Jake Schaffner,Schaffner,Jake,SS,North Dakota State University,NDSU,730343168,North Dakota State,BBC,L,R,15,27,22,.367,229,62.8%,18.8%,88.4%,.400,.393,22%,33%,12.5%,30.8%,6.5%,4.8%
179,1099815424,J. Gurevitch,Jack Gurevitch,Gurevitch,Jack,1B,University of San Diego,USD,5320,San Diego,BBC,L,R,35,43,35,.371,229,76.7%,24.6%,78.3%,.369,.531,34%,13%,5.0%,26.7%,11.3%,33.3%
179,1300201985,M. Holton,Mason Holton,Holton,Mason,TWP,Western Carolina University,WCU,730278144,Western Carolina,BBC,R,R,23,51,29,.306,229,65.0%,22.9%,76.7%,.311,.405,26%,31%,26.3%,13.3%,20.0%,30.8%
179,1336562432,N. Senese,Nico Senese,Senese,Nico,3B,Georgia Southern University,GASO,730331648,Georgia Southern,BBC,R,R,18,34,25,.236,229,65.6%,29.1%,85.4%,.320,.294,33%,0%,25.9%,21.1%,8.7%,15.0%
179,1188676864,J. Martinez,John Martinez,Martinez,John,2B,Florida Atlantic University,FAU,339,Florida Atlantic,BBC,R,R,18,47,14,.284,229,74.7%,35.8%,74.9%,.323,.320,34%,27%,18.2%,11.1%,24.6%,37.5%
179,1342169316,H. Zenor,Henry Zenor,Zenor,Henry,LF,University of South Carolina Upstate,SCUS,730317312,South Carolina Upstate,BBC,L,R,29,19,38,.358,229,60.5%,18.9%,89.6%,.490,.413,8%,15%,12.5%,26.7%,5.7%,2.2%
179,1249585136,A. Detlefsen,Andrew Detlefsen,Detlefsen,Andrew,LF,UTSA,UTSA,730373120,UTSA,BBC,R,R,31,54,28,.310,229,71.1%,23.8%,72.7%,.352,.449,36%,38%,30.4%,55.6%,14.0%,27.8%
193,1314887424,D. Burress,Drew Burress,Burress,Drew,CF,Georgia Tech,GT,100,Georgia Tech,BBC,R,R,43,42,53,.333,228,62.6%,19.5%,80.0%,.556,.445,26%,28%,3.8%,22.7%,14.3%,31.1%
193,1281616129,H. Shupe,Hudson Shupe,Shupe,Hudson,2B,Gonzaga University,GONZ,730200832,Gonzaga,BBC,L,R,11,21,15,.329,228,62.9%,27.1%,86.2%,.380,.336,30%,43%,5.9%,7.4%,6.8%,13.3%
193,1202704384,N. Rodriguez,Nick Rodriguez,Rodriguez,Nick,2B,Missouri State University,MOSU,5382,Missouri State,BBC,L,R,40,36,33,.368,228,77.1%,28.1%,81.3%,.384,.511,58%,57%,22.2%,27.8%,10.2%,21.9%
193,1099689728,C. Johnson,Caleb Johnson,Johnson,Caleb,SS,Jacksonville State University,JVST,730225408,Jacksonville State,BBC,S,R,17,66,24,.254,228,66.0%,25.7%,73.1%,.350,.315,31%,36%,27.8%,45.0%,18.9%,34.2%
193,1123951360,K. McIntosh,Kyler McIntosh,McIntosh,Kyler,TWP,Alabama State University,ALST,4765,Alabama State,BBC,R,R,16,25,12,.276,228,79.0%,34.0%,80.9%,.304,.321,45%,100%,0.0%,37.5%,7.4%,16.7%
193,1142594304,H. Thomas,Hunter Thomas,Thomas,Hunter,C,Morehead State University,MORE,730158080,Morehead State,BBC,R,R,31,43,25,.325,228,72.5%,24.0%,79.7%,.493,.418,35%,38%,16.7%,50.0%,13.3%,23.5%
193,1161481670,T. Kirk,Taylor Kirk,Kirk,Taylor,2B,Fordham University,FOR,730324992,Fordham,BBC,R,R,15,35,28,.338,228,55.4%,21.7%,83.6%,.343,.389,20%,29%,9.1%,18.8%,14.9%,29.3%
200,1257459456,C. Mora,Chase Mora,Mora,Chase,3B,Texas State University,TXST,5420,Texas State,BBC,R,R,25,44,24,.286,227,69.8%,32.4%,77.2%,.434,.333,33%,29%,4.3%,31.0%,11.4%,27.0%
200,1192504064,B. Bevis,Blake Bevis,Bevis,Blake,1B,Ball State University,BALL,730195456,Ball State,BBC,R,R,33,51,18,.300,227,76.3%,25.5%,75.7%,.462,.401,57%,18%,16.7%,25.0%,17.0%,29.6%
200,1183357952,A. Reese,Ace Reese,Reese,Ace,3B,Mississippi State University,MSST,5080,Mississippi State,BBC,L,R,40,52,26,.352,227,71.5%,27.4%,82.1%,.451,.480,34%,55%,13.8%,35.7%,22.9%,18.9%
200,1187923968,N. Anderson,Nate Anderson,Anderson,Nate,LF,Kennesaw State University,KENN,730197504,Kennesaw State,BBC,L,L,24,41,34,.317,227,70.7%,25.8%,77.9%,.379,.429,43%,8%,13.0%,27.8%,7.0%,25.5%
200,1204865536,D. Baker,Dillon Baker,Baker,Dillon,SS,Miami University (Ohio),M-OH,730379264,Miami (OH),BBC,R,R,40,42,24,.339,227,71.6%,27.2%,78.8%,.543,.431,33%,75%,20.0%,55.6%,15.0%,26.7%
200,1297508864,H. Friese,Hayden Friese,Friese,Hayden,1B,Western Carolina University,WCU,730278144,Western Carolina,BBC,L,R,21,27,34,.335,227,65.2%,16.3%,87.9%,.456,.393,22%,40%,5.3%,11.1%,14.9%,11.4%
200,1370565674,C. Beck,Carter Beck,Beck,Carter,CF,Indiana State University,INST,730350080,Indiana State,BBC,L,R,28,36,25,.335,227,66.5%,28.0%,80.3%,.478,.395,25%,46%,7.1%,26.7%,6.5%,20.3%
200,1717911281,D. Arambula,Daniel Arambula,Arambula,Daniel,3B,San Diego State University,SDSU,730218496,San Diego State,BBC,R,R,15,45,21,.304,227,64.7%,22.2%,78.3%,.294,.354,16%,0%,17.4%,36.4%,15.9%,28.8%
208,1162511360,C. Krauss,Chayton Krauss,Krauss,Chayton,1B,Dallas Baptist University,DBU,730198016,Dallas Baptist,BBC,R,R,34,56,28,.332,226,74.4%,34.3%,72.0%,.569,.370,37%,40%,17.6%,36.0%,15.5%,29.2%
208,1135898880,K. Lewis,Kade Lewis,Lewis,Kade,3B,Wake Forest University,WAKE,730373376,Wake Forest,BBC,L,R,29,45,45,.376,226,65.6%,22.6%,78.0%,.429,.477,33%,42%,12.9%,24.0%,13.6%,35.1%
208,1277834752,A. Graeber,Aaron Graeber,Graeber,Aaron,RF,University of Delaware,DEL,730203136,Delaware,BBC,R,L,28,66,20,.350,226,76.9%,38.3%,65.6%,.287,.463,48%,36%,29.4%,55.6%,30.6%,39.6%
208,1170584576,E. Leon,Eddie Leon,Leon,Eddie,3B,Marshall University,MRSH,730333696,Marshall,BBC,R,R,25,62,16,.301,226,80.5%,34.0%,69.8%,.362,.356,59%,33%,15.8%,0.0%,24.6%,44.6%
208,1162567168,N. Sailors,Nolan Sailors,Sailors,Nolan,LF,Creighton University,CREI,730243840,Creighton,BBC,L,R,28,41,33,.389,226,68.3%,24.4%,81.7%,.393,.481,34%,25%,14.3%,33.3%,16.1%,26.7%
208,1164722176,B. West,Brylan West,West,Brylan,1B,Florida International University,FIU,4468,Florida International,BBC,R,R,22,33,28,.336,226,65.0%,22.0%,83.7%,.411,.425,35%,30%,33.3%,20.0%,23.3%,28.6%
208,1088451584,A. DePino,Anthony DePino,DePino,Anthony,3B,University of Rhode Island,URI,730163712,Rhode Island,BBC,R,R,43,42,57,.354,226,63.4%,17.7%,78.2%,.643,.472,24%,27%,7.1%,31.3%,11.8%,27.9%
