Rank,playerId,abbrevName,playerFullName,player,playerFirstName,pos,newestTeamName,newestTeamAbbrevName,newestTeamId,newestTeamLocation,newestTeamLevel,batsHand,throwsHand,G,PA,AB,HR,HR%,HR/FB,HRDst,FBDst,HRPull,HRCtr,HROpp
1509,1099878144,J. Campo,Jason Campo,Campo,Jason,1B,North Carolina A&T State University,NCAT,730372352,North Carolina A&T,BBC,R,R,42,162,142,4,2.5%,10.8%,409.50,312.9,1,1,1
1509,1143122944,N. Romano,Nicholas Romano,Romano,Nicholas,3B,Florida Atlantic University,FAU,339,Florida Atlantic,BBC,S,R,51,215,175,4,1.9%,5.6%,371.51,314.9,4,0,0
1509,1785164581,C. Wagner,Cole Wagner,Wagner,Cole,1B,Penn State University,PSU,5326,Penn State,BBC,L,L,36,162,130,4,2.5%,7.3%,387.59,313.8,3,0,1
1509,1192513280,A. Smart,Andrew Smart,Smart,Andrew,1B,Northern Illinois University,NIU,730386176,Northern Illinois,BBC,R,R,42,178,144,4,2.2%,6.5%,400.54,317.7,2,1,0
1509,1099189504,T. Harrison,Tommy Harrison,Harrison,Tommy,RF,Miami University (Ohio),M-OH,730379264,Miami (OH),BBC,L,R,31,99,86,4,4.0%,11.1%,427.19,293.1,3,0,0
1509,1898890507,C. Dulin,Caden Dulin,Dulin,Caden,2B,University of Pittsburgh,PITT,5424,Pittsburgh,BBC,R,R,48,218,184,4,1.8%,6.1%,377.84,300.8,4,0,0
1509,1397001976,A. Aleman,Angelo Aleman,Aleman,Angelo,2B,University of Louisiana at Monroe,ULM,730362880,UL Monroe,BBC,R,R,34,101,80,4,4.0%,10.5%,388.85,341.7,3,1,0
1509,1297516813,M. Bellisimo,Matteo Bellisimo,Bellisimo,Matteo,1B,University of San Francisco,SF,730365696,San Francisco,BBC,R,R,24,48,47,4,8.3%,19.0%,387.26,341.3,3,0,1
1509,1100790016,M. Gillespie,Mac Gillespie,Gillespie,Mac,CF,UNC Wilmington,UNCW,730229504,UNC Wilmington,BBC,R,R,55,228,188,4,1.8%,11.1%,378.25,329.6,1,2,1
1509,1640695212,W. Shannon,Will Shannon,Shannon,Will,1B,Michigan State University,MSU,1551,Michigan State,BBC,R,R,34,90,75,4,4.4%,16.0%,373.40,338.3,1,2,1
1509,1264565979,S. DeCello,Sergio DeCello,DeCello,Sergio,C,Purdue University,PUR,730353152,Purdue,BBC,S,R,33,95,73,4,4.2%,14.3%,393.21,335.6,2,1,0
1509,1108320808,E. Watson,Eli Watson,Watson,Eli,LF,Bellarmine University,BU,730167552,Bellarmine,BBC,L,R,54,213,183,4,1.9%,8.5%,380.20,308.4,3,0,0
1509,1336721062,D. Smith,Derek Smith,Smith,Derek,C,University of Utah,UTAH,730328320,Utah,BBC,R,R,40,153,129,4,2.6%,9.8%,405.48,346.1,3,1,0
1509,1163965026,D. Reynolds,Drew Reynolds,Reynolds,Drew,1B,University of Maine,ME,730275840,Maine,BBC,L,R,46,206,173,4,1.9%,6.2%,347.56,311.7,3,0,1
1509,1743442959,N. Francuzenko,Nich Francuzenko,Francuzenko,Nich,1B,Towson University,TOWS,730318336,Towson,BBC,L,R,44,165,137,4,2.4%,9.5%,383.35,278.6,2,0,0
1509,1936686658,N. Beckley,Nathan Beckley,Beckley,Nathan,1B,Youngstown State University,YSU,730284544,Youngstown State,BBC,L,R,53,209,173,4,1.9%,6.5%,390.10,314.8,3,0,0
1509,1960026247,J. French,Jacob French,French,Jacob,RF,University of California,CAL,730152448,California,BBC,L,R,53,218,195,4,1.8%,8.0%,354.46,298.2,0,0,4
1509,1735774107,E. Bennett,Elgin Bennett,Bennett,Elgin,LF,CSU Bakersfield,CSB,730283008,CSU Bakersfield,BBC,L,L,43,133,112,4,3.0%,10.8%,370.64,308.7,4,0,0
1509,1617354666,C. Thorndyke,Colby Thorndyke,Thorndyke,Colby,1B,Coastal Carolina University,CCAR,4104,Coastal Carolina,BBC,L,R,64,249,211,4,1.6%,6.7%,361.89,302.3,3,0,1
1509,1853805478,P. Frehner,Payton Frehner,Frehner,Payton,1B,College of Charleston,COFC,730177792,College of Charleston,BBC,R,R,36,157,134,4,2.5%,10.8%,389.70,310.7,2,1,1
1509,1613973512,G. Grutzmacher,Gavin Grutzmacher,Grutzmacher,Gavin,2B,Coppin State University,COPP,730194176,Coppin State,BBC,R,R,46,217,164,4,1.8%,6.8%,344.76,296.5,0,0,1
1509,1877562830,K. Naone,Kace Naone,Naone,Kace,3B,Utah Tech University,UTU,730318592,Utah Tech,BBC,R,R,40,111,88,4,3.6%,9.8%,356.13,295.2,4,0,0
1509,1957652832,F. Stewart,Finnegan Stewart,Stewart,Finnegan,RF,Utah Tech University,UTU,730318592,Utah Tech,BBC,R,R,53,202,181,4,2.0%,6.3%,413.43,294.1,2,2,0
1509,1013686805,D. Pitts,Derrick Pitts,Pitts,Derrick,LF,University of Cincinnati,CIN,5465,Cincinnati,BBC,R,R,35,93,85,4,4.3%,12.5%,375.07,320.8,1,0,3
1509,1166030864,D. Ford,Donovan Ford,Ford,Donovan,CF,University of Cincinnati,CIN,5465,Cincinnati,BBC,R,R,43,185,142,4,2.2%,7.5%,379.42,301.0,4,0,0
1509,1134586451,B. Tramel,Braxton Tramel,Tramel,Braxton,LF,East Carolina University,ECU,730270720,East Carolina,BBC,S,R,24,61,55,4,6.6%,19.0%,383.82,330.9,3,0,1
1509,1303156481,B. Burress,Braden Burress,Burress,Braden,LF,East Carolina University,ECU,730270720,East Carolina,BBC,R,R,61,257,211,4,1.6%,6.8%,366.38,304.9,2,1,1
1509,1441024471,O. Clyne,Owen Clyne,Clyne,Owen,SS,George Mason University,GMU,730265088,George Mason,BBC,L,R,61,294,246,4,1.4%,5.5%,373.34,299.2,1,2,1
1509,1709369560,B. Rogers,Braydon Rogers,Rogers,Braydon,2B,Northern Kentucky University,NKU,730230272,Northern Kentucky,BBC,R,R,38,144,119,4,2.8%,8.5%,-,318.1,3,0,0
1509,1763574886,N. Sparks,Nolan Sparks,Sparks,Nolan,LF,Northern Kentucky University,NKU,730230272,Northern Kentucky,BBC,R,R,51,206,177,4,1.9%,9.1%,-,282.3,1,1,0
1509,1828659698,K. Valentin,Kareh Valentin,Valentin,Kareh,2B,Florida International University,FIU,4468,Florida International,BBC,R,R,47,160,132,4,2.5%,7.4%,357.80,278.8,3,0,0
1509,1486962578,S. Meth,Sean Meth,Meth,Sean,1B,Fairfield University,FAIR,730380544,Fairfield,BBC,R,R,49,221,187,4,1.8%,5.3%,380.58,307.8,3,0,1
1509,1330362005,G. Macias,Garrett Macias,Macias,Garrett,C,Gardner Webb University,WEBB,730222592,Gardner Webb,BBC,R,R,46,171,151,4,2.3%,9.8%,381.00,293.9,4,0,0
1509,1244314523,T. Spees,Trey Spees,Spees,Trey,2B,Western Carolina University,WCU,730278144,Western Carolina,BBC,L,R,56,222,178,4,1.8%,6.6%,372.85,303.3,4,0,0
1509,1212538799,C. McGinnis,Connor McGinnis,McGinnis,Connor,2B,University of Houston,HOU,3030,Houston,BBC,L,R,31,133,106,4,3.0%,9.1%,382.50,337.0,3,1,0
1509,1138026900,R. Campanale,Rees Campanale,Campanale,Rees,LF,Central Michigan University,CMU,5342,Central Michigan,BBC,R,R,32,114,101,4,3.5%,11.1%,367.62,318.6,4,0,0
1509,1445759608,G. LaChance,Greg LaChance,LaChance,Greg,2B,University of Illinois,ILL,730163456,Illinois,BBC,R,R,29,122,94,4,3.3%,11.1%,396.15,322.0,3,0,1
1509,1362060489,C. Arrambide,Cade Arrambide,Arrambide,Cade,C,Louisiana State University,LSU,5323,Louisiana State,BBC,R,R,36,75,62,4,5.3%,20.0%,387.08,345.1,3,0,1
1509,1556323154,R. Caballero,Rocco Caballero,Caballero,Rocco,SS,San Jose State University,SJSU,730206720,San Jose State,BBC,R,R,51,230,210,4,1.7%,6.1%,375.73,299.5,1,1,0
1509,1760046775,D. Ghiorso,DJ Ghiorso,Ghiorso,DJ,2B,Loyola Marymount University,LMU,730149120,Loyola Marymount,BBC,R,R,38,171,130,4,2.3%,9.5%,391.18,299.3,3,1,0
1509,1171241377,J. Trivisonno,Joe Trivisonno,Trivisonno,Joe,CF,Mercyhurst College,MCYH,730196224,Mercyhurst,BBC,L,L,46,196,167,4,2.0%,7.7%,397.01,297.4,2,0,0
1509,1357729151,C. Turner,Cy Turner,Turner,Cy,RF,University of Memphis,MEM,730172160,Memphis,BBC,L,R,42,126,99,4,3.2%,8.7%,383.78,312.5,3,0,1
1509,1361670398,J. Smith,James Smith,Smith,James,TWP,University of Memphis,MEM,730172160,Memphis,BBC,R,R,29,122,112,4,3.3%,9.8%,365.82,331.3,2,0,2
1509,1212036192,D. Johnson,Drew Johnson,Johnson,Drew,LF,Mercer University,MER,730240512,Mercer,BBC,L,R,59,237,188,4,1.7%,6.9%,370.01,295.6,2,0,1
1509,1133929646,J. Brooks,Jacob Brooks,Brooks,Jacob,SS,Niagara University,NIAG,730156544,Niagara,BBC,R,R,45,191,168,4,2.1%,6.0%,-,306.5,2,0,0
1509,1700198774,K. Perez,Kenneth Perez,Perez,Kenneth,2B,Western Illinois University,WIU,730370560,Western Illinois,BBC,R,R,48,201,179,4,2.0%,5.5%,377.18,315.7,2,0,1
1509,1342170440,T. Meluskey,Thomas Meluskey,Meluskey,Tommy,CF,New Mexico State University,NMSU,730302720,New Mexico State,BBC,S,L,27,99,73,4,4.0%,11.4%,415.65,333.9,4,0,0
1509,1774937559,T. Head,Ty Head,Head,Ty,CF,North Carolina State University,NCST,730216448,North Carolina State,BBC,L,L,56,243,179,4,1.6%,4.9%,371.00,288.1,4,0,0
1509,1342168218,C. White,Carter White,White,Carter,2B,University of North Florida,UNF,730296832,North Florida,BBC,L,R,48,171,152,4,2.3%,7.5%,-,275.7,2,0,0
1509,1806792104,J. Lee,Jayce Lee,Lee,Jayce,LF,University of Notre Dame,ND,225,Notre Dame,BBC,R,R,36,113,106,4,3.5%,10.8%,366.89,306.8,1,0,3
1509,1342168267,B. Johnson,Bryce Johnson,Johnson,Bryce,RF,Northwestern State University,NWST,730255872,Northwestern State,BBC,R,R,39,75,63,4,5.3%,12.1%,380.50,315.5,0,0,1
1509,1243572201,J. Batts,Justin Batts,Batts,Justin,1B,Delaware State University,DSU,730217984,Delaware State,BBC,R,R,38,147,130,4,2.7%,8.2%,-,326.0,1,0,0
1509,1305531530,T. Gambill,Trey Gambill,Gambill,Trey,LF,University of Oklahoma,OKLA,730294528,Oklahoma,BBC,L,R,56,245,186,4,1.6%,6.8%,385.80,312.5,4,0,0
1509,1842721780,J. Hale,John Hale,Hale,John,CF,Eastern Michigan University,EMU,5385,Eastern Michigan,BBC,R,R,45,203,167,4,2.0%,7.1%,382.79,315.9,3,0,0
1509,1342167366,J. Sheffield,Jeremy Sheffield,Sheffield,Jeremy,3B,Georgetown University,GTWN,2330,Georgetown,BBC,R,R,54,225,186,4,1.8%,9.5%,361.86,310.7,0,0,2
1509,1321815263,H. Bocachica Jr.,Hiram Bocachica Jr.,Bocachica Jr.,Hiram,SS,Rice University,RICE,2352,Rice,BBC,R,R,53,218,178,4,1.8%,6.5%,368.78,297.3,4,0,0
1509,1250916184,T. Medicoff,Tate Medicoff,Medicoff,Tate,P,Santa Clara University,SCU,730297600,Santa Clara,BBC,R,R,34,121,100,4,3.3%,13.8%,385.00,321.5,1,2,1
1509,1342168152,B. Grieve,Bode Grieve,Grieve,Bode,RF,Lafayette College,LAF,730217728,Lafayette,BBC,R,R,46,184,160,4,2.2%,6.7%,365.87,299.7,2,0,2
1509,1342169199,R. Rispoli,Rob Rispoli,Rispoli,Robert,SS,University of Connecticut,CONN,5486,Connecticut,BBC,R,R,57,281,216,4,1.4%,7.5%,372.91,309.2,2,0,1
1509,1342168985,B. Grimmer,Blake Grimmer,Grimmer,Blake,3B,University of Tennessee,TENN,730153728,Tennessee,BBC,L,R,27,56,44,4,7.1%,11.8%,375.69,335.2,2,2,0
1509,1029265660,E. Farina,Ethan Farina,Farina,Ethan,2B,Le Moyne College,LMC,730202880,Le Moyne,BBC,R,R,41,173,139,4,2.3%,7.7%,-,289.7,1,0,0
1509,1919727431,Z. Gingrich,Zachary Gingrich,Gingrich,Zachary,LF,Texas State University,TXST,5420,Texas State,BBC,L,R,38,145,120,4,2.8%,10.3%,404.21,332.5,3,1,0
1509,1591455079,J. Flaggert,Jarrett Flaggert,Flaggert,Jarrett,3B,Texas A&M-Corpus Christi,AMCC,4764,Texas A&M-Corpus Christi,BBC,R,R,38,132,112,4,3.0%,9.5%,419.90,336.1,3,0,0
1509,1529665535,C. Kosciusko,Cole Kosciusko,Kosciusko,Cole,LF,UC Santa Barbara,UCSB,730364160,UC Santa Barbara,BBC,L,L,50,218,182,4,1.8%,5.3%,386.07,326.5,2,1,1
1509,1327605561,J. Jimenez,Julian Jimenez,Jimenez,Julian,CF,University of Maryland Eastern Shore,UMES,730289152,Maryland Eastern Shore,BBC,L,R,43,192,157,4,2.1%,6.6%,-,310.2,0,0,0
1509,1174043694,H. Lutterman,Hudson Lutterman,Lutterman,Hudson,3B,Virginia Tech,VT,2293,Virginia Tech,BBC,R,R,42,135,120,4,3.0%,6.9%,363.58,313.4,4,0,0
1509,1210182431,T. Marsala,Thomas Marsala,Marsala,Thomas,LF,Western Kentucky University,WKU,730212096,Western Kentucky,BBC,L,R,42,136,121,4,2.9%,11.1%,428.71,334.3,1,3,0
1509,1361665055,E. Espinal,Edian Espinal,Espinal,Edian,2B,University of Central Florida,UCF,730256640,Central Florida,BBC,S,R,51,224,185,4,1.8%,10.3%,396.10,318.3,3,0,1
1509,1689777523,C. Smith,Cayden Smith,Smith,Cayden,TWP,Central Michigan University,CMU,5342,Central Michigan,BBC,R,R,51,219,186,4,1.8%,7.3%,384.52,313.0,3,0,1
1509,1432662328,C. Malamazian,Cooper Malamazian,Malamazian,Cooper,3B,"Indiana University, Bloomington",IND,4866,Indiana,BBC,R,R,50,199,172,4,2.0%,8.3%,374.26,321.7,2,1,1
1509,1728366688,M. Breton,Mason Breton,Breton,Mason,P,Long Island University-Brooklyn,LIU,730352896,LIU Brooklyn,BBC,L,R,40,109,92,4,3.7%,14.8%,389.70,327.2,3,0,1
1509,1202289847,T. Presnell,Tyler Presnell,Presnell,Tyler,2B,University of West Georgia,UOWG,730308864,West Georgia,BBC,L,R,35,111,97,4,3.6%,11.1%,-,319.5,3,1,0
1509,1408531850,S. Grube,Sam Grube,Grube,Sam,2B,Mount St. Mary's University,MSM,730291712,Mount St. Mary's,BBC,L,R,50,247,197,4,1.6%,5.8%,400.70,296.7,3,0,0
1509,1549740470,N. Book,Nolan Book,Book,Nolan,SS,Mount St. Mary's University,MSM,730291712,Mount St. Mary's,BBC,R,R,50,218,184,4,1.8%,7.8%,377.69,316.2,3,0,1
1509,1194203617,J. Damelio,Joey Damelio,Damelio,Joey,RF,Pepperdine University,PEPP,730338304,Pepperdine,BBC,R,R,33,102,87,4,3.9%,10.0%,356.09,290.6,1,0,3
1509,1224615998,A. Beltre,AJ Beltre,Beltre,AJ,3B,University of San Diego,USD,5320,San Diego,BBC,R,R,44,180,144,4,2.2%,8.9%,370.34,326.6,2,0,1
1509,1347278068,C. Jacome,Carlos Jacome,Jacome,Carlos,2B,University of South Florida,USF,2292,South Florida,BBC,R,R,49,198,163,4,2.0%,6.8%,390.71,314.2,3,0,1
1509,1214487336,T. Ellis,Tyler Ellis,Ellis,Tyler,1B,Lindenwood University,LU,730322176,Lindenwood,BBC,R,R,14,42,40,4,9.5%,20.0%,-,340.4,1,1,0
1509,1436319825,L. Nunes,Landon Nunes,Nunes,Landon,RF,UC Riverside,UCRV,730281728,UC Riverside,BBC,L,R,48,186,150,4,2.2%,7.8%,366.97,307.4,3,0,1
1509,1342168619,S. Meyer,Sam Meyer,Meyer,Sam,LF,Saint Joseph's University,JOES,730332416,Saint Joseph's,BBC,R,R,32,103,80,4,3.9%,13.8%,-,302.1,1,0,0
1509,1097334050,C. Fralick,Chase Fralick,Fralick,Chase,C,Auburn University,AUB,5466,Auburn,BBC,L,R,58,250,212,4,1.6%,6.3%,371.55,302.6,3,0,1
1509,1029547586,H. Federico,Hayden Federico,Federico,Hayden,LF,University of Mississippi,MISS,5322,Ole Miss,BBC,S,R,55,232,181,4,1.7%,6.2%,399.51,317.1,3,1,0
1509,1736480121,W. Johannes,Will Johannes,Johannes,Will,C,University of Illinois,ILL,730163456,Illinois,BBC,R,R,21,60,53,4,6.7%,17.4%,386.94,315.9,3,1,0
1509,1385713296,W. Cowan,Will Cowan,Cowan,Will,RF,St. John's University (NY),SJU,4285,St. John's,BBC,R,R,49,210,174,4,1.9%,5.0%,401.60,296.6,1,1,0
1509,1436453277,B. Vest,Boston Vest,Vest,Boston,3B,New Mexico State University,NMSU,730302720,New Mexico State,BBC,R,R,35,139,114,4,2.9%,9.5%,413.76,325.2,1,3,0
1509,1118488999,J. Parsons,JJ Parsons,Parsons,JJ,C,UNC Greensboro,UNCG,730238720,UNC Greensboro,BBC,R,R,21,73,60,4,5.5%,17.4%,378.06,343.6,3,1,0
1509,1342168539,T. Sparrer,Tyler Sparrer,Sparrer,Tyler,C,Radford University,RAD,730267392,Radford,BBC,R,R,40,158,139,4,2.5%,7.3%,365.85,303.9,4,0,0
1509,1182308903,G. Pitts,Gatlin Pitts,Pitts,Gatlin,3B,Samford University,SAM,730386432,Samford,BBC,R,R,37,102,93,4,3.9%,8.9%,361.70,299.1,1,1,1
1509,1342168413,C. McEntire,Carson McEntire,McEntire,Carson,CF,Oregon State University,ORST,3111,Oregon State,BBC,R,R,24,52,42,4,7.7%,20.0%,358.13,338.5,3,0,0
1509,1066243898,M. Perez,Matthew Perez,Perez,Matthew,3B,Florida A&M University,FAMU,5416,Florida A&M,BBC,R,R,53,205,179,4,2.0%,6.3%,-,299.2,0,0,1
1509,1343189705,E. Miller,Ethan Miller,Miller,Ethan,C,Florida A&M University,FAMU,5416,Florida A&M,BBC,R,R,43,144,121,4,2.8%,8.5%,-,292.9,0,0,0
1509,1594044353,N. Lovarco,Nick Lovarco,Lovarco,Nick,RF,Monmouth University,MONM,4164,Monmouth,BBC,R,R,50,196,175,4,2.0%,5.8%,391.00,316.2,0,1,0
1509,1569233885,R. Galvan,Rene Galvan,Galvan,Rene,LF,University of Texas Rio Grande Valley,UTRGV,730192128,UT Rio Grande Valley,BBC,L,L,39,157,124,4,2.5%,8.0%,-,304.7,2,1,1
1509,1614022593,S. Hardcastle,Sam Hardcastle,Hardcastle,Sam,3B,Abilene Christian University,AC,730375936,Abilene Christian,BBC,R,R,46,185,161,4,2.2%,6.6%,376.01,300.3,3,0,0
1509,1342167732,R. Austin,Ryan Austin,Austin,Ryan,1B,Lipscomb University,LIP,730307072,Lipscomb,BBC,L,L,34,105,80,4,3.8%,14.3%,374.22,350.9,0,1,3
1509,1291671289,R. Felsch,Rowan Felsch,Felsch,Rowan,LF,UC Irvine,UCI,3031,UC Irvine,BBC,L,L,43,170,131,4,2.4%,7.1%,384.56,304.3,2,1,1
1509,1602692152,B. Picarelli,Brady Picarelli,Picarelli,Brady,RF,University of Missouri,MIZZ,4806,Missouri,BBC,L,R,18,56,49,4,7.1%,19.0%,398.67,352.7,3,0,1
1509,1302717816,L. Hairston,Landon Hairston,Hairston,Landon,RF,Arizona State University,ASU,5035,Arizona State,BBC,L,L,53,238,196,4,1.7%,10.8%,409.71,341.2,2,1,1
1509,1342167905,A. Tirado,Anthony Tirado,Tirado,Anthony,CF,University of Massachusetts,MASS,5451,UMass,BBC,L,R,48,222,179,4,1.8%,8.0%,-,295.2,2,0,0
1509,1393786348,G. Degnan,Gavin Degnan,Degnan,Gavin,RF,University of Pennsylvania,PENN,730292224,Pennsylvania,BBC,R,R,34,98,83,4,4.1%,17.4%,383.06,341.1,2,2,0
1509,1770714050,L. Wilson,Liam Wilson,Wilson,Liam,C,Harvard University,HARV,5450,Harvard,BBC,R,R,29,109,97,4,3.7%,9.8%,378.34,322.9,3,1,0
1509,1587154519,C. Butera,Christian Butera,Butera,Christian,3B,Brown University,BRWN,730236160,Brown,BBC,R,R,36,139,119,4,2.9%,9.8%,376.40,312.8,2,2,0
1509,1529452925,G. Griggs,Gage Griggs,Griggs,Gage,3B,University of South Carolina Upstate,SCUS,730317312,South Carolina Upstate,BBC,R,R,43,173,142,4,2.3%,8.0%,373.46,290.6,1,1,1
1509,1023121797,J. Bremner,Justin Bremner,Bremner,Justin,RF,Canisius College,CAN,730218752,Canisius,BBC,R,R,19,66,57,4,6.1%,18.2%,-,314.0,0,1,0
1509,1342167005,X. Rios,Xavier Rios,Rios,Xavier,C,Cal State-Northridge,CSN,730380032,CSU Northridge,BBC,R,R,33,90,73,4,4.4%,16.0%,396.23,309.2,4,0,0
1509,1990195223,D. Gregg,Darwin Gregg,Gregg,Darwin,LF,Jackson State University,JKST,730378240,Jackson State,BBC,R,R,24,76,60,4,5.3%,13.8%,-,331.9,0,1,0
1509,1763126197,E. Menzel,Evan Menzel,Menzel,Evan,3B,University of Maine,ME,730275840,Maine,BBC,L,R,35,146,117,4,2.7%,10.3%,392.92,303.9,2,1,1
1821,1085384960,J. Pokrovsky,Jarrett Pokrovsky,Pokrovsky,Jarrett,RF,University of Pennsylvania,PENN,730292224,Pennsylvania,BBC,R,R,41,188,167,3,1.6%,5.9%,354.87,296.7,3,0,0
1821,1085400320,R. Taylor,Ryan Taylor,Taylor,Ryan,CF,University of Pennsylvania,PENN,730292224,Pennsylvania,BBC,R,R,41,178,147,3,1.7%,8.8%,392.17,304.6,2,0,1
1821,1176013056,Q. Ahearn,Qwynn Ahearn,Ahearn,Qwynn,C,University of Pennsylvania,PENN,730292224,Pennsylvania,BBC,R,R,29,103,88,3,2.9%,8.6%,421.47,303.5,1,1,0
1821,1195516928,C. Matlon,Caden Matlon,Matlon,Caden,C,University of Akron,AKR,540536064,Akron,BBC,R,R,48,200,162,3,1.5%,4.5%,360.25,304.9,2,0,1
1821,1188694272,G. Antillon,Gunner Antillon,Antillon,Gunner,SS,Bowling Green State University,BGSU,730189056,Bowling Green,BBC,R,R,49,232,193,3,1.3%,4.4%,-,312.8,0,0,0
1821,1176047872,E. Moomau,Easton Moomau,Moomau,Easton,3B,University of Texas Rio Grande Valley,UTRGV,730192128,UT Rio Grande Valley,BBC,L,R,54,257,217,3,1.2%,4.6%,380.40,291.3,0,0,3
1821,1259825664,M. Dattalo,Michael Dattalo,Dattalo,Michael,3B,Dallas Baptist University,DBU,730198016,Dallas Baptist,BBC,R,R,59,270,223,3,1.1%,4.6%,389.99,313.5,0,2,1
1821,1287362048,J. Nerat,Joey Nerat,Nerat,Joey,RF,Dallas Baptist University,DBU,730198016,Dallas Baptist,BBC,L,R,46,162,137,3,1.9%,13.0%,384.72,323.1,1,1,1
1821,1162119936,C. Taylor,Christian Taylor,Taylor,Christian,LF,Air Force Academy,AFA,730205440,Air Force,BBC,R,R,49,207,176,3,1.4%,5.2%,386.19,309.1,2,0,1
1821,1088061440,R. Hamchuk,Robert Hamchuk,Hamchuk,Robert,LF,University of Michigan,MICH,2290,Michigan,BBC,R,R,36,92,82,3,3.3%,10.0%,369.38,305.8,2,0,1
1821,1097455104,G. Anderson,Garner Anderson,Anderson,Garner,LF,University of Tennessee at Martin,UTM,730238976,UT Martin,BBC,R,R,41,183,156,3,1.6%,4.3%,341.26,308.5,0,0,1
1821,1243930112,J. Fithian,Jalen Fithian,Fithian,Jalen,CF,University of Tennessee at Martin,UTM,730238976,UT Martin,BBC,R,R,53,255,218,3,1.2%,3.3%,-,298.2,2,0,0
1821,1280568832,J. Gustafson,Jaden Gustafson,Gustafson,Jaden,LF,Wichita State University,WICH,730203904,Wichita State,BBC,L,L,54,208,178,3,1.4%,5.0%,392.22,322.0,1,2,0
1821,1100075008,A. Fernandes,Alex Fernandes,Fernandes,Alex,RF,San Jose State University,SJSU,730206720,San Jose State,BBC,L,R,59,257,216,3,1.2%,4.8%,373.35,311.0,3,0,0
1821,1176351744,B. Church,Braxton Church,Church,Braxton,C,Appalachian State University,APP,730240256,Appalachian State,BBC,L,R,52,233,179,3,1.3%,4.5%,393.73,321.2,2,1,0
1821,1207762688,G. Smiley,Graham Smiley,Smiley,Graham,C,Appalachian State University,APP,730240256,Appalachian State,BBC,R,R,24,89,76,3,3.4%,10.3%,403.95,345.8,1,2,0
1821,1100118528,E. Hott,Ethan Hott,Hott,Ethan,CF,Stanford University,STAN,730251264,Stanford,BBC,R,R,38,137,117,3,2.2%,6.5%,367.68,315.4,3,0,0
1821,1188013312,B. Tryon,Ben Tryon,Tryon,Ben,LF,Dallas Baptist University,DBU,730198016,Dallas Baptist,BBC,L,R,39,126,102,3,2.4%,8.1%,413.73,325.5,3,0,0
1821,1099160832,B. Larson,Brandon Larson,Larson,Brandon,P,Stanford University,STAN,730251264,Stanford,BBC,L,R,26,90,80,3,3.3%,15.0%,384.48,359.5,2,1,0
1821,1152960769,E. Barreras,Emilio Barreras,Barreras,Emilio,SS,Grand Canyon University,GC,5310,Grand Canyon,BBC,L,R,41,196,159,3,1.5%,7.5%,-,305.0,3,0,0
1821,1162009088,B. Neal,Brady Neal,Neal,Brady,C,University of Alabama,ALA,730206976,Alabama,BBC,L,R,41,165,128,3,1.8%,8.3%,410.15,320.7,1,1,1
1821,1162600448,G. Kash,Gavin Kash,Kash,Gavin,1B,Texas A&M University,TXAM,3032,Texas A&M,BBC,L,R,41,153,126,3,2.0%,7.0%,411.86,306.6,1,1,1
1821,1162030592,C. Kurland,Cade Kurland,Kurland,Cade,2B,University of Florida,FLA,730168320,Florida,BBC,R,R,14,51,38,3,5.9%,20.0%,370.66,337.5,2,1,0
1821,1141524480,T. Schreck,Thomas Schreck,Schreck,Thomas,SS,Army West Point,ARMY,4744,Army,BBC,R,R,50,201,158,3,1.5%,6.3%,358.85,302.9,2,0,1
1821,1162352384,C. Barr,Chris Barr,Barr,Chris,LF,Army West Point,ARMY,4744,Army,BBC,S,R,50,243,208,3,1.2%,4.3%,357.16,310.9,3,0,0
1821,1309417216,G. Royer,Gianni Royer,Royer,Gianni,CF,College of the Holy Cross,HC,730310656,Holy Cross,BBC,R,R,53,238,205,3,1.3%,4.0%,382.29,317.3,3,0,0
1821,1311218432,B. Jones,Brendan Jones,Jones,Brendan,2B,College of the Holy Cross,HC,730310656,Holy Cross,BBC,L,R,49,200,154,3,1.5%,5.1%,-,299.5,2,1,0
1821,1324686592,C. Baillargeon,Chris Baillargeon,Baillargeon,Chris,1B,College of the Holy Cross,HC,730310656,Holy Cross,BBC,R,R,58,263,205,3,1.1%,4.8%,-,310.8,1,0,2
1821,1165893120,T. Dunn,Tyler Dunn,Dunn,Tyler,1B,Bucknell University,BUCK,730214144,Bucknell,BBC,L,L,38,175,126,3,1.7%,5.8%,373.27,297.4,2,0,1
1821,1099761152,B. Steinert,Brady Steinert,Steinert,Brady,3B,Marist College,MRST,730374656,Marist,BBC,R,R,40,151,125,3,2.0%,6.5%,381.58,293.6,3,0,0
1821,1152863744,B. Hot,Bayram Hot,Hot,Bayram,2B,University of Louisville,LOU,5467,Louisville,BBC,R,R,36,103,92,3,2.9%,15.0%,376.59,330.7,2,1,0
1821,1235324160,L. Rodriguez,Lewis Rodriguez,Rodriguez,Lewis,CF,Marist College,MRST,730374656,Marist,BBC,R,R,49,229,188,3,1.3%,4.1%,358.67,306.2,3,0,0
1821,1104574208,C. Ott,Colby Ott,Ott,Colby,1B,Eastern Kentucky University,EKY,5417,Eastern Kentucky,BBC,R,R,53,198,171,3,1.5%,5.0%,381.34,304.5,3,0,0
1821,1084615168,R. Jaros,Ryan Jaros,Jaros,Ryan,3B,North Carolina State University,NCST,730216448,North Carolina State,BBC,R,R,29,88,69,3,3.4%,12.0%,417.89,321.8,1,1,1
