Rank,playerId,abbrevName,playerFullName,player,playerFirstName,pos,newestTeamName,newestTeamAbbrevName,newestTeamId,newestTeamLocation,newestTeamLevel,batsHand,throwsHand,G,PA,P,SLAA,SL+,FrmRAA,FrmCntRAA,StrkFrmd,BallFrmd
679,1235490304,K. Hager,Kevin Hager,Hager,Kevin,SS,Cornell University,COR,730298624,Cornell,BBC,R,R,34,156,586,-0.74,99.2%,0.08,1.60,6,7
680,1263255296,N. Williams,Nick Williams,Williams,Nick,LF,Michigan State University,MSU,1551,Michigan State,BBC,R,R,53,215,844,-0.74,99.6%,0.09,-0.22,6,9
681,1229486592,C. Vasquez,Carlos Vasquez,Vasquez,Carlos,3B,Western Kentucky University,WKU,730212096,Western Kentucky,BBC,R,R,57,272,958,-0.73,99.4%,0.08,0.30,15,11
682,1296199425,S. Leonard,Samuel Leonard,Leonard,Samuel,SS,Alcorn State University,ALCN,5376,Alcorn State,BBC,R,R,47,170,400,-0.73,95.9%,0.09,-0.04,0,0
683,1139915009,B. Garner,Bradley Garner,Garner,Bradley,RF,Virginia Military Institute,VMI,730173440,VMI,BBC,R,R,52,250,972,-0.73,99.5%,0.10,0.34,14,13
684,1237057024,L. Brooks,Lauden Brooks,Brooks,Lauden,2B,University of Cincinnati,CIN,5465,Cincinnati,BBC,R,R,47,184,702,-0.73,99.5%,0.07,-0.18,3,4
685,1189127936,J. Stransky,Justin Stransky,Stransky,Justin,C,Fresno State,FRES,730384384,Fresno State,BBC,R,R,60,272,939,-0.73,99.5%,0.10,0.06,7,8
686,1201654784,H. Padden,Harry Padden,Padden,Harry,CF,Monmouth University,MONM,4164,Monmouth,BBC,R,R,51,237,785,-0.73,99.2%,0.08,0.17,3,5
687,1287365120,E. Richter,Easton Richter,Richter,Easton,2B,University of Minnesota,MINN,4864,Minnesota,BBC,L,R,49,220,876,-0.72,99.3%,0.09,-0.72,10,9
688,1310897664,A. Russell,Austin Russell,Russell,Austin,1B,Texas A&M-Corpus Christi,AMCC,4764,Texas A&M-Corpus Christi,BBC,R,R,45,186,688,-0.72,97.8%,0.09,0.16,0,1
689,1279221760,C. Thibodeaux,Cardell Thibodeaux,Thibodeaux,Cardell,LF,Southern University,SOU,4767,Southern,BBC,L,L,49,238,868,-0.72,97.2%,0.09,0.55,0,1
690,1184595712,J. Tharnish,Jayce Tharnish,Tharnish,Jayce,CF,St. Bonaventure University,SBON,730375424,St. Bonaventure,BBC,R,R,46,217,709,-0.71,96.9%,0.08,0.13,1,1
691,1107635456,D. Haab,Daniel Haab,Haab,Daniel,RF,Georgia Southern University,GASO,730331648,Georgia Southern,BBC,R,R,52,222,752,-0.70,99.4%,0.08,-0.61,7,5
692,1205518848,M. Diaz,Michael Diaz,Diaz,Michael,LF,Grand Canyon University,GC,5310,Grand Canyon,BBC,L,R,52,200,834,-0.70,98.4%,0.09,0.22,5,2
693,1359638792,H. Porter,Hollis Porter,Porter,Hollis,1B,University of Maryland-College Park,MD,730172928,Maryland,BBC,L,R,55,255,991,-0.70,99.4%,0.09,0.70,10,5
694,1568958668,J. Nunnallee,James Nunnallee,Nunnallee,James,LF,University of Virginia,UVA,5415,Virginia,BBC,L,R,48,174,649,-0.69,99.4%,0.09,0.00,8,9
695,1099878144,J. Campo,Jason Campo,Campo,Jason,1B,North Carolina A&T State University,NCAT,730372352,North Carolina A&T,BBC,R,R,42,162,590,-0.66,97.7%,0.06,0.03,3,1
696,1279488512,K. Wagner,Kai Wagner,Wagner,Kai,3B,University of Northern Colorado,UNCO,730286592,Northern Colorado,BBC,L,R,51,250,980,-0.65,99.1%,0.08,-0.29,5,4
697,1299974400,H. Klotz,Hunter Klotz,Klotz,Hunter,1B,Kent State University,KENT,730315008,Kent State,BBC,L,R,49,201,835,-0.65,99.1%,0.08,1.07,4,5
698,1153718272,L. Amedee,Lee Amedee,Amedee,Lee,1B,University of Louisiana at Lafayette,ULL,5075,Louisiana,BBC,L,R,58,225,848,-0.65,99.5%,0.09,-0.01,7,11
699,1257366784,S. DeCarlo,Sam DeCarlo,DeCarlo,Sam,SS,University of Washington,WASH,3110,Washington,BBC,R,R,57,253,969,-0.64,99.6%,0.08,0.48,10,12
700,1183064576,R. Ouzts,Ryan Ouzts,Ouzts,Ryan,CF,Presbyterian College,PRE,730184192,Presbyterian,BBC,R,R,51,190,748,-0.64,99.4%,0.07,0.05,6,4
701,1162350848,T. Dalley,Ty Dalley,Dalley,Ty,RF,Mercer University,MER,730240512,Mercer,BBC,L,R,60,281,954,-0.64,99.2%,0.08,-0.44,6,5
702,1187924224,N. Capozzi,Nick Capozzi,Capozzi,Nick,RF,Gardner Webb University,WEBB,730222592,Gardner Webb,BBC,R,R,52,220,834,-0.63,99.2%,0.07,0.50,2,4
703,1614478221,H. Turner,Hassan Turner,Turner,Hassan,RF,Delaware State University,DSU,730217984,Delaware State,BBC,R,R,39,176,551,-0.62,82.8%,0.07,0.03,0,1
704,1124793499,M. Falk,Matt Falk,Falk,Matt,C,Central Connecticut State University,CCSU,730306816,Central Connecticut State,BBC,R,R,38,152,515,-0.62,93.6%,0.07,0.24,0,0
705,1251197184,J. Sample,Jaryn Sample,Sample,Jaryn,3B,Delaware State University,DSU,730217984,Delaware State,BBC,R,R,39,167,534,-0.60,86.9%,0.07,0.11,0,0
706,1123968000,K. Schupmann,Kyle Schupmann,Schupmann,Kyle,3B,University of Illinois,ILL,730163456,Illinois,BBC,R,R,52,234,908,-0.60,99.6%,0.06,-0.41,11,5
707,1296044544,C. Burdick,Cam Burdick,Burdick,Cam,CF,Cal State Fullerton,CSF,5414,CSU Fullerton,BBC,R,R,48,174,603,-0.59,99.5%,0.09,1.53,7,9
708,1077731072,W. Brown,Will Brown,Brown,Will,2B,Florida A&M University,FAMU,5416,Florida A&M,BBC,R,R,57,266,668,-0.58,97.7%,0.07,0.08,2,3
709,1297349376,L. Sauve,Logan Sauve,Sauve,Logan,C,West Virginia University,WVU,5327,West Virginia,BBC,R,R,54,247,972,-0.56,99.7%,0.06,0.82,10,6
710,1238233344,J. Kemp,James Kemp,Kemp,James,1B,Iona College,IONA,730242048,Iona,BBC,R,R,52,249,906,-0.56,95.5%,0.08,0.11,1,1
711,1802069545,N. Rivera,Noel Rivera,Rivera,Noel,3B,Marist College,MRST,730374656,Marist,BBC,R,R,39,191,638,-0.56,97.7%,0.06,0.13,2,1
712,1324686592,C. Baillargeon,Chris Baillargeon,Baillargeon,Chris,1B,College of the Holy Cross,HC,730310656,Holy Cross,BBC,R,R,58,263,1039,-0.56,99.6%,0.07,1.08,9,13
713,1205132544,G. Greco,Garrett Greco,Greco,Garrett,2B,Saint Peter's University,SPC,730149888,Saint Peter's,BBC,L,R,46,221,756,-0.55,97.8%,0.07,0.01,2,1
714,1099315456,S. Canton,Sam Canton,Canton,Sam,CF,North Dakota State University,NDSU,730343168,North Dakota State,BBC,L,L,43,192,709,-0.55,99.0%,0.07,-0.59,2,3
715,1155640832,N. Humphreys,Nathan Humphreys,Humphreys,Nathan,CF,Dallas Baptist University,DBU,730198016,Dallas Baptist,BBC,L,R,59,278,1061,-0.54,99.7%,0.07,1.05,10,8
716,1260855040,L. Masiuk,Luke Masiuk,Masiuk,Luke,RF,Hofstra University,HOF,730245120,Hofstra,BBC,R,R,53,230,871,-0.52,99.5%,0.06,-0.40,7,7
717,1153057792,J. Williams,Jake Williams,Williams,Jake,2B,Yale University,YALE,730334464,Yale,BBC,R,R,43,204,785,-0.51,99.6%,0.09,0.05,6,6
718,1309501696,K. Morse,Krayton Morse,Morse,Krayton,C,Western Illinois University,WIU,730370560,Western Illinois,BBC,R,R,47,217,726,-0.50,98.7%,0.05,0.19,2,2
719,1162131968,J. Figueroa,Josue Figueroa,Figueroa,Josue,1B,Florida A&M University,FAMU,5416,Florida A&M,BBC,S,R,58,240,702,-0.49,97.7%,0.06,-0.02,2,2
720,1207476224,J. Sweeney,Johnny Sweeney,Sweeney,Johnny,1B,University of South Carolina Upstate,SCUS,730317312,South Carolina Upstate,BBC,L,R,57,260,1023,-0.48,99.7%,0.06,0.44,13,10
721,1145239296,R. Lipoma,Reese Lipoma,Lipoma,Reese,CF,Northwestern State University,NWST,730255872,Northwestern State,BBC,R,R,55,275,1076,-0.48,99.4%,0.05,0.83,4,6
722,1232240129,A. Madera,Alex Madera,Madera,Alex,SS,University of North Carolina,UNC,730181888,North Carolina,BBC,L,R,61,272,1020,-0.47,99.8%,0.06,1.36,8,5
723,1850271363,L. Cockrill,LT Cockrill,Cockrill,LT,C,University of Delaware,DEL,730203136,Delaware,BBC,R,R,42,183,719,-0.47,99.6%,0.06,-0.46,6,7
724,1303532033,J. Ragsdale,Josiah Ragsdale,Ragsdale,Josiah,CF,Boston College,BC,227,Boston College,BBC,L,L,56,250,942,-0.46,99.7%,0.06,-0.67,16,7
725,1802508005,T. Tomlin,Taylor Tomlin,Tomlin,Taylor,CF,Oakland University,OAK,5386,Oakland,BBC,R,L,50,211,798,-0.45,99.6%,0.07,0.27,8,11
726,1210577664,T. Cowan,Tyler Cowan,Cowan,Ty,2B,University of the Incarnate Word,IW,730225152,Incarnate Word,BBC,L,R,44,195,692,-0.45,97.9%,0.06,0.21,0,1
727,1238039808,J. Cook,Jake Cook,Cook,Jake,CF,The University of Southern Mississippi,USM,730246656,Southern Miss,BBC,L,L,59,284,1083,-0.44,99.8%,0.06,0.32,10,9
728,1152940544,J. Willits,Jaxon Willits,Willits,Jaxon,SS,University of Oklahoma,OKLA,730294528,Oklahoma,BBC,S,R,60,270,1161,-0.43,99.8%,0.07,1.16,13,13
729,1466872686,E. Rossi,Ethan Rossi,Rossi,Ethan,RF,Eastern Illinois University,EIU,730271744,Eastern Illinois,BBC,R,R,52,223,810,-0.42,99.5%,0.06,0.61,7,4
730,1162472448,M. Ryan,Matt Ryan,Ryan,Matt,2B,Lamar University,LAM,730162432,Lamar,BBC,R,R,51,192,784,-0.41,99.6%,0.07,0.71,12,3
731,1342166725,J. Polledo,Jeter Polledo,Polledo,Jeter,SS,Bethune-Cookman University,COOK,730152960,Bethune-Cookman,BBC,R,R,52,203,687,-0.41,96.4%,0.05,-0.01,1,1
732,1552347049,C. Prince,Cooper Prince,Prince,Cooper,CF,University of West Georgia,UOWG,730308864,West Georgia,BBC,L,R,50,226,820,-0.40,98.7%,0.05,0.06,3,2
733,1848151360,B. Campbell,Bryce Campbell,Campbell,Bryce,1B,New Mexico State University,NMSU,730302720,New Mexico State,BBC,R,R,39,182,683,-0.39,99.6%,0.04,1.42,10,8
734,1486962578,S. Meth,Sean Meth,Meth,Sean,1B,Fairfield University,FAIR,730380544,Fairfield,BBC,R,R,49,221,848,-0.36,99.4%,0.02,0.02,5,6
735,1112227629,A. Cano,Angel Cano,Cano,Angel,1B,Little Rock,UALR,730217472,Little Rock,BBC,R,R,45,191,620,-0.35,98.6%,0.04,0.11,1,1
736,1341664768,C. Becker,Colten Becker,Becker,Colten,LF,North Dakota State University,NDSU,730343168,North Dakota State,BBC,L,L,53,236,962,-0.35,99.5%,0.05,0.38,3,5
737,1207845632,G. Collins,Gavin Collins,Collins,Gavin,LF,University of Pennsylvania,PENN,730292224,Pennsylvania,BBC,R,L,41,189,781,-0.35,99.7%,0.03,0.10,9,9
738,1297344769,P. Kling,Paxton Kling,Kling,Paxton,CF,Penn State University,PSU,5326,Penn State,BBC,R,R,56,269,1091,-0.35,99.8%,0.04,0.59,17,17
739,1725006698,A. Irizarry,Alex Irizarry,Irizarry,Alex,SS,Quinnipiac University,QUIN,730386688,Quinnipiac,BBC,L,R,52,241,852,-0.34,99.3%,0.04,-0.00,2,2
740,1080345344,K. Holm,Kai Holm,Holm,Kai,SS,Lipscomb University,LIP,730307072,Lipscomb,BBC,R,R,51,227,848,-0.34,99.7%,0.03,0.36,11,8
741,1698892798,E. Gries-Smith,Eli Gries-Smith,Gries-Smith,Eli,CF,University of Arkansas-Pine Bluff,ARPB,5377,Arkansas-Pine Bluff,BBC,R,R,53,244,767,-0.34,99.1%,0.04,0.80,1,3
742,1957652832,F. Stewart,Finnegan Stewart,Stewart,Finnegan,RF,Utah Tech University,UTU,730318592,Utah Tech,BBC,R,R,53,202,734,-0.31,99.7%,0.03,-0.14,7,9
743,1337240915,R. Heinrich,Rayner Heinrich,Heinrich,Rayner,LF,Tarleton State University,TAR,730236416,Tarleton State,BBC,R,R,50,237,883,-0.31,99.6%,0.06,-0.85,4,6
744,1339859835,L. Akers,Landon Akers,Akers,Landon,SS,Bellarmine University,BU,730167552,Bellarmine,BBC,R,R,53,243,851,-0.29,99.6%,0.03,-0.07,5,6
745,1262667264,M. Levu,Mulivai Levu,Levu,Mulivai,1B,UCLA,UCLA,5048,UCLA,BBC,L,R,66,314,1200,-0.29,99.8%,0.04,0.10,11,7
746,1385576884,B. McDevit,Brady McDevit,McDevit,Brady,LF,University of West Georgia,UOWG,730308864,West Georgia,BBC,L,R,46,182,625,-0.29,98.2%,0.04,0.01,1,1
747,1079511552,T. Dickinson,Tim Dickinson,Dickinson,Tim,2B,Saint Joseph's University,JOES,730332416,Saint Joseph's,BBC,L,R,50,221,818,-0.28,99.6%,0.03,0.18,9,6
748,1139998464,P. Call,Phoenix Call,Call,Phoenix,2B,UCLA,UCLA,5048,UCLA,BBC,R,R,60,241,850,-0.28,99.8%,0.04,0.26,8,11
749,1417547191,G. Watkins,Grant Watkins,Watkins,Grant,1B,Abilene Christian University,AC,730375936,Abilene Christian,BBC,L,R,56,257,983,-0.28,99.8%,0.04,0.24,14,17
750,1286168833,L. Orbon,Luke Orbon,Orbon,Luke,SS,St. John's University (NY),SJU,4285,St. John's,BBC,L,R,53,230,882,-0.28,99.8%,0.04,-0.66,12,6
751,1304314330,P. Goodness,Paulie Goodness,Goodness,Paulie,CF,Le Moyne College,LMC,730202880,Le Moyne,BBC,R,R,43,189,589,-0.27,96.4%,0.04,0.02,0,1
752,1167257088,G. Mastros,Graham Mastros,Mastros,Graham,RF,Illinois State University,ILST,730258944,Illinois State,BBC,R,R,49,209,716,-0.26,99.7%,0.04,-0.45,6,4
753,1125677568,S. Greico,Sebastian Greico,Greico,Sebastian,1B,University of South Florida,USF,2292,South Florida,BBC,L,R,47,218,778,-0.26,99.8%,0.03,1.62,9,7
754,1299762688,M. Schark,Matt Schark,Schark,Matt,3B,Southern Illinois University,SIU,730349824,Southern Illinois,BBC,R,R,57,279,959,-0.26,99.2%,0.03,-0.20,2,3
755,1285054209,S. Swenson,Sean Swenson,Swenson,Sean,1B,Virginia Commonwealth University,VCU,730179328,VCU,BBC,R,R,54,236,879,-0.26,99.8%,0.06,0.29,11,10
756,1025516787,A. Jimenez,Adrian Jimenez,Jimenez,Adrian,SS,Virginia Commonwealth University,VCU,730179328,VCU,BBC,R,R,41,179,625,-0.23,99.8%,0.02,0.36,6,3
757,1075204352,M. Brodil,Marcus Brodil,Brodil,Marcus,RF,University of South Florida,USF,2292,South Florida,BBC,L,L,56,239,978,-0.22,99.9%,0.03,0.71,5,7
758,1336579840,H. Ford,Henry Ford,Ford,Henry,RF,University of Virginia,UVA,5415,Virginia,BBC,R,R,50,231,782,-0.22,99.8%,0.03,-0.13,11,10
759,1103158528,D. Tauken,Dan Tauken,Tauken,Dan,LF,Murray State University,MURR,730188032,Murray State,BBC,L,L,61,273,1034,-0.21,99.7%,0.03,-0.23,6,6
760,1760558112,L. Lively,Lenox Lively,Lively,Lenox,C,Queens University of Charlotte,QUC,754315264,Queens University of Charlotte,BBC,L,R,51,189,704,-0.21,99.7%,0.03,0.11,3,4
761,1096391424,A. Ducatelli,Antonio Ducatelli,Ducatelli,Antonio,LF,Central Connecticut State University,CCSU,730306816,Central Connecticut State,BBC,L,L,40,174,552,-0.20,97.9%,0.03,0.08,1,1
762,1161345536,R. Davis,Ryan Davis,Davis,Ryan,3B,University of Maryland Eastern Shore,UMES,730289152,Maryland Eastern Shore,BBC,R,R,45,180,512,-0.19,98.8%,0.03,0.18,3,2
763,1273172737,K. Spence,Keenan Spence,Spence,Keenan,RF,Purdue University,PUR,730353152,Purdue,BBC,R,R,47,180,676,-0.18,99.8%,0.02,-0.57,6,6
764,1718723646,D. Orr,Danny Orr,Orr,Danny,1B,UMBC,UMBC,730210304,UMBC,BBC,R,R,40,169,542,-0.18,99.6%,0.01,-0.05,2,2
765,1126689024,N. Gamez,Nathan Gamez,Gamez,Nathan,3B,Alcorn State University,ALCN,5376,Alcorn State,BBC,L,R,48,183,433,-0.18,97.0%,0.02,0.01,0,0
766,1309506304,A. Williamson,Andrew Williamson,Williamson,Andrew,RF,University of Central Florida,UCF,730256640,Central Florida,BBC,L,L,55,261,1001,-0.18,99.9%,0.02,0.16,10,9
767,1173523200,J. Spinosa,JC Spinosa,Spinosa,JC,SS,Canisius College,CAN,730218752,Canisius,BBC,R,R,45,203,641,-0.17,98.9%,0.02,-0.02,2,1
768,1400143090,J. Morton,Joey Morton,Morton,Joey,1B,Campbell University,CAMP,730187776,Campbell,BBC,L,L,53,230,891,-0.16,99.9%,0.02,-0.16,5,4
769,1283337728,C. Shipley,Casey Shipley,Shipley,Casey,C,University of Central Arkansas,CARK,730175232,Central Arkansas,BBC,R,R,42,185,725,-0.16,98.6%,0.02,-0.09,0,0
770,1084481280,K. Peer,Kaden Peer,Peer,Kaden,CF,University of Missouri,MIZZ,4806,Missouri,BBC,L,R,47,204,714,-0.16,99.9%,0.02,0.63,5,6
771,1097554432,C. Marcellus,Chris Marcellus,Marcellus,Chris,C,Grambling State University,GRAM,5378,Grambling State,BBC,R,R,48,216,655,-0.14,95.7%,0.02,0.01,0,0
772,1318667776,J. Pilla,Johnny Pilla,Pilla,Johnny,2B,Stony Brook University,STON,730249984,Stony Brook,BBC,L,R,48,194,744,-0.13,99.8%,0.02,-0.13,4,4
773,1165893120,T. Dunn,Tyler Dunn,Dunn,Tyler,1B,Bucknell University,BUCK,730214144,Bucknell,BBC,L,L,38,175,693,-0.13,99.9%,0.02,0.75,12,10
774,1132701184,C. McGinnis,Cal McGinnis,McGinnis,Cal,2B,University of Evansville,EVAN,730327808,Evansville,BBC,L,R,47,216,728,-0.13,99.8%,0.02,0.48,6,1
775,1205047296,N. Mazzotta,Nicholas Mazzotta,Mazzotta,Nicholas,TWP,Wagner College,WAG,730192640,Wagner,BBC,R,R,53,261,753,-0.10,99.5%,-0.00,0.12,2,1
776,1251616000,B. Valentine,Balin Valentine,Valentine,Balin,LF,Northwestern State University,NWST,730255872,Northwestern State,BBC,R,R,55,250,903,-0.08,99.8%,0.00,0.44,5,4
777,1239285248,T. Aiken,TJ Aiken,Aiken,TJ,LF,Old Dominion University,ODU,3090,Old Dominion,BBC,L,L,43,173,714,-0.08,99.9%,0.01,0.28,8,6
778,1303740160,J. Flores,Jalin Flores,Flores,Jalin,SS,University of Texas,TEX,245,Texas,BBC,R,R,58,268,1036,-0.07,>99.9%,-0.01,0.66,12,6
779,1914356356,B. Capps,Brody Capps,Capps,Brody,1B,University of Tennessee at Martin,UTM,730238976,UT Martin,BBC,R,R,54,245,819,-0.06,99.8%,0.01,-0.11,2,2
780,1279313920,L. Elmore,Luke Elmore,Elmore,Luke,LF,Air Force Academy,AFA,730205440,Air Force,BBC,R,R,50,202,719,-0.06,99.9%,0.02,0.48,6,6
781,1762898844,B. Torres,Boston Torres,Torres,Boston,LF,Virginia Military Institute,VMI,730173440,VMI,BBC,L,L,53,255,1060,-0.05,>99.9%,0.01,-0.10,14,14
782,1176352000,W. Budnick,Will Budnick,Budnick,Will,1B,Queens University of Charlotte,QUC,754315264,Queens University of Charlotte,BBC,L,L,53,213,663,-0.03,99.9%,0.00,-0.88,4,2
783,1720481395,A. Anderson,AJ Anderson,Anderson,AJ,SS,Alabama A&M University,AAMU,730365440,Alabama A&M,BBC,R,R,39,159,396,-0.03,99.3%,-0.00,-0.06,0,1
784,1104654848,J. Sokolove,JT Sokolove,Sokolove,JT,CF,Michigan State University,MSU,1551,Michigan State,BBC,R,R,53,238,857,-0.03,>99.9%,0.03,-0.24,12,3
785,1167173120,M. Whitcomb,Mack Whitcomb,Whitcomb,Mack,C,Tennessee Technological University,TNTC,730166272,Tennessee Tech,BBC,R,R,56,266,957,-0.03,99.9%,0.00,0.06,1,1
786,1083748096,S. Mueller,Sebastian Mueller,Mueller,Sebastian,3B,Quinnipiac University,QUIN,730386688,Quinnipiac,BBC,R,R,56,275,981,-0.03,>99.9%,0.01,0.31,4,4
787,1186391040,G. Merlonghi,Gianno Merlonghi,Merlonghi,Gianno,RF,Central Connecticut State University,CCSU,730306816,Central Connecticut State,BBC,R,R,45,213,674,-0.02,99.9%,0.01,-0.01,1,1
788,1293775872,M. Scherrman,Matt Scherrman,Scherrman,Matt,3B,Creighton University,CREI,730243840,Creighton,BBC,R,R,53,211,821,-0.01,>99.9%,0.01,0.22,8,10
789,1233030622,T. Hawsey,Trey Hawsey,Hawsey,Trey,1B,Louisiana Tech University,LT,3374,Louisiana Tech,BBC,L,L,49,193,737,-0.01,>99.9%,0.00,0.11,10,5
790,1984059385,C. Hill,Cameron Hill,Hill,Cameron,RF,Grambling State University,GRAM,5378,Grambling State,BBC,R,R,50,243,725,-0.00,>99.9%,-0.00,0.02,1,0
791,1255400842,K. O'Connor,Keegan O'Connor,O'Connor,Keegan,LF,Kansas State University,KSU,730270464,Kansas State,BBC,R,R,54,226,778,-0.00,>99.9%,0.02,0.26,4,5
792,1599055261,J. Jones,Jace Jones,Jones,Jace,C,Mississippi Valley State University,MVSU,730259200,Mississippi Valley State,BBC,R,R,38,150,398,0.00,-,0.00,0.00,0,0
793,1135525120,K. Jacobs-Guishard,Keanu Jacobs-Guishard,Jacobs-Guishard,Keanu,SS,Grambling State University,GRAM,5378,Grambling State,BBC,R,R,54,244,663,0.00,100.0%,-0.00,-0.01,1,1
794,1178187776,K. Duncan,Kylan Duncan,Duncan,Kylan,2B,Alabama A&M University,AAMU,730365440,Alabama A&M,BBC,R,R,39,172,465,0.01,100.0%,0.00,-0.16,1,2
795,1161276160,J. Halter,Jackson Halter,Halter,Jackson,RF,Marshall University,MRSH,730333696,Marshall,BBC,L,R,58,260,978,0.02,100.0%,-0.00,-0.94,14,12
796,1218484224,B. Barthol,Blake Barthol,Barthol,Blake,2B,Coastal Carolina University,CCAR,4104,Coastal Carolina,BBC,L,R,69,319,1267,0.02,100.0%,-0.00,0.00,12,13
797,1885561482,S. Yamaguchi,Sean Yamaguchi,Yamaguchi,Sean,3B,University of Nevada,NEV,4784,Nevada,BBC,R,R,51,242,827,0.04,100.1%,-0.02,0.10,9,10
798,1138260992,L. Alvarez,Ledy Alvarez,Alvarez,Ledy,SS,Jackson State University,JKST,730378240,Jackson State,BBC,R,R,49,215,691,0.05,100.4%,-0.02,-0.09,3,1
799,1234194072,B. Hyde,Brennan Hyde,Hyde,Brennan,LF,Rutgers University,RUTG,730229248,Rutgers,BBC,R,R,50,204,736,0.05,100.0%,-0.05,-0.72,6,11
800,1077958912,G. Caulfield,Garen Caulfield,Caulfield,Garen,2B,University of Arizona,ARIZ,232,Arizona,BBC,R,R,63,284,1118,0.06,100.0%,-0.00,-0.18,10,10
801,1029547586,H. Federico,Hayden Federico,Federico,Hayden,LF,University of Mississippi,MISS,5322,Ole Miss,BBC,S,R,55,232,882,0.07,100.0%,0.01,0.96,4,5
802,1190789888,J. Pipercic,Jacob Pipercic,Pipercic,Jacob,RF,Long Island University-Brooklyn,LIU,730352896,LIU Brooklyn,BBC,R,R,49,233,766,0.07,100.2%,-0.02,0.26,3,3
803,1226688256,J. Jaconski,Joe Jaconski,Jaconski,Joe,2B,Penn State University,PSU,5326,Penn State,BBC,L,R,56,257,1013,0.07,100.0%,-0.01,0.02,10,9
804,1085401344,B. Birchmeier,Brady Birchmeier,Birchmeier,Brady,1B,Bowling Green State University,BGSU,730189056,Bowling Green,BBC,R,R,38,182,658,0.08,100.2%,-0.02,0.21,2,0
805,1005553647,T. Aoki,Tanner Aoki,Aoki,Tanner,3B,Mississippi Valley State University,MVSU,730259200,Mississippi Valley State,BBC,S,R,41,175,407,0.08,109.3%,-0.01,-0.01,0,0
806,1730946053,H. Garcia,Henry Garcia,Garcia,Henry,RF,University of Louisiana at Monroe,ULM,730362880,UL Monroe,BBC,R,R,54,229,883,0.09,100.1%,-0.04,0.04,15,9
807,1711212873,G. Roy,Gavin Roy,Roy,Gavin,SS,Washington State University,WSU,4505,Washington State,BBC,R,R,54,241,839,0.10,100.1%,-0.00,-0.75,7,3
808,1139912704,E. Smith,Elijah Smith,Smith,Elijah,RF,Western Carolina University,WCU,730278144,Western Carolina,BBC,R,R,55,223,798,0.11,100.1%,-0.01,0.46,4,7
809,1086008064,L. Boedicker,Lex Boedicker,Boedicker,Lex,1B,University of Central Florida,UCF,730256640,Central Florida,BBC,L,R,49,219,816,0.11,100.1%,-0.01,-0.15,7,6
810,1236375552,H. Feinberg,Harrison Feinberg,Feinberg,Harrison,LF,Northeastern University,NE,343,Northeastern,BBC,R,R,58,257,1005,0.12,100.1%,-0.02,-0.20,7,4
811,1184440064,T. Sanders,Travis Sanders,Sanders,Travis,2B,Baylor University,BAY,3033,Baylor,BBC,R,R,47,195,798,0.13,100.1%,-0.02,0.29,12,6
812,1839502953,J. Ibe,Joshua Ibe,Ibe,Joshua,1B,Stephen F. Austin State University,SFA,730227200,Stephen F. Austin State,BBC,R,R,46,195,748,0.13,100.3%,-0.02,-0.59,3,1
813,1072068937,C. Nicoletto,Cayden Nicoletto,Nicoletto,Cayden,1B,University of Missouri,MIZZ,4806,Missouri,BBC,L,L,47,171,612,0.13,100.2%,-0.01,0.15,3,3
814,1210662400,D. Bade,Devan Bade,Bade,Devan,3B,Binghamton University,BING,730155776,Binghamton,BBC,R,R,55,258,984,0.14,100.1%,0.02,0.20,8,10
815,1656989942,R. Lujo,Rylan Lujo,Lujo,Rylan,3B,University of Dayton,DAY,730194688,Dayton,BBC,R,R,58,277,910,0.15,100.2%,-0.01,-0.51,11,9
816,1471059156,L. Williams,Landon Williams,Williams,Landon,3B,Prairie View A&M University,PV,4766,Prairie View A&M,BBC,R,R,51,216,684,0.15,100.9%,-0.03,-0.18,3,2
817,1132962304,L. Iverson,Luke Iverson,Iverson,Luke,RF,Utah Valley University,UVU,730263552,Utah Valley,BBC,S,R,60,308,1147,0.15,100.1%,-0.03,-0.12,15,10
818,1387425416,S. Grunberg,Sam Grunberg,Grunberg,Sam,1B,Lindenwood University,LU,730322176,Lindenwood,BBC,R,R,58,249,781,0.16,100.8%,-0.02,-0.43,2,3
819,1242802944,M. Bowman,Max Bowman,Bowman,Max,3B,University of Akron,AKR,540536064,Akron,BBC,R,R,54,254,1010,0.16,100.1%,-0.03,-1.88,13,8
820,1275103488,A. Sengenberger,Aidan Sengenberger,Sengenberger,Aidan,C,Stonehill College,SC,730238464,Stonehill,BBC,R,R,46,184,639,0.19,101.0%,-0.01,0.13,4,0
821,1281635328,W. Asby,Will Asby,Asby,Will,RF,University of New Mexico,UNM,730153472,New Mexico,BBC,L,R,51,255,901,0.20,100.2%,-0.03,0.52,11,9
822,1310789888,H. Autrey,Hunter Autrey,Autrey,Hunter,LF,Sam Houston State University,SHSU,5363,Sam Houston State,BBC,L,R,55,252,981,0.20,100.3%,-0.02,0.31,4,3
823,1243350016,J. Rickheim,Jack Rickheim,Rickheim,Jack,SS,Harvard University,HARV,5450,Harvard,BBC,R,R,42,184,690,0.20,100.2%,-0.02,-0.11,3,1
824,1133096192,A. Choi,Albert Choi,Choi,Albert,LF,Purdue University,PUR,730353152,Purdue,BBC,R,R,51,200,730,0.21,100.2%,-0.01,-0.15,8,4
