Rank,playerId,abbrevName,playerFullName,player,playerFirstName,pos,newestTeamName,newestTeamAbbrevName,newestTeamId,newestTeamLocation,newestTeamLevel,batsHand,throwsHand,G,GS,G_C,G_1B,G_2B,G_3B,G_SS,G_IF,G_OF,G_LF,G_CF,G_RF
8485,1645875566,A. Harris,Aiden Harris,Harris,Aiden,RF,University of Virginia,UVA,5415,Virginia,BBC,R,R,6,0,0,0,0,0,0,0,6,1,1,4
8485,1053927004,G. Moody,Garrett Moody,Moody,Garrett,P,University of West Georgia,UOWG,730308864,West Georgia,BBC,R,R,6,0,0,0,0,0,0,0,0,0,0,0
8485,1342166953,K. Steelman,Kevin Steelman,Steelman,Kevin,P,College of Charleston,COFC,730177792,College of Charleston,BBC,R,R,6,0,0,0,0,0,0,0,0,0,0,0
8485,1350656112,S. Stockman,Sam Stockman,Stockman,Sam,P,University of Utah,UTAH,730328320,Utah,BBC,L,L,6,0,0,0,0,0,0,0,0,0,0,0
8485,1352371380,C. Bentley,Carter Bentley,Bentley,Carter,RF,Northeastern University,NE,343,Northeastern,BBC,R,R,6,2,0,0,0,0,0,0,6,1,0,5
8485,1371308248,H. Ortiz,Henry Ortiz,Ortiz,Henry,P,Towson University,TOWS,730318336,Towson,BBC,R,R,6,0,0,0,0,0,0,0,0,0,0,0
8485,1923257959,J. Dobis,Jonathan Dobis,Dobis,Jonathan,P,University of Minnesota,MINN,4864,Minnesota,BBC,R,R,6,0,0,0,0,0,0,0,0,0,0,0
8485,1355169125,B. Navarre,Bryce Navarre,Navarre,Bryce,P,University of Texas,TEX,245,Texas,BBC,L,L,6,0,0,0,0,0,0,0,0,0,0,0
8485,1163938539,A. Ackel,Austin Ackel,Ackel,Austin,P,University of Louisiana at Monroe,ULM,730362880,UL Monroe,BBC,R,R,6,0,0,0,0,0,0,0,0,0,0,0
8485,1601132613,K. McGary,Ky McGary,McGary,Ky,RF,Arizona State University,ASU,5035,Arizona State,BBC,R,R,6,0,0,0,0,0,0,0,6,1,1,4
8485,1491689823,A. Gamell,Austin Gamell,Gamell,Austin,2B,California Baptist University,CBU,5091,California Baptist,BBC,L,R,6,0,0,1,5,0,0,6,0,0,0,0
8485,1794356816,J. Shropshire,Josh Shropshire,Shropshire,Josh,P,Air Force Academy,AFA,730205440,Air Force,BBC,R,R,6,0,0,0,0,0,0,0,0,0,0,0
8485,1342167017,J. Higgins,Justin Higgins,Higgins,Justin,3B,Davidson College,DAV,730363136,Davidson,BBC,R,R,6,0,0,0,0,6,0,6,0,0,0,0
8485,1574455229,G. Stratton,Grant Stratton,Stratton,Grant,P,Wright State University,WRST,5390,Wright State,BBC,R,R,6,0,0,0,0,0,0,0,0,0,0,0
8485,1857584613,A. Primeau,Alex Primeau,Primeau,Alex,P,University of Maine,ME,730275840,Maine,BBC,R,R,6,0,0,0,0,0,0,0,0,0,0,0
8485,1421467265,K. Pascarelli,Kolby Pascarelli,Pascarelli,Kolby,P,Ohio University,OHIO,730298368,Ohio,BBC,L,L,6,0,0,0,0,0,0,0,0,0,0,0
8485,1747065342,E. Alexander,Elijah Alexander,Alexander,Elijah,2B,Oklahoma State University,OKST,4245,Oklahoma State,BBC,R,R,6,0,0,0,1,4,2,6,0,0,0,0
8485,1342167581,J. Bekios,Joseph Bekios,Bekios,Joseph,P,Iona College,IONA,730242048,Iona,BBC,R,R,6,0,0,0,0,0,0,0,0,0,0,0
8485,1017529742,B. Freker,Brodie Freker,Freker,Brodie,LF,George Washington University,GW,730249216,George Washington,BBC,R,R,6,3,0,0,0,0,0,0,6,5,0,1
8485,1931873135,N. Christon,Niko Christon,Christon,Niko,P,Central Connecticut State University,CCSU,730306816,Central Connecticut State,BBC,R,R,6,0,0,0,0,0,0,0,0,0,0,0
8485,1722269993,L. Borboa,Logan Borboa,Borboa,Logan,P,CSU Bakersfield,CSB,730283008,CSU Bakersfield,BBC,R,R,6,0,0,0,0,0,0,0,0,0,0,0
8485,1342168470,L. Fugett,Legend Fugett,Fugett,Legend,3B,Prairie View A&M University,PV,4766,Prairie View A&M,BBC,R,R,6,1,0,0,0,6,0,6,0,0,0,0
8485,1342169099,G. Bonanno,Grayson Bonanno,Bonanno,Grayson,P,UC Davis,UCD,730153984,UC Davis,BBC,R,R,6,0,0,0,0,0,0,0,0,0,0,0
8485,1040921841,C. Jenkins,Cole Jenkins,Jenkins,Cole,SS,Air Force Academy,AFA,730205440,Air Force,BBC,R,R,6,3,0,0,0,1,5,6,0,0,0,0
8485,1118081153,A. Sarro,Anthony Sarro,Sarro,Anthony,LF,Fairleigh Dickinson University,FDU,730355200,Fairleigh Dickinson,BBC,L,L,6,3,0,0,0,0,0,0,6,5,0,1
8485,1342166986,E. Van Sice,Ethan Van Sice,Van Sice,Ethan,P,Cornell University,COR,730298624,Cornell,BBC,R,R,6,0,0,0,0,0,0,0,0,0,0,0
8485,1863878961,J. Blanchard,Jason Blanchard,Blanchard,Jason,P,University of Massachusetts,MASS,5451,UMass,BBC,L,R,6,0,0,0,0,0,0,0,0,0,0,0
8485,1342166912,B. Grindlinger,Brad Gridlinger,Grindlinger,Brad,P,Charleston Southern University,CHSO,730194432,Charleston Southern,BBC,R,R,6,0,0,0,0,0,0,0,0,0,0,0
8485,1193695933,S. Landry,Simon Landry,Landry,Simon,3B,College of the Holy Cross,HC,730310656,Holy Cross,BBC,R,R,6,2,0,0,0,1,0,1,5,0,0,5
8485,1098322369,B. Jones,Bryce Jones,Jones,Bryce,RF,McNeese State University,MCNS,730285056,McNeese State,BBC,R,R,6,4,0,0,0,0,0,0,6,0,0,6
8485,1596277945,L. Jacobson,Luke Jacobson,Jacobson,Luke,P,Villanova University,VILL,730278400,Villanova,BBC,R,R,6,0,0,0,0,0,0,0,0,0,0,0
8485,1468997459,G. Magill,Gus Magill,Magill,Gus,P,Cornell University,COR,730298624,Cornell,BBC,R,R,6,0,0,0,0,0,0,0,0,0,0,0
8485,1969811492,L. Wechsberg,Lucien Wechsberg,Wechsberg,Lucien,P,Pepperdine University,PEPP,730338304,Pepperdine,BBC,R,R,6,0,0,0,0,0,0,0,0,0,0,0
8485,1499611471,J. DeVito,JJ DeVito,DeVito,JJ,LF,St. John's University (NY),SJU,4285,St. John's,BBC,R,R,6,1,0,0,0,0,0,0,6,6,0,0
8485,1334554354,J. Giordano,Joey Giordano,Giordano,Joey,P,University of Richmond,RICH,730171904,Richmond,BBC,L,L,6,0,0,0,0,0,0,0,0,0,0,0
8485,1199183626,L. Franks,Logan Franks,Franks,Logan,P,Saint Joseph's University,JOES,730332416,Saint Joseph's,BBC,R,L,6,0,0,0,0,0,0,0,0,0,0,0
8485,1320495717,C. Danko,Chris Danko,Danko,Chris,OF,Illinois State University,ILST,730258944,Illinois State,BBC,L,R,6,0,0,0,0,0,0,0,6,0,0,6
8485,1434305684,L. Golden,Liam Golden,Golden,Liam,P,Stanford University,STAN,730251264,Stanford,BBC,R,R,6,0,0,0,0,0,0,0,0,0,0,0
8769,1265342464,J. Lewis,Jared Lewis,Lewis,Jared,2B,San Jose State University,SJSU,730206720,San Jose State,BBC,S,R,5,4,0,0,2,2,0,4,1,1,0,0
8769,1084614912,A. Veasey,Ariston Veasey,Veasey,Ariston,P,University of Alabama,ALA,730206976,Alabama,BBC,R,R,5,0,0,0,0,0,0,0,0,0,0,0
8769,1110085632,P. Smith,Peyton Smith,Smith,Peyton,P,Texas A&M University,TXAM,3032,Texas A&M,BBC,R,R,5,0,0,0,0,0,0,0,0,0,0,0
8769,1258797568,G. Trahan,Gage Trahan,Trahan,Gage,LF,McNeese State University,MCNS,730285056,McNeese State,BBC,L,R,5,2,0,2,1,1,0,4,2,2,0,0
8769,1311021568,S. Tookoian,Sam Tookoian,Tookoian,Sam,P,University of Mississippi,MISS,5322,Ole Miss,BBC,L,R,5,0,0,0,0,0,0,0,0,0,0,0
8769,1126278144,F. Menendez,Frank Menendez,Menendez,Frank,P,University of Florida,FLA,730168320,Florida,BBC,L,L,5,0,0,0,0,0,0,0,0,0,0,0
8769,1143000064,E. Pulliam,Ethan Pulliam,Pulliam,Ethan,LF,Mississippi State University,MSST,5080,Mississippi State,BBC,R,R,5,1,0,0,0,0,0,0,5,5,0,0
8769,1087753728,B. Owens,Brady Owens,Owens,Brady,P,Georgia Southern University,GASO,730331648,Georgia Southern,BBC,L,L,5,0,0,0,0,0,0,0,0,0,0,0
8769,1104214272,D. Evans,Drew Evans,Evans,Drew,P,Fort Wayne,PFW,730231552,Fort Wayne,BBC,L,L,5,0,0,0,0,0,0,0,0,0,0,0
8769,1316393984,J. Winzenread,Jacob Winzenread,Winzenread,Jacob,1B,University of Southern Indiana,SIND,730288640,Southern Indiana,BBC,R,R,5,2,0,5,0,0,0,5,0,0,0,0
8769,1310789376,J. Pyne,Josh Pyne,Pyne,Josh,3B,"Indiana University, Bloomington",IND,4866,Indiana,BBC,R,R,5,4,0,0,0,5,0,5,0,0,0,0
8769,1300163328,O. DeShazo,Owen DeShazo,DeShazo,Owen,LF,Boston College,BC,227,Boston College,BBC,R,R,5,1,0,0,0,0,0,0,5,5,0,0
8769,1310946304,C. Foss,Carter Foss,Foss,Carter,P,Brigham Young University,BYU,730257152,BYU,BBC,R,R,5,0,0,0,0,0,0,0,0,0,0,0
8769,1279518720,D. Charney,Drew Charney,Charney,Drew,C,Butler University,BUT,730283520,Butler,BBC,R,R,5,4,5,0,0,0,0,0,0,0,0,0
8769,1310600960,G. Rizzo,Garren Rizzo,Rizzo,Garren,P,University of Southern California,USC,5047,USC,BBC,R,R,5,0,0,0,0,0,0,0,0,0,0,0
8769,1273168384,J. Winter,Jaden Winter,Winter,Jaden,P,East Carolina University,ECU,730270720,East Carolina,BBC,R,R,5,0,0,0,0,0,0,0,0,0,0,0
8769,1178080000,D. Marose,Doug Marose,Marose,Doug,P,University of Delaware,DEL,730203136,Delaware,BBC,R,R,5,0,0,0,0,0,0,0,0,0,0,0
8769,1100021760,R. DiGiacomo,Roman DiGiacomo,DiGiacomo,Roman,P,Duke University,DUKE,730336256,Duke,BBC,R,R,5,0,0,0,0,0,0,0,0,0,0,0
8769,1333487872,P. Hutyra,Parker Hutyra,Hutyra,Parker,P,Texas Tech University,TTU,2350,Texas Tech,BBC,R,R,5,0,0,0,0,0,0,0,0,0,0,0
8769,1334313728,B. Atkinson,Bobby Atkinson,Atkinson,Bobby,LF,Bradley University,BRAD,730253312,Bradley,BBC,L,L,5,5,0,0,0,0,0,0,5,5,0,0
8769,1310744832,T. Grubbs,Talor Grubbs,Grubbs,Talor,P,East Carolina University,ECU,730270720,East Carolina,BBC,R,R,5,0,0,0,0,0,0,0,0,0,0,0
8769,1281724160,L. Watson,Lee Watson,Watson,Lee,P,Charleston Southern University,CHSO,730194432,Charleston Southern,BBC,L,L,5,0,0,0,0,0,0,0,0,0,0,0
8769,1116086528,B. Hofmeyer,Braden Hofmeyer,Hofmeyer,Braden,P,Wofford College,WOF,730176512,Wofford,BBC,R,R,5,0,0,0,0,0,0,0,0,0,0,0
8769,1227021824,E. Waters,Evan Waters,Waters,Evan,P,Central Michigan University,CMU,5342,Central Michigan,BBC,L,L,5,0,0,0,0,0,0,0,0,0,0,0
8769,1273284608,D. Haines,Dillon Haines,Haines,Dillon,P,Dallas Baptist University,DBU,730198016,Dallas Baptist,BBC,L,L,5,0,0,0,0,0,0,0,0,0,0,0
8769,1172328192,B. Rozakis,Billy Rozakis,Rozakis,Billy,P,Gardner Webb University,WEBB,730222592,Gardner Webb,BBC,L,L,5,0,0,0,0,0,0,0,0,0,0,0
8769,1153716224,K. Percival,Kyle Percival,Percival,Kyle,P,University of North Carolina,UNC,730181888,North Carolina,BBC,R,L,5,0,0,0,0,0,0,0,0,0,0,0
8769,1189389312,K. Novobilsky,Kevin Novobilsky,Novobilsky,Kevin,2B,UNC Wilmington,UNCW,730229504,UNC Wilmington,BBC,L,R,5,2,0,0,3,2,0,5,0,0,0,0
8769,1260750592,M. Wood,Mitch Wood,Wood,Mitch,3B,University of Iowa,IOWA,1232,Iowa,BBC,R,R,5,2,0,0,0,4,0,4,1,1,0,0
8769,1297347584,J. Hylton,Jayden Hylton,Hylton,Jayden,1B,Stetson University,STET,730261504,Stetson,BBC,R,R,5,5,0,5,0,0,0,5,0,0,0,0
8769,1341312000,M. Bergevin,Matt Bergevin,Bergevin,Matt,1B,Texas A&M University,TXAM,3032,Texas A&M,BBC,R,R,5,3,0,5,0,0,0,5,0,0,0,0
8769,1306688000,A. Newton,Armani Newton,Newton,Armani,RF,Bethune-Cookman University,COOK,730152960,Bethune-Cookman,BBC,L,L,5,3,0,0,0,0,0,0,5,0,0,5
8769,1162333184,C. Oschell,Charlie Oschell,Oschell,Charlie,P,University of Virginia,UVA,5415,Virginia,BBC,R,R,5,0,0,0,0,0,0,0,0,0,0,0
8769,1176219904,A. Alexander,Ayden Alexander,Alexander,Ayden,P,George Washington University,GW,730249216,George Washington,BBC,L,L,5,0,0,0,0,0,0,0,0,0,0,0
8769,1200062976,S. Klein,Shugy Klein,Klein,Shugy,P,George Washington University,GW,730249216,George Washington,BBC,L,L,5,0,0,0,0,0,0,0,0,0,0,0
8769,1151000064,R. Hammontree,Rhett Hammontree,Hammontree,Rhett,P,Georgia Southern University,GASO,730331648,Georgia Southern,BBC,R,R,5,0,0,0,0,0,0,0,0,0,0,0
8769,1304694016,S. OLeary,Sean OLeary,OLeary,Sean,1B,UMass Lowell,MASSL,730371584,UMass Lowell,BBC,L,R,5,5,0,5,0,0,0,5,0,0,0,0
8769,1195591424,W. Newell,Will Newell,Newell,Will,P,University of Dayton,DAY,730194688,Dayton,BBC,R,R,5,0,0,0,0,0,0,0,0,0,0,0
8769,1218560768,O. Brown,Oliver Brown,Brown,Oliver,P,Southern University,SOU,4767,Southern,BBC,L,L,5,0,0,0,0,0,0,0,0,0,0,0
8769,1227129600,B. Wynk,Blaine Wynk,Wynk,Blaine,P,The Ohio State University,OSU,4144,Ohio State,BBC,R,R,5,0,0,0,0,0,0,0,0,0,0,0
8769,1228393216,C. Hennings,Connor Hennings,Hennings,Connor,LF,University of Iowa,IOWA,1232,Iowa,BBC,R,R,5,3,0,0,0,0,0,0,5,5,0,1
8769,1132717312,L. Ross,Luke Ross,Ross,Luke,P,Miami University (Ohio),M-OH,730379264,Miami (OH),BBC,L,L,5,0,0,0,0,0,0,0,0,0,0,0
8769,1162265088,N. Vardavas,Nick Vardavas,Vardavas,Nick,P,Miami University (Ohio),M-OH,730379264,Miami (OH),BBC,L,L,5,0,0,0,0,0,0,0,0,0,0,0
8769,1099889408,W. Pryor,Will Pyor,Pryor,Will,P,Belmont University,BEL,730190336,Belmont,BBC,R,R,5,0,0,0,0,0,0,0,0,0,0,0
8769,1132136960,G. Young,Gabe Young,Young,Gabe,LF,Jacksonville State University,JVST,730225408,Jacksonville State,BBC,L,L,5,3,0,0,0,0,0,0,5,3,0,2
8769,1092635136,C. Cosper,Cade Cosper,Cosper,Cade,P,Mercer University,MER,730240512,Mercer,BBC,R,R,5,0,0,0,0,0,0,0,0,0,0,0
8769,1271072768,H. Small,Hunter Small,Small,Hunter,P,Western Kentucky University,WKU,730212096,Western Kentucky,BBC,R,R,5,0,0,0,0,0,0,0,0,0,0,0
8769,1318683392,J. Roulston,Justin Roulston,Roulston,Justin,RF,Long Beach State University,LBSU,730224128,Long Beach State,BBC,R,R,5,1,0,0,0,0,0,0,5,1,0,4
8769,1237824512,E. Rossell,Elliott Rossell,Rossell,Elliott,P,Western Kentucky University,WKU,730212096,Western Kentucky,BBC,R,R,5,0,0,0,0,0,0,0,0,0,0,0
8769,1138622464,S. Murphy,Shane Murphy,Murphy,Shane,P,UMBC,UMBC,730210304,UMBC,BBC,R,R,5,0,0,0,0,0,0,0,0,0,0,0
8769,1164669440,R. Pittz,Ryan Pittz,Pittz,Ryan,P,University at Albany,ALBY,730280448,Albany,BBC,R,R,5,0,0,0,0,0,0,0,0,0,0,0
8769,1287367424,D. Newman,DJ Newman,Newman,DJ,P,Bowling Green State University,BGSU,730189056,Bowling Green,BBC,R,R,5,4,0,0,0,0,0,0,1,1,0,0
8769,1238966016,C. Soliday,Cody Soliday,Soliday,Cody,P,Mercer University,MER,730240512,Mercer,BBC,R,R,5,0,0,0,0,0,0,0,0,0,0,0
8769,1162157824,N. Smith,Nic Smith,Smith,Nic,P,University of Missouri,MIZZ,4806,Missouri,BBC,L,L,5,0,0,0,0,0,0,0,0,0,0,0
8769,1310658048,C. Herrell,Chase Herrell,Herrell,Chase,P,The Ohio State University,OSU,4144,Ohio State,BBC,L,R,5,0,0,0,0,0,0,0,0,0,0,0
8769,1238222848,J. Gutierrez,Jesse Gutierrez,Gutierrez,Jesse,P,San Jose State University,SJSU,730206720,San Jose State,BBC,L,L,5,0,0,0,0,0,0,0,0,0,0,0
8769,1160908032,I. Weems,Irvin Weems,Weems,Irvin,LF,University of Houston,HOU,3030,Houston,BBC,R,R,5,0,0,0,0,0,0,0,5,5,0,0
8769,1184505088,J. Rogers,Jacob Rogers,Rogers,Jacob,P,Texas Tech University,TTU,2350,Texas Tech,BBC,R,R,5,0,0,0,0,0,0,0,0,0,0,0
8769,1090444288,C. Hayden,Connor Hayden,Hayden,Connor,P,Wagner College,WAG,730192640,Wagner,BBC,R,R,5,0,0,0,0,0,0,0,0,0,0,0
8769,1176490240,M. Stevenson,Matt Stevenson,Stevenson,Matt,1B,Longwood University,LONG,730219264,Longwood,BBC,L,L,5,0,0,5,0,0,0,5,0,0,0,0
8769,1274260224,C. Jung,Clay Jung,Jung,Clay,RF,Northwestern State University,NWST,730255872,Northwestern State,BBC,L,R,5,5,0,0,0,0,0,0,5,0,0,5
8769,1129426432,G. DeVooght,Gavin DeVooght,DeVooght,Gavin,P,University of Michigan,MICH,2290,Michigan,BBC,R,R,5,0,0,0,0,0,0,0,0,0,0,0
8769,1269662208,K. Kesel,Kyle Kesel,Kesel,Kyle,P,Wright State University,WRST,5390,Wright State,BBC,R,R,5,0,0,0,0,0,0,0,0,0,0,0
8769,1189283328,P. Allman,Price Allman,Allman,Price,P,Oral Roberts University,ORU,730180096,Oral Roberts,BBC,R,R,5,0,0,0,0,0,0,0,0,0,0,0
8769,1281481473,B. Gayan,Bryce Gayan,Gayan,Bryce,RF,Princeton University,PRIN,730198784,Princeton,BBC,R,R,5,2,0,0,0,0,0,0,5,1,0,4
8769,1310783744,C. Guy,Colby Guy,Guy,Colby,P,UNC Asheville,UNCA,1570,UNC Asheville,BBC,R,R,5,0,0,0,0,0,0,0,0,0,0,0
8769,1162420224,C. Dorsey,Chandler Dorsey,Dorsey,Chandler,P,Louisiana State University,LSU,5323,Louisiana State,BBC,R,R,5,0,0,0,0,0,0,0,0,0,0,0
8769,1239348480,M. English,McCarty English,English,McCarty,P,The University of Southern Mississippi,USM,730246656,Southern Miss,BBC,R,R,5,0,0,0,0,0,0,0,0,0,0,0
8769,1207476224,J. Sweeney,Johnny Sweeney,Sweeney,Johnny,1B,University of South Carolina Upstate,SCUS,730317312,South Carolina Upstate,BBC,L,R,5,5,0,5,0,0,0,5,0,0,0,0
8769,1297505792,S. Campbell,Saborn Campbell,Campbell,Saborn,CF,Stanford University,STAN,730251264,Stanford,BBC,R,R,5,0,0,0,0,0,0,0,5,1,3,1
8769,1162009344,C. Bates,Camden Bates,Bates,Camden,RF,Arizona State University,ASU,5035,Arizona State,BBC,R,R,5,1,0,0,0,1,1,2,3,1,0,2
8769,1245163520,E. Miramontes,EJ Miramontes,Miramontes,EJ,P,University of Texas Rio Grande Valley,UTRGV,730192128,UT Rio Grande Valley,BBC,L,L,5,0,0,0,0,0,0,0,0,0,0,0
8769,1083996416,B. Parmer,Broc Parmer,Parmer,Broc,C,UTSA,UTSA,730373120,UTSA,BBC,L,R,5,4,5,0,0,0,0,0,0,0,0,0
8769,1213263104,N. Garcia,Nathaniel Garcia,Garcia,Nathaniel,P,Wagner College,WAG,730192640,Wagner,BBC,R,R,5,0,0,0,0,0,0,0,1,0,1,0
8769,1318718208,E. Oceguera,Ethan Oceguera,Oceguera,Ethan,P,Lamar University,LAM,730162432,Lamar,BBC,R,R,5,0,0,0,0,0,0,0,0,0,0,0
8769,1320358144,P. Puetz,Parker Puetz,Puetz,Parker,P,North Dakota State University,NDSU,730343168,North Dakota State,BBC,R,R,5,0,0,0,0,0,0,0,0,0,0,0
8769,1184282112,A. Capacete,Alfredo Capacete II,Capacete,Alfredo,P,California Baptist University,CBU,5091,California Baptist,BBC,R,R,5,0,0,0,0,0,0,0,0,0,0,0
8769,1145669888,J. Carbone,Joseph Carbone,Carbone,Joseph,P,Abilene Christian University,AC,730375936,Abilene Christian,BBC,L,L,5,0,0,0,0,0,0,0,0,0,0,0
8769,1109857536,N. Vaccaro,Nick Vaccaro,Vaccaro,Nick,P,Tennessee Technological University,TNTC,730166272,Tennessee Tech,BBC,R,R,5,0,0,0,0,0,0,0,0,0,0,0
8769,1160135424,M. Rowe,Matt Rowe,Rowe,Matt,P,Siena College,SIE,730382592,Siena,BBC,R,R,5,0,0,0,0,0,0,0,0,0,0,0
8769,1310894336,D. Mateffy,Dan Mateffy,Mateffy,Dan,P,College of the Holy Cross,HC,730310656,Holy Cross,BBC,R,R,5,0,0,0,0,0,0,0,0,0,0,0
8769,1311173376,W. Fooks,Wyatt Fooks,Fooks,Wyatt,CF,Belmont University,BEL,730190336,Belmont,BBC,R,R,5,1,0,0,0,0,0,0,5,0,5,0
8769,1184451072,T. Allman,Tommy Allman,Allman,Tommy,P,Oklahoma State University,OKST,4245,Oklahoma State,BBC,R,R,5,0,0,0,0,0,0,0,0,0,0,0
8769,1233521152,M. Simes,Michael Simes,Simes,Michael,P,UMass Lowell,MASSL,730371584,UMass Lowell,BBC,R,R,5,0,0,0,0,0,0,0,0,0,0,0
8769,1164564224,P. Miller,Perry Miller,Miller,Perry,P,Bowling Green State University,BGSU,730189056,Bowling Green,BBC,R,R,5,0,0,0,0,0,0,0,0,0,0,0
8769,1167279616,B. Parlin,Bryce Parlin,Parlin,Bryce,P,University of Central Arkansas,CARK,730175232,Central Arkansas,BBC,R,R,5,0,0,0,0,0,0,0,0,0,0,0
8769,1143053824,B. Dolby,Bryce Dolby,Dolby,Bryce,P,Louisiana Tech University,LT,3374,Louisiana Tech,BBC,R,R,5,0,0,0,0,0,0,0,0,0,0,0
8769,1320365568,A. Plummer,Aidan Plummer,Plummer,Aidan,P,Dartmouth College,DART,730216192,Dartmouth,BBC,R,R,5,0,0,0,0,0,0,0,0,0,0,0
8769,1198821120,A. Dukesherer,Andrew Dukesherer,Dukesherer,Andrew,P,Eastern Michigan University,EMU,5385,Eastern Michigan,BBC,R,R,5,0,0,0,0,0,0,0,0,0,0,0
8769,1264050688,L. Touma,Lukas Touma,Touma,Lukas,P,Eastern Illinois University,EIU,730271744,Eastern Illinois,BBC,L,R,5,0,0,0,0,0,0,0,0,0,0,0
8769,1138529536,B. Vicini,Brant Vicini,Vicini,Brant,P,Manhattan College,MAN,730363648,Manhattan,BBC,R,R,5,0,0,0,0,0,0,0,0,0,0,0
8769,1203407872,J. Behrends,Jeffrey Behrends,Behrends,Jeffrey,P,University of Northern Colorado,UNCO,730286592,Northern Colorado,BBC,L,L,5,0,0,0,0,0,0,0,0,0,0,0
8769,1217945856,C. Groen,Carter Groen,Groen,Carter,LF,University of Connecticut,CONN,5486,Connecticut,BBC,R,R,5,4,0,0,0,0,0,0,5,3,0,2
8769,1263966720,B. Lucek,Brandon Lucek,Lucek,Brandon,2B,University of Toledo,TOL,5388,Toledo,BBC,R,R,5,5,0,0,2,0,0,2,3,1,1,1
8769,1257477376,D. Kibler,Dom Kibler,Kibler,Dom,1B,Kent State University,KENT,730315008,Kent State,BBC,L,R,5,3,3,2,0,0,0,2,1,1,0,0
8769,1085549312,J. Lawson,John Lawson,Lawson,John,C,Prairie View A&M University,PV,4766,Prairie View A&M,BBC,R,R,5,4,5,0,0,0,0,0,0,0,0,0
8769,1190092032,S. DiLella,Sam DiLella,DiLella,Sam,P,Longwood University,LONG,730219264,Longwood,BBC,R,R,5,0,0,0,0,0,0,0,0,0,0,0
8769,1324737792,L. Wade,Lance Wade,Wade,Lance,P,Winthrop University,WIN,730294784,Winthrop,BBC,R,R,5,0,0,0,0,0,0,0,0,0,0,0
8769,1276117504,B. Buehring,Ben Buehring,Buehring,Ben,C,University of Wisconsin-Milwaukee,MILW,5036,Milwaukee,BBC,R,R,5,2,5,0,0,0,0,0,0,0,0,0
8769,1149873920,J. Metcalf,Joe Metcalf,Metcalf,Joe,P,University of the Pacific,PAC,730386944,Pacific,BBC,R,R,5,0,0,0,0,0,0,0,0,0,0,0
8769,1132481536,N. Foss,Nile Foss,Foss,Nile,P,Tarleton State University,TAR,730236416,Tarleton State,BBC,L,L,5,0,0,0,0,0,0,0,0,0,0,0
8769,1093095680,L. Payne,Luke Payne,Payne,Luke,P,University of Tennessee,TENN,730153728,Tennessee,BBC,R,L,5,0,0,0,0,0,0,0,0,0,0,0
8769,1210140672,B. Levin,Brody Levin,Levin,Brody,2B,University of Rhode Island,URI,730163712,Rhode Island,BBC,R,R,5,0,0,0,2,1,0,3,0,0,0,0
8769,1310351872,K. Kiakona,Kaena Kiakona,Kiakona,Kaena,P,UCLA,UCLA,5048,UCLA,BBC,L,L,5,0,0,0,0,0,0,0,0,0,0,0
8769,1330733824,E. Belk,Ethan Belk,Belk,Ethan,LF,Wofford College,WOF,730176512,Wofford,BBC,R,R,5,0,0,0,0,0,0,0,5,2,0,3
8769,1136834816,R. Lettow,Rohan Lettow,Lettow,Rohan,P,Arizona State University,ASU,5035,Arizona State,BBC,R,R,5,0,0,0,0,0,0,0,0,0,0,0
8769,1336664576,F. Melendez,Frankie Melendez,Melendez,Frankie,P,Stonehill College,SC,730238464,Stonehill,BBC,R,R,5,0,0,0,0,0,0,0,0,0,0,0
8769,1309505024,L. Brown,Luke Brown,Brown,Luke,P,Clemson University,CLEM,730358784,Clemson,BBC,R,R,5,0,0,0,0,0,0,0,0,0,0,0
8769,1162357248,A. Isdale,Andrew Isdale,Isdale,Andrew,P,University of Northern Colorado,UNCO,730286592,Northern Colorado,BBC,R,R,5,0,0,0,0,0,0,0,0,0,0,0
8769,1099881216,B. Wingenroth,Brandon Wingenroth,Wingenroth,Brandon,P,Penn State University,PSU,5326,Penn State,BBC,R,R,5,0,0,0,0,0,0,0,0,0,0,0
8769,1330789120,K. Crawford,Kasey Crawford,Crawford,Kasey,P,University of Kansas,KU,730360064,Kansas,BBC,R,R,5,0,0,0,0,0,0,0,0,0,0,0
8769,1079462144,W. Jones,Wesley Jones,Jones,Wesley,P,UNC Charlotte,CHAR,730214400,Charlotte,BBC,R,R,5,0,0,0,0,0,0,0,0,0,0,0
8769,1197246976,B. Palmer,Broden Palmer,Palmer,Broden,P,Virginia Commonwealth University,VCU,730179328,VCU,BBC,R,R,5,0,0,0,0,0,0,0,0,0,0,0
8769,1281887744,M. Pryor,Mikel Pryor,Pryor,Mikel,LF,Alabama State University,ALST,4765,Alabama State,BBC,R,R,5,2,0,0,0,0,0,0,5,5,0,0
8769,1310375936,J. Bello,Jorge Bello,Bello,Jorge,3B,Alabama State University,ALST,4765,Alabama State,BBC,R,R,5,3,0,0,0,5,0,5,0,0,0,0
8769,1208704577,R. Karst,Ryan Karst,Karst,Ryan,P,Indiana State University,INST,730350080,Indiana State,BBC,R,R,5,0,0,0,0,0,0,0,0,0,0,0
8769,1162551296,J. Johnston,Jack Johnston,Johnston,Jack,2B,University of California,CAL,730152448,California,BBC,R,R,5,2,0,0,3,0,0,3,2,0,0,2
