Rank,playerId,abbrevName,playerFullName,player,playerFirstName,pos,newestTeamName,newestTeamAbbrevName,newestTeamId,newestTeamLocation,newestTeamLevel,batsHand,throwsHand,G,GS,G_C,G_1B,G_2B,G_3B,G_SS,G_IF,G_OF,G_LF,G_CF,G_RF
6350,1099891712,J. Evans,Jarvis Evans,Evans,Jarvis,P,University of South Carolina,SCAR,730348544,South Carolina,BBC,L,L,13,0,0,0,0,0,0,0,0,0,0,0
6350,1330743296,A. Nevils,Alex Nevils,Nevils,Alex,C,Indiana State University,INST,730350080,Indiana State,BBC,R,R,13,8,13,0,0,0,0,0,0,0,0,0
6350,1238181888,G. Prosper,Genesis Prosper,Prosper,Genesis,P,Southern University,SOU,4767,Southern,BBC,L,L,13,0,0,0,0,0,0,0,0,0,0,0
6350,1296205056,M. Kruzan,Marcus Kruzan,Kruzan,Marcus,P,University of St. Thomas (Minn.),UOST,730200320,University of St. Thomas (Minn.),BBC,R,R,13,0,0,0,0,0,0,0,0,0,0,0
6350,1153707520,M. McEwen,Max McEwen,McEwen,Max,P,Indiana State University,INST,730350080,Indiana State,BBC,R,R,13,0,0,0,0,0,0,0,0,0,0,0
6350,1279342080,M. Bixby,Mason Bixby,Bixby,Mason,P,Texas Christian University,TCU,5045,TCU,BBC,R,R,13,0,0,0,0,0,0,0,0,0,0,0
6350,1287057152,J. Kolenda,Jordan Kolenda,Kolenda,Jordan,P,Kent State University,KENT,730315008,Kent State,BBC,R,R,13,0,0,0,0,0,0,0,0,0,0,0
6350,1183062528,A. Heffernan,Andrew Heffernan,Heffernan,Andrew,P,Merrimack College,MRMK,730295552,Merrimack,BBC,R,R,13,2,0,1,0,1,0,2,0,0,0,0
6350,1332975104,D. Cohen,Daniel Cohen,Cohen,Daniel,P,Yale University,YALE,730334464,Yale,BBC,R,R,13,0,0,0,0,0,0,0,0,0,0,0
6350,1304701440,C. Barker,Colby Barker,Barker,Colby,P,Merrimack College,MRMK,730295552,Merrimack,BBC,R,R,13,0,0,0,0,0,0,0,0,0,0,0
6350,1100074752,D. James,David James,James,David,P,St. Bonaventure University,SBON,730375424,St. Bonaventure,BBC,R,R,13,0,0,0,0,0,0,0,0,0,0,0
6350,1086140416,B. Krzysiak,Brody Krzysiak,Krzysiak,Brody,P,Kent State University,KENT,730315008,Kent State,BBC,R,R,13,0,0,0,0,0,0,0,0,0,0,0
6350,1303446784,C. Clarke,Collin Clarke,Clarke,Collin,P,University of Oregon,ORE,4807,Oregon,BBC,R,R,13,0,0,0,0,0,0,0,0,0,0,0
6350,1145283328,L. OHearen,Liam O'Hearen,OHearen,Liam,P,Lehigh University,LEH,730333184,Lehigh,BBC,R,R,13,0,0,0,0,0,0,0,0,0,0,0
6350,1086297600,B. Edwards,Brandon Edwards,Edwards,Brandon,CF,Alabama A&M University,AAMU,730365440,Alabama A&M,BBC,R,R,13,6,1,0,0,0,0,0,12,1,2,9
6350,1243069696,T. Johnson,Tervell Johnson,Johnson,Tervell,LF,Seattle University,SEA,4504,Seattle,BBC,R,R,13,8,0,0,0,0,0,0,13,13,1,0
6350,1078833152,N. Gregson,Niccolas Gregson,Gregson,Nic,P,UC San Diego,UCSD,730348032,UC San Diego,BBC,R,R,13,0,0,0,0,0,0,0,0,0,0,0
6350,1205093632,D. Whitfield,Donovan Whifield,Whitfield,Donovan,P,Norfolk State University,NORF,3904,Norfolk State,BBC,R,R,13,0,0,0,0,0,0,0,0,0,0,0
6350,1152320512,K. Bailey,Kieran Bailey,Bailey,Kieran,P,Southern Illinois Univ.-Edwardsville,SIUE,730298112,SIU Edwardsville,BBC,L,L,13,0,0,0,0,0,0,0,0,0,0,0
6350,1204557568,N. Tamburro,Nick Tamburro,Tamburro,Nick,P,Monmouth University,MONM,4164,Monmouth,BBC,R,R,13,0,0,0,0,0,0,0,0,0,0,0
6350,1281877760,K. Willis,Kaleb Willis,Willis,Kaleb,C,Lafayette College,LAF,730217728,Lafayette,BBC,R,R,13,11,12,0,0,0,0,0,1,0,0,1
6350,1104765440,J. Spencer,Justin Spencer,Spencer,Justin,P,University of Maryland Eastern Shore,UMES,730289152,Maryland Eastern Shore,BBC,R,R,13,0,0,0,0,0,0,0,0,0,0,0
6350,1084521216,C. Sutton,Carter Sutton,Sutton,Carter,P,Lamar University,LAM,730162432,Lamar,BBC,R,R,13,0,0,0,0,0,0,0,0,0,0,0
6350,1197737472,J. Brown,Jayden Brown,Brown,Jayden,P,University of Arkansas-Pine Bluff,ARPB,5377,Arkansas-Pine Bluff,BBC,L,L,13,0,0,0,0,0,0,0,0,0,0,0
6350,1096393216,B. DiPiero,Bryce DiPiero,DiPiero,Bryce,P,Central Connecticut State University,CCSU,730306816,Central Connecticut State,BBC,L,L,13,0,0,0,0,0,0,0,0,0,0,0
6350,1269604352,J. Mayes,Justin Mayes,Mayes,Justin,P,University of Notre Dame,ND,225,Notre Dame,BBC,L,L,13,0,0,0,0,0,0,0,0,0,0,0
6350,1818880174,C. Castle,Caleb Castle,Castle,Caleb,2B,Lamar University,LAM,730162432,Lamar,BBC,R,R,13,4,0,0,11,0,3,13,0,0,0,0
6350,1535081137,L. Duffy,Logan Duffy,Duffy,Logan,LF,University of Pittsburgh,PITT,5424,Pittsburgh,BBC,L,R,13,8,0,0,0,0,0,0,13,8,0,7
6350,1162531584,G. Siegel,Grant Siegel,Siegel,Grant,P,University of Central Florida,UCF,730256640,Central Florida,BBC,R,R,13,0,0,0,0,0,0,0,0,0,0,0
6350,1973477521,G. Johns,Garfield Johns,Johns,Garfield,P,University of South Alabama,USA,730298880,South Alabama,BBC,L,L,13,0,0,0,0,0,0,0,0,0,0,0
6350,1084343041,T. Chmielewski,Tom Chmielewski,Chmielewski,Tom,P,University of North Carolina,UNC,730181888,North Carolina,BBC,L,L,13,0,0,0,0,0,0,0,0,0,0,0
6350,1351967895,S. Perez,Sebastian Perez,Perez,Sebastian,P,UNC Charlotte,CHAR,730214400,Charlotte,BBC,R,R,13,0,0,0,0,0,0,0,0,0,0,0
6350,1279554048,H. Hultquist,Henry Hultquist,Hultquist,Henry,P,Davidson College,DAV,730363136,Davidson,BBC,R,R,13,0,0,0,0,0,0,0,0,0,0,0
6350,1248160309,J. Stockton,Jaden Stockton,Stockton,Jaden,P,Gardner Webb University,WEBB,730222592,Gardner Webb,BBC,R,R,13,0,0,0,0,0,0,0,0,0,0,0
6350,1608708697,G. Carlson,Gunnett Carlson,Carlson,Gunnett,1B,Rice University,RICE,2352,Rice,BBC,L,R,13,12,0,13,0,0,0,13,0,0,0,0
6350,1282206209,A. Baumgart,Andrew Baumgart,Baumgart,Andrew,P,Niagara University,NIAG,730156544,Niagara,BBC,L,L,13,0,0,0,0,0,0,0,0,0,0,0
6350,1248478720,N. Parache,Nuno Parache,Parache,Nuno,P,Nicholls State University,NICH,730284032,Nicholls State,BBC,R,R,13,0,0,0,0,0,0,0,0,0,0,0
6350,1816349774,C. Lanz,Cooper Lanz,Lanz,Cooper,P,Santa Clara University,SCU,730297600,Santa Clara,BBC,R,R,13,0,0,0,0,0,0,0,0,0,0,0
6350,1006275479,E. Vandenbosch,Evan Vandenbosch,Vandenbosch,Evan,P,Georgia Southern University,GASO,730331648,Georgia Southern,BBC,L,L,13,0,0,0,0,0,0,0,0,0,0,0
6350,1843696735,J. Fitzharris,Jack Fitzharris,Fitzharris,Jack,SS,Saint Peter's University,SPC,730149888,Saint Peter's,BBC,R,R,13,6,0,0,4,1,8,13,0,0,0,0
6350,1108498372,B. Trammell,Bryson Trammell,Trammell,Bryson,RF,Georgia Southern University,GASO,730331648,Georgia Southern,BBC,R,R,13,9,0,0,0,0,0,0,13,9,0,5
6350,1820732851,A. Esker,Alex Esker,Esker,Alex,P,Western Illinois University,WIU,730370560,Western Illinois,BBC,L,L,13,0,0,0,0,0,0,0,0,0,0,0
6350,1283823216,J. Heilman,Jarrett Heilman,Heilman,Jarrett,P,Wright State University,WRST,5390,Wright State,BBC,L,R,13,0,0,0,0,0,0,0,0,0,0,0
6350,1514663522,C. Trask,CJ Trask,Trask,CJ,3B,Bradley University,BRAD,730253312,Bradley,BBC,R,R,13,12,0,0,2,11,0,13,0,0,0,0
6350,1399232505,X. Lopez,Xavier Lopez,Lopez,Xavier,LF,Appalachian State University,APP,730240256,Appalachian State,BBC,L,L,13,6,0,0,0,0,0,0,13,5,5,4
6350,1844792414,O. Byberg,Owen Byberg,Byberg,Owen,P,University of Evansville,EVAN,730327808,Evansville,BBC,R,R,13,0,0,0,0,0,0,0,0,0,0,0
6350,1039959144,D. Scheumann,DJ Scheumann,Scheumann,DJ,C,Ball State University,BALL,730195456,Ball State,BBC,S,R,13,6,12,1,0,0,0,1,0,0,0,0
6350,1913930625,J. Cunnane,Jace Cunnane,Cunnane,Jace,P,Towson University,TOWS,730318336,Towson,BBC,R,R,13,0,0,0,0,0,0,0,0,0,0,0
6350,1533747058,C. Bailey,Carson Bailey,Bailey,Carson,P,Baylor University,BAY,3033,Baylor,BBC,R,L,13,0,0,0,0,0,0,0,0,0,0,0
6350,1249414702,A. Smith,Angelo Smith,Smith,Angelo,P,University of Central Florida,UCF,730256640,Central Florida,BBC,R,R,13,0,0,0,0,0,0,0,0,0,0,0
6350,1376837894,F. Rodriguez,Freddy Rodriguez,Rodriguez,Freddy,3B,Coastal Carolina University,CCAR,4104,Coastal Carolina,BBC,R,R,13,7,0,0,0,11,0,11,2,0,0,2
6350,1533691451,D. Estrada,Danny Estrada,Estrada,Danny,RF,Virginia Commonwealth University,VCU,730179328,VCU,BBC,L,L,13,11,0,0,0,0,0,0,13,2,0,11
6350,1912858128,D. Gray,Dakota Gray,Gray,Dakota,P,Utah Tech University,UTU,730318592,Utah Tech,BBC,R,R,13,0,0,0,0,0,0,0,0,0,0,0
6350,1957097624,A. Carter,AJ Carter,Carter,AJ,CF,University of Northern Colorado,UNCO,730286592,Northern Colorado,BBC,L,L,13,11,0,0,0,0,0,0,13,2,11,0
6350,1081427528,B. Susce,Brode Susce,Susce,Brode,P,James Madison University,JMU,730340096,James Madison,BBC,R,R,13,0,0,0,0,0,0,0,0,0,0,0
6350,1575672632,D. Cheeley,Dylan Cheeley,Cheeley,Dylan,P,Florida Gulf Coast University,FGCU,4964,Florida Gulf Coast,BBC,R,R,13,0,0,0,0,0,0,0,0,0,0,0
6350,1149998250,K. Collins,Kenyon Collins,Collins,Kenyon,P,Marshall University,MRSH,730333696,Marshall,BBC,R,R,13,0,0,0,0,0,0,0,0,0,0,0
6350,1464428850,W. Bazile,Walker Bazile,Bazile,Walker,RF,Houston Christian University,HCU,730157824,Houston Christian,BBC,L,L,13,4,0,0,0,0,0,0,13,2,0,11
6350,1129712836,J. Sanders,Julian Sanders,Sanders,Julian,1B,University of Washington,WASH,3110,Washington,BBC,R,R,13,8,0,13,0,0,0,13,1,0,1,0
6350,1993201465,M. Banks,Max Banks,Banks,Max,P,University of Washington,WASH,3110,Washington,BBC,R,R,13,0,0,0,0,0,0,0,0,0,0,0
6350,1896732106,J. McGee,James McGee,McGee,James,C,Kennesaw State University,KENN,730197504,Kennesaw State,BBC,R,R,13,8,13,0,0,0,0,0,0,0,0,0
6350,1848290322,N. Mendez,Nazir Mendez,Mendez,Nazir,1B,Eastern Kentucky University,EKY,5417,Eastern Kentucky,BBC,L,R,13,12,0,13,0,0,0,13,0,0,0,0
6350,1237040745,M. Ryan,Mikey Ryan,Ryan,Mikey,SS,Louisiana State University,LSU,5323,Louisiana State,BBC,R,R,13,0,0,0,5,3,8,13,0,0,0,0
6350,1184571444,B. Pavlovsky,Brady Pavlovsky,Pavlovsky,Brady,P,San Jose State University,SJSU,730206720,San Jose State,BBC,R,R,13,0,0,0,0,0,0,0,0,0,0,0
6350,1093557407,A. McNelly,Aydan McNelly,McNelly,Aydan,1B,Marist College,MRST,730374656,Marist,BBC,R,R,13,12,0,13,0,0,0,13,0,0,0,0
6350,1598552792,B. Berdine,Ben Berdine,Berdine,Ben,P,Mercyhurst College,MCYH,730196224,Mercyhurst,BBC,R,R,13,0,0,0,0,0,0,0,0,0,0,0
6350,1784297339,M. Rocha,Mikey Rocha,Rocha,Mikey,3B,Southeast Missouri State University,SEMO,730168576,Southeast Missouri State,BBC,R,R,13,10,0,0,0,13,0,13,0,0,0,0
6350,1195915192,H. Donahue,Hayden Donahue,Donahue,Hayden,P,University of Memphis,MEM,730172160,Memphis,BBC,R,R,13,0,0,0,0,0,0,0,0,0,0,0
6350,1741474055,S. Cameron,Shawn Cameron,Cameron,Shawn,1B,Niagara University,NIAG,730156544,Niagara,BBC,L,L,13,13,0,12,0,0,0,12,2,2,0,0
6350,1618601517,G. Bradley,Grant Bradley,Bradley,Grant,P,University of Michigan,MICH,2290,Michigan,BBC,R,R,13,0,0,0,0,0,0,0,0,0,0,0
6350,1068930659,C. Boudreaux,CJ Boudreaux,Boudreaux,CJ,P,Bowling Green State University,BGSU,730189056,Bowling Green,BBC,R,R,13,0,0,0,0,0,0,0,0,0,0,0
6350,1175789044,B. Romero,Braeden Romero,Romero,Braeden,P,Manhattan College,MAN,730363648,Manhattan,BBC,R,R,13,0,0,0,0,0,0,0,0,0,0,0
6350,1342167845,A. Brown,Andrew Brown,Brown,Andrew,P,Manhattan College,MAN,730363648,Manhattan,BBC,R,R,13,0,0,0,0,0,0,0,0,0,0,0
6350,1064527734,B. Grasser,Brad Grasser,Grasser,Brad,P,Manhattan College,MAN,730363648,Manhattan,BBC,R,R,13,0,0,0,0,0,0,0,0,0,0,0
6350,1172375087,J. Wajda,Jack Wajda,Wajda,Jack,P,Murray State University,MURR,730188032,Murray State,BBC,R,R,13,0,0,0,0,0,0,0,0,0,0,0
6350,1158176638,N. Bassi,Nick Bassi,Bassi,Nick,P,Northern Illinois University,NIU,730386176,Northern Illinois,BBC,R,R,13,0,0,0,0,0,0,0,0,0,0,0
6350,1009804968,T. Boudreau,Tyler Boudreau,Boudreau,Tyler,P,Texas Tech University,TTU,2350,Texas Tech,BBC,R,R,13,0,0,0,0,0,0,0,0,0,0,0
6350,1953796361,R. Woodson,Ryder Woodson,Woodson,Ryder,SS,North Carolina State University,NCST,730216448,North Carolina State,BBC,R,R,13,5,0,0,0,7,5,12,1,1,0,0
6350,1365904771,A. Unga,Anthony Unga,Unga,Anthony,P,Creighton University,CREI,730243840,Creighton,BBC,R,R,13,0,0,0,0,0,0,0,0,0,0,0
6350,1264804058,C. Kochanowicz,Cole Kochanowicz,Kochanowicz,Cole,P,Lehigh University,LEH,730333184,Lehigh,BBC,L,R,13,0,0,0,0,0,0,0,0,0,0,0
6350,1171396433,J. Gimenez,Jax Gimenez,Gimenez,Jax,RF,University of Oregon,ORE,4807,Oregon,BBC,S,R,13,2,0,0,0,0,0,0,13,7,0,6
6350,1827768225,L. Grant,Landyn Grant,Grant,Landyn,P,Prairie View A&M University,PV,4766,Prairie View A&M,BBC,R,L,13,0,0,0,0,0,0,0,0,0,0,0
6350,1155046128,B. Zeplin,Blane Zeplin,Zeplin,Blane,P,Stephen F. Austin State University,SFA,730227200,Stephen F. Austin State,BBC,R,R,13,0,0,0,0,0,0,0,0,0,0,0
6350,1571813435,C. Templeton,Cody Templeton,Templeton,Cody,P,Stephen F. Austin State University,SFA,730227200,Stephen F. Austin State,BBC,R,L,13,0,0,0,0,0,0,0,0,0,0,0
6350,1966312316,M. Finley,Maclane Finley,Finley,Maclane,P,Purdue University,PUR,730353152,Purdue,BBC,R,R,13,0,0,0,0,0,0,0,0,0,0,0
6350,1133867650,H. Frost,Hunter Frost,Frost,Hunter,P,Valparaiso University,VALP,730369536,Valparaiso,BBC,R,R,13,0,0,0,0,0,0,0,0,0,0,0
6350,1305701553,A. Tommasini,Austin Tommasini,Tommasini,Austin,P,Samford University,SAM,730386432,Samford,BBC,R,R,13,0,0,0,0,0,0,0,0,0,0,0
6350,1976265199,J. Smith,Jackson Smith,Smith,Jackson,1B,Texas A&M-Corpus Christi,AMCC,4764,Texas A&M-Corpus Christi,BBC,L,R,13,10,0,13,0,0,0,13,0,0,0,0
6350,1788086933,B. Karpowicz,Ben Karpowicz,Karpowicz,Ben,LF,Campbell University,CAMP,730187776,Campbell,BBC,R,R,13,9,0,4,0,0,0,4,10,10,0,0
6350,1490282128,K. Parker,Kevin Parker,Parker,Kevin,SS,Utah Valley University,UVU,730263552,Utah Valley,BBC,R,R,13,10,0,0,1,0,11,12,0,0,0,0
6350,1090719415,S. Janik,Samuel Janik,Janik,Samuel,P,Bucknell University,BUCK,730214144,Bucknell,BBC,R,R,13,0,0,0,0,0,0,0,0,0,0,0
6350,1580439791,A. Murray,AJ Murray,Murray,AJ,P,Bucknell University,BUCK,730214144,Bucknell,BBC,L,R,13,0,0,0,0,0,0,0,0,0,0,0
6350,1479551926,M. Addari,Michael Addari,Addari,Michael,P,Illinois State University,ILST,730258944,Illinois State,BBC,R,R,13,0,0,0,0,0,0,0,0,0,0,0
6350,1907374041,J. Nichols,James Nichols,Nichols,James,P,Merrimack College,MRMK,730295552,Merrimack,BBC,R,R,13,0,0,0,0,0,0,0,0,0,0,0
6350,1342169078,A. Hunt,Andrew Hunt,Hunt,Andrew,LF,UAB,UAB,730345984,UAB,BBC,R,R,13,11,0,0,0,0,0,0,13,11,2,0
6350,1899797393,L. Beaver,Landon Beaver,Beaver,Landon,1B,UAB,UAB,730345984,UAB,BBC,L,R,13,8,0,13,0,0,0,13,0,0,0,0
6350,1188508360,C. Dimidjian,Camden Dimidjian,Dimidjian,Camden,P,University of Southern Indiana,SIND,730288640,Southern Indiana,BBC,R,L,13,0,0,0,0,0,0,0,0,0,0,0
6350,1929835739,N. Miller,Nolan Miller,Miller,Nolan,RF,University of Portland,PORT,730360320,Portland,BBC,L,L,13,9,0,7,0,0,0,7,7,2,0,5
6350,1601837916,L. Mclntosh,Lawson Mclntosh,Mclntosh,Lawson,P,Siena College,SIE,730382592,Siena,BBC,R,R,13,0,0,0,0,0,0,0,0,0,0,0
6350,1693585689,C. Stanford,Carter Stanford,Stanford,Carter,P,University of Central Florida,UCF,730256640,Central Florida,BBC,R,R,13,0,0,0,0,0,0,0,0,0,0,0
6350,1252306618,J. Bell,Jackson Bell,Bell,Jackson,P,Utah Tech University,UTU,730318592,Utah Tech,BBC,R,R,13,0,0,0,0,0,0,0,0,0,0,0
6350,1228853383,T. Barnett,Ty Barnett,Barnett,Ty,P,University of Cincinnati,CIN,5465,Cincinnati,BBC,L,L,13,0,0,0,0,0,0,0,0,0,0,0
6350,1115370173,H. Bell,Hunter Bell,Bell,Hunter,P,Stonehill College,SC,730238464,Stonehill,BBC,L,L,13,0,0,0,0,0,0,0,0,0,0,0
6350,1342167227,J. Mulvaney,Jimmy Mulvaney,Mulvaney,Jimmy,P,Fairfield University,FAIR,730380544,Fairfield,BBC,R,R,13,0,0,0,0,0,0,0,0,0,0,0
6350,1879968374,R. Erickson,Ridge Erickson,Erickson,Ridge,C,Brigham Young University,BYU,730257152,BYU,BBC,R,R,13,11,13,0,0,0,0,0,0,0,0,0
6350,1267661765,B. Carrothers,Brian Carrothers,Carrothers,Brian,C,St. Bonaventure University,SBON,730375424,St. Bonaventure,BBC,R,R,13,12,13,0,0,0,0,0,0,0,0,0
6350,1342167487,L. Castor,Landon Castor,Castor,Landon,P,High Point University,HP,730321152,High Point,BBC,R,R,13,0,0,0,0,0,0,0,0,0,0,0
6350,1739343504,R. Marsh,Remy Marsh,Marsh,Remy,P,Houston Christian University,HCU,730157824,Houston Christian,BBC,R,R,13,0,0,0,0,0,0,0,0,0,0,0
6350,1853123572,B. Robles,Bruno Robles,Robles,Bruno,P,University of the Incarnate Word,IW,730225152,Incarnate Word,BBC,L,R,13,2,1,0,0,0,0,0,0,0,0,0
6350,1666779509,M. Houston,Matt Houston,Houston,Matt,C,Louisiana Tech University,LT,3374,Louisiana Tech,BBC,R,R,13,12,13,0,0,0,0,0,0,0,0,0
6350,1052585264,M. Bienvenu,Matthew Bienvenu,Bienvenu,Matthew,P,University of New Orleans,UNO,5380,New Orleans,BBC,R,R,13,0,0,0,0,0,0,0,0,0,0,0
6350,1392938779,W. Dean,Will Dean,Dean,Will,P,University of West Georgia,UOWG,730308864,West Georgia,BBC,L,R,13,0,0,0,0,0,0,0,0,0,0,0
6350,1342168182,M. Melancon,Matt Melancon,Melancon,Matt,RF,Nicholls State University,NICH,730284032,Nicholls State,BBC,R,R,13,11,0,0,0,0,0,0,13,6,0,7
6350,1037912355,W. Fuller,Walker Fuller,Fuller,Walker,P,Norfolk State University,NORF,3904,Norfolk State,BBC,R,R,13,0,0,0,0,0,0,0,0,0,0,0
6350,1342170423,N. Varnier,Nathaniel Varnier,Varnier,Nathaniel,P,Norfolk State University,NORF,3904,Norfolk State,BBC,L,L,13,0,0,0,0,0,0,0,0,0,0,0
6350,1143075403,C. Buscher,Chase Buscher,Buscher,Chase,P,UNC Asheville,UNCA,1570,UNC Asheville,BBC,R,R,13,0,0,0,0,0,0,0,0,0,0,0
6350,1342167229,C. Montelbano,Cooper Montelbano,Montelbano,Cooper,P,Fairleigh Dickinson University,FDU,730355200,Fairleigh Dickinson,BBC,R,R,13,0,0,0,0,0,0,0,0,0,0,0
6350,1292505286,K. Klosterman,Kellan Klosterman,Klosterman,Kellan,P,University of Notre Dame,ND,225,Notre Dame,BBC,R,R,13,0,0,0,0,0,0,0,0,0,0,0
6350,1409727540,A. Potter,Aaron Potter,Potter,Aaron,P,University of North Florida,UNF,730296832,North Florida,BBC,R,R,13,0,0,0,0,0,0,0,0,0,0,0
6350,1400453780,L. Lorence,Luke Lorence,Lorence,Luke,P,University of Central Arkansas,CARK,730175232,Central Arkansas,BBC,R,R,13,0,0,0,0,0,0,0,0,0,0,0
6350,1342168110,M. Archibald,Matt Archibald,Archibald,Matt,P,U.S. Naval Academy,NAVY,508,Navy,BBC,R,R,13,0,0,0,0,0,0,0,0,0,0,0
6350,1747456537,G. Smith,Glenn Smith,Smith,Glenn,P,University of Richmond,RICH,730171904,Richmond,BBC,R,R,13,0,0,0,0,0,0,0,0,0,0,0
6350,1007638530,J. Griffiths,Jack Griffiths,Griffiths,Jack,P,Butler University,BUT,730283520,Butler,BBC,R,R,13,0,0,0,0,0,0,0,0,0,0,0
6350,1638390646,P. Fiene,Peyton Fiene,Fiene,Peyton,P,Tarleton State University,TAR,730236416,Tarleton State,BBC,R,R,13,0,0,0,0,0,0,0,0,0,0,0
6350,1802827419,M. Kirk,Mason Kirk,Kirk,Mason,3B,Tarleton State University,TAR,730236416,Tarleton State,BBC,R,R,13,5,1,0,0,11,0,11,1,1,0,0
6350,1222218338,C. Griggs,CJ Griggs,Griggs,CJ,C,Hofstra University,HOF,730245120,Hofstra,BBC,L,R,13,11,13,0,0,0,0,0,0,0,0,0
6350,1778267483,C. Pantuso,Chad Pantuso,Pantuso,Chad,LF,Texas A&M-Corpus Christi,AMCC,4764,Texas A&M-Corpus Christi,BBC,R,R,13,7,0,0,0,0,0,0,13,6,4,3
6350,1224009860,L. Tavarez,Leeroy Tavarez,Tavarez,Leeroy,P,Texas Southern University,TXSO,4768,Texas Southern,BBC,R,R,13,0,0,0,0,0,0,0,0,0,0,0
6350,1328843982,T. Benko,Troy Benko,Benko,Troy,P,Miami University (Ohio),M-OH,730379264,Miami (OH),BBC,R,R,13,0,0,0,0,0,0,0,0,0,0,0
6350,1612499291,O. Wood,Oliver Wood,Wood,Oliver,P,The Citadel,CIT,730366720,The Citadel,BBC,R,R,13,0,0,0,0,0,0,0,0,0,0,0
6350,1473330955,A. Ragat,Aaron Ragat,Ragat,Aaron,P,Bellarmine University,BU,730167552,Bellarmine,BBC,L,L,13,0,0,0,0,0,0,0,0,0,0,0
6350,1914825545,L. Kalfsbeek,Luke Kalfsbeek,Kalfsbeek,Luke,P,Cal Poly,CP,5487,Cal Poly,BBC,L,L,13,0,0,0,0,0,0,0,0,0,0,0
6350,1821530774,B. Gomez,Bryan Gomez,Gomez,Bryan,P,University of West Georgia,UOWG,730308864,West Georgia,BBC,R,R,13,0,0,0,0,0,0,0,0,0,0,0
6350,1221362565,J. Vaughn,Josh Vaughn,Vaughn,Josh,P,Bradley University,BRAD,730253312,Bradley,BBC,R,R,13,0,0,0,0,0,0,0,0,0,0,0
6350,1335999920,B. Bryans,Beau Bryans,Bryans,Beau,P,University of Alabama,ALA,730206976,Alabama,BBC,R,L,13,0,0,0,0,0,0,0,0,0,0,0
6350,1372366798,M. Hilker Jr.,Michael Hilker Jr.,Hilker Jr.,Michael,P,University of Arizona,ARIZ,232,Arizona,BBC,R,R,13,0,0,0,0,0,0,0,0,0,0,0
6350,1820619314,C. Key,Chance Key,Key,Chance,P,Grand Canyon University,GC,5310,Grand Canyon,BBC,R,L,13,0,0,0,0,0,0,0,0,0,0,0
6350,1230206464,J. Rizzo,John Rizzo,Rizzo,John,P,Stony Brook University,STON,730249984,Stony Brook,BBC,R,R,13,0,0,0,0,0,0,0,0,0,0,0
6350,1251797776,C. Battle,Curtis Battle,Battle,Curtis,2B,Coppin State University,COPP,730194176,Coppin State,BBC,S,R,13,7,0,0,13,0,0,13,0,0,0,0
6350,1552158252,W. Dart,Will Dart,Dart,Will,SS,Utah Tech University,UTU,730318592,Utah Tech,BBC,R,R,13,0,0,0,0,3,10,13,0,0,0,0
6350,1428945386,J. Mlodzinski,Julian Mlodzinski,Mlodzinski,Julian,P,Florida International University,FIU,4468,Florida International,BBC,R,R,13,0,0,0,0,0,0,0,0,0,0,0
6350,1921181815,R. Kucy,Ryan Kucy,Kucy,Ryan,3B,St. Bonaventure University,SBON,730375424,St. Bonaventure,BBC,R,R,13,6,0,0,0,9,0,9,0,0,0,0
6350,1224262942,J. Park,Jayce Park,Park,Jayce,P,Old Dominion University,ODU,3090,Old Dominion,BBC,R,R,13,0,0,0,0,0,0,0,0,0,0,0
6350,1255656668,J. Evans,Joshua Evans,Evans,Joshua,TWP,Georgia Tech,GT,100,Georgia Tech,BBC,S,L,13,0,0,0,0,0,0,0,11,6,2,3
6350,1868541589,L. Proehl,Luke Proehl,Proehl,Luke,P,Marshall University,MRSH,730333696,Marshall,BBC,R,R,13,0,0,0,0,0,0,0,0,0,0,0
6350,1001070198,R. Daly,Ryan Daly,Daly,Ryan,P,University of Illinois,ILL,730163456,Illinois,BBC,R,R,13,0,0,0,0,0,0,0,0,0,0,0
6350,1789140645,J. Johnson,Jonah Johnson,Johnson,Jonah,P,Loyola Marymount University,LMU,730149120,Loyola Marymount,BBC,L,R,13,0,0,0,0,0,0,0,0,0,0,0
6350,1342167923,P. Coppinger,Paul Coppinger,Coppinger,Paul,P,McNeese State University,MCNS,730285056,McNeese State,BBC,R,R,13,0,0,0,0,0,0,0,0,0,0,0
6350,1339633868,R. Cruce,Riley Cruce,Cruce,Riley,P,Mercer University,MER,730240512,Mercer,BBC,L,L,13,0,0,0,0,0,0,0,0,0,0,0
6350,1946321097,N. Bennett,Nate Bennett,Bennett,Nate,P,Niagara University,NIAG,730156544,Niagara,BBC,R,R,13,0,0,0,0,0,0,0,0,0,0,0
6350,1063824776,Z. Paczewski,Zach Paczewski,Paczewski,Zach,3B,Radford University,RAD,730267392,Radford,BBC,R,R,13,8,0,0,7,6,3,13,0,0,0,0
6350,1342169414,S. Boynton,Spencer Boynton,Boynton,Spencer,P,Valparaiso University,VALP,730369536,Valparaiso,BBC,R,R,13,0,0,0,0,0,0,0,0,0,0,0
6350,1388560480,A. Anzai,AJ Anzai,Anzai,AJ,1B,University of San Diego,USD,5320,San Diego,BBC,L,L,13,12,0,13,0,0,0,13,0,0,0,0
6350,1985957269,T. Baumler,Trever Baumler,Baumler,Trever,P,Texas Christian University,TCU,5045,TCU,BBC,R,R,13,0,0,0,0,0,0,0,0,0,0,0
