Rank,playerId,abbrevName,playerFullName,player,playerFirstName,pos,newestTeamName,newestTeamAbbrevName,newestTeamId,newestTeamLocation,newestTeamLevel,batsHand,throwsHand,PMenOn,P/PKAtt,PitcherPKAtt,PitcherPK,PitcherPKErr,P1B,P/PK1Att,PK1Att,PK1,PK1Err,P2B,P/PK2Att,PK2Att,PK2,PK2Err,P3B,P/PK3Att,PK3Att,PK3,PK3Err
467,1087410944,E. Balmaceda,Elian Balmaceda,Balmaceda,Elian,P,Stephen F. Austin State University,SFA,730227200,Stephen F. Austin State,BBC,L,L,377,9.7,39,1,0,232,6.8,34,1,0,244,81.3,3,0,0,130,65.0,2,0,0
467,1099147776,R. Riojas,Ruger Riojas,Riojas,Ruger,P,University of Texas,TEX,245,Texas,BBC,R,R,438,16.2,27,1,0,339,18.8,18,1,0,172,21.5,8,0,0,128,128.0,1,0,0
467,1301147904,B. Owens,Braylon Owens,Owens,Braylon,P,UTSA,UTSA,730373120,UTSA,BBC,R,R,688,68.8,10,1,0,509,254.5,2,0,0,316,39.5,8,1,0,108,-,0,0,0
467,1111554816,Z. Royse,Zach Royse,Royse,Zach,P,UTSA,UTSA,730373120,UTSA,BBC,R,R,636,14.8,43,1,0,452,11.9,38,1,0,246,49.2,5,0,0,217,-,0,0,0
467,1195551232,C. Myles,Conor Myles,Myles,Conor,P,UTSA,UTSA,730373120,UTSA,BBC,L,L,559,20.7,27,1,0,460,18.4,25,1,0,217,108.5,2,0,0,106,-,0,0,0
467,1220256000,N. Holbrook,Nicholas Holbrook,Holbrook,Nicholas,P,Georgia State University,GAST,730239744,Georgia State,BBC,R,R,315,63.0,5,1,2,182,60.7,3,0,1,172,172.0,1,1,0,97,97.0,1,0,1
467,1176555520,D. Shaw,David Shaw,Shaw,David,P,University of California,CAL,730152448,California,BBC,L,L,535,25.5,21,1,0,396,22.0,18,1,0,282,94.0,3,0,0,137,-,0,0,0
467,1181538305,H. Hamilton,Hudson Hamilton,Hamilton,Hudson,P,University of Texas,TEX,245,Texas,BBC,R,R,101,9.2,11,1,0,83,9.2,9,0,0,41,41.0,1,0,0,15,15.0,1,1,0
467,1279133440,C. Selvig,Cole Selvig,Selvig,Cole,P,University of Minnesota,MINN,4864,Minnesota,BBC,R,R,406,11.9,34,1,0,279,9.0,31,0,0,175,58.3,3,1,0,85,-,0,0,0
467,1208031488,N. Timpanelli,Nick Timpanelli,Timpanelli,Nick,P,Charleston Southern University,CHSO,730194432,Charleston Southern,BBC,R,R,327,7.6,43,1,0,208,5.5,38,1,0,195,39.0,5,0,0,109,-,0,0,0
467,1302428416,J. McCoy,Jake McCoy,McCoy,Jake,P,University of South Carolina,SCAR,730348544,South Carolina,BBC,L,L,557,9.8,57,1,1,437,8.4,52,1,0,204,40.8,5,0,1,115,-,0,0,0
467,1207510016,L. Mckillop,Liam McKillop,Mckillop,Liam,P,Southern Illinois Univ.-Edwardsville,SIUE,730298112,SIU Edwardsville,BBC,R,R,422,11.1,38,1,0,301,10.0,30,1,0,267,33.4,8,0,0,89,-,0,0,0
467,1311054080,D. Suarez,Danny Suarez,Suarez,Danny,P,UC Irvine,UCI,3031,UC Irvine,BBC,R,R,389,9.7,40,1,1,295,8.9,33,1,1,182,26.0,7,0,0,139,-,0,0,0
467,1277191168,M. Dalquist,Matthew Dalquist,Dalquist,Matthew,P,UC San Diego,UCSD,730348032,UC San Diego,BBC,S,R,599,9.4,64,1,1,379,6.9,55,0,1,284,40.6,7,0,0,101,50.5,2,1,0
467,1330433792,G. Shinn,Gianluca Shinn,Shinn,Gianluca,P,Texas Christian University,TCU,5045,TCU,BBC,L,L,189,47.3,4,1,0,157,39.3,4,1,0,85,-,0,0,0,78,-,0,0,0
467,1297541376,C. McAnelly,Colter McAnelly,McAnelly,Colter,P,University of Utah,UTAH,730328320,Utah,BBC,R,R,700,11.1,63,1,3,504,10.5,48,0,1,256,17.1,15,1,2,153,-,0,0,0
467,1144591872,E. Sundquist,Eli Sundquist,Sundquist,Eli,P,University of Minnesota,MINN,4864,Minnesota,BBC,R,R,307,21.9,14,1,3,214,23.8,9,1,1,176,29.3,6,0,2,90,-,0,0,0
467,1176126208,C. Nielson,Cameron Nielson,Nielson,Cameron,P,University of Utah,UTAH,730328320,Utah,BBC,R,R,240,13.3,18,1,1,186,16.9,11,1,0,108,15.4,7,0,1,45,-,0,0,0
467,1153711104,M. Green,Miller Green,Green,Miller,P,Vanderbilt University,VAN,5046,Vanderbilt,BBC,L,L,221,73.7,3,1,2,133,44.3,3,1,2,113,-,0,0,0,91,-,0,0,0
467,1125103104,R. Velasquez,Roberto Velasquez,Velasquez,Roberto,P,Virginia Military Institute,VMI,730173440,VMI,BBC,R,R,371,14.3,26,1,0,232,10.1,23,0,0,227,75.7,3,1,0,77,-,0,0,0
467,1122462720,J. Dennies,Jackson Dennies,Dennies,Jackson,P,University of Notre Dame,ND,225,Notre Dame,BBC,R,R,305,6.6,46,1,1,188,4.7,40,1,1,123,20.5,6,0,0,64,-,0,0,0
467,1296173568,J. Kelley,Jack Kelley,Kelley,Jack,P,University of Akron,AKR,540536064,Akron,BBC,R,R,430,13.9,31,1,1,270,9.3,29,0,0,168,84.0,2,1,1,97,-,0,0,0
467,1237822976,G. Oswald,Gavin Oswald,Oswald,Gavin,P,University of North Alabama,UNA,730266624,North Alabama,BBC,L,L,322,35.8,9,1,0,242,26.9,9,1,0,147,-,0,0,0,88,-,0,0,0
467,1188195328,C. Lax,Chet Lax,Lax,Chet,P,Wright State University,WRST,5390,Wright State,BBC,L,L,372,20.7,18,1,0,270,18.0,15,1,0,164,54.7,3,0,0,135,-,0,0,0
467,1306777856,C. Shaw,Colton Shaw,Shaw,Colton,P,Yale University,YALE,730334464,Yale,BBC,R,R,547,13.7,40,1,0,390,10.0,39,1,0,224,224.0,1,0,0,113,-,0,0,0
467,1306329344,D. Thompson,DJ Thompson,Thompson,DJ,P,Western Michigan University,WMU,730165248,Western Michigan,BBC,R,R,381,11.9,32,1,2,242,8.3,29,1,0,190,63.3,3,0,2,157,-,0,0,0
467,1143038976,K. Sosnowski,Kris Sosnowski,Sosnowski,Kris,P,University of Central Florida,UCF,730256640,Central Florida,BBC,R,R,266,13.3,20,1,0,197,10.9,18,1,0,116,58.0,2,0,0,41,-,0,0,0
467,1176374016,J. Almazan,Jose Almazan,Almazan,Jose,P,Alabama State University,ALST,4765,Alabama State,BBC,R,R,117,23.4,5,1,0,71,14.2,5,1,0,66,-,0,0,0,49,-,0,0,0
467,1307927296,T. Deitelbaum,Trey Deitelbaum,Deitelbaum,Trey,P,Bryant University,BRY,730266880,Bryant,BBC,R,R,216,12.7,17,1,0,145,9.7,15,0,0,121,60.5,2,1,0,62,-,0,0,0
467,1133497856,H. Konkler,Hayden Konkler,Konkler,Hayden,P,Alcorn State University,ALCN,5376,Alcorn State,BBC,R,R,290,41.4,7,1,0,159,22.7,7,1,0,181,-,0,0,0,114,-,0,0,0
467,1092369664,A. Morin,Alistair Morin,Morin,Alistair,P,Siena College,SIE,730382592,Siena,BBC,R,R,736,52.6,14,1,2,525,43.8,12,1,1,329,164.5,2,0,1,132,-,0,0,0
467,1162504960,D. Case,David Case,Case,David,P,University of Memphis,MEM,730172160,Memphis,BBC,L,L,522,7.9,66,1,0,426,6.8,63,1,0,214,71.3,3,0,0,150,-,0,0,0
467,1264174592,E. Elliott,Eric Elliott,Elliott,Eric,P,Jackson State University,JKST,730378240,Jackson State,BBC,L,L,655,20.5,32,1,0,471,19.6,24,0,0,314,39.3,8,1,0,173,-,0,0,0
467,1202195456,C. Granzow,Cade Granzow,Granzow,Cade,P,Belmont University,BEL,730190336,Belmont,BBC,R,R,214,71.3,3,1,1,142,142.0,1,1,0,141,141.0,1,0,1,108,108.0,1,0,0
467,1330492928,R. Long,Richard Long,Long,Richard,P,Jacksonville University,JAC,730335488,Jacksonville,BBC,R,R,520,10.2,51,1,0,333,7.9,42,1,0,233,33.3,7,0,0,114,57.0,2,0,0
467,1233521152,M. Simes,Michael Simes,Simes,Michael,P,UMass Lowell,MASSL,730371584,UMass Lowell,BBC,R,R,112,37.3,3,1,0,86,28.7,3,1,0,56,-,0,0,0,33,-,0,0,0
467,1300201472,N. Good,Nic Good,Good,Nic,P,Bowling Green State University,BGSU,730189056,Bowling Green,BBC,R,L,333,18.5,18,1,0,220,13.8,16,1,0,183,91.5,2,0,0,96,-,0,0,0
467,1184655616,L. Krouse,Luke Krouse,Krouse,Luke,P,Bowling Green State University,BGSU,730189056,Bowling Green,BBC,L,L,358,35.8,10,1,1,264,29.3,9,1,1,180,180.0,1,0,0,95,-,0,0,0
467,1263705856,J. Shapiro,Joe Shapiro,Shapiro,Joe,P,Western Michigan University,WMU,730165248,Western Michigan,BBC,L,L,301,8.4,36,1,1,220,6.3,35,1,1,172,172.0,1,0,0,124,-,0,0,0
467,1152901632,C. Keel,Christian Keel,Keel,Christian,P,Brown University,BRWN,730236160,Brown,BBC,R,R,559,13.3,42,1,0,345,8.4,41,1,0,261,261.0,1,0,0,154,-,0,0,0
467,1162573312,A. Payamps,Andrelys Payamps,Payamps,Andrelys,P,Iona College,IONA,730242048,Iona,BBC,R,R,494,19.0,26,1,2,284,12.3,23,0,2,258,86.0,3,1,0,136,-,0,0,0
467,1143121152,H. Maxwell,Hadley Maxwell,Maxwell,Hadley,P,Bucknell University,BUCK,730214144,Bucknell,BBC,R,R,423,19.2,22,1,0,294,14.0,21,0,0,231,-,0,0,0,172,172.0,1,1,0
467,1172328448,N. Wieczorek,Noah Wieczorek,Wieczorek,Noah,P,Siena College,SIE,730382592,Siena,BBC,R,R,165,82.5,2,1,0,81,81.0,1,1,0,113,113.0,1,0,0,29,-,0,0,0
467,1296153088,M. Ramirez IV,Maximilian Ramirez IV,Ramirez IV,Maximilian,P,Niagara University,NIAG,730156544,Niagara,BBC,R,R,299,15.7,19,1,0,177,9.3,19,1,0,145,-,0,0,0,90,-,0,0,0
467,1093807104,J. Crystal,Jacob Crystal,Crystal,Jacob,P,Le Moyne College,LMC,730202880,Le Moyne,BBC,L,L,309,19.3,16,1,0,237,14.8,16,1,0,166,-,0,0,0,88,-,0,0,0
467,1167279616,B. Parlin,Bryce Parlin,Parlin,Bryce,P,University of Central Arkansas,CARK,730175232,Central Arkansas,BBC,R,R,109,6.8,16,1,1,77,5.1,15,1,1,38,38.0,1,0,0,42,-,0,0,0
467,1134054400,B. Hicks,Baylor Hicks,Hicks,Baylor,P,Columbia University,CLMB,730319104,Columbia,BBC,R,R,288,8.5,34,1,0,190,6.3,30,1,0,150,75.0,2,0,0,104,52.0,2,0,0
467,1169203200,D. Delgadillo,David Delgadillo,Delgadillo,David,P,Saint Peter's University,SPC,730149888,Saint Peter's,BBC,R,R,304,27.6,11,1,0,184,16.7,11,1,0,176,-,0,0,0,88,-,0,0,0
467,1084022528,D. Salisbury,Danny Salisbury,Salisbury,Danny,P,Mount St. Mary's University,MSM,730291712,Mount St. Mary's,BBC,L,R,119,17.0,7,1,0,71,11.8,6,1,0,64,-,0,0,0,32,32.0,1,0,0
467,1162585344,M. Fortes,Michael Fortes,Fortes,Michael,P,University of Dayton,DAY,730194688,Dayton,BBC,R,R,86,10.8,8,1,0,55,9.2,6,0,0,23,11.5,2,1,0,34,-,0,0,0
467,1215826176,G. Hawkes,Gavin Hawkes,Hawkes,Gavin,P,Rider University,RID,730174976,Rider,BBC,R,R,192,12.8,15,1,0,137,13.7,10,0,0,86,17.2,5,1,0,46,-,0,0,0
467,1232320256,E. Osborne,Ethan Osborne,Osborne,Ethan,P,Southeast Missouri State University,SEMO,730168576,Southeast Missouri State,BBC,L,L,118,23.6,5,1,1,87,29.0,3,1,0,90,45.0,2,0,1,42,-,0,0,0
467,1330401536,B. Baker,Bowen Baker,Baker,Bowen,P,Fairfield University,FAIR,730380544,Fairfield,BBC,L,L,468,16.1,29,1,0,297,10.6,28,1,0,222,222.0,1,0,0,97,-,0,0,0
467,1199739392,K. Mork,Keenan Mork,Mork,Keenan,P,University of Notre Dame,ND,225,Notre Dame,BBC,L,R,54,54.0,1,1,0,42,42.0,1,1,0,19,-,0,0,0,33,-,0,0,0
467,1207806465,M. Sauser,Matt Sauser,Sauser,Matt,P,University of Central Florida,UCF,730256640,Central Florida,BBC,L,R,217,21.7,10,1,0,153,17.0,9,0,0,76,76.0,1,1,0,42,-,0,0,0
467,1100939776,Z. Karson,Zach Karson,Karson,Zach,P,Fordham University,FOR,730324992,Fordham,BBC,R,L,187,7.2,26,1,0,122,4.7,26,1,0,98,-,0,0,0,76,-,0,0,0
467,1253818624,T. Packen,Trey Packen,Packen,Trey,P,Manhattan College,MAN,730363648,Manhattan,BBC,R,R,149,149.0,1,1,0,94,94.0,1,1,0,92,-,0,0,0,49,-,0,0,0
467,1238172672,E. Walker,Ethan Walker,Walker,Ethan,P,University of Kentucky,UK,5362,Kentucky,BBC,L,L,315,7.3,43,1,0,224,6.2,36,1,0,163,27.2,6,0,0,60,60.0,1,0,0
467,1153725184,C. Weber,Charlie Weber,Weber,Charlie,P,Saint Louis University,SLU,2291,St. Louis,BBC,R,R,440,21.0,21,1,0,305,16.1,19,0,0,232,116.0,2,1,0,115,-,0,0,0
467,1310416128,L. Finley,Leighton Finley,Finley,Leighton,P,University of Georgia,UGA,226,Georgia,BBC,R,R,499,14.7,34,1,0,351,11.3,31,1,0,200,66.7,3,0,0,137,-,0,0,0
467,1297592320,K. Smith,Kolten Smith,Smith,Kolten,P,University of Georgia,UGA,226,Georgia,BBC,R,R,280,18.7,15,1,0,189,13.5,14,0,0,102,102.0,1,1,0,66,-,0,0,0
467,1286156288,W. Berrios,Wilbur Berrios,Berrios,Wilbur,P,University of Northern Colorado,UNCO,730286592,Northern Colorado,BBC,R,R,203,15.6,13,1,0,132,11.0,12,0,0,85,85.0,1,1,0,47,-,0,0,0
467,1297353728,D. Horn,David Horn Jr.,Horn,David,P,University of San Diego,USD,5320,San Diego,BBC,R,R,224,13.2,17,1,0,131,10.1,13,1,0,91,22.8,4,0,0,55,-,0,0,0
467,1207755520,J. Gehring,Jacob Gehring,Gehring,Jacob,P,Youngstown State University,YSU,730284544,Youngstown State,BBC,R,R,524,11.4,46,1,3,314,9.8,32,0,0,258,17.2,15,1,3,120,-,0,0,0
467,1147783680,K. Robinson,Kevin Robinson,Robinson,Kevin,P,Northwestern State University,NWST,730255872,Northwestern State,BBC,R,R,298,16.6,18,1,1,174,10.2,17,1,1,161,161.0,1,0,0,75,-,0,0,0
467,1090835456,J. Mayo,Jackson Mayo,Mayo,Jackson,P,Texas State University,TXST,5420,Texas State,BBC,L,L,123,13.7,9,1,1,73,8.1,9,1,1,61,-,0,0,0,56,-,0,0,0
467,1162241280,K. Ralamb,Karl Ralamb,Ralamb,Karl,P,Saint Louis University,SLU,2291,St. Louis,BBC,R,R,195,21.7,9,1,0,131,14.6,9,1,0,108,-,0,0,0,28,-,0,0,0
467,1296205056,M. Kruzan,Marcus Kruzan,Kruzan,Marcus,P,University of St. Thomas (Minn.),UOST,730200320,University of St. Thomas (Minn.),BBC,R,R,603,27.4,22,1,0,419,19.0,22,1,0,291,-,0,0,0,114,-,0,0,0
467,1269599488,B. Callanan,Brendan Callanan,Callanan,Brendan,P,Iona College,IONA,730242048,Iona,BBC,R,R,469,39.1,12,1,1,303,33.7,9,1,1,256,85.3,3,0,0,137,-,0,0,0
467,1261524992,J. Sleeper,Jackson Sleeper,Sleeper,Jackson,P,Jacksonville State University,JVST,730225408,Jacksonville State,BBC,R,R,299,16.6,18,1,1,169,10.6,16,1,1,167,83.5,2,0,0,82,-,0,0,0
467,1298075648,G. Gorgen,Grady Gorgen,Gorgen,Grady,P,Troy University,TROY,730378496,Troy,BBC,R,L,159,19.9,8,1,0,126,21.0,6,1,0,81,40.5,2,0,0,40,-,0,0,0
467,1099861760,J. Kinsler,Jaden Kinsler,Kinsler,Jaden,P,James Madison University,JMU,730340096,James Madison,BBC,L,L,105,13.1,8,1,0,74,10.6,7,1,0,35,35.0,1,0,0,37,-,0,0,0
467,1087549440,B. Keefe,Ben Keefe,Keefe,Ben,P,Radford University,RAD,730267392,Radford,BBC,L,L,394,28.1,14,1,0,248,22.5,11,1,0,226,75.3,3,0,0,74,-,0,0,0
467,1310428416,B. Osbolt,Braden Osbolt,Osbolt,Braden,P,Kennesaw State University,KENN,730197504,Kennesaw State,BBC,R,R,133,6.7,20,1,1,89,4.9,18,1,0,56,56.0,1,0,1,35,35.0,1,0,0
467,1286570752,J. Kartsonas,Jack Kartsonas,Kartsonas,Jack,P,West Virginia University,WVU,5327,West Virginia,BBC,R,R,512,11.6,44,1,0,348,10.2,34,1,0,250,25.0,10,0,0,86,-,0,0,0
467,1098310656,J. Bean,Jacob Bean,Bean,Jacob,P,Kent State University,KENT,730315008,Kent State,BBC,R,R,512,11.6,44,1,0,378,9.7,39,1,0,184,36.8,5,0,0,121,-,0,0,0
467,1089259264,E. Shaver,Ethan Shaver,Shaver,Ethan,P,University of the Pacific,PAC,730386944,Pacific,BBC,R,R,348,4.5,77,1,1,184,2.5,74,1,1,137,45.7,3,0,0,74,-,0,0,0
467,1316711936,B. Strange,Brian Strange,Strange,Brian,P,Southeast Missouri State University,SEMO,730168576,Southeast Missouri State,BBC,R,R,300,21.4,14,1,1,197,14.1,14,1,1,137,-,0,0,0,81,-,0,0,0
467,1293155584,J. Emanuels,Josh Emanuels,Emanuels,Josh,P,University of Washington,WASH,3110,Washington,BBC,R,R,280,16.5,17,1,1,187,13.4,14,1,0,172,57.3,3,0,1,52,-,0,0,0
467,1172420097,J. Donegan,Josh Donegan,Donegan,Josh,P,Long Beach State University,LBSU,730224128,Long Beach State,BBC,R,R,332,22.1,15,1,0,207,18.8,11,1,0,183,45.8,4,0,0,94,-,0,0,0
467,1191519232,A. Harbour,Andrew Harbour,Harbour,Andrew,P,University of Southern California,USC,5047,USC,BBC,R,R,71,2.8,25,1,0,50,2.2,23,0,0,30,15.0,2,1,0,15,-,0,0,0
467,1143110144,E. McElvain,Ethan McElvain,McElvain,Ethan,P,Vanderbilt University,VAN,5046,Vanderbilt,BBC,S,L,359,15.0,24,1,0,254,12.7,20,1,0,211,52.8,4,0,0,96,-,0,0,0
467,1302872832,M. Jones,Max Jones,Jones,Max,P,"University of Hawaii, Manoa",HAW,730158848,Hawaii,BBC,R,R,145,20.7,7,1,0,62,8.9,7,1,0,83,-,0,0,0,42,-,0,0,0
467,1198522368,C. Cowburn,Carter Cowburn,Cowburn,Carter,P,Manhattan College,MAN,730363648,Manhattan,BBC,R,R,188,20.9,9,1,1,112,12.4,9,0,1,100,100.0,1,1,0,43,-,0,0,0
467,1296546048,M. Staiano,Michael Staiano,Staiano,Michael,P,Elon University,ELON,730252544,Elon,BBC,L,L,210,35.0,6,1,0,148,29.6,5,1,0,128,128.0,1,0,0,55,-,0,0,0
467,1332975104,D. Cohen,Daniel Cohen,Cohen,Daniel,P,Yale University,YALE,730334464,Yale,BBC,R,R,508,10.0,51,1,2,330,8.9,37,0,0,236,16.9,14,1,2,111,-,0,0,0
467,1198583040,C. Powers,Callen Powers,Powers,Callen,P,University of Massachusetts,MASS,5451,UMass,BBC,R,R,660,7.1,93,1,0,379,4.7,81,0,0,341,28.4,12,1,0,175,-,0,0,0
467,1229526528,J. Wren,Jack Wren,Wren,Jack,P,University of Maryland-College Park,MD,730172928,Maryland,BBC,R,R,283,12.9,22,1,0,189,9.9,19,0,0,130,43.3,3,1,0,89,-,0,0,0
467,1098297856,J. Halcisak,Josh Halcisak,Halcisak,Josh,P,Mount St. Mary's University,MSM,730291712,Mount St. Mary's,BBC,R,R,439,12.2,36,1,1,290,12.6,23,1,0,211,17.6,12,0,1,141,141.0,1,0,0
467,1276416512,J. Hustedde,Jacob Hustedde,Hustedde,Jacob,P,Murray State University,MURR,730188032,Murray State,BBC,R,R,366,15.3,24,1,0,236,13.9,17,1,0,196,24.5,8,1,0,75,-,0,0,0
467,1334270720,N. Johnson,Nolan Johnson,Johnson,Nolan,P,North Dakota State University,NDSU,730343168,North Dakota State,BBC,L,L,613,32.3,19,1,0,416,26.0,16,1,0,264,88.0,3,0,0,111,-,0,0,0
467,1258795008,B. Leedle,Bryce Leedle,Leedle,Bryce,P,University of St. Thomas (Minn.),UOST,730200320,University of St. Thomas (Minn.),BBC,R,R,267,17.8,15,1,0,191,12.7,15,1,0,119,-,0,0,0,77,-,0,0,0
467,1218604800,M. Rodriques,Mikey Rodriques,Rodriques,Mikey,P,Youngstown State University,YSU,730284544,Youngstown State,BBC,R,R,276,39.4,7,1,0,183,36.6,5,0,0,169,84.5,2,1,0,116,-,0,0,0
467,1162012672,G. Helsel,Garrett Helsel,Helsel,Garrett,P,Southern Illinois Univ.-Edwardsville,SIUE,730298112,SIU Edwardsville,BBC,L,L,360,10.9,33,1,0,238,9.2,26,1,0,188,31.3,6,0,0,90,90.0,1,0,0
467,1303446784,C. Clarke,Collin Clarke,Clarke,Collin,P,University of Oregon,ORE,4807,Oregon,BBC,R,R,459,10.2,45,1,0,331,7.9,42,0,0,193,64.3,3,1,0,129,-,0,0,0
467,1277162752,E. Hayden,Enas Hayden,Hayden,Enas,P,Purdue University,PUR,730353152,Purdue,BBC,R,R,99,19.8,5,1,0,74,14.8,5,1,0,66,-,0,0,0,47,-,0,0,0
467,1269484032,A. Steinhaus,Andrew Steinhaus,Steinhaus,Andrew,P,Radford University,RAD,730267392,Radford,BBC,R,R,572,24.9,23,1,5,322,15.3,21,1,3,294,147.0,2,0,2,212,-,0,0,0
467,1100187904,J. Martin,Jevarra Martin,Martin,Jevarra,P,Georgia Southern University,GASO,730331648,Georgia Southern,BBC,L,L,115,14.4,8,1,0,87,14.5,6,1,0,59,29.5,2,0,0,31,-,0,0,0
467,1097719552,N. Tincher,Noah Tincher,Tincher,Noah,P,Saint Joseph's University,JOES,730332416,Saint Joseph's,BBC,L,L,59,29.5,2,1,0,36,18.0,2,1,0,25,25.0,1,1,0,26,-,0,0,0
467,1244115968,R. Erbeck,Ricky Erbeck,Erbeck,Ricky,P,Fairfield University,FAIR,730380544,Fairfield,BBC,R,R,150,18.8,8,1,1,100,12.5,8,1,1,76,-,0,0,0,67,-,0,0,0
467,1084425728,A. Shew,Adam Shew,Shew,Adam,P,University of San Francisco,SF,730365696,San Francisco,BBC,R,R,85,6.1,14,1,0,50,3.8,13,1,0,43,43.0,1,0,0,19,-,0,0,0
467,1127171584,R. Lumpkin,Reese Lumpkin,Lumpkin,Reese,P,University of Miami,MIA,236,Miami,BBC,R,R,393,13.1,30,1,1,286,9.9,29,1,1,166,166.0,1,0,0,98,-,0,0,0
467,1254189056,N. Rizzo,Nicholas Rizzo,Rizzo,Nicholas,P,Stony Brook University,STON,730249984,Stony Brook,BBC,L,L,452,37.7,12,1,1,321,53.5,6,1,0,192,32.0,6,0,1,97,-,0,0,0
467,1325548800,A. Gelbsman,Aidan Gelbsman,Gelbsman,Aidan,P,University at Albany,ALBY,730280448,Albany,BBC,L,L,225,16.1,14,1,1,172,12.3,14,1,1,84,-,0,0,0,53,-,0,0,0
467,1110671616,A. Mosiello,Andrew Mosiello,Mosiello,Andrew,P,University of San Diego,USD,5320,San Diego,BBC,R,R,458,18.3,25,1,0,299,14.9,20,0,0,239,47.8,5,1,0,90,-,0,0,0
467,1200121600,C. Hrbacek,Cooper Hrbacek,Hrbacek,Cooper,P,Abilene Christian University,AC,730375936,Abilene Christian,BBC,R,R,124,62.0,2,1,0,85,85.0,1,1,0,80,40.0,2,1,0,54,-,0,0,0
467,1268429312,C. Soliz,Cameron Soliz,Soliz,Cameron,P,Texas A&M-Corpus Christi,AMCC,4764,Texas A&M-Corpus Christi,BBC,R,R,285,17.8,16,1,0,218,24.2,9,0,0,174,24.9,7,1,0,81,-,0,0,0
467,1162302720,J. Whiteman,Jacob Whiteman,Whiteman,Jacob,P,Towson University,TOWS,730318336,Towson,BBC,R,R,273,17.1,16,1,0,159,12.2,13,1,0,158,52.7,3,0,0,100,-,0,0,0
467,1263414528,J. Reiser,Justis Reiser,Reiser,Justis,P,Brigham Young University,BYU,730257152,BYU,BBC,R,L,276,9.9,28,1,0,198,7.6,26,1,0,124,62.0,2,0,0,73,-,0,0,0
467,1202408960,N. Frers,Nick Frers,Frers,Nick,P,Virginia Commonwealth University,VCU,730179328,VCU,BBC,R,R,376,31.3,12,1,0,281,40.1,7,0,0,184,36.8,5,1,0,81,-,0,0,0
467,1269411328,N. Williamson,Nolan Williamson,Williamson,Nolan,P,Virginia Military Institute,VMI,730173440,VMI,BBC,R,L,87,14.5,6,1,0,62,10.3,6,1,0,39,-,0,0,0,25,-,0,0,0
467,1140608256,M. Sullivan,Mike Sullivan,Sullivan,Mike,P,University of Wisconsin-Milwaukee,MILW,5036,Milwaukee,BBC,R,R,289,289.0,1,1,0,189,189.0,1,1,0,163,-,0,0,0,118,-,0,0,0
467,1178388480,M. LeBlanc,Max LeBlanc,LeBlanc,Max,P,Stetson University,STET,730261504,Stetson,BBC,R,R,133,26.6,5,1,0,103,20.6,5,1,0,48,-,0,0,0,15,-,0,0,0
467,1306736128,N. Dvorsky,Nathan Dvorsky,Dvorsky,Nathan,P,Clemson University,CLEM,730358784,Clemson,BBC,R,R,257,16.1,16,1,0,147,14.7,10,1,0,155,25.8,6,0,0,66,-,0,0,0
467,1081435392,J. Greeley,JD Greeley,Greeley,JD,P,Monmouth University,MONM,4164,Monmouth,BBC,R,R,321,8.2,39,1,0,232,7.0,33,1,0,145,24.2,6,0,0,80,-,0,0,0
467,1099928064,B. Beranek,Bryant Beranek,Beranek,Bryant,P,Middle Tennessee State University,MTU,730158336,Middle Tennessee State,BBC,R,R,345,23.0,15,1,0,235,15.7,15,1,0,188,-,0,0,0,144,-,0,0,0
467,1307650816,T. Hanselman,Trevor Hanselman,Hanselman,Trevor,P,Florida A&M University,FAMU,5416,Florida A&M,BBC,R,R,269,44.8,6,1,0,191,38.2,5,1,0,140,140.0,1,0,0,59,-,0,0,0
467,1273171201,M. Manriquez,Mason Manriquez,Manriquez,Mason,P,Gardner Webb University,WEBB,730222592,Gardner Webb,BBC,R,R,293,41.9,7,1,0,200,33.3,6,1,0,154,154.0,1,0,0,114,-,0,0,0
467,1099881216,B. Wingenroth,Brandon Wingenroth,Wingenroth,Brandon,P,Penn State University,PSU,5326,Penn State,BBC,R,R,59,19.7,3,1,0,46,23.0,2,0,0,34,34.0,1,1,0,18,-,0,0,0
467,1202729472,D. Rossow,David Rossow,Rossow,David,P,Campbell University,CAMP,730187776,Campbell,BBC,R,R,458,28.6,16,1,4,314,19.6,16,1,4,209,-,0,0,0,133,-,0,0,0
467,1211307008,T. Barkman,Trey Barkman,Barkman,Trey,P,Ohio University,OHIO,730298368,Ohio,BBC,R,R,260,11.3,23,1,2,185,8.4,22,1,2,146,146.0,1,0,0,95,-,0,0,0
467,1198498048,C. Kling,Corey Kling,Kling,Corey,P,University of South Florida,USF,2292,South Florida,BBC,R,R,199,12.4,16,1,0,183,11.4,16,1,0,97,-,0,0,0,44,-,0,0,0
467,1297650176,D. Siesky,Dylan Siesky,Siesky,Dylan,P,University of Richmond,RICH,730171904,Richmond,BBC,R,R,160,26.7,6,1,0,117,23.4,5,0,0,82,82.0,1,1,0,99,-,0,0,0
467,1342168677,C. Scolari,Cal Scolari,Scolari,Cal,P,University of San Diego,USD,5320,San Diego,BBC,R,R,557,9.1,61,1,2,433,7.5,58,1,1,246,82.0,3,0,1,137,-,0,0,0
467,1297071104,T. Muscar,Tyler Muscar,Muscar,Tyler,P,James Madison University,JMU,730340096,James Madison,BBC,L,L,355,7.9,45,1,1,258,6.0,43,1,1,196,98.0,2,0,0,105,-,0,0,0
