Rank,playerId,abbrevName,playerFullName,player,playerFirstName,pos,newestTeamName,newestTeamAbbrevName,newestTeamId,newestTeamLocation,newestTeamLevel,batsHand,throwsHand,G,Inn,FieldOpp,Chances,PO,A,E,ThrowE,FieldE,DropE,FLD%,DP
470,1186793728,A. Perez,Aaron Perez,Perez,Aaron,1B,Utah Tech University,UTU,730318592,Utah Tech,BBC,L,L,53,445.2,71,441,427,10,4,1,4,0,.991,44
471,1282146048,C. Sewell,Cameron Sewell,Sewell,Cameron,2B,Sacramento State University,SAC,730293760,Sacramento State,BBC,L,R,52,433.2,156,220,97,121,2,0,2,0,.991,38
471,1126847744,K. Irvin,Karson Irvin,Irvin,Karson,CF,Nicholls State University,NICH,730284032,Nicholls State,BBC,L,R,49,409.2,149,110,107,2,1,0,1,0,.991,1
471,1226688256,J. Jaconski,Joe Jaconski,Jaconski,Joe,2B,Penn State University,PSU,5326,Penn State,BBC,L,R,56,484.0,141,330,235,92,3,1,3,0,.991,34
471,1306772224,E. Hartmann,Erich Hartmann,Hartmann,Erich,RF,Rider University,RID,730174976,Rider,BBC,L,L,48,407.0,146,110,103,6,1,0,1,0,.991,3
471,1135882752,C. Carson,Christopher Carson,Carson,Christopher,CF,Stony Brook University,STON,730249984,Stony Brook,BBC,L,L,44,336.1,160,110,107,2,1,1,0,0,.991,4
471,1018912519,K. Ishikawa,Kenny Ishikawa,Ishikawa,Kenny,TWP,Seattle University,SEA,4504,Seattle,BBC,L,L,47,359.0,156,110,99,10,1,1,0,0,.991,2
471,1078030211,A. Amburgey,Austin Amburgey,Amburgey,Austin,1B,Valparaiso University,VALP,730369536,Valparaiso,BBC,L,R,34,244.1,59,220,207,11,2,1,1,0,.991,15
478,1142738944,J. Walsh,Jacob Walsh,Walsh,Jacob,1B,University of Oregon,ORE,4807,Oregon,BBC,L,L,58,501.0,109,437,410,23,4,0,4,0,.991,36
479,1269407488,R. Novak,Ryan Novak,Novak,Ryan,LF,Miami University (Ohio),M-OH,730379264,Miami (OH),BBC,L,L,56,472.2,202,109,105,3,1,0,1,0,.991,1
479,1132728832,A. Paskell,Anthony Paskell,Paskell,Anthony,CF,Rider University,RID,730174976,Rider,BBC,R,R,37,319.1,159,109,103,5,1,0,1,0,.991,0
479,1174874880,J. Tiroly,Joe Tiroly,Tiroly,Joe,2B,Rider University,RID,730174976,Rider,BBC,R,R,51,442.0,133,218,93,123,2,1,1,0,.991,37
479,1364051932,R. Billingsley,Ryker Billingsley,Billingsley,Ryker,CF,University of North Alabama,UNA,730266624,North Alabama,BBC,L,R,38,316.2,151,109,106,2,1,0,1,0,.991,0
479,1112227629,A. Cano,Angel Cano,Cano,Angel,1B,Little Rock,UALR,730217472,Little Rock,BBC,R,R,41,353.1,72,327,310,14,3,0,3,0,.991,28
484,1176351744,B. Church,Braxton Church,Church,Braxton,C,Appalachian State University,APP,730240256,Appalachian State,BBC,L,R,45,381.2,32,326,279,44,3,1,2,0,.991,5
485,1263498752,M. Wolbert,Mark Wolbert,Wolbert,Mark,CF,UC Davis,UCD,730153984,UC Davis,BBC,L,L,49,374.1,172,108,105,2,1,0,1,0,.991,0
486,1205036800,T. Eisenstat,Tommy Eisenstat,Eisenstat,Tommy,1B,Gonzaga University,GONZ,730200832,Gonzaga,BBC,L,R,52,452.2,83,430,410,16,4,1,4,0,.991,35
487,1179407872,B. Barton,Blake Barton,Barton,Blake,LF,Belmont University,BEL,730190336,Belmont,BBC,R,R,60,499.1,210,107,105,1,1,0,1,0,.991,0
487,1745682930,O. Silliman,Owen Silliman,Silliman,Owen,CF,Canisius College,CAN,730218752,Canisius,BBC,R,R,41,329.0,161,107,103,3,1,0,1,0,.991,2
489,1550044575,R. Skjonsby,Ryan Skjonsby,Skjonsby,Ryan,1B,Washington State University,WSU,4505,Washington State,BBC,L,R,49,393.1,69,427,416,7,4,1,3,0,.991,28
490,1207804160,S. McGahan,Shea McGahan,McGahan,Shea,C,Southeast Missouri State University,SEMO,730168576,Southeast Missouri State,BBC,R,R,39,322.0,5,319,278,38,3,1,1,0,.991,1
491,1404304693,A. Irby,Austin Irby,Irby,Austin,1B,East Carolina University,ECU,730270720,East Carolina,BBC,L,R,58,492.0,83,424,407,13,4,0,4,0,.991,29
491,1265649074,Z. Knowlton,Zach Knowlton,Knowlton,Zach,CF,Central Michigan University,CMU,5342,Central Michigan,BBC,R,R,54,442.0,290,212,207,3,2,1,1,0,.991,2
491,1596377367,B. Wyche,Bruce Wyche,Wyche,Bruce,RF,North Carolina A&T State University,NCAT,730372352,North Carolina A&T,BBC,R,R,51,430.1,173,106,105,0,1,0,1,0,.991,0
494,1287354624,B. Guerin,Blake Guerin,Guerin,Blake,1B,University of Iowa,IOWA,1232,Iowa,BBC,R,R,46,242.1,45,211,207,2,2,0,1,0,.991,22
495,1233348096,G. Berkley,Garrison Berkley,Berkley,Garrison,CF,Louisiana Tech University,LT,3374,Louisiana Tech,BBC,R,R,55,466.1,172,105,98,6,1,0,1,0,.990,1
495,1231533568,V. Cimini,Vince Cimini,Cimini,Vince,2B,Boston College,BC,227,Boston College,BBC,R,R,56,475.0,138,315,217,95,3,0,3,0,.990,41
495,1191773952,T. Deters,Teddy Deters,Deters,Teddy,RF,Creighton University,CREI,730243840,Creighton,BBC,R,R,55,463.0,152,105,103,1,1,0,1,0,.990,1
495,1099691776,W. Sykes,Wells Sykes,Sykes,Wells,RF,Coastal Carolina University,CCAR,4104,Coastal Carolina,BBC,R,R,63,489.0,149,105,104,0,1,0,1,0,.990,0
499,1251443200,A. Calarco,Alex Calarco,Calarco,Alex,C,University of Maryland-College Park,MD,730172928,Maryland,BBC,S,R,54,451.2,7,418,383,31,4,2,1,0,.990,2
499,1661336148,D. Toigo,Dean Toigo,Toigo,Dean,RF,UNLV,UNLV,730161664,UNLV,BBC,L,R,52,442.0,108,209,196,11,2,0,2,0,.990,16
501,1324040960,C. ONeal,Connor ONeal,ONeal,Connor,C,Southeastern Louisiana University,SELA,730209280,Southeastern Louisiana,BBC,L,R,37,312.2,8,313,291,19,3,3,0,0,.990,7
502,1174787328,T. Splaine,Tommy Splaine,Splaine,Tommy,1B,University of Arizona,ARIZ,232,Arizona,BBC,R,R,62,539.2,99,521,487,29,5,2,4,0,.990,45
503,1278204928,D. Pacella,Daniel Pacella,Pacella,Daniel,LF,Illinois State University,ILST,730258944,Illinois State,BBC,L,L,56,474.1,224,104,102,1,1,0,1,0,.990,0
503,1113915136,C. Higgs,Conor Higgs,Higgs,Conor,LF,University of Louisiana at Lafayette,ULL,5075,Louisiana,BBC,L,L,56,476.2,180,104,101,2,1,0,1,0,.990,0
503,1332976640,M. Lombardi,Michael Lombardi,Lombardi,Michael,TWP,Tulane University,TULN,730354176,Tulane,BBC,R,R,45,293.1,98,104,95,8,1,0,1,0,.990,4
506,1320627456,J. Hall,Jude Hall,Hall,Jude,CF,Southeastern Louisiana University,SELA,730209280,Southeastern Louisiana,BBC,L,R,47,346.2,158,103,102,0,1,0,1,0,.990,0
506,1172798629,E. Rodriguez,Elijah Rodriguez,Rodriguez,Elijah,C,Texas Southern University,TXSO,4768,Texas Southern,BBC,R,R,40,297.0,7,206,177,27,2,0,1,0,.990,4
506,1594044353,N. Lovarco,Nick Lovarco,Lovarco,Nick,RF,Monmouth University,MONM,4164,Monmouth,BBC,R,R,47,398.1,146,103,99,3,1,0,1,0,.990,2
509,1222899712,T. Hare,Tyler Hare,Hare,Tyler,1B,Wofford College,WOF,730176512,Wofford,BBC,L,R,53,411.2,87,410,389,17,4,1,3,0,.990,26
510,1181521152,T. Holder,Taylor Holder,Holder,Taylor,LF,University of Nevada,NEV,4784,Nevada,BBC,R,R,53,459.1,196,102,99,2,1,0,1,0,.990,0
510,1207810816,C. Boyd,Cameron Boyd,Boyd,Cameron,RF,University of Southern Indiana,SIND,730288640,Southern Indiana,BBC,R,R,48,384.2,142,102,101,0,1,0,1,0,.990,0
510,1276857856,A. Salgado,AJ Salgado,Salgado,AJ,RF,UCLA,UCLA,5048,UCLA,BBC,L,R,63,541.2,161,102,99,2,1,0,1,0,.990,0
510,1254913024,D. Castellanos,Diego Castellanos,Castellanos,Diego,RF,Saint Mary's College (CA),SMC,730288896,Saint Mary's,BBC,L,L,61,507.2,158,102,98,3,1,0,1,0,.990,3
510,1971003791,J. Stevenson,Jared Stevenson,Stevenson,Jared,RF,Seattle University,SEA,4504,Seattle,BBC,R,R,52,428.1,177,102,96,5,1,0,1,0,.990,2
510,1760227824,M. Risley,Miles Risley,Risley,Miles,CF,University of Iowa,IOWA,1232,Iowa,BBC,R,R,56,470.1,143,102,101,0,1,0,1,0,.990,0
510,1017316318,S. Newman,Scott Newman,Newman,Scott,CF,University of South Carolina Upstate,SCUS,730317312,South Carolina Upstate,BBC,R,L,60,514.0,287,204,201,1,2,0,2,0,.990,0
517,1279343872,J. Kail,Jack Kail,Kail,Jack,2B,Columbia University,CLMB,730319104,Columbia,BBC,L,R,49,412.1,139,203,87,114,2,2,0,0,.990,34
518,1205242112,W. Jaun,William Jaun,Jaun,William,TWP,Cornell University,COR,730298624,Cornell,BBC,L,L,23,103.0,28,101,95,5,1,1,1,0,.990,9
518,1150471424,K. Dossa,Kaiden Dossa,Dossa,Kaiden,CF,Yale University,YALE,730334464,Yale,BBC,R,R,45,386.2,159,101,100,0,1,0,1,0,.990,0
518,1297673729,B. Cermenelli,Bryce Cermenelli,Cermenelli,Bryce,3B,University of Central Arkansas,CARK,730175232,Central Arkansas,BBC,L,R,38,325.0,93,101,31,69,1,0,1,0,.990,10
518,1190789888,J. Pipercic,Jacob Pipercic,Pipercic,Jacob,RF,Long Island University-Brooklyn,LIU,730352896,LIU Brooklyn,BBC,R,R,45,375.0,142,101,98,2,1,0,1,0,.990,1
518,1325151488,N. Milk,Nate Milk,Milk,Nate,RF,Niagara University,NIAG,730156544,Niagara,BBC,R,R,46,376.1,163,101,98,2,1,0,1,0,.990,0
518,1173512704,M. Maggio,Michael Maggio,Maggio,Michael,LF,University at Albany,ALBY,730280448,Albany,BBC,R,R,47,375.1,199,101,98,2,1,0,1,0,.990,0
518,1306903808,L. West,Landon West,West,Landon,C,Rice University,RICE,2352,Rice,BBC,R,R,51,406.2,41,404,361,39,4,0,4,0,.990,15
518,1212036192,D. Johnson,Drew Johnson,Johnson,Drew,LF,Mercer University,MER,730240512,Mercer,BBC,L,R,56,471.1,192,101,85,15,1,0,1,0,.990,4
518,1173758464,T. Rutledge,Trey Rutledge,Rutledge,Trey,CF,Alabama A&M University,AAMU,730365440,Alabama A&M,BBC,R,R,41,302.1,180,101,98,2,1,0,1,0,.990,2
518,1061039381,J. Souders,Jake Souders,Souders,Jake,RF,Samford University,SAM,730386432,Samford,BBC,R,R,55,465.1,147,101,97,3,1,0,1,0,.990,2
528,1318015232,M. Thomas,Mattie Thomas,Thomas,Mattie,1B,New Jersey Institute of Technology,NJIT,730313216,NJIT,BBC,L,L,36,242.1,42,201,193,6,2,1,1,0,.990,18
528,1086914846,M. Craig,Michael Craig,Craig,Michael,1B,Hofstra University,HOF,730245120,Hofstra,BBC,L,L,42,326.0,137,201,189,10,2,0,2,0,.990,15
530,1202718208,E. Dempsey,Evan Dempsey,Dempsey,Evan,TWP,Florida Gulf Coast University,FGCU,4964,Florida Gulf Coast,BBC,L,R,54,432.2,152,100,88,11,1,0,1,0,.990,0
530,1097643008,B. Williams,Brody Williams,Williams,Brody,C,Kent State University,KENT,730315008,Kent State,BBC,R,R,49,401.1,13,400,363,33,4,0,3,0,.990,3
530,1698176328,B. Grizzaffi,Bryce Grizzaffi,Grizzaffi,Bryce,C,Lamar University,LAM,730162432,Lamar,BBC,R,R,42,300.2,26,300,261,36,3,1,2,0,.990,4
530,1763574886,N. Sparks,Nolan Sparks,Sparks,Nolan,LF,Northern Kentucky University,NKU,730230272,Northern Kentucky,BBC,R,R,49,402.1,190,100,96,3,1,0,1,0,.990,1
534,1220509952,G. Mangrum,Grant Mangrum,Mangrum,Grant,C,McNeese State University,MCNS,730285056,McNeese State,BBC,R,R,38,264.2,14,299,273,23,3,1,1,0,.990,3
535,1617354666,C. Thorndyke,Colby Thorndyke,Thorndyke,Colby,1B,Coastal Carolina University,CCAR,4104,Coastal Carolina,BBC,L,R,63,503.2,90,498,469,24,5,2,3,0,.990,46
536,1196824064,C. Gallegos,Chase Gallegos,Gallegos,Chase,C,UNLV,UNLV,730161664,UNLV,BBC,R,R,47,380.0,19,398,362,32,4,2,2,0,.990,0
536,1096810240,Z. Zyons,Zac Zyons,Zyons,Zac,SS,Bryant University,BRY,730266880,Bryant,BBC,L,R,52,437.1,166,199,72,125,2,1,1,0,.990,20
538,1310785536,C. Nixon,Chase Nixon,Nixon,Chase,LF,University of Memphis,MEM,730172160,Memphis,BBC,L,R,54,450.2,174,99,94,4,1,0,1,0,.990,1
538,1075959040,A. Smith,Austin Smith,Smith,Austin,TWP,University of San Diego,USD,5320,San Diego,BBC,L,L,42,315.0,141,99,89,9,1,0,1,0,.990,1
540,1162579200,J. Livingston,Josh Livingston,Livingston,Josh,2B,Wichita State University,WICH,730203904,Wichita State,BBC,L,R,55,471.2,116,296,216,77,3,1,2,0,.990,26
541,1207764736,N. Schubart,Nolan Schubart,Schubart,Nolan,RF,Oklahoma State University,OKST,4245,Oklahoma State,BBC,L,R,52,442.1,128,98,96,1,1,0,1,0,.990,1
541,1096805120,J. Millan,Jake Millan,Millan,Jake,1B,Florida Atlantic University,FAU,339,Florida Atlantic,BBC,S,L,53,433.2,108,392,364,24,4,1,2,0,.990,37
541,1184274176,K. Garis,Keegan Garis,Garis,Keegan,LF,Indiana State University,INST,730350080,Indiana State,BBC,L,R,45,370.0,163,98,96,1,1,0,1,0,.990,2
541,1717584400,J. Crews,Justen Crews,Crews,Justen,CF,Florida A&M University,FAMU,5416,Florida A&M,BBC,R,R,52,379.0,177,98,92,5,1,0,1,0,.990,1
545,1072858790,J. Jelic,Jason Jelic,Jelic,Jason,C,Xavier University,XAV,5464,Xavier,BBC,L,R,55,443.1,7,391,362,25,4,2,2,0,.990,3
546,1310853632,S. Rivera,Sergio Rivera,Rivera,Sergio,RF,Bethune-Cookman University,COOK,730152960,Bethune-Cookman,BBC,R,R,48,380.0,143,97,93,3,1,0,1,0,.990,2
546,1287364352,W. Neels,Weber Neels,Neels,Weber,C,University of Minnesota,MINN,4864,Minnesota,BBC,R,R,46,395.2,24,388,350,34,4,4,0,0,.990,3
546,1084564992,C. Monda,Carter Monda,Monda,Carter,CF,University of Northern Colorado,UNCO,730286592,Northern Colorado,BBC,R,R,48,370.0,165,97,95,1,1,0,1,0,.990,1
546,1218556160,J. Radcliffe,Jacoby Radcliffe,Radcliffe,Jacoby,CF,Southern University,SOU,4767,Southern,BBC,L,R,44,331.1,153,97,95,1,1,0,1,0,.990,0
550,1948744121,L. Johnson,Landen Johnson,Johnson,Landen,1B,High Point University,HP,730321152,High Point,BBC,L,L,46,387.0,58,387,368,15,4,1,4,0,.990,27
551,1195516928,C. Matlon,Caden Matlon,Matlon,Caden,C,University of Akron,AKR,540536064,Akron,BBC,R,R,38,311.1,37,290,259,28,3,2,1,0,.990,13
552,1132962304,L. Iverson,Luke Iverson,Iverson,Luke,RF,Utah Valley University,UVU,730263552,Utah Valley,BBC,S,R,60,506.1,163,192,175,15,2,0,2,0,.990,5
552,1237826816,J. Milto,Joey Milto,Milto,Joey,RF,Bellarmine University,BU,730167552,Bellarmine,BBC,L,R,55,387.2,179,96,91,4,1,0,1,0,.990,1
552,1092813824,I. Francis,Ian Francis,Francis,Ian,C,University of Kansas,KU,730360064,Kansas,BBC,R,R,51,381.2,6,384,351,29,4,3,0,0,.990,3
552,1186391040,G. Merlonghi,Gianno Merlonghi,Merlonghi,Gianno,RF,Central Connecticut State University,CCSU,730306816,Central Connecticut State,BBC,R,R,44,360.1,146,96,94,1,1,0,1,0,.990,0
556,1140709632,H. Stokely,Hunter Stokely,Stokely,Hunter,1B,University of North Carolina,UNC,730181888,North Carolina,BBC,L,R,61,535.0,107,479,455,19,5,1,4,0,.990,33
557,1152952832,D. Zirwas,Devan Zirwas,Zirwas,Devan,1B,Eastern Michigan University,EMU,5385,Eastern Michigan,BBC,L,L,51,427.1,82,383,352,27,4,0,4,0,.990,32
557,1094691072,J. Spyke,Jack Spyke,Spyke,Jack,C,Western Carolina University,WCU,730278144,Western Carolina,BBC,R,R,52,407.2,46,383,358,21,4,4,0,0,.990,12
559,1339593216,C. Jacobs,Clay Jacobs,Jacobs,Clay,RF,Ball State University,BALL,730195456,Ball State,BBC,L,R,54,387.1,154,95,94,0,1,0,1,0,.989,0
559,1334298880,N. Furcht,Noah Furcht,Furcht,Noah,RF,UNC Charlotte,CHAR,730214400,Charlotte,BBC,R,R,56,471.1,138,95,88,6,1,0,1,0,.989,1
561,1281514496,P. Airhart,Parker Airhart,Airhart,Parker,C,University of Texas-Arlington,UTA,5324,UT Arlington,BBC,R,R,42,338.0,8,284,251,30,3,2,1,0,.989,3
562,1306887936,J. Tate,Josh Tate,Tate,Josh,CF,Georgia Southern University,GASO,730331648,Georgia Southern,BBC,R,R,59,502.0,267,189,187,0,2,1,1,0,.989,0
562,1293885714,M. Tanaka,Makani Tanaka,Tanaka,Makani,CF,Oral Roberts University,ORU,730180096,Oral Roberts,BBC,L,R,59,512.2,277,189,187,0,2,0,2,0,.989,0
562,1402749004,R. Pruitt,Ryan Pruitt,Pruitt,Ryan,CF,University of South Florida,USF,2292,South Florida,BBC,L,L,56,484.1,244,189,185,2,2,0,2,0,.989,1
562,1625677173,C. Martin,Cade Martin,Martin,Cade,C,Little Rock,UALR,730217472,Little Rock,BBC,R,R,49,400.2,8,378,348,26,4,3,1,0,.989,2
566,1166182912,J. Hyde,Jake Hyde,Hyde,Jake,1B,Duke University,DUKE,730336256,Duke,BBC,L,R,55,467.1,97,472,445,22,5,1,5,0,.989,33
567,1092657664,S. White,Sean White,White,Sean,C,Georgia Southern University,GASO,730331648,Georgia Southern,BBC,R,R,52,426.0,10,377,354,19,4,1,3,0,.989,3
568,1100789760,B. Wooldridge,Braydon Wooldridge,Wooldridge,Braydon,TWP,UC Davis,UCD,730153984,UC Davis,BBC,L,L,50,391.1,167,94,91,2,1,0,1,0,.989,0
568,1314888960,G. Harrelson,Gage Harrelson,Harrelson,Gage,RF,Florida State University,FSU,101,Florida State,BBC,L,L,58,496.0,140,94,90,3,1,0,1,0,.989,3
568,1184451840,D. Wiley,David Wiley,Wiley,David,RF,Wofford College,WOF,730176512,Wofford,BBC,R,R,55,442.1,158,94,92,1,1,0,1,0,.989,1
568,1269593088,A. Cordeiro,Antonio Cordeiro,Cordeiro,Antonio,C,St. Bonaventure University,SBON,730375424,St. Bonaventure,BBC,R,R,40,303.0,8,282,255,24,3,2,1,0,.989,1
568,1299973888,J. Casey,Jake Casey,Casey,Jake,RF,Kent State University,KENT,730315008,Kent State,BBC,L,R,56,459.0,153,94,92,1,1,0,1,0,.989,1
573,1263372032,G. Noriega,Gavin Noriega,Noriega,Gavin,LF,Bryant University,BRY,730266880,Bryant,BBC,L,L,52,436.1,102,281,270,8,3,0,3,0,.989,13
574,1184443392,G. Dill,Garrett Dill,Dill,Garrett,1B,The Citadel,CIT,730366720,The Citadel,BBC,R,R,48,400.0,70,373,353,16,4,1,4,0,.989,24
575,1279313920,L. Elmore,Luke Elmore,Elmore,Luke,LF,Air Force Academy,AFA,730205440,Air Force,BBC,R,R,47,382.0,102,279,266,10,3,0,3,0,.989,20
575,1207803904,K. Denty,Kevin Denty,Denty,Kevin,RF,Valparaiso University,VALP,730369536,Valparaiso,BBC,L,R,47,374.2,151,93,92,0,1,0,1,0,.989,0
575,1297576704,C. Canon,Cider Canon,Canon,Cider,RF,Davidson College,DAV,730363136,Davidson,BBC,R,R,48,399.0,133,93,89,3,1,0,1,0,.989,2
575,1327585024,C. Walsh,Chris Walsh,Walsh,Chris,1B,Monmouth University,MONM,4164,Monmouth,BBC,R,R,40,335.0,91,279,266,10,3,1,2,0,.989,16
575,1385713296,W. Cowan,Will Cowan,Cowan,Will,RF,St. John's University (NY),SJU,4285,St. John's,BBC,R,R,48,370.2,143,93,86,6,1,0,1,0,.989,2
575,1670962097,A. Riess,Axel Riess,Riess,Axel,CF,Dartmouth College,DART,730216192,Dartmouth,BBC,R,R,35,280.1,139,93,91,1,1,0,1,0,.989,1
581,1192564993,C. Hynek,Colin Hynek,Hynek,Colin,C,Georgia State University,GAST,730239744,Georgia State,BBC,R,R,44,357.2,11,371,340,27,4,0,4,0,.989,2
582,1310404864,A. Lopez,Adrian Lopez,Lopez,Adrian,LF,University of Southern California,USC,5047,USC,BBC,R,R,43,358.1,89,278,261,14,3,0,3,0,.989,19
583,1239325952,R. Drumm,Ryan Drumm,Drumm,Ryan,LF,Butler University,BUT,730283520,Butler,BBC,R,R,52,385.1,204,92,90,1,1,0,1,0,.989,0
583,1309506304,A. Williamson,Andrew Williamson,Williamson,Andrew,RF,University of Central Florida,UCF,730256640,Central Florida,BBC,L,L,55,473.1,139,92,90,1,1,0,1,0,.989,0
583,1123950336,C. Gasser,Camden Gasser,Gasser,Camden,SS,Purdue University,PUR,730353152,Purdue,BBC,L,R,37,218.2,79,92,26,65,1,0,1,0,.989,12
583,1623072769,R. Bolin,Robby Bolin,Bolin,Robby,RF,University of Nebraska,NEB,4865,Nebraska,BBC,L,L,44,294.1,128,92,91,0,1,0,1,0,.989,0
587,1246725888,E. Pelc,Eddy Pelc,Pelc,Eddy,CF,Grand Canyon University,GC,5310,Grand Canyon,BBC,L,L,58,498.0,282,183,181,0,2,0,2,0,.989,0
587,1195546880,C. Diggins,Chase Diggins,Diggins,Chase,2B,University of Kansas,KU,730360064,Kansas,BBC,R,R,52,301.2,91,183,103,78,2,2,0,0,.989,14
589,1093153024,J. Bello,Jack Bello,Bello,Jack,TWP,Butler University,BUT,730283520,Butler,BBC,R,L,38,286.2,59,274,258,13,3,1,2,0,.989,20
590,1157740288,B. Rogers,Brandon Rogers,Rogers,Brandon,CF,Purdue University,PUR,730353152,Purdue,BBC,R,R,46,227.2,128,91,90,0,1,0,1,0,.989,0
590,1306865920,M. Thomas,Martavius Thomas,Thomas,Martavius,CF,Grambling State University,GRAM,5378,Grambling State,BBC,S,R,47,352.0,160,91,89,1,1,0,1,0,.989,0
590,1227132160,J. Perez,Jhonkeanu Perez,Perez,Jhonkeanu,LF,Radford University,RAD,730267392,Radford,BBC,L,L,53,451.0,206,91,88,2,1,0,1,0,.989,1
590,1253443072,K. Frett,Kishon Frett,Frett,Kishon,LF,Florida International University,FIU,4468,Florida International,BBC,R,R,46,396.2,152,91,86,4,1,0,1,0,.989,1
594,1736924719,M. Delgado,Matthew Delgado,Delgado,Matthew,C,University of North Alabama,UNA,730266624,North Alabama,BBC,R,R,51,420.1,15,363,327,32,4,2,3,0,.989,3
595,1162558208,N. Chronis,Nate Chronis,Chronis,Nate,C,Winthrop University,WIN,730294784,Winthrop,BBC,R,R,56,435.0,16,453,408,40,5,2,2,0,.989,3
596,1279331072,L. Vidourek,Landyn Vidourek,Vidourek,Landyn,RF,University of Cincinnati,CIN,5465,Cincinnati,BBC,L,R,51,426.2,140,90,86,3,1,0,1,0,.989,3
596,1092329472,J. Alvarez,Julian Alvarez,Alvarez,Julian,RF,California Baptist University,CBU,5091,California Baptist,BBC,L,L,50,382.1,139,90,84,5,1,0,1,0,.989,1
596,1323828224,A. DeMartino,Alec DeMartino,DeMartino,Alec,RF,UNC Wilmington,UNCW,730229504,UNC Wilmington,BBC,R,R,57,490.1,139,90,86,3,1,0,1,0,.989,1
596,1184450048,K. Mallory Jr.,Kenny Mallory Jr.,Mallory Jr.,Kenny,1B,Elon University,ELON,730252544,Elon,BBC,L,L,55,437.1,115,360,347,9,4,0,4,0,.989,15
596,1142522368,C. Call,Chase Call,Call,Chase,RF,UC Irvine,UCI,3031,UC Irvine,BBC,R,R,52,454.2,134,90,88,1,1,0,1,0,.989,0
596,1309405696,B. Holcomb,Braden Holcomb,Holcomb,Braden,LF,Vanderbilt University,VAN,5046,Vanderbilt,BBC,R,R,47,356.1,116,90,85,4,1,0,1,0,.989,1
596,1989400191,J. Hotchkiss,Jackson Hotchkiss,Hotchkiss,Jackson,RF,University of Washington,WASH,3110,Washington,BBC,R,R,48,391.1,139,90,88,1,1,0,1,0,.989,0
596,1770120373,T. Marsh,Tatum Marsh,Marsh,Tatum,LF,Stanford University,STAN,730251264,Stanford,BBC,R,R,49,424.2,172,90,87,2,1,0,1,0,.989,0
604,1333052160,G. Freeman,Gus Freeman,Freeman,Gus,1B,Austin Peay State University,PEAY,730219520,Austin Peay,BBC,R,R,57,480.2,88,446,428,13,5,0,5,0,.989,33
605,1142746368,S. Gwynn,Seth Gwynn,Gwynn,Seth,CF,University of California,CAL,730152448,California,BBC,R,R,42,331.2,143,89,88,0,1,0,1,0,.989,0
605,1310787328,D. Bravo,Damian Bravo,Bravo,Damian,RF,Texas Tech University,TTU,2350,Texas Tech,BBC,R,R,52,452.2,143,89,84,4,1,0,1,0,.989,3
605,1088448768,M. Dobie,Mason Dobie,Dobie,Mason,1B,University of Dayton,DAY,730194688,Dayton,BBC,L,R,57,477.2,110,445,402,38,5,0,5,0,.989,38
605,1225719552,K. Nahaku,Kamana Nahaku,Nahaku,Kamana,LF,"University of Hawaii, Manoa",HAW,730158848,Hawaii,BBC,R,R,54,437.0,157,89,82,6,1,0,1,0,.989,0
605,1342167966,M. Galvin,Max Galvin,Galvin,Max,LF,University of Miami,MIA,236,Miami,BBC,L,L,58,465.1,170,89,83,5,1,0,1,0,.989,0
610,1116254208,C. Rogan,Charlie Rogan,Rogan,Charlie,1B,George Washington University,GW,730249216,George Washington,BBC,L,R,39,337.1,58,355,337,14,4,0,4,0,.989,31
611,1101468928,J. Smith,JP Smith,Smith,JP,1B,Sacramento State University,SAC,730293760,Sacramento State,BBC,R,R,58,505.2,104,531,504,21,6,3,3,0,.989,50
611,1297585152,J. McCoy,James McCoy,McCoy,James,TWP,University of Kentucky,UK,5362,Kentucky,BBC,S,R,45,249.2,54,177,159,16,2,1,1,0,.989,13
613,1324444929,K. Halligan,Katcher Halligan,Halligan,Katcher,1B,Houston Christian University,HCU,730157824,Houston Christian,BBC,L,L,57,480.1,97,441,420,16,5,0,4,0,.989,34
614,1279285504,L. Walton,Luke Walton,Walton,Luke,LF,University of Toledo,TOL,5388,Toledo,BBC,L,L,50,412.0,159,88,85,2,1,0,1,0,.989,0
614,1220407808,H. Rodriguez,Hector Rodriguez,Rodriguez,Hector,2B,Lamar University,LAM,730162432,Lamar,BBC,S,R,41,210.0,81,88,26,61,1,0,1,0,.989,5
614,1154033664,J. Jackson,Jake Jackson,Jackson,Jake,CF,San Diego State University,SDSU,730218496,San Diego State,BBC,R,R,56,466.0,257,176,172,2,2,0,2,0,.989,1
614,1984059385,C. Hill,Cameron Hill,Hill,Cameron,RF,Grambling State University,GRAM,5378,Grambling State,BBC,R,R,47,371.0,147,88,86,1,1,0,1,0,.989,1
614,1342169592,J. Skowronski,Josh Skowronski,Skowronski,Josh,LF,Winthrop University,WIN,730294784,Winthrop,BBC,L,R,48,368.1,154,88,86,1,1,0,1,0,.989,2
619,1214619904,C. Bishop,Casey Bishop,Bishop,Casey,2B,Towson University,TOWS,730318336,Towson,BBC,R,R,50,383.0,134,175,62,111,2,0,2,0,.989,19
620,1139944960,R. Niedzwiedz,Ryan Niedzwiedz,Niedzwiedz,Ryan,1B,Southern Illinois Univ.-Edwardsville,SIUE,730298112,SIU Edwardsville,BBC,L,R,53,452.2,85,437,405,27,5,0,5,0,.989,30
